ENSGALP00000024336	ENSGALP00000006178
ENSGALP00000012413	ENSGALP00000003327
ENSGALP00000036540	ENSGALP00000012413
ENSGALP00000012413	ENSGALP00000036540
ENSGALP00000026514	ENSGALP00000006059
ENSGALP00000006059	ENSGALP00000026514
ENSGALP00000036116	ENSGALP00000005647
ENSGALP00000005647	ENSGALP00000036116
ENSGALP00000036116	ENSGALP00000021767
ENSGALP00000021767	ENSGALP00000036116
ENSGALP00000005647	ENSGALP00000021767
ENSGALP00000021767	ENSGALP00000005647
ENSGALP00000005363	ENSGALP00000015636
ENSGALP00000015636	ENSGALP00000005363
ENSGALP00000043249	ENSGALP00000005930
ENSGALP00000005930	ENSGALP00000043249
ENSGALP00000043249	ENSGALP00000042547
ENSGALP00000042547	ENSGALP00000043249
ENSGALP00000043249	ENSGALP00000005435
ENSGALP00000005435	ENSGALP00000043249
ENSGALP00000043249	ENSGALP00000000480
ENSGALP00000000480	ENSGALP00000043249
ENSGALP00000005930	ENSGALP00000042547
ENSGALP00000042547	ENSGALP00000005930
ENSGALP00000005930	ENSGALP00000005435
ENSGALP00000005435	ENSGALP00000005930
ENSGALP00000005930	ENSGALP00000000480
ENSGALP00000000480	ENSGALP00000005930
ENSGALP00000042547	ENSGALP00000005435
ENSGALP00000005435	ENSGALP00000042547
ENSGALP00000042547	ENSGALP00000000480
ENSGALP00000000480	ENSGALP00000042547
ENSGALP00000005435	ENSGALP00000000480
ENSGALP00000000480	ENSGALP00000005435
ENSGALP00000025121	ENSGALP00000038251
ENSGALP00000038251	ENSGALP00000025121
ENSGALP00000025121	ENSGALP00000004811
ENSGALP00000004811	ENSGALP00000025121
ENSGALP00000038251	ENSGALP00000004811
ENSGALP00000004811	ENSGALP00000038251
ENSGALP00000002155	ENSGALP00000025693
ENSGALP00000025693	ENSGALP00000002155
ENSGALP00000002155	ENSGALP00000000638
ENSGALP00000000638	ENSGALP00000002155
ENSGALP00000025693	ENSGALP00000000638
ENSGALP00000000638	ENSGALP00000025693
ENSGALP00000042846	ENSGALP00000025751
ENSGALP00000025751	ENSGALP00000042846
ENSGALP00000036052	ENSGALP00000025470
ENSGALP00000025470	ENSGALP00000036052
ENSGALP00000036052	ENSGALP00000025570
ENSGALP00000025570	ENSGALP00000036052
ENSGALP00000036052	ENSGALP00000001192
ENSGALP00000001192	ENSGALP00000036052
ENSGALP00000036052	ENSGALP00000023727
ENSGALP00000023727	ENSGALP00000036052
ENSGALP00000036052	ENSGALP00000010269
ENSGALP00000010269	ENSGALP00000036052
ENSGALP00000025470	ENSGALP00000025570
ENSGALP00000025570	ENSGALP00000025470
ENSGALP00000025470	ENSGALP00000001192
ENSGALP00000001192	ENSGALP00000025470
ENSGALP00000025470	ENSGALP00000023727
ENSGALP00000023727	ENSGALP00000025470
ENSGALP00000025470	ENSGALP00000010269
ENSGALP00000010269	ENSGALP00000025470
ENSGALP00000025570	ENSGALP00000001192
ENSGALP00000001192	ENSGALP00000025570
ENSGALP00000025570	ENSGALP00000023727
ENSGALP00000023727	ENSGALP00000025570
ENSGALP00000025570	ENSGALP00000010269
ENSGALP00000010269	ENSGALP00000025570
ENSGALP00000001192	ENSGALP00000023727
ENSGALP00000023727	ENSGALP00000001192
ENSGALP00000001192	ENSGALP00000010269
ENSGALP00000010269	ENSGALP00000001192
ENSGALP00000023727	ENSGALP00000010269
ENSGALP00000010269	ENSGALP00000023727
ENSGALP00000024372	ENSGALP00000028674
ENSGALP00000028674	ENSGALP00000024372
ENSGALP00000024372	ENSGALP00000041997
ENSGALP00000041997	ENSGALP00000024372
ENSGALP00000024372	ENSGALP00000042614
ENSGALP00000042614	ENSGALP00000024372
ENSGALP00000024372	ENSGALP00000043313
ENSGALP00000043313	ENSGALP00000024372
ENSGALP00000028674	ENSGALP00000041997
ENSGALP00000041997	ENSGALP00000028674
ENSGALP00000028674	ENSGALP00000042614
ENSGALP00000042614	ENSGALP00000028674
ENSGALP00000028674	ENSGALP00000043313
ENSGALP00000043313	ENSGALP00000028674
ENSGALP00000041997	ENSGALP00000042614
ENSGALP00000042614	ENSGALP00000041997
ENSGALP00000041997	ENSGALP00000043313
ENSGALP00000043313	ENSGALP00000041997
ENSGALP00000042614	ENSGALP00000043313
ENSGALP00000043313	ENSGALP00000042614
ENSGALP00000031881	ENSGALP00000018030
ENSGALP00000018030	ENSGALP00000031881
ENSGALP00000031881	ENSGALP00000009540
ENSGALP00000009540	ENSGALP00000031881
ENSGALP00000031881	ENSGALP00000039673
ENSGALP00000039673	ENSGALP00000031881
ENSGALP00000018030	ENSGALP00000009540
ENSGALP00000009540	ENSGALP00000018030
ENSGALP00000018030	ENSGALP00000039673
ENSGALP00000039673	ENSGALP00000018030
ENSGALP00000009540	ENSGALP00000039673
ENSGALP00000039673	ENSGALP00000009540
ENSGALP00000039455	ENSGALP00000015605
ENSGALP00000015605	ENSGALP00000039455
ENSGALP00000042844	ENSGALP00000008266
ENSGALP00000008266	ENSGALP00000042844
ENSGALP00000042844	ENSGALP00000019565
ENSGALP00000019565	ENSGALP00000042844
ENSGALP00000008266	ENSGALP00000019565
ENSGALP00000019565	ENSGALP00000008266
ENSGALP00000040869	ENSGALP00000042527
ENSGALP00000042527	ENSGALP00000040869
ENSGALP00000000547	ENSGALP00000021337
ENSGALP00000021337	ENSGALP00000000547
ENSGALP00000000547	ENSGALP00000021613
ENSGALP00000021613	ENSGALP00000000547
ENSGALP00000021337	ENSGALP00000021613
ENSGALP00000021613	ENSGALP00000021337
ENSGALP00000002121	ENSGALP00000004753
ENSGALP00000004753	ENSGALP00000002121
ENSGALP00000002121	ENSGALP00000004719
ENSGALP00000004719	ENSGALP00000002121
ENSGALP00000002121	ENSGALP00000011922
ENSGALP00000011922	ENSGALP00000002121
ENSGALP00000004753	ENSGALP00000004719
ENSGALP00000004719	ENSGALP00000004753
ENSGALP00000004753	ENSGALP00000011922
ENSGALP00000011922	ENSGALP00000004753
ENSGALP00000004719	ENSGALP00000011922
ENSGALP00000011922	ENSGALP00000004719
ENSGALP00000006144	ENSGALP00000015057
ENSGALP00000015057	ENSGALP00000006144
ENSGALP00000006144	ENSGALP00000014886
ENSGALP00000014886	ENSGALP00000006144
ENSGALP00000015057	ENSGALP00000014886
ENSGALP00000014886	ENSGALP00000015057
ENSGALP00000022098	ENSGALP00000027462
ENSGALP00000027462	ENSGALP00000022098
ENSGALP00000006813	ENSGALP00000001360
ENSGALP00000001360	ENSGALP00000006813
ENSGALP00000034387	ENSGALP00000026741
ENSGALP00000026741	ENSGALP00000034387
ENSGALP00000034387	ENSGALP00000041591
ENSGALP00000041591	ENSGALP00000034387
ENSGALP00000034387	ENSGALP00000025868
ENSGALP00000025868	ENSGALP00000034387
ENSGALP00000034387	ENSGALP00000026291
ENSGALP00000026291	ENSGALP00000034387
ENSGALP00000026741	ENSGALP00000041591
ENSGALP00000041591	ENSGALP00000026741
ENSGALP00000026741	ENSGALP00000025868
ENSGALP00000025868	ENSGALP00000026741
ENSGALP00000026741	ENSGALP00000026291
ENSGALP00000026291	ENSGALP00000026741
ENSGALP00000041591	ENSGALP00000025868
ENSGALP00000025868	ENSGALP00000041591
ENSGALP00000041591	ENSGALP00000026291
ENSGALP00000026291	ENSGALP00000041591
ENSGALP00000025868	ENSGALP00000026291
ENSGALP00000026291	ENSGALP00000025868
ENSGALP00000000875	ENSGALP00000017863
ENSGALP00000017863	ENSGALP00000000875
ENSGALP00000040839	ENSGALP00000011509
ENSGALP00000011509	ENSGALP00000040839
ENSGALP00000040839	ENSGALP00000042383
ENSGALP00000042383	ENSGALP00000040839
ENSGALP00000011509	ENSGALP00000042383
ENSGALP00000042383	ENSGALP00000011509
ENSGALP00000015061	ENSGALP00000000237
ENSGALP00000000237	ENSGALP00000015061
ENSGALP00000022686	ENSGALP00000043468
ENSGALP00000043468	ENSGALP00000022686
ENSGALP00000022686	ENSGALP00000011140
ENSGALP00000011140	ENSGALP00000022686
ENSGALP00000043468	ENSGALP00000011140
ENSGALP00000011140	ENSGALP00000043468
ENSGALP00000008237	ENSGALP00000025664
ENSGALP00000025664	ENSGALP00000008237
ENSGALP00000008237	ENSGALP00000038582
ENSGALP00000038582	ENSGALP00000008237
ENSGALP00000025664	ENSGALP00000038582
ENSGALP00000038582	ENSGALP00000025664
ENSGALP00000018974	ENSGALP00000020091
ENSGALP00000020091	ENSGALP00000018974
ENSGALP00000024396	ENSGALP00000011537
ENSGALP00000011537	ENSGALP00000024396
ENSGALP00000009080	ENSGALP00000041202
ENSGALP00000041202	ENSGALP00000009080
ENSGALP00000021163	ENSGALP00000021166
ENSGALP00000021166	ENSGALP00000021163
ENSGALP00000021163	ENSGALP00000007775
ENSGALP00000007775	ENSGALP00000021163
ENSGALP00000021166	ENSGALP00000007775
ENSGALP00000007775	ENSGALP00000021166
ENSGALP00000007859	ENSGALP00000021160
ENSGALP00000021160	ENSGALP00000007859
ENSGALP00000009114	ENSGALP00000006839
ENSGALP00000006839	ENSGALP00000009114
ENSGALP00000009114	ENSGALP00000035875
ENSGALP00000035875	ENSGALP00000009114
ENSGALP00000009114	ENSGALP00000035874
ENSGALP00000035874	ENSGALP00000009114
ENSGALP00000006839	ENSGALP00000035875
ENSGALP00000035875	ENSGALP00000006839
ENSGALP00000006839	ENSGALP00000035874
ENSGALP00000035874	ENSGALP00000006839
ENSGALP00000035875	ENSGALP00000035874
ENSGALP00000035874	ENSGALP00000035875
ENSGALP00000020515	ENSGALP00000037394
ENSGALP00000037394	ENSGALP00000020515
ENSGALP00000022646	ENSGALP00000002021
ENSGALP00000002021	ENSGALP00000022646
ENSGALP00000022646	ENSGALP00000023784
ENSGALP00000023784	ENSGALP00000022646
ENSGALP00000022646	ENSGALP00000023783
ENSGALP00000023783	ENSGALP00000022646
ENSGALP00000002021	ENSGALP00000023784
ENSGALP00000023784	ENSGALP00000002021
ENSGALP00000002021	ENSGALP00000023783
ENSGALP00000023783	ENSGALP00000002021
ENSGALP00000023784	ENSGALP00000023783
ENSGALP00000023783	ENSGALP00000023784
ENSGALP00000018929	ENSGALP00000036272
ENSGALP00000036272	ENSGALP00000018929
ENSGALP00000018910	ENSGALP00000030359
ENSGALP00000030359	ENSGALP00000018910
ENSGALP00000009304	ENSGALP00000001522
ENSGALP00000001522	ENSGALP00000009304
ENSGALP00000031614	ENSGALP00000009335
ENSGALP00000009335	ENSGALP00000031614
ENSGALP00000031614	ENSGALP00000027039
ENSGALP00000027039	ENSGALP00000031614
ENSGALP00000031614	ENSGALP00000043217
ENSGALP00000043217	ENSGALP00000031614
ENSGALP00000009335	ENSGALP00000027039
ENSGALP00000027039	ENSGALP00000009335
ENSGALP00000009335	ENSGALP00000043217
ENSGALP00000043217	ENSGALP00000009335
ENSGALP00000027039	ENSGALP00000043217
ENSGALP00000043217	ENSGALP00000027039
ENSGALP00000030305	ENSGALP00000028881
ENSGALP00000028881	ENSGALP00000030305
ENSGALP00000030305	ENSGALP00000016197
ENSGALP00000016197	ENSGALP00000030305
ENSGALP00000028881	ENSGALP00000016197
ENSGALP00000016197	ENSGALP00000028881
ENSGALP00000022141	ENSGALP00000008460
ENSGALP00000008460	ENSGALP00000022141
ENSGALP00000012267	ENSGALP00000027397
ENSGALP00000027397	ENSGALP00000012267
ENSGALP00000012267	ENSGALP00000009440
ENSGALP00000009440	ENSGALP00000012267
ENSGALP00000027397	ENSGALP00000009440
ENSGALP00000009440	ENSGALP00000027397
ENSGALP00000005441	ENSGALP00000006510
ENSGALP00000006510	ENSGALP00000005441
ENSGALP00000005441	ENSGALP00000042410
ENSGALP00000042410	ENSGALP00000005441
ENSGALP00000006510	ENSGALP00000042410
ENSGALP00000042410	ENSGALP00000006510
ENSGALP00000041980	ENSGALP00000008665
ENSGALP00000008665	ENSGALP00000041980
ENSGALP00000041980	ENSGALP00000042409
ENSGALP00000042409	ENSGALP00000041980
ENSGALP00000041980	ENSGALP00000034153
ENSGALP00000034153	ENSGALP00000041980
ENSGALP00000041980	ENSGALP00000014456
ENSGALP00000014456	ENSGALP00000041980
ENSGALP00000008665	ENSGALP00000042409
ENSGALP00000042409	ENSGALP00000008665
ENSGALP00000008665	ENSGALP00000034153
ENSGALP00000034153	ENSGALP00000008665
ENSGALP00000008665	ENSGALP00000014456
ENSGALP00000014456	ENSGALP00000008665
ENSGALP00000042409	ENSGALP00000034153
ENSGALP00000034153	ENSGALP00000042409
ENSGALP00000042409	ENSGALP00000014456
ENSGALP00000014456	ENSGALP00000042409
ENSGALP00000034153	ENSGALP00000014456
ENSGALP00000014456	ENSGALP00000034153
ENSGALP00000036529	ENSGALP00000002963
ENSGALP00000002963	ENSGALP00000036529
ENSGALP00000042946	ENSGALP00000027275
ENSGALP00000027275	ENSGALP00000042946
ENSGALP00000011703	ENSGALP00000027274
ENSGALP00000027274	ENSGALP00000011703
ENSGALP00000011703	ENSGALP00000014955
ENSGALP00000014955	ENSGALP00000011703
ENSGALP00000011703	ENSGALP00000041905
ENSGALP00000041905	ENSGALP00000011703
ENSGALP00000027274	ENSGALP00000014955
ENSGALP00000014955	ENSGALP00000027274
ENSGALP00000027274	ENSGALP00000041905
ENSGALP00000041905	ENSGALP00000027274
ENSGALP00000014955	ENSGALP00000041905
ENSGALP00000041905	ENSGALP00000014955
ENSGALP00000003955	ENSGALP00000008340
ENSGALP00000008340	ENSGALP00000003955
ENSGALP00000041660	ENSGALP00000003021
ENSGALP00000003021	ENSGALP00000041660
ENSGALP00000004192	ENSGALP00000001568
ENSGALP00000001568	ENSGALP00000004192
ENSGALP00000022555	ENSGALP00000024969
ENSGALP00000024969	ENSGALP00000022555
ENSGALP00000037794	ENSGALP00000009623
ENSGALP00000009623	ENSGALP00000037794
ENSGALP00000014423	ENSGALP00000019935
ENSGALP00000019935	ENSGALP00000014423
ENSGALP00000014423	ENSGALP00000041167
ENSGALP00000041167	ENSGALP00000014423
ENSGALP00000019935	ENSGALP00000041167
ENSGALP00000041167	ENSGALP00000019935
ENSGALP00000018052	ENSGALP00000023705
ENSGALP00000023705	ENSGALP00000018052
ENSGALP00000002570	ENSGALP00000019508
ENSGALP00000019508	ENSGALP00000002570
ENSGALP00000024300	ENSGALP00000002649
ENSGALP00000002649	ENSGALP00000024300
ENSGALP00000007304	ENSGALP00000037868
ENSGALP00000037868	ENSGALP00000007304
ENSGALP00000001875	ENSGALP00000001874
ENSGALP00000001874	ENSGALP00000001875
ENSGALP00000014503	ENSGALP00000042835
ENSGALP00000042835	ENSGALP00000014503
ENSGALP00000025115	ENSGALP00000043215
ENSGALP00000043215	ENSGALP00000025115
ENSGALP00000025115	ENSGALP00000040021
ENSGALP00000040021	ENSGALP00000025115
ENSGALP00000025115	ENSGALP00000023950
ENSGALP00000023950	ENSGALP00000025115
ENSGALP00000043215	ENSGALP00000040021
ENSGALP00000040021	ENSGALP00000043215
ENSGALP00000043215	ENSGALP00000023950
ENSGALP00000023950	ENSGALP00000043215
ENSGALP00000040021	ENSGALP00000023950
ENSGALP00000023950	ENSGALP00000040021
ENSGALP00000024929	ENSGALP00000036053
ENSGALP00000036053	ENSGALP00000024929
ENSGALP00000024929	ENSGALP00000027629
ENSGALP00000027629	ENSGALP00000024929
ENSGALP00000036053	ENSGALP00000027629
ENSGALP00000027629	ENSGALP00000036053
ENSGALP00000022274	ENSGALP00000006464
ENSGALP00000006464	ENSGALP00000022274
ENSGALP00000015567	ENSGALP00000008841
ENSGALP00000008841	ENSGALP00000015567
ENSGALP00000008876	ENSGALP00000001471
ENSGALP00000001471	ENSGALP00000008876
ENSGALP00000008876	ENSGALP00000038397
ENSGALP00000038397	ENSGALP00000008876
ENSGALP00000008876	ENSGALP00000018300
ENSGALP00000018300	ENSGALP00000008876
ENSGALP00000001471	ENSGALP00000038397
ENSGALP00000038397	ENSGALP00000001471
ENSGALP00000001471	ENSGALP00000018300
ENSGALP00000018300	ENSGALP00000001471
ENSGALP00000038397	ENSGALP00000018300
ENSGALP00000018300	ENSGALP00000038397
ENSGALP00000024847	ENSGALP00000025484
ENSGALP00000025484	ENSGALP00000024847
ENSGALP00000024847	ENSGALP00000003269
ENSGALP00000003269	ENSGALP00000024847
ENSGALP00000025484	ENSGALP00000003269
ENSGALP00000003269	ENSGALP00000025484
ENSGALP00000002910	ENSGALP00000016913
ENSGALP00000016913	ENSGALP00000002910
ENSGALP00000015306	ENSGALP00000006483
ENSGALP00000006483	ENSGALP00000015306
ENSGALP00000015306	ENSGALP00000027694
ENSGALP00000027694	ENSGALP00000015306
ENSGALP00000015306	ENSGALP00000013849
ENSGALP00000013849	ENSGALP00000015306
ENSGALP00000006483	ENSGALP00000027694
ENSGALP00000027694	ENSGALP00000006483
ENSGALP00000006483	ENSGALP00000013849
ENSGALP00000013849	ENSGALP00000006483
ENSGALP00000027694	ENSGALP00000013849
ENSGALP00000013849	ENSGALP00000027694
ENSGALP00000006553	ENSGALP00000023296
ENSGALP00000023296	ENSGALP00000006553
ENSGALP00000006553	ENSGALP00000003959
ENSGALP00000003959	ENSGALP00000006553
ENSGALP00000006553	ENSGALP00000006561
ENSGALP00000006561	ENSGALP00000006553
ENSGALP00000006553	ENSGALP00000027411
ENSGALP00000027411	ENSGALP00000006553
ENSGALP00000023296	ENSGALP00000003959
ENSGALP00000003959	ENSGALP00000023296
ENSGALP00000023296	ENSGALP00000006561
ENSGALP00000006561	ENSGALP00000023296
ENSGALP00000023296	ENSGALP00000027411
ENSGALP00000027411	ENSGALP00000023296
ENSGALP00000003959	ENSGALP00000006561
ENSGALP00000006561	ENSGALP00000003959
ENSGALP00000003959	ENSGALP00000027411
ENSGALP00000027411	ENSGALP00000003959
ENSGALP00000006561	ENSGALP00000027411
ENSGALP00000027411	ENSGALP00000006561
ENSGALP00000003121	ENSGALP00000027220
ENSGALP00000027220	ENSGALP00000003121
ENSGALP00000023798	ENSGALP00000040988
ENSGALP00000040988	ENSGALP00000023798
ENSGALP00000023798	ENSGALP00000039814
ENSGALP00000039814	ENSGALP00000023798
ENSGALP00000040988	ENSGALP00000039814
ENSGALP00000039814	ENSGALP00000040988
ENSGALP00000006528	ENSGALP00000001132
ENSGALP00000001132	ENSGALP00000006528
ENSGALP00000018703	ENSGALP00000024551
ENSGALP00000024551	ENSGALP00000018703
ENSGALP00000006922	ENSGALP00000027949
ENSGALP00000027949	ENSGALP00000006922
ENSGALP00000006922	ENSGALP00000027948
ENSGALP00000027948	ENSGALP00000006922
ENSGALP00000027949	ENSGALP00000027948
ENSGALP00000027948	ENSGALP00000027949
ENSGALP00000016856	ENSGALP00000039217
ENSGALP00000039217	ENSGALP00000016856
ENSGALP00000016856	ENSGALP00000016845
ENSGALP00000016845	ENSGALP00000016856
ENSGALP00000039217	ENSGALP00000016845
ENSGALP00000016845	ENSGALP00000039217
ENSGALP00000010286	ENSGALP00000008462
ENSGALP00000008462	ENSGALP00000010286
ENSGALP00000010286	ENSGALP00000013419
ENSGALP00000013419	ENSGALP00000010286
ENSGALP00000008462	ENSGALP00000013419
ENSGALP00000013419	ENSGALP00000008462
ENSGALP00000038419	ENSGALP00000013415
ENSGALP00000013415	ENSGALP00000038419
ENSGALP00000013565	ENSGALP00000000358
ENSGALP00000000358	ENSGALP00000013565
ENSGALP00000002008	ENSGALP00000001050
ENSGALP00000001050	ENSGALP00000002008
ENSGALP00000022818	ENSGALP00000022821
ENSGALP00000022821	ENSGALP00000022818
ENSGALP00000022818	ENSGALP00000007936
ENSGALP00000007936	ENSGALP00000022818
ENSGALP00000022818	ENSGALP00000026666
ENSGALP00000026666	ENSGALP00000022818
ENSGALP00000022818	ENSGALP00000006120
ENSGALP00000006120	ENSGALP00000022818
ENSGALP00000022821	ENSGALP00000007936
ENSGALP00000007936	ENSGALP00000022821
ENSGALP00000022821	ENSGALP00000026666
ENSGALP00000026666	ENSGALP00000022821
ENSGALP00000022821	ENSGALP00000006120
ENSGALP00000006120	ENSGALP00000022821
ENSGALP00000007936	ENSGALP00000026666
ENSGALP00000026666	ENSGALP00000007936
ENSGALP00000007936	ENSGALP00000006120
ENSGALP00000006120	ENSGALP00000007936
ENSGALP00000026666	ENSGALP00000006120
ENSGALP00000006120	ENSGALP00000026666
ENSGALP00000001956	ENSGALP00000025399
ENSGALP00000025399	ENSGALP00000001956
ENSGALP00000001956	ENSGALP00000025397
ENSGALP00000025397	ENSGALP00000001956
ENSGALP00000001956	ENSGALP00000023243
ENSGALP00000023243	ENSGALP00000001956
ENSGALP00000025399	ENSGALP00000025397
ENSGALP00000025397	ENSGALP00000025399
ENSGALP00000025399	ENSGALP00000023243
ENSGALP00000023243	ENSGALP00000025399
ENSGALP00000025397	ENSGALP00000023243
ENSGALP00000023243	ENSGALP00000025397
ENSGALP00000002581	ENSGALP00000022923
ENSGALP00000022923	ENSGALP00000002581
ENSGALP00000002581	ENSGALP00000026977
ENSGALP00000026977	ENSGALP00000002581
ENSGALP00000002581	ENSGALP00000011732
ENSGALP00000011732	ENSGALP00000002581
ENSGALP00000022923	ENSGALP00000026977
ENSGALP00000026977	ENSGALP00000022923
ENSGALP00000022923	ENSGALP00000011732
ENSGALP00000011732	ENSGALP00000022923
ENSGALP00000026977	ENSGALP00000011732
ENSGALP00000011732	ENSGALP00000026977
ENSGALP00000015289	ENSGALP00000007885
ENSGALP00000007885	ENSGALP00000015289
ENSGALP00000015289	ENSGALP00000026696
ENSGALP00000026696	ENSGALP00000015289
ENSGALP00000015289	ENSGALP00000017513
ENSGALP00000017513	ENSGALP00000015289
ENSGALP00000015289	ENSGALP00000033861
ENSGALP00000033861	ENSGALP00000015289
ENSGALP00000007885	ENSGALP00000026696
ENSGALP00000026696	ENSGALP00000007885
ENSGALP00000007885	ENSGALP00000017513
ENSGALP00000017513	ENSGALP00000007885
ENSGALP00000007885	ENSGALP00000033861
ENSGALP00000033861	ENSGALP00000007885
ENSGALP00000026696	ENSGALP00000017513
ENSGALP00000017513	ENSGALP00000026696
ENSGALP00000026696	ENSGALP00000033861
ENSGALP00000033861	ENSGALP00000026696
ENSGALP00000017513	ENSGALP00000033861
ENSGALP00000033861	ENSGALP00000017513
ENSGALP00000031420	ENSGALP00000012644
ENSGALP00000012644	ENSGALP00000031420
ENSGALP00000031420	ENSGALP00000003884
ENSGALP00000003884	ENSGALP00000031420
ENSGALP00000012644	ENSGALP00000003884
ENSGALP00000003884	ENSGALP00000012644
ENSGALP00000036432	ENSGALP00000007795
ENSGALP00000007795	ENSGALP00000036432
ENSGALP00000036432	ENSGALP00000015129
ENSGALP00000015129	ENSGALP00000036432
ENSGALP00000007795	ENSGALP00000015129
ENSGALP00000015129	ENSGALP00000007795
ENSGALP00000024286	ENSGALP00000012108
ENSGALP00000012108	ENSGALP00000024286
ENSGALP00000021082	ENSGALP00000009367
ENSGALP00000009367	ENSGALP00000021082
ENSGALP00000019144	ENSGALP00000008492
ENSGALP00000008492	ENSGALP00000019144
ENSGALP00000009521	ENSGALP00000020939
ENSGALP00000020939	ENSGALP00000009521
ENSGALP00000009521	ENSGALP00000003163
ENSGALP00000003163	ENSGALP00000009521
ENSGALP00000009521	ENSGALP00000000209
ENSGALP00000000209	ENSGALP00000009521
ENSGALP00000020939	ENSGALP00000003163
ENSGALP00000003163	ENSGALP00000020939
ENSGALP00000020939	ENSGALP00000000209
ENSGALP00000000209	ENSGALP00000020939
ENSGALP00000003163	ENSGALP00000000209
ENSGALP00000000209	ENSGALP00000003163
ENSGALP00000042818	ENSGALP00000020157
ENSGALP00000020157	ENSGALP00000042818
ENSGALP00000031194	ENSGALP00000019246
ENSGALP00000019246	ENSGALP00000031194
ENSGALP00000042198	ENSGALP00000041415
ENSGALP00000041415	ENSGALP00000042198
ENSGALP00000008174	ENSGALP00000007278
ENSGALP00000007278	ENSGALP00000008174
ENSGALP00000038872	ENSGALP00000036486
ENSGALP00000036486	ENSGALP00000038872
ENSGALP00000038872	ENSGALP00000042300
ENSGALP00000042300	ENSGALP00000038872
ENSGALP00000036486	ENSGALP00000042300
ENSGALP00000042300	ENSGALP00000036486
ENSGALP00000008679	ENSGALP00000039457
