SINCAM012787	SINCAM922661
SINCAM010852	SINCAM009439
SINCAM920754	SINCAM006628
SINCAM012828	SINCAM922674
SINCAM006217	SINCAM015835
SINCAM001227	SINCAM004976
SINCAM009873	SINCAM009906
SINCAM009174	SINCAM013734
SINCAM010762	SINCAM004514
SINCAM008806	SINCAM018012
SINCAM008443	SINCAM014568
SINCAM007435	SINCAM008618
SINCAM011718	SINCAM922795
SINCAM009338	SINCAM009126
SINCAM006351	SINCAM002139
SINCAM014529	SINCAM005320
SINCAM005766	SINCAM011708
SINCAM017726	SINCAM922523
SINCAM012862	SINCAM007127
SINCAM004977	SINCAM004976
SINCAM013395	SINCAM002078
SINCAM013979	SINCAM004456
SINCAM010741	SINCAM921775
SINCAM007408	SINCAM015330
SINCAM007200	SINCAM010139
SINCAM005068	SINCAM001286
SINCAM002275	SINCAM010594
SINCAM014427	SINCAM005336
SINCAM921136	SINCAM015121
SINCAM003201	SINCAM920492
SINCAM922095	SINCAM012205
SINCAM006447	SINCAM014175
SINCAM000314	SINCAM010940
SINCAM004506	SINCAM009383
SINCAM014342	SINCAM007068
SINCAM013370	SINCAM001678
SINCAM005728	SINCAM011682
SINCAM920556	SINCAM001203
SINCAM921813	SINCAM000854
SINCAM009030	SINCAM004617
SINCAM002262	SINCAM015500
SINCAM015615	SINCAM002494
SINCAM001257	SINCAM013956
SINCAM015771	SINCAM006812
SINCAM011189	SINCAM011187
SINCAM007034	SINCAM007035
SINCAM012362	SINCAM005988
SINCAM922171	SINCAM006020
SINCAM007401	SINCAM015637
SINCAM007601	SINCAM004658
SINCAM003126	SINCAM004256
SINCAM922489	SINCAM015981
SINCAM008198	SINCAM923028
SINCAM009359	SINCAM921962
SINCAM011625	SINCAM900190
SINCAM002083	SINCAM013394
SINCAM003784	SINCAM015151
SINCAM921286	SINCAM009311
SINCAM921278	SINCAM013931
SINCAM016665	SINCAM922933
SINCAM008853	SINCAM007491
SINCAM010960	SINCAM004828
SINCAM002592	SINCAM008941
SINCAM009726	SINCAM006071
SINCAM008270	SINCAM921314
SINCAM001511	SINCAM006272
SINCAM920943	SINCAM009855
SINCAM012793	SINCAM013496
SINCAM004579	SINCAM004580
SINCAM922715	SINCAM004115
SINCAM002148	SINCAM900265
SINCAM013311	SINCAM001979
SINCAM009680	SINCAM006107
SINCAM015956	SINCAM009358
SINCAM921824	SINCAM010054
SINCAM002180	SINCAM007465
SINCAM004996	SINCAM009523
SINCAM003060	SINCAM002433
SINCAM015935	SINCAM007405
SINCAM015115	SINCAM003672
SINCAM015974	SINCAM013561
SINCAM008436	SINCAM921761
SINCAM011138	SINCAM012311
SINCAM015515	SINCAM015988
SINCAM006796	SINCAM001502
SINCAM009018	SINCAM003653
SINCAM001280	SINCAM005055
SINCAM016278	SINCAM011436
SINCAM004365	SINCAM008960
SINCAM009372	SINCAM013794
SINCAM011398	SINCAM921915
SINCAM006298	SINCAM001931
SINCAM014594	SINCAM014590
SINCAM010522	SINCAM001796
SINCAM006313	SINCAM014143
SINCAM014431	SINCAM014570
SINCAM001229	SINCAM921868
SINCAM010987	SINCAM009097
SINCAM006689	SINCAM922220
SINCAM005352	SINCAM001695
SINCAM009468	SINCAM921019
SINCAM002063	SINCAM921588
SINCAM001334	SINCAM922848
SINCAM014714	SINCAM011197
SINCAM016922	SINCAM006270
SINCAM002421	SINCAM010513
SINCAM923078	SINCAM921686
SINCAM922519	SINCAM009892
SINCAM922308	SINCAM009138
SINCAM000037	SINCAM010036
SINCAM015496	SINCAM015313
SINCAM921862	SINCAM923107
SINCAM005209	SINCAM010500
SINCAM001182	SINCAM005589
SINCAM013632	SINCAM920651
SINCAM922837	SINCAM000443
SINCAM003849	SINCAM015150
SINCAM001625	SINCAM013435
SINCAM002127	SINCAM003915
SINCAM014076	SINCAM013306
SINCAM010240	SINCAM010234
SINCAM009623	SINCAM920998
SINCAM013170	SINCAM013095
SINCAM921349	SINCAM010921
SINCAM014501	SINCAM012723
SINCAM921912	SINCAM010876
SINCAM009494	SINCAM921242
SINCAM003615	SINCAM008518
SINCAM016249	SINCAM002482
SINCAM010451	SINCAM001878
SINCAM016287	SINCAM003776
SINCAM922808	SINCAM007129
SINCAM009701	SINCAM004292
SINCAM921319	SINCAM010811
SINCAM900101	SINCAM012728
SINCAM001525	SINCAM013531
SINCAM012515	SINCAM011351
SINCAM006594	SINCAM920665
SINCAM003585	SINCAM008327
SINCAM923052	SINCAM016178
SINCAM014107	SINCAM006362
SINCAM013732	SINCAM012564
SINCAM014146	SINCAM013515
SINCAM009688	SINCAM012086
SINCAM003896	SINCAM001324
SINCAM017786	SINCAM017494
SINCAM000857	SINCAM921701
SINCAM005495	SINCAM921631
SINCAM012953	SINCAM015501
SINCAM011134	SINCAM921160
SINCAM015647	SINCAM923064
SINCAM000977	SINCAM900191
SINCAM012304	SINCAM005311
SINCAM014163	SINCAM921571
SINCAM920431	SINCAM004064
SINCAM010866	SINCAM008964
SINCAM015966	SINCAM015133
SINCAM001417	SINCAM013196
SINCAM013385	SINCAM006657
SINCAM012977	SINCAM001178
SINCAM014915	SINCAM011085
SINCAM009253	SINCAM002909
SINCAM002926	SINCAM922385
SINCAM004382	SINCAM010722
SINCAM920547	SINCAM922805
SINCAM006237	SINCAM921264
SINCAM008849	SINCAM007392
SINCAM002289	SINCAM002738
SINCAM008785	SINCAM007614
SINCAM003883	SINCAM007706
SINCAM009503	SINCAM922304
SINCAM003178	SINCAM004802
SINCAM001456	SINCAM015273
SINCAM012370	SINCAM012369
SINCAM920923	SINCAM001295
SINCAM015522	SINCAM015569
SINCAM011718	SINCAM011749
SINCAM922474	SINCAM007563
SINCAM921703	SINCAM921704
SINCAM010093	SINCAM014254
SINCAM921942	SINCAM921340
SINCAM013622	SINCAM922102
SINCAM003660	SINCAM008298
SINCAM010860	SINCAM004273
SINCAM013064	SINCAM001132
SINCAM002315	SINCAM002920
SINCAM003922	SINCAM008316
SINCAM005694	SINCAM009594
SINCAM003824	SINCAM007358
SINCAM014706	SINCAM922811
SINCAM012833	SINCAM000898
SINCAM017986	SINCAM011303
SINCAM017141	SINCAM003963
SINCAM006275	SINCAM001507
SINCAM015209	SINCAM000880
SINCAM014660	SINCAM007991
SINCAM002539	SINCAM922432
SINCAM922306	SINCAM013619
SINCAM000359	SINCAM000358
SINCAM005595	SINCAM922221
SINCAM004338	SINCAM010731
SINCAM014104	SINCAM006374
SINCAM006630	SINCAM013494
SINCAM014865	SINCAM011657
SINCAM013313	SINCAM017526
SINCAM001059	SINCAM900135
SINCAM002200	SINCAM014413
SINCAM007110	SINCAM920520
SINCAM014017	SINCAM004455
SINCAM016968	SINCAM015862
SINCAM011332	SINCAM922201
SINCAM010095	SINCAM000180
SINCAM006432	SINCAM013516
SINCAM014326	SINCAM923107
SINCAM013921	SINCAM008949
SINCAM015510	SINCAM015310
SINCAM015519	SINCAM018048
SINCAM006545	SINCAM006546
SINCAM920472	SINCAM921872
SINCAM003079	SINCAM002571
SINCAM012484	SINCAM009325
SINCAM003110	SINCAM008910
SINCAM013001	SINCAM007795
SINCAM002502	SINCAM008991
SINCAM015241	SINCAM015515
SINCAM015218	SINCAM003990
SINCAM007699	SINCAM008708
SINCAM009300	SINCAM004691
SINCAM014689	SINCAM014615
SINCAM014850	SINCAM011672
SINCAM004541	SINCAM016215
SINCAM005811	SINCAM011638
SINCAM006424	SINCAM014112
SINCAM012814	SINCAM005508
SINCAM007153	SINCAM007119
SINCAM009038	SINCAM002593
SINCAM005786	SINCAM009878
SINCAM008493	SINCAM921230
SINCAM009931	SINCAM010701
SINCAM001792	SINCAM921514
SINCAM006409	SINCAM001674
SINCAM008691	SINCAM007691
SINCAM013308	SINCAM002452
SINCAM014570	SINCAM017983
SINCAM005601	SINCAM011587
SINCAM922955	SINCAM923040
SINCAM900287	SINCAM007429
SINCAM013151	SINCAM000818
SINCAM921776	SINCAM002984
SINCAM008524	SINCAM011469
SINCAM921333	SINCAM004507
SINCAM004461	SINCAM011027
SINCAM002961	SINCAM011565
SINCAM007808	SINCAM009774
SINCAM002261	SINCAM002260
SINCAM006440	SINCAM001584
SINCAM004509	SINCAM004507
SINCAM922409	SINCAM010409
SINCAM003242	SINCAM014979
SINCAM004351	SINCAM004350
SINCAM007181	SINCAM920491
SINCAM000951	SINCAM013080
SINCAM011448	SINCAM011450
SINCAM004046	SINCAM004556
SINCAM004620	SINCAM003897
SINCAM015000	SINCAM921200
SINCAM013660	SINCAM009341
SINCAM008690	SINCAM002943
SINCAM009563	SINCAM009564
SINCAM014729	SINCAM012548
SINCAM007321	SINCAM010006
SINCAM005690	SINCAM012142
SINCAM007977	SINCAM007808
SINCAM002358	SINCAM010468
SINCAM013012	SINCAM001295
SINCAM922792	SINCAM012437
SINCAM008613	SINCAM921444
SINCAM014663	SINCAM017746
SINCAM012001	SINCAM002630
SINCAM920462	SINCAM921007
SINCAM012085	SINCAM920975
SINCAM017248	SINCAM002644
SINCAM921931	SINCAM007813
SINCAM920935	SINCAM006125
SINCAM002729	SINCAM000452
SINCAM013802	SINCAM922106
SINCAM011064	SINCAM012406
SINCAM008247	SINCAM921196
SINCAM013159	SINCAM009208
SINCAM009358	SINCAM015181
SINCAM009588	SINCAM005696
SINCAM922654	SINCAM921605
SINCAM922080	SINCAM011972
SINCAM017930	SINCAM015312
SINCAM923109	SINCAM015454
SINCAM000586	SINCAM004669
SINCAM002585	SINCAM002584
SINCAM012114	SINCAM009653
SINCAM007063	SINCAM922340
SINCAM922106	SINCAM011603
SINCAM011796	SINCAM002704
SINCAM010239	SINCAM004470
SINCAM012085	SINCAM922557
SINCAM015989	SINCAM015664
SINCAM001775	SINCAM922151
SINCAM011469	SINCAM008524
SINCAM009030	SINCAM014922
SINCAM010656	SINCAM001785
SINCAM014570	SINCAM923064
SINCAM921776	SINCAM002981
SINCAM005108	SINCAM922856
SINCAM002675	SINCAM012068
SINCAM004592	SINCAM009248
SINCAM012854	SINCAM014505
SINCAM000600	SINCAM002592
SINCAM011138	SINCAM012538
SINCAM920497	SINCAM009969
SINCAM921078	SINCAM920824
SINCAM007340	SINCAM013779
SINCAM006106	SINCAM012075
SINCAM010041	SINCAM007076
SINCAM005749	SINCAM012245
SINCAM920579	SINCAM922445
SINCAM006008	SINCAM004819
SINCAM002539	SINCAM011866
SINCAM009239	SINCAM005219
SINCAM001319	SINCAM002768
SINCAM923057	SINCAM923040
SINCAM001451	SINCAM922498
SINCAM002091	SINCAM013391
SINCAM014429	SINCAM014570
SINCAM922995	SINCAM016507
SINCAM005278	SINCAM012187
SINCAM005922	SINCAM001999
SINCAM015967	SINCAM015786
SINCAM000627	SINCAM014091
SINCAM000081	SINCAM006620
SINCAM001542	SINCAM006310
SINCAM922886	SINCAM012854
SINCAM016192	SINCAM015377
SINCAM013405	SINCAM006396
SINCAM002425	SINCAM003096
SINCAM010016	SINCAM000485
SINCAM014623	SINCAM014700
SINCAM010834	SINCAM002925
SINCAM006178	SINCAM009809
SINCAM009161	SINCAM004269
SINCAM013390	SINCAM006730
SINCAM009116	SINCAM009117
SINCAM007211	SINCAM000727
SINCAM015054	SINCAM921328
SINCAM007962	SINCAM005364
SINCAM001774	SINCAM006473
SINCAM900060	SINCAM000757
SINCAM004256	SINCAM003125
SINCAM006710	SINCAM014086
SINCAM900234	SINCAM015802
SINCAM016287	SINCAM008477
SINCAM000762	SINCAM006336
SINCAM005336	SINCAM000121
SINCAM015223	SINCAM009633
SINCAM921189	SINCAM921659
SINCAM922900	SINCAM921110
SINCAM015663	SINCAM015988
SINCAM922956	SINCAM017930
SINCAM009315	SINCAM013786
SINCAM002864	SINCAM016637
SINCAM922710	SINCAM017851
SINCAM922982	SINCAM015241
SINCAM005365	SINCAM014457
SINCAM003197	SINCAM008876
SINCAM006046	SINCAM005604
SINCAM004623	SINCAM010787
SINCAM013130	SINCAM000957
SINCAM017020	SINCAM007395
SINCAM015688	SINCAM922980
SINCAM921448	SINCAM007687
SINCAM003203	SINCAM002539
SINCAM014709	SINCAM011163
SINCAM015015	SINCAM015989
SINCAM922962	SINCAM011047
SINCAM015283	SINCAM015294
SINCAM002524	SINCAM002964
SINCAM012010	SINCAM001546
SINCAM015695	SINCAM015056
SINCAM920608	SINCAM010789
SINCAM001276	SINCAM005487
SINCAM010406	SINCAM005056
SINCAM011902	SINCAM010439
SINCAM014647	SINCAM014570
SINCAM015184	SINCAM014570
SINCAM007152	SINCAM920436
SINCAM012950	SINCAM921919
SINCAM014067	SINCAM013300
SINCAM922263	SINCAM005995
SINCAM010803	SINCAM010280
SINCAM922995	SINCAM923165
SINCAM003414	SINCAM014258
SINCAM921865	SINCAM000797
SINCAM920988	SINCAM011797
SINCAM009453	SINCAM010946
SINCAM005877	SINCAM005772
SINCAM002452	SINCAM009355
SINCAM012738	SINCAM000894
SINCAM012387	SINCAM016277
SINCAM010019	SINCAM000805
SINCAM008937	SINCAM002919
SINCAM003134	SINCAM922868
SINCAM007752	SINCAM005127
SINCAM006900	SINCAM014570
SINCAM001758	SINCAM016189
SINCAM006569	SINCAM006587
SINCAM010186	SINCAM000409
SINCAM920925	SINCAM002146
SINCAM007498	SINCAM900282
SINCAM015133	SINCAM015966
SINCAM010160	SINCAM922773
SINCAM005558	SINCAM003086
SINCAM013300	SINCAM002047
SINCAM000081	SINCAM005034
SINCAM017899	SINCAM015299
SINCAM004706	SINCAM010939
SINCAM009448	SINCAM920649
SINCAM921336	SINCAM922290
SINCAM009099	SINCAM004802
SINCAM922407	SINCAM002349
SINCAM001230	SINCAM012993
SINCAM012452	SINCAM002019
SINCAM007398	SINCAM017640
SINCAM015033	SINCAM921218
SINCAM000733	SINCAM000734
SINCAM002432	SINCAM003057
SINCAM007223	SINCAM000697
SINCAM923158	SINCAM017904
SINCAM920535	SINCAM010178
SINCAM014972	SINCAM014588
SINCAM004855	SINCAM012203
SINCAM004580	SINCAM004579
SINCAM010824	SINCAM004738
SINCAM006028	SINCAM006029
SINCAM008542	SINCAM008539
SINCAM013911	SINCAM008124
SINCAM016007	SINCAM018085
SINCAM007691	SINCAM008690
SINCAM003330	SINCAM009107
SINCAM015242	SINCAM014570
SINCAM010667	SINCAM009383
SINCAM922639	SINCAM006264
SINCAM015325	SINCAM923057
SINCAM007578	SINCAM921309
SINCAM008431	SINCAM008429
SINCAM005418	SINCAM000904
SINCAM010869	SINCAM004416
SINCAM922375	SINCAM016004
SINCAM014788	SINCAM011383
SINCAM014030	SINCAM007024
SINCAM011866	SINCAM003382
SINCAM013660	SINCAM009006
SINCAM012855	SINCAM000946
SINCAM014730	SINCAM000358
SINCAM004729	SINCAM922943
SINCAM009460	SINCAM003408
SINCAM002527	SINCAM010549
SINCAM014145	SINCAM921539
SINCAM004113	SINCAM922718
SINCAM014249	SINCAM016491
SINCAM013592	SINCAM002948
SINCAM003987	SINCAM008087
SINCAM921140	SINCAM015126
SINCAM007404	SINCAM003691
SINCAM012986	SINCAM014475
SINCAM003610	SINCAM008526
SINCAM920666	SINCAM010568
SINCAM000356	SINCAM010275
SINCAM921255	SINCAM004201
SINCAM008899	SINCAM010458
SINCAM005120	SINCAM001015
SINCAM014841	SINCAM921988
SINCAM014702	SINCAM011212
SINCAM008923	SINCAM000045
SINCAM011947	SINCAM013238
SINCAM016072	SINCAM014570
SINCAM921977	SINCAM921138
SINCAM003017	SINCAM009518
SINCAM012281	SINCAM014838
SINCAM010134	SINCAM014385
SINCAM920890	SINCAM014420
SINCAM922379	SINCAM007099
SINCAM009965	SINCAM000224
SINCAM002434	SINCAM003061
SINCAM004750	SINCAM001020
SINCAM004341	SINCAM922146
SINCAM009935	SINCAM009936
SINCAM001033	SINCAM003277
SINCAM002695	SINCAM002746
SINCAM014619	SINCAM012830
SINCAM010195	SINCAM000619
SINCAM014304	SINCAM006822
SINCAM006160	SINCAM012191
SINCAM010947	SINCAM009453
SINCAM015546	SINCAM009141
SINCAM005874	SINCAM011475
SINCAM002309	SINCAM002308
SINCAM004950	SINCAM000517
SINCAM015300	SINCAM015826
SINCAM002730	SINCAM002326
SINCAM012742	SINCAM920898
SINCAM013316	SINCAM001974
SINCAM009219	SINCAM010834
SINCAM014246	SINCAM921677
SINCAM014568	SINCAM017902
SINCAM014570	SINCAM017626
SINCAM016546	SINCAM003783
SINCAM015530	SINCAM010649
SINCAM015569	SINCAM015581
SINCAM009217	SINCAM006150
SINCAM001677	SINCAM014186
SINCAM002771	SINCAM002766
SINCAM007338	SINCAM008846
SINCAM015004	SINCAM008143
SINCAM921001	SINCAM012357
SINCAM921677	SINCAM006866
SINCAM015105	SINCAM008989
SINCAM000204	SINCAM006968
SINCAM008257	SINCAM003414
SINCAM011517	SINCAM010382
SINCAM003495	SINCAM008188
SINCAM001947	SINCAM014155
SINCAM900127	SINCAM012843
SINCAM002148	SINCAM007240
SINCAM004948	SINCAM000520
SINCAM921852	SINCAM009942
SINCAM003863	SINCAM014996
SINCAM003628	SINCAM007735
SINCAM010389	SINCAM002608
SINCAM012257	SINCAM921464
SINCAM016786	SINCAM014141
SINCAM920888	SINCAM016776
SINCAM013899	SINCAM014492
SINCAM009434	SINCAM921782
SINCAM015635	SINCAM922996
SINCAM008413	SINCAM008418
SINCAM010582	SINCAM001798
SINCAM922778	SINCAM920904
SINCAM006153	SINCAM009789
SINCAM010008	SINCAM014410
SINCAM002159	SINCAM006405
SINCAM002431	SINCAM015414
SINCAM006070	SINCAM009725
SINCAM920649	SINCAM009444
SINCAM002260	SINCAM002261
SINCAM014700	SINCAM013533
SINCAM013538	SINCAM016000
SINCAM017605	SINCAM017511
SINCAM004129	SINCAM004130
SINCAM900224	SINCAM018072
SINCAM015058	SINCAM014570
SINCAM009338	SINCAM009548
SINCAM005573	SINCAM011599
SINCAM922254	SINCAM005628
SINCAM007119	SINCAM000358
SINCAM015459	SINCAM011711
SINCAM013385	SINCAM003341
SINCAM009450	SINCAM004970
SINCAM004617	SINCAM003231
SINCAM921992	SINCAM000442
SINCAM010735	SINCAM004616
SINCAM014570	SINCAM015380
SINCAM010022	SINCAM004586
SINCAM007405	SINCAM921262
SINCAM001078	SINCAM922480
SINCAM923058	SINCAM015307
SINCAM009453	SINCAM004969
SINCAM001774	SINCAM006475
SINCAM006695	SINCAM001988
SINCAM017226	SINCAM015293
SINCAM004612	SINCAM009058
SINCAM005806	SINCAM005809
SINCAM923028	SINCAM008198
SINCAM004521	SINCAM010879
SINCAM002432	SINCAM011845
SINCAM004431	SINCAM014914
SINCAM010236	SINCAM010803
SINCAM003275	SINCAM921349
SINCAM006945	SINCAM000378
SINCAM921262	SINCAM007405
SINCAM922517	SINCAM920433
SINCAM920665	SINCAM006585
SINCAM000002	SINCAM920429
SINCAM900159	SINCAM012793
SINCAM923040	SINCAM015320
SINCAM002679	SINCAM003198
SINCAM011303	SINCAM017986
SINCAM011329	SINCAM016083
SINCAM920479	SINCAM009993
SINCAM010225	SINCAM011032
SINCAM009271	SINCAM004334
SINCAM009320	SINCAM922156
SINCAM000171	SINCAM921854
SINCAM922987	SINCAM923182
SINCAM010609	SINCAM006687
SINCAM000965	SINCAM922600
SINCAM004094	SINCAM003252
SINCAM014851	SINCAM005609
SINCAM006261	SINCAM002156
SINCAM014542	SINCAM009636
SINCAM922580	SINCAM004416
SINCAM001053	SINCAM001052
SINCAM900082	SINCAM008260
SINCAM005584	SINCAM014789
SINCAM001516	SINCAM920757
SINCAM014568	SINCAM014647
SINCAM018100	SINCAM017904
SINCAM014570	SINCAM015879
SINCAM008649	SINCAM007580
SINCAM016255	SINCAM923040
SINCAM922724	SINCAM016190
SINCAM014112	SINCAM001528
SINCAM013605	SINCAM015054
SINCAM010299	SINCAM000133
SINCAM005774	SINCAM011597
SINCAM005072	SINCAM001466
SINCAM015039	SINCAM014972
SINCAM013352	SINCAM014123
SINCAM008829	SINCAM922294
SINCAM920934	SINCAM009723
SINCAM017174	SINCAM014932
SINCAM011760	SINCAM007936
SINCAM014458	SINCAM005365
SINCAM012191	SINCAM006160
SINCAM008326	SINCAM008111
SINCAM014972	SINCAM010692
SINCAM007657	SINCAM922572
SINCAM016081	SINCAM015134
SINCAM004994	SINCAM922320
SINCAM014204	SINCAM921611
SINCAM920904	SINCAM001474
SINCAM013008	SINCAM013009
SINCAM015992	SINCAM000846
SINCAM003656	SINCAM004155
SINCAM000603	SINCAM007275
SINCAM007914	SINCAM921761
SINCAM016744	SINCAM015294
SINCAM004117	SINCAM013917
SINCAM006090	SINCAM002940
SINCAM003169	SINCAM008999
SINCAM008488	SINCAM016376
SINCAM922111	SINCAM015178
SINCAM009390	SINCAM010982
SINCAM014914	SINCAM015155
SINCAM015212	SINCAM003650
SINCAM011603	SINCAM008644
SINCAM921962	SINCAM009359
SINCAM003057	SINCAM011845
SINCAM014960	SINCAM014568
SINCAM010139	SINCAM007200
SINCAM900141	SINCAM001065
SINCAM010854	SINCAM921332
SINCAM010339	SINCAM001911
SINCAM002328	SINCAM922436
SINCAM922941	SINCAM015032
SINCAM922771	SINCAM006261
SINCAM005929	SINCAM012282
SINCAM000827	SINCAM922549
SINCAM004921	SINCAM009438
SINCAM004925	SINCAM000306
SINCAM013060	SINCAM006165
SINCAM922965	SINCAM007687
SINCAM002143	SINCAM018065
SINCAM009097	SINCAM921113
SINCAM012387	SINCAM004193
SINCAM001007	SINCAM013110
SINCAM016212	SINCAM001633
SINCAM014115	SINCAM014801
SINCAM015300	SINCAM015388
SINCAM004723	SINCAM000309
SINCAM013972	SINCAM004187
SINCAM000230	SINCAM004876
SINCAM922618	SINCAM012902
SINCAM013155	SINCAM000061
SINCAM920798	SINCAM015886
SINCAM004925	SINCAM004926
SINCAM006462	SINCAM006457
SINCAM002436	SINCAM003062
SINCAM016451	SINCAM921500
SINCAM006023	SINCAM009425
SINCAM015928	SINCAM921676
SINCAM002920	SINCAM001547
SINCAM012344	SINCAM005624
SINCAM003617	SINCAM008197
SINCAM008942	SINCAM012796
SINCAM002302	SINCAM003007
SINCAM009020	SINCAM003255
SINCAM012707	SINCAM011386
SINCAM008344	SINCAM003791
SINCAM005569	SINCAM010366
SINCAM012465	SINCAM011171
SINCAM004105	SINCAM017124
SINCAM015599	SINCAM007408
SINCAM004691	SINCAM011037
SINCAM921612	SINCAM005214
SINCAM009631	SINCAM013577
SINCAM921860	SINCAM000042
SINCAM016755	SINCAM011092
SINCAM009657	SINCAM005857
SINCAM923177	SINCAM922983
SINCAM009300	SINCAM011037
SINCAM000697	SINCAM010132
SINCAM016318	SINCAM009358
SINCAM007061	SINCAM000384
SINCAM015091	SINCAM009229
SINCAM014570	SINCAM017948
SINCAM000371	SINCAM016617
SINCAM012713	SINCAM001446
SINCAM006842	SINCAM000181
SINCAM007216	SINCAM010152
SINCAM922629	SINCAM002241
SINCAM016749	SINCAM016104
SINCAM920507	SINCAM922955
SINCAM922997	SINCAM922954
SINCAM012142	SINCAM009598
SINCAM003184	SINCAM009054
SINCAM003153	SINCAM008985
SINCAM009366	SINCAM007360
SINCAM010805	SINCAM004472
SINCAM015309	SINCAM015647
SINCAM009006	SINCAM013660
SINCAM921289	SINCAM004117
SINCAM003013	SINCAM016233
SINCAM009062	SINCAM921132
SINCAM012196	SINCAM008639
SINCAM013040	SINCAM001329
SINCAM921571	SINCAM014163
SINCAM012047	SINCAM002805
SINCAM921285	SINCAM921941
SINCAM922584	SINCAM921292
SINCAM004260	SINCAM009676
SINCAM009397	SINCAM004590
SINCAM012349	SINCAM011505
SINCAM007408	SINCAM017020
SINCAM014312	SINCAM006882
SINCAM010649	SINCAM015496
SINCAM005963	SINCAM011623
SINCAM006182	SINCAM009579
SINCAM002010	SINCAM011923
SINCAM014145	SINCAM014143
SINCAM014861	SINCAM006240
SINCAM015320	SINCAM923040
SINCAM015586	SINCAM014577
SINCAM009490	SINCAM010971
SINCAM006881	SINCAM014312
SINCAM005229	SINCAM014423
SINCAM001384	SINCAM016175
SINCAM920693	SINCAM921783
SINCAM921624	SINCAM013537
SINCAM010179	SINCAM007112
SINCAM004220	SINCAM014234
SINCAM014574	SINCAM923073
SINCAM014684	SINCAM002107
SINCAM014574	SINCAM015301
SINCAM015294	SINCAM923077
SINCAM000757	SINCAM007555
SINCAM016745	SINCAM014570
SINCAM011418	SINCAM922034
SINCAM015569	SINCAM015907
SINCAM015504	SINCAM015841
SINCAM004560	SINCAM012131
SINCAM016125	SINCAM013111
SINCAM013218	SINCAM001391
SINCAM921214	SINCAM015683
SINCAM008998	SINCAM921084
SINCAM920934	SINCAM920935
SINCAM002961	SINCAM013960
SINCAM015851	SINCAM017904
SINCAM004470	SINCAM010803
SINCAM013360	SINCAM920720
SINCAM016921	SINCAM015075
SINCAM015025	SINCAM015107
SINCAM900265	SINCAM013444
SINCAM007030	SINCAM002600
SINCAM005777	SINCAM009421
SINCAM007095	SINCAM000032
SINCAM006534	SINCAM001633
SINCAM922665	SINCAM013257
SINCAM003119	SINCAM006330
SINCAM921662	SINCAM010162
SINCAM008270	SINCAM015355
SINCAM009442	SINCAM000082
SINCAM004335	SINCAM922305
SINCAM000443	SINCAM922837
SINCAM005648	SINCAM922251
SINCAM006057	SINCAM011448
SINCAM922665	SINCAM012760
SINCAM014084	SINCAM006709
SINCAM004685	SINCAM003318
SINCAM011761	SINCAM002389
SINCAM000337	SINCAM900110
SINCAM010350	SINCAM013779
SINCAM009479	SINCAM013842
SINCAM013794	SINCAM009184
SINCAM000568	SINCAM001195
SINCAM007395	SINCAM010650
SINCAM001049	SINCAM016119
SINCAM003473	SINCAM014988
SINCAM015038	SINCAM014667
SINCAM006594	SINCAM006569
SINCAM921850	SINCAM008823
SINCAM003651	SINCAM003652
SINCAM000442	SINCAM013873
SINCAM006822	SINCAM014305
SINCAM922719	SINCAM921337
SINCAM010731	SINCAM011656
SINCAM006341	SINCAM001688
SINCAM000313	SINCAM004706
SINCAM922074	SINCAM004313
SINCAM004092	SINCAM013862
SINCAM921681	SINCAM921680
SINCAM007011	SINCAM000659
SINCAM002294	SINCAM010666
SINCAM003307	SINCAM013220
SINCAM014145	SINCAM006313
SINCAM007981	SINCAM005734
SINCAM007432	SINCAM007434
SINCAM006869	SINCAM006816
SINCAM013899	SINCAM004046
SINCAM008233	SINCAM008232
SINCAM016319	SINCAM017124
SINCAM009358	SINCAM015902
SINCAM922639	SINCAM013354
SINCAM015902	SINCAM009358
SINCAM006609	SINCAM013444
SINCAM002065	SINCAM013478
SINCAM000652	SINCAM922336
SINCAM014549	SINCAM922918
SINCAM007808	SINCAM007977
SINCAM009600	SINCAM005688
SINCAM014279	SINCAM920545
SINCAM006636	SINCAM006634
SINCAM009437	SINCAM013611
SINCAM003610	SINCAM013740
SINCAM000979	SINCAM012721
SINCAM017386	SINCAM016132
SINCAM004753	SINCAM004751
SINCAM011737	SINCAM012626
SINCAM014117	SINCAM014801
SINCAM920936	SINCAM016222
SINCAM001775	SINCAM006473
SINCAM922796	SINCAM011458
SINCAM010576	SINCAM016169
SINCAM003946	SINCAM016545
SINCAM922858	SINCAM015140
SINCAM921740	SINCAM008927
SINCAM014968	SINCAM014569
SINCAM921337	SINCAM922719
SINCAM009097	SINCAM010987
SINCAM005734	SINCAM007981
SINCAM011037	SINCAM008355
SINCAM010013	SINCAM010396
