ENSMGAP00000010739	ENSMGAP00000004925
ENSMGAP00000016627	ENSMGAP00000016602
ENSMGAP00000002833	ENSMGAP00000001418
ENSMGAP00000001418	ENSMGAP00000002833
ENSMGAP00000002833	ENSMGAP00000018357
ENSMGAP00000018357	ENSMGAP00000002833
ENSMGAP00000001418	ENSMGAP00000018357
ENSMGAP00000018357	ENSMGAP00000001418
ENSMGAP00000005060	ENSMGAP00000015654
ENSMGAP00000015654	ENSMGAP00000005060
ENSMGAP00000005060	ENSMGAP00000012638
ENSMGAP00000012638	ENSMGAP00000005060
ENSMGAP00000015654	ENSMGAP00000012638
ENSMGAP00000012638	ENSMGAP00000015654
ENSMGAP00000012383	ENSMGAP00000003310
ENSMGAP00000003310	ENSMGAP00000012383
ENSMGAP00000010242	ENSMGAP00000014316
ENSMGAP00000014316	ENSMGAP00000010242
ENSMGAP00000001587	ENSMGAP00000002858
ENSMGAP00000002858	ENSMGAP00000001587
ENSMGAP00000001587	ENSMGAP00000019067
ENSMGAP00000019067	ENSMGAP00000001587
ENSMGAP00000002858	ENSMGAP00000019067
ENSMGAP00000019067	ENSMGAP00000002858
ENSMGAP00000002306	ENSMGAP00000014422
ENSMGAP00000014422	ENSMGAP00000002306
ENSMGAP00000002306	ENSMGAP00000006857
ENSMGAP00000006857	ENSMGAP00000002306
ENSMGAP00000014422	ENSMGAP00000006857
ENSMGAP00000006857	ENSMGAP00000014422
ENSMGAP00000006647	ENSMGAP00000015016
ENSMGAP00000015016	ENSMGAP00000006647
ENSMGAP00000013174	ENSMGAP00000006672
ENSMGAP00000006672	ENSMGAP00000013174
ENSMGAP00000013831	ENSMGAP00000001458
ENSMGAP00000001458	ENSMGAP00000013831
ENSMGAP00000005306	ENSMGAP00000014627
ENSMGAP00000014627	ENSMGAP00000005306
ENSMGAP00000014567	ENSMGAP00000005707
ENSMGAP00000005707	ENSMGAP00000014567
ENSMGAP00000014567	ENSMGAP00000006367
ENSMGAP00000006367	ENSMGAP00000014567
ENSMGAP00000005707	ENSMGAP00000006367
ENSMGAP00000006367	ENSMGAP00000005707
ENSMGAP00000019558	ENSMGAP00000010778
ENSMGAP00000010778	ENSMGAP00000019558
ENSMGAP00000011575	ENSMGAP00000013379
ENSMGAP00000013379	ENSMGAP00000011575
ENSMGAP00000016404	ENSMGAP00000000294
ENSMGAP00000000294	ENSMGAP00000016404
ENSMGAP00000016404	ENSMGAP00000008314
ENSMGAP00000008314	ENSMGAP00000016404
ENSMGAP00000016404	ENSMGAP00000007585
ENSMGAP00000007585	ENSMGAP00000016404
ENSMGAP00000000294	ENSMGAP00000008314
ENSMGAP00000008314	ENSMGAP00000000294
ENSMGAP00000000294	ENSMGAP00000007585
ENSMGAP00000007585	ENSMGAP00000000294
ENSMGAP00000008314	ENSMGAP00000007585
ENSMGAP00000007585	ENSMGAP00000008314
ENSMGAP00000016295	ENSMGAP00000016853
ENSMGAP00000016853	ENSMGAP00000016295
ENSMGAP00000016295	ENSMGAP00000010919
ENSMGAP00000010919	ENSMGAP00000016295
ENSMGAP00000016295	ENSMGAP00000017109
ENSMGAP00000017109	ENSMGAP00000016295
ENSMGAP00000016853	ENSMGAP00000010919
ENSMGAP00000010919	ENSMGAP00000016853
ENSMGAP00000016853	ENSMGAP00000017109
ENSMGAP00000017109	ENSMGAP00000016853
ENSMGAP00000010919	ENSMGAP00000017109
ENSMGAP00000017109	ENSMGAP00000010919
ENSMGAP00000015277	ENSMGAP00000001889
ENSMGAP00000001889	ENSMGAP00000015277
ENSMGAP00000006599	ENSMGAP00000002428
ENSMGAP00000002428	ENSMGAP00000006599
ENSMGAP00000006599	ENSMGAP00000006674
ENSMGAP00000006674	ENSMGAP00000006599
ENSMGAP00000002428	ENSMGAP00000006674
ENSMGAP00000006674	ENSMGAP00000002428
ENSMGAP00000016354	ENSMGAP00000010766
ENSMGAP00000010766	ENSMGAP00000016354
ENSMGAP00000017010	ENSMGAP00000008137
ENSMGAP00000008137	ENSMGAP00000017010
ENSMGAP00000001540	ENSMGAP00000010124
ENSMGAP00000010124	ENSMGAP00000001540
ENSMGAP00000019668	ENSMGAP00000008284
ENSMGAP00000008284	ENSMGAP00000019668
ENSMGAP00000019668	ENSMGAP00000008320
ENSMGAP00000008320	ENSMGAP00000019668
ENSMGAP00000008284	ENSMGAP00000008320
ENSMGAP00000008320	ENSMGAP00000008284
ENSMGAP00000017755	ENSMGAP00000016025
ENSMGAP00000016025	ENSMGAP00000017755
ENSMGAP00000017755	ENSMGAP00000012128
ENSMGAP00000012128	ENSMGAP00000017755
ENSMGAP00000016025	ENSMGAP00000012128
ENSMGAP00000012128	ENSMGAP00000016025
ENSMGAP00000004648	ENSMGAP00000010284
ENSMGAP00000010284	ENSMGAP00000004648
ENSMGAP00000015020	ENSMGAP00000004626
ENSMGAP00000004626	ENSMGAP00000015020
ENSMGAP00000014756	ENSMGAP00000004118
ENSMGAP00000004118	ENSMGAP00000014756
ENSMGAP00000014756	ENSMGAP00000013103
ENSMGAP00000013103	ENSMGAP00000014756
ENSMGAP00000004118	ENSMGAP00000013103
ENSMGAP00000013103	ENSMGAP00000004118
ENSMGAP00000013954	ENSMGAP00000012397
ENSMGAP00000012397	ENSMGAP00000013954
ENSMGAP00000005419	ENSMGAP00000017737
ENSMGAP00000017737	ENSMGAP00000005419
ENSMGAP00000005419	ENSMGAP00000010189
ENSMGAP00000010189	ENSMGAP00000005419
ENSMGAP00000017737	ENSMGAP00000010189
ENSMGAP00000010189	ENSMGAP00000017737
ENSMGAP00000008842	ENSMGAP00000009120
ENSMGAP00000009120	ENSMGAP00000008842
ENSMGAP00000002513	ENSMGAP00000013988
ENSMGAP00000013988	ENSMGAP00000002513
ENSMGAP00000002513	ENSMGAP00000002130
ENSMGAP00000002130	ENSMGAP00000002513
ENSMGAP00000013988	ENSMGAP00000002130
ENSMGAP00000002130	ENSMGAP00000013988
ENSMGAP00000009991	ENSMGAP00000009981
ENSMGAP00000009981	ENSMGAP00000009991
ENSMGAP00000009986	ENSMGAP00000017027
ENSMGAP00000017027	ENSMGAP00000009986
ENSMGAP00000009986	ENSMGAP00000018652
ENSMGAP00000018652	ENSMGAP00000009986
ENSMGAP00000017027	ENSMGAP00000018652
ENSMGAP00000018652	ENSMGAP00000017027
ENSMGAP00000018412	ENSMGAP00000002098
ENSMGAP00000002098	ENSMGAP00000018412
ENSMGAP00000009133	ENSMGAP00000010062
ENSMGAP00000010062	ENSMGAP00000009133
ENSMGAP00000003214	ENSMGAP00000015711
ENSMGAP00000015711	ENSMGAP00000003214
ENSMGAP00000015720	ENSMGAP00000000763
ENSMGAP00000000763	ENSMGAP00000015720
ENSMGAP00000012669	ENSMGAP00000005803
ENSMGAP00000005803	ENSMGAP00000012669
ENSMGAP00000012669	ENSMGAP00000006805
ENSMGAP00000006805	ENSMGAP00000012669
ENSMGAP00000005803	ENSMGAP00000006805
ENSMGAP00000006805	ENSMGAP00000005803
ENSMGAP00000005782	ENSMGAP00000008433
ENSMGAP00000008433	ENSMGAP00000005782
ENSMGAP00000018241	ENSMGAP00000015944
ENSMGAP00000015944	ENSMGAP00000018241
ENSMGAP00000018241	ENSMGAP00000015943
ENSMGAP00000015943	ENSMGAP00000018241
ENSMGAP00000015944	ENSMGAP00000015943
ENSMGAP00000015943	ENSMGAP00000015944
ENSMGAP00000007907	ENSMGAP00000008464
ENSMGAP00000008464	ENSMGAP00000007907
ENSMGAP00000015589	ENSMGAP00000001672
ENSMGAP00000001672	ENSMGAP00000015589
ENSMGAP00000002216	ENSMGAP00000016521
ENSMGAP00000016521	ENSMGAP00000002216
ENSMGAP00000002216	ENSMGAP00000004674
ENSMGAP00000004674	ENSMGAP00000002216
ENSMGAP00000016521	ENSMGAP00000004674
ENSMGAP00000004674	ENSMGAP00000016521
ENSMGAP00000016972	ENSMGAP00000019057
ENSMGAP00000019057	ENSMGAP00000016972
ENSMGAP00000016972	ENSMGAP00000019809
ENSMGAP00000019809	ENSMGAP00000016972
ENSMGAP00000016972	ENSMGAP00000016688
ENSMGAP00000016688	ENSMGAP00000016972
ENSMGAP00000016972	ENSMGAP00000016967
ENSMGAP00000016967	ENSMGAP00000016972
ENSMGAP00000016972	ENSMGAP00000015619
ENSMGAP00000015619	ENSMGAP00000016972
ENSMGAP00000019057	ENSMGAP00000019809
ENSMGAP00000019809	ENSMGAP00000019057
ENSMGAP00000019057	ENSMGAP00000016688
ENSMGAP00000016688	ENSMGAP00000019057
ENSMGAP00000019057	ENSMGAP00000016967
ENSMGAP00000016967	ENSMGAP00000019057
ENSMGAP00000019057	ENSMGAP00000015619
ENSMGAP00000015619	ENSMGAP00000019057
ENSMGAP00000019809	ENSMGAP00000016688
ENSMGAP00000016688	ENSMGAP00000019809
ENSMGAP00000019809	ENSMGAP00000016967
ENSMGAP00000016967	ENSMGAP00000019809
ENSMGAP00000019809	ENSMGAP00000015619
ENSMGAP00000015619	ENSMGAP00000019809
ENSMGAP00000016688	ENSMGAP00000016967
ENSMGAP00000016967	ENSMGAP00000016688
ENSMGAP00000016688	ENSMGAP00000015619
ENSMGAP00000015619	ENSMGAP00000016688
ENSMGAP00000016967	ENSMGAP00000015619
ENSMGAP00000015619	ENSMGAP00000016967
ENSMGAP00000019509	ENSMGAP00000007255
ENSMGAP00000007255	ENSMGAP00000019509
ENSMGAP00000019509	ENSMGAP00000013407
ENSMGAP00000013407	ENSMGAP00000019509
ENSMGAP00000007255	ENSMGAP00000013407
ENSMGAP00000013407	ENSMGAP00000007255
ENSMGAP00000015224	ENSMGAP00000002359
ENSMGAP00000002359	ENSMGAP00000015224
ENSMGAP00000009395	ENSMGAP00000009306
ENSMGAP00000009306	ENSMGAP00000009395
ENSMGAP00000005362	ENSMGAP00000004917
ENSMGAP00000004917	ENSMGAP00000005362
ENSMGAP00000008721	ENSMGAP00000016302
ENSMGAP00000016302	ENSMGAP00000008721
ENSMGAP00000008721	ENSMGAP00000004482
ENSMGAP00000004482	ENSMGAP00000008721
ENSMGAP00000008721	ENSMGAP00000008724
ENSMGAP00000008724	ENSMGAP00000008721
ENSMGAP00000016302	ENSMGAP00000004482
ENSMGAP00000004482	ENSMGAP00000016302
ENSMGAP00000016302	ENSMGAP00000008724
ENSMGAP00000008724	ENSMGAP00000016302
ENSMGAP00000004482	ENSMGAP00000008724
ENSMGAP00000008724	ENSMGAP00000004482
ENSMGAP00000006546	ENSMGAP00000006628
ENSMGAP00000006628	ENSMGAP00000006546
ENSMGAP00000006546	ENSMGAP00000005489
ENSMGAP00000005489	ENSMGAP00000006546
ENSMGAP00000006628	ENSMGAP00000005489
ENSMGAP00000005489	ENSMGAP00000006628
ENSMGAP00000009159	ENSMGAP00000012654
ENSMGAP00000012654	ENSMGAP00000009159
ENSMGAP00000008432	ENSMGAP00000008792
ENSMGAP00000008792	ENSMGAP00000008432
ENSMGAP00000008432	ENSMGAP00000008785
ENSMGAP00000008785	ENSMGAP00000008432
ENSMGAP00000008792	ENSMGAP00000008785
ENSMGAP00000008785	ENSMGAP00000008792
ENSMGAP00000013778	ENSMGAP00000014723
ENSMGAP00000014723	ENSMGAP00000013778
ENSMGAP00000011521	ENSMGAP00000018191
ENSMGAP00000018191	ENSMGAP00000011521
ENSMGAP00000016389	ENSMGAP00000013920
ENSMGAP00000013920	ENSMGAP00000016389
ENSMGAP00000016389	ENSMGAP00000005379
ENSMGAP00000005379	ENSMGAP00000016389
ENSMGAP00000013920	ENSMGAP00000005379
ENSMGAP00000005379	ENSMGAP00000013920
ENSMGAP00000016523	ENSMGAP00000016383
ENSMGAP00000016383	ENSMGAP00000016523
ENSMGAP00000016523	ENSMGAP00000013381
ENSMGAP00000013381	ENSMGAP00000016523
ENSMGAP00000016523	ENSMGAP00000016273
ENSMGAP00000016273	ENSMGAP00000016523
ENSMGAP00000016383	ENSMGAP00000013381
ENSMGAP00000013381	ENSMGAP00000016383
ENSMGAP00000016383	ENSMGAP00000016273
ENSMGAP00000016273	ENSMGAP00000016383
ENSMGAP00000013381	ENSMGAP00000016273
ENSMGAP00000016273	ENSMGAP00000013381
ENSMGAP00000009721	ENSMGAP00000002070
ENSMGAP00000002070	ENSMGAP00000009721
ENSMGAP00000006821	ENSMGAP00000011699
ENSMGAP00000011699	ENSMGAP00000006821
ENSMGAP00000005015	ENSMGAP00000011848
ENSMGAP00000011848	ENSMGAP00000005015
ENSMGAP00000008726	ENSMGAP00000014657
ENSMGAP00000014657	ENSMGAP00000008726
ENSMGAP00000000640	ENSMGAP00000011714
ENSMGAP00000011714	ENSMGAP00000000640
ENSMGAP00000003267	ENSMGAP00000009045
ENSMGAP00000009045	ENSMGAP00000003267
ENSMGAP00000003267	ENSMGAP00000011268
ENSMGAP00000011268	ENSMGAP00000003267
ENSMGAP00000009045	ENSMGAP00000011268
ENSMGAP00000011268	ENSMGAP00000009045
ENSMGAP00000011785	ENSMGAP00000001198
ENSMGAP00000001198	ENSMGAP00000011785
ENSMGAP00000009366	ENSMGAP00000014162
ENSMGAP00000014162	ENSMGAP00000009366
ENSMGAP00000000081	ENSMGAP00000015453
ENSMGAP00000015453	ENSMGAP00000000081
ENSMGAP00000000080	ENSMGAP00000014850
ENSMGAP00000014850	ENSMGAP00000000080
ENSMGAP00000000080	ENSMGAP00000012771
ENSMGAP00000012771	ENSMGAP00000000080
ENSMGAP00000014850	ENSMGAP00000012771
ENSMGAP00000012771	ENSMGAP00000014850
ENSMGAP00000002383	ENSMGAP00000013235
ENSMGAP00000013235	ENSMGAP00000002383
ENSMGAP00000002383	ENSMGAP00000014593
ENSMGAP00000014593	ENSMGAP00000002383
ENSMGAP00000002383	ENSMGAP00000006246
ENSMGAP00000006246	ENSMGAP00000002383
ENSMGAP00000013235	ENSMGAP00000014593
ENSMGAP00000014593	ENSMGAP00000013235
ENSMGAP00000013235	ENSMGAP00000006246
ENSMGAP00000006246	ENSMGAP00000013235
ENSMGAP00000014593	ENSMGAP00000006246
ENSMGAP00000006246	ENSMGAP00000014593
ENSMGAP00000007066	ENSMGAP00000000654
ENSMGAP00000000654	ENSMGAP00000007066
ENSMGAP00000014956	ENSMGAP00000000760
ENSMGAP00000000760	ENSMGAP00000014956
ENSMGAP00000014956	ENSMGAP00000007119
ENSMGAP00000007119	ENSMGAP00000014956
ENSMGAP00000000760	ENSMGAP00000007119
ENSMGAP00000007119	ENSMGAP00000000760
ENSMGAP00000015120	ENSMGAP00000015082
ENSMGAP00000015082	ENSMGAP00000015120
ENSMGAP00000010958	ENSMGAP00000011752
ENSMGAP00000011752	ENSMGAP00000010958
ENSMGAP00000006129	ENSMGAP00000010697
ENSMGAP00000010697	ENSMGAP00000006129
ENSMGAP00000006129	ENSMGAP00000019042
ENSMGAP00000019042	ENSMGAP00000006129
ENSMGAP00000006129	ENSMGAP00000012490
ENSMGAP00000012490	ENSMGAP00000006129
ENSMGAP00000010697	ENSMGAP00000019042
ENSMGAP00000019042	ENSMGAP00000010697
ENSMGAP00000010697	ENSMGAP00000012490
ENSMGAP00000012490	ENSMGAP00000010697
ENSMGAP00000019042	ENSMGAP00000012490
ENSMGAP00000012490	ENSMGAP00000019042
ENSMGAP00000018896	ENSMGAP00000005592
ENSMGAP00000005592	ENSMGAP00000018896
ENSMGAP00000012087	ENSMGAP00000015715
ENSMGAP00000015715	ENSMGAP00000012087
ENSMGAP00000011107	ENSMGAP00000002147
ENSMGAP00000002147	ENSMGAP00000011107
ENSMGAP00000019206	ENSMGAP00000010445
ENSMGAP00000010445	ENSMGAP00000019206
ENSMGAP00000005292	ENSMGAP00000009358
ENSMGAP00000009358	ENSMGAP00000005292
ENSMGAP00000005292	ENSMGAP00000003503
ENSMGAP00000003503	ENSMGAP00000005292
ENSMGAP00000005292	ENSMGAP00000014713
ENSMGAP00000014713	ENSMGAP00000005292
ENSMGAP00000009358	ENSMGAP00000003503
ENSMGAP00000003503	ENSMGAP00000009358
ENSMGAP00000009358	ENSMGAP00000014713
ENSMGAP00000014713	ENSMGAP00000009358
ENSMGAP00000003503	ENSMGAP00000014713
ENSMGAP00000014713	ENSMGAP00000003503
ENSMGAP00000000036	ENSMGAP00000008116
ENSMGAP00000008116	ENSMGAP00000000036
ENSMGAP00000001105	ENSMGAP00000000177
ENSMGAP00000000177	ENSMGAP00000001105
ENSMGAP00000001110	ENSMGAP00000011476
ENSMGAP00000011476	ENSMGAP00000001110
ENSMGAP00000001110	ENSMGAP00000008581
ENSMGAP00000008581	ENSMGAP00000001110
ENSMGAP00000011476	ENSMGAP00000008581
ENSMGAP00000008581	ENSMGAP00000011476
ENSMGAP00000014042	ENSMGAP00000004574
ENSMGAP00000004574	ENSMGAP00000014042
ENSMGAP00000014042	ENSMGAP00000005098
ENSMGAP00000005098	ENSMGAP00000014042
ENSMGAP00000004574	ENSMGAP00000005098
ENSMGAP00000005098	ENSMGAP00000004574
ENSMGAP00000017624	ENSMGAP00000002083
ENSMGAP00000002083	ENSMGAP00000017624
ENSMGAP00000013296	ENSMGAP00000016039
ENSMGAP00000016039	ENSMGAP00000013296
ENSMGAP00000005147	ENSMGAP00000008444
ENSMGAP00000008444	ENSMGAP00000005147
ENSMGAP00000005147	ENSMGAP00000013269
ENSMGAP00000013269	ENSMGAP00000005147
ENSMGAP00000005147	ENSMGAP00000016661
ENSMGAP00000016661	ENSMGAP00000005147
ENSMGAP00000005147	ENSMGAP00000016970
ENSMGAP00000016970	ENSMGAP00000005147
ENSMGAP00000008444	ENSMGAP00000013269
ENSMGAP00000013269	ENSMGAP00000008444
ENSMGAP00000008444	ENSMGAP00000016661
ENSMGAP00000016661	ENSMGAP00000008444
ENSMGAP00000008444	ENSMGAP00000016970
ENSMGAP00000016970	ENSMGAP00000008444
ENSMGAP00000013269	ENSMGAP00000016661
ENSMGAP00000016661	ENSMGAP00000013269
ENSMGAP00000013269	ENSMGAP00000016970
ENSMGAP00000016970	ENSMGAP00000013269
ENSMGAP00000016661	ENSMGAP00000016970
ENSMGAP00000016970	ENSMGAP00000016661
ENSMGAP00000010726	ENSMGAP00000014310
ENSMGAP00000014310	ENSMGAP00000010726
ENSMGAP00000011624	ENSMGAP00000012592
ENSMGAP00000012592	ENSMGAP00000011624
ENSMGAP00000000864	ENSMGAP00000002677
ENSMGAP00000002677	ENSMGAP00000000864
ENSMGAP00000000170	ENSMGAP00000014063
ENSMGAP00000014063	ENSMGAP00000000170
ENSMGAP00000001496	ENSMGAP00000003490
ENSMGAP00000003490	ENSMGAP00000001496
ENSMGAP00000017890	ENSMGAP00000004224
ENSMGAP00000004224	ENSMGAP00000017890
ENSMGAP00000017890	ENSMGAP00000014973
ENSMGAP00000014973	ENSMGAP00000017890
ENSMGAP00000004224	ENSMGAP00000014973
ENSMGAP00000014973	ENSMGAP00000004224
ENSMGAP00000015347	ENSMGAP00000000696
ENSMGAP00000000696	ENSMGAP00000015347
ENSMGAP00000000770	ENSMGAP00000009506
ENSMGAP00000009506	ENSMGAP00000000770
ENSMGAP00000000770	ENSMGAP00000009793
ENSMGAP00000009793	ENSMGAP00000000770
ENSMGAP00000009506	ENSMGAP00000009793
ENSMGAP00000009793	ENSMGAP00000009506
ENSMGAP00000018379	ENSMGAP00000001353
ENSMGAP00000001353	ENSMGAP00000018379
ENSMGAP00000010464	ENSMGAP00000007612
ENSMGAP00000007612	ENSMGAP00000010464
ENSMGAP00000010464	ENSMGAP00000005161
ENSMGAP00000005161	ENSMGAP00000010464
ENSMGAP00000010464	ENSMGAP00000006699
ENSMGAP00000006699	ENSMGAP00000010464
ENSMGAP00000007612	ENSMGAP00000005161
ENSMGAP00000005161	ENSMGAP00000007612
ENSMGAP00000007612	ENSMGAP00000006699
ENSMGAP00000006699	ENSMGAP00000007612
ENSMGAP00000005161	ENSMGAP00000006699
ENSMGAP00000006699	ENSMGAP00000005161
ENSMGAP00000004410	ENSMGAP00000005642
ENSMGAP00000005642	ENSMGAP00000004410
ENSMGAP00000004410	ENSMGAP00000007865
ENSMGAP00000007865	ENSMGAP00000004410
ENSMGAP00000005642	ENSMGAP00000007865
ENSMGAP00000007865	ENSMGAP00000005642
ENSMGAP00000005542	ENSMGAP00000006034
ENSMGAP00000006034	ENSMGAP00000005542
ENSMGAP00000003055	ENSMGAP00000014960
ENSMGAP00000014960	ENSMGAP00000003055
ENSMGAP00000003055	ENSMGAP00000005666
ENSMGAP00000005666	ENSMGAP00000003055
ENSMGAP00000014960	ENSMGAP00000005666
ENSMGAP00000005666	ENSMGAP00000014960
ENSMGAP00000009745	ENSMGAP00000008932
ENSMGAP00000008932	ENSMGAP00000009745
ENSMGAP00000005025	ENSMGAP00000017911
ENSMGAP00000017911	ENSMGAP00000005025
ENSMGAP00000006792	ENSMGAP00000009130
ENSMGAP00000009130	ENSMGAP00000006792
ENSMGAP00000006792	ENSMGAP00000003226
ENSMGAP00000003226	ENSMGAP00000006792
ENSMGAP00000006792	ENSMGAP00000002623
ENSMGAP00000002623	ENSMGAP00000006792
ENSMGAP00000009130	ENSMGAP00000003226
ENSMGAP00000003226	ENSMGAP00000009130
ENSMGAP00000009130	ENSMGAP00000002623
ENSMGAP00000002623	ENSMGAP00000009130
ENSMGAP00000003226	ENSMGAP00000002623
ENSMGAP00000002623	ENSMGAP00000003226
ENSMGAP00000004737	ENSMGAP00000005099
ENSMGAP00000005099	ENSMGAP00000004737
ENSMGAP00000004737	ENSMGAP00000000984
ENSMGAP00000000984	ENSMGAP00000004737
ENSMGAP00000004737	ENSMGAP00000009854
ENSMGAP00000009854	ENSMGAP00000004737
ENSMGAP00000005099	ENSMGAP00000000984
ENSMGAP00000000984	ENSMGAP00000005099
ENSMGAP00000005099	ENSMGAP00000009854
ENSMGAP00000009854	ENSMGAP00000005099
ENSMGAP00000000984	ENSMGAP00000009854
ENSMGAP00000009854	ENSMGAP00000000984
ENSMGAP00000006859	ENSMGAP00000005339
ENSMGAP00000005339	ENSMGAP00000006859
ENSMGAP00000006859	ENSMGAP00000015755
ENSMGAP00000015755	ENSMGAP00000006859
ENSMGAP00000005339	ENSMGAP00000015755
ENSMGAP00000015755	ENSMGAP00000005339
ENSMGAP00000005795	ENSMGAP00000007193
ENSMGAP00000007193	ENSMGAP00000005795
ENSMGAP00000005795	ENSMGAP00000015751
ENSMGAP00000015751	ENSMGAP00000005795
ENSMGAP00000007193	ENSMGAP00000015751
ENSMGAP00000015751	ENSMGAP00000007193
ENSMGAP00000014941	ENSMGAP00000010143
ENSMGAP00000010143	ENSMGAP00000014941
ENSMGAP00000014941	ENSMGAP00000011249
ENSMGAP00000011249	ENSMGAP00000014941
ENSMGAP00000014941	ENSMGAP00000011070
ENSMGAP00000011070	ENSMGAP00000014941
ENSMGAP00000010143	ENSMGAP00000011249
ENSMGAP00000011249	ENSMGAP00000010143
ENSMGAP00000010143	ENSMGAP00000011070
ENSMGAP00000011070	ENSMGAP00000010143
ENSMGAP00000011249	ENSMGAP00000011070
ENSMGAP00000011070	ENSMGAP00000011249
ENSMGAP00000001272	ENSMGAP00000001374
ENSMGAP00000001374	ENSMGAP00000001272
ENSMGAP00000011904	ENSMGAP00000018684
ENSMGAP00000018684	ENSMGAP00000011904
ENSMGAP00000011904	ENSMGAP00000010137
ENSMGAP00000010137	ENSMGAP00000011904
ENSMGAP00000011904	ENSMGAP00000010850
ENSMGAP00000010850	ENSMGAP00000011904
ENSMGAP00000018684	ENSMGAP00000010137
ENSMGAP00000010137	ENSMGAP00000018684
ENSMGAP00000018684	ENSMGAP00000010850
ENSMGAP00000010850	ENSMGAP00000018684
ENSMGAP00000010137	ENSMGAP00000010850
ENSMGAP00000010850	ENSMGAP00000010137
ENSMGAP00000000366	ENSMGAP00000016227
ENSMGAP00000016227	ENSMGAP00000000366
ENSMGAP00000010743	ENSMGAP00000017080
ENSMGAP00000017080	ENSMGAP00000010743
ENSMGAP00000005359	ENSMGAP00000016080
ENSMGAP00000016080	ENSMGAP00000005359
ENSMGAP00000005359	ENSMGAP00000013293
ENSMGAP00000013293	ENSMGAP00000005359
ENSMGAP00000005359	ENSMGAP00000014864
ENSMGAP00000014864	ENSMGAP00000005359
ENSMGAP00000016080	ENSMGAP00000013293
ENSMGAP00000013293	ENSMGAP00000016080
ENSMGAP00000016080	ENSMGAP00000014864
ENSMGAP00000014864	ENSMGAP00000016080
ENSMGAP00000013293	ENSMGAP00000014864
ENSMGAP00000014864	ENSMGAP00000013293
ENSMGAP00000009588	ENSMGAP00000012713
ENSMGAP00000012713	ENSMGAP00000009588
ENSMGAP00000009588	ENSMGAP00000007439
ENSMGAP00000007439	ENSMGAP00000009588
ENSMGAP00000012713	ENSMGAP00000007439
ENSMGAP00000007439	ENSMGAP00000012713
ENSMGAP00000004292	ENSMGAP00000002095
ENSMGAP00000002095	ENSMGAP00000004292
ENSMGAP00000004292	ENSMGAP00000004316
ENSMGAP00000004316	ENSMGAP00000004292
ENSMGAP00000004292	ENSMGAP00000015231
ENSMGAP00000015231	ENSMGAP00000004292
ENSMGAP00000002095	ENSMGAP00000004316
ENSMGAP00000004316	ENSMGAP00000002095
ENSMGAP00000002095	ENSMGAP00000015231
ENSMGAP00000015231	ENSMGAP00000002095
ENSMGAP00000004316	ENSMGAP00000015231
ENSMGAP00000015231	ENSMGAP00000004316
ENSMGAP00000001336	ENSMGAP00000013173
ENSMGAP00000013173	ENSMGAP00000001336
ENSMGAP00000001336	ENSMGAP00000010422
ENSMGAP00000010422	ENSMGAP00000001336
ENSMGAP00000013173	ENSMGAP00000010422
ENSMGAP00000010422	ENSMGAP00000013173
ENSMGAP00000014837	ENSMGAP00000005416
ENSMGAP00000005416	ENSMGAP00000014837
ENSMGAP00000014820	ENSMGAP00000012925
ENSMGAP00000012925	ENSMGAP00000014820
ENSMGAP00000002344	ENSMGAP00000012138
ENSMGAP00000012138	ENSMGAP00000002344
ENSMGAP00000012318	ENSMGAP00000004967
ENSMGAP00000004967	ENSMGAP00000012318
ENSMGAP00000012318	ENSMGAP00000014031
ENSMGAP00000014031	ENSMGAP00000012318
ENSMGAP00000012318	ENSMGAP00000001541
ENSMGAP00000001541	ENSMGAP00000012318
ENSMGAP00000012318	ENSMGAP00000000610
ENSMGAP00000000610	ENSMGAP00000012318
ENSMGAP00000004967	ENSMGAP00000014031
ENSMGAP00000014031	ENSMGAP00000004967
ENSMGAP00000004967	ENSMGAP00000001541
ENSMGAP00000001541	ENSMGAP00000004967
ENSMGAP00000004967	ENSMGAP00000000610
ENSMGAP00000000610	ENSMGAP00000004967
ENSMGAP00000014031	ENSMGAP00000001541
ENSMGAP00000001541	ENSMGAP00000014031
ENSMGAP00000014031	ENSMGAP00000000610
ENSMGAP00000000610	ENSMGAP00000014031
ENSMGAP00000001541	ENSMGAP00000000610
ENSMGAP00000000610	ENSMGAP00000001541
ENSMGAP00000016699	ENSMGAP00000016388
ENSMGAP00000016388	ENSMGAP00000016699
ENSMGAP00000002633	ENSMGAP00000013942
ENSMGAP00000013942	ENSMGAP00000002633
ENSMGAP00000002633	ENSMGAP00000003295
ENSMGAP00000003295	ENSMGAP00000002633
ENSMGAP00000013942	ENSMGAP00000003295
ENSMGAP00000003295	ENSMGAP00000013942
ENSMGAP00000008655	ENSMGAP00000013978
ENSMGAP00000013978	ENSMGAP00000008655
ENSMGAP00000017050	ENSMGAP00000016866
ENSMGAP00000016866	ENSMGAP00000017050
ENSMGAP00000017050	ENSMGAP00000016643
ENSMGAP00000016643	ENSMGAP00000017050
ENSMGAP00000017050	ENSMGAP00000004699
ENSMGAP00000004699	ENSMGAP00000017050
ENSMGAP00000016866	ENSMGAP00000016643
ENSMGAP00000016643	ENSMGAP00000016866
ENSMGAP00000016866	ENSMGAP00000004699
ENSMGAP00000004699	ENSMGAP00000016866
ENSMGAP00000016643	ENSMGAP00000004699
