SINCAM006024	ENSACAP00000000005
SINCAM000126	ENSACAP00000011773
SINCAM013820	ENSACAP00000011775
SINCAM006828	ENSACAP00000011778
SINCAM001439	ENSACAP00000011786
SINCAM014124	ENSACAP00000011789
SINCAM014669	ENSACAP00000011790
SINCAM008680	ENSACAP00000011794
SINCAM000506	ENSACAP00000011795
SINCAM900127	ENSACAP00000011796
SINCAM000393	ENSACAP00000011801
SINCAM002753	ENSACAP00000011803
SINCAM011175	ENSACAP00000011806
SINCAM009890	ENSACAP00000011808
SINCAM004178	ENSACAP00000011809
SINCAM000508	ENSACAP00000011810
SINCAM011411	ENSACAP00000011812
SINCAM001440	ENSACAP00000011813
SINCAM922816	ENSACAP00000011815
SINCAM000509	ENSACAP00000011816
SINCAM000417	ENSACAP00000011818
SINCAM014865	ENSACAP00000011819
SINCAM008777	ENSACAP00000011821
SINCAM000705	ENSACAP00000011823
SINCAM004963	ENSACAP00000011825
SINCAM004180	ENSACAP00000011827
SINCAM000374	ENSACAP00000011828
SINCAM921917	ENSACAP00000011830
SINCAM921024	ENSACAP00000011833
SINCAM921998	ENSACAP00000011834
SINCAM920652	ENSACAP00000011835
SINCAM921023	ENSACAP00000011836
SINCAM001065	ENSACAP00000011838
SINCAM008778	ENSACAP00000011839
SINCAM011412	ENSACAP00000011840
SINCAM004962	ENSACAP00000011842
SINCAM900237	ENSACAP00000011843
SINCAM921080	ENSACAP00000011844
SINCAM011285	ENSACAP00000011848
SINCAM900130	ENSACAP00000011850
SINCAM921005	ENSACAP00000011853
SINCAM011905	ENSACAP00000011858
SINCAM002900	ENSACAP00000011859
SINCAM000440	ENSACAP00000011860
SINCAM013413	ENSACAP00000011861
SINCAM000044	ENSACAP00000011862
SINCAM012538	ENSACAP00000011864
SINCAM921358	ENSACAP00000011865
SINCAM009570	ENSACAP00000011867
SINCAM000068	ENSACAP00000011869
SINCAM015228	ENSACAP00000011870
SINCAM900152	ENSACAP00000011871
SINCAM012537	ENSACAP00000011872
SINCAM010919	ENSACAP00000011873
SINCAM014264	ENSACAP00000011875
SINCAM922670	ENSACAP00000011876
SINCAM008678	ENSACAP00000011877
SINCAM011894	ENSACAP00000011879
SINCAM000510	ENSACAP00000011880
SINCAM011284	ENSACAP00000011882
SINCAM004946	ENSACAP00000011883
SINCAM000373	ENSACAP00000011884
SINCAM004271	ENSACAP00000011885
SINCAM000162	ENSACAP00000011886
SINCAM014176	ENSACAP00000011887
SINCAM006697	ENSACAP00000011888
SINCAM000811	ENSACAP00000011889
SINCAM002429	ENSACAP00000011890
SINCAM000812	ENSACAP00000011891
SINCAM000511	ENSACAP00000011895
SINCAM004187	ENSACAP00000011900
SINCAM011375	ENSACAP00000011902
SINCAM010918	ENSACAP00000011903
SINCAM000146	ENSACAP00000011904
SINCAM000512	ENSACAP00000011905
SINCAM009997	ENSACAP00000011908
SINCAM003199	ENSACAP00000011909
SINCAM007756	ENSACAP00000011912
SINCAM001643	ENSACAP00000011914
SINCAM921527	ENSACAP00000011915
SINCAM011001	ENSACAP00000011916
SINCAM001642	ENSACAP00000011918
SINCAM922149	ENSACAP00000011919
SINCAM008779	ENSACAP00000011920
SINCAM004373	ENSACAP00000011923
SINCAM001544	ENSACAP00000011924
SINCAM000394	ENSACAP00000011925
SINCAM013650	ENSACAP00000011926
SINCAM921001	ENSACAP00000011927
SINCAM005927	ENSACAP00000011928
SINCAM000352	ENSACAP00000011929
SINCAM014953	ENSACAP00000011931
SINCAM005547	ENSACAP00000011934
SINCAM002022	ENSACAP00000011936
SINCAM000163	ENSACAP00000011937
SINCAM921259	ENSACAP00000011939
SINCAM011414	ENSACAP00000011940
SINCAM900192	ENSACAP00000011944
SINCAM004945	ENSACAP00000011945
SINCAM007298	ENSACAP00000011946
SINCAM006698	ENSACAP00000011951
SINCAM007679	ENSACAP00000011953
SINCAM000067	ENSACAP00000011958
SINCAM010064	ENSACAP00000011959
SINCAM922623	ENSACAP00000011960
SINCAM013267	ENSACAP00000011962
SINCAM011384	ENSACAP00000011963
SINCAM011710	ENSACAP00000011965
SINCAM001067	ENSACAP00000011966
SINCAM016682	ENSACAP00000011969
SINCAM006699	ENSACAP00000011970
SINCAM920427	ENSACAP00000011971
SINCAM007023	ENSACAP00000011973
SINCAM922415	ENSACAP00000011974
SINCAM007944	ENSACAP00000011978
SINCAM006030	ENSACAP00000011979
SINCAM005546	ENSACAP00000011980
SINCAM922416	ENSACAP00000011981
SINCAM013252	ENSACAP00000011983
SINCAM014188	ENSACAP00000011985
SINCAM922501	ENSACAP00000011987
SINCAM000396	ENSACAP00000011988
SINCAM000412	ENSACAP00000011992
SINCAM010492	ENSACAP00000011993
SINCAM922637	ENSACAP00000011995
SINCAM920545	ENSACAP00000011997
SINCAM009628	ENSACAP00000011998
SINCAM005647	ENSACAP00000011999
SINCAM005183	ENSACAP00000012000
SINCAM005637	ENSACAP00000012002
SINCAM922344	ENSACAP00000012005
SINCAM011234	ENSACAP00000012007
SINCAM015222	ENSACAP00000012008
SINCAM010228	ENSACAP00000012009
SINCAM010491	ENSACAP00000012010
SINCAM922147	ENSACAP00000012011
SINCAM001441	ENSACAP00000012012
SINCAM011797	ENSACAP00000012013
SINCAM004943	ENSACAP00000012020
SINCAM009855	ENSACAP00000012023
SINCAM010488	ENSACAP00000012024
SINCAM005690	ENSACAP00000012025
SINCAM014187	ENSACAP00000012027
SINCAM005840	ENSACAP00000012034
SINCAM004374	ENSACAP00000012035
SINCAM920593	ENSACAP00000012036
SINCAM001641	ENSACAP00000012037
SINCAM009857	ENSACAP00000012042
SINCAM004705	ENSACAP00000012043
SINCAM014914	ENSACAP00000012045
SINCAM003200	ENSACAP00000012046
SINCAM007299	ENSACAP00000012047
SINCAM007811	ENSACAP00000012050
SINCAM005648	ENSACAP00000012051
SINCAM002428	ENSACAP00000012052
SINCAM003201	ENSACAP00000012053
SINCAM921896	ENSACAP00000012055
SINCAM005649	ENSACAP00000012056
SINCAM921933	ENSACAP00000012057
SINCAM009784	ENSACAP00000012058
SINCAM003832	ENSACAP00000012059
SINCAM008677	ENSACAP00000012061
SINCAM920996	ENSACAP00000012062
SINCAM009783	ENSACAP00000012064
SINCAM921624	ENSACAP00000012065
SINCAM014685	ENSACAP00000012067
SINCAM003834	ENSACAP00000012068
SINCAM002427	ENSACAP00000012069
SINCAM011679	ENSACAP00000012070
SINCAM009775	ENSACAP00000012071
SINCAM006700	ENSACAP00000012073
SINCAM014863	ENSACAP00000012075
SINCAM004401	ENSACAP00000012076
SINCAM011990	ENSACAP00000012078
SINCAM922408	ENSACAP00000012079
SINCAM001547	ENSACAP00000012084
SINCAM000165	ENSACAP00000012088
SINCAM014355	ENSACAP00000012090
SINCAM920958	ENSACAP00000012092
SINCAM922869	ENSACAP00000012097
SINCAM006628	ENSACAP00000012098
SINCAM005691	ENSACAP00000012099
SINCAM000397	ENSACAP00000012100
SINCAM011796	ENSACAP00000012102
SINCAM010527	ENSACAP00000012104
SINCAM005692	ENSACAP00000012105
SINCAM007754	ENSACAP00000012109
SINCAM009858	ENSACAP00000012111
SINCAM008735	ENSACAP00000012112
SINCAM009815	ENSACAP00000012113
SINCAM921826	ENSACAP00000012114
SINCAM005882	ENSACAP00000012117
SINCAM011232	ENSACAP00000012118
SINCAM922002	ENSACAP00000012119
SINCAM922989	ENSACAP00000012120
SINCAM008386	ENSACAP00000012121
SINCAM002051	ENSACAP00000012122
SINCAM920856	ENSACAP00000012123
SINCAM009785	ENSACAP00000012125
SINCAM000704	ENSACAP00000012126
SINCAM002521	ENSACAP00000012130
SINCAM003835	ENSACAP00000012132
SINCAM002640	ENSACAP00000012133
SINCAM015259	ENSACAP00000012134
SINCAM004767	ENSACAP00000012136
SINCAM015434	ENSACAP00000012137
SINCAM012794	ENSACAP00000012138
SINCAM007301	ENSACAP00000012144
SINCAM922345	ENSACAP00000012146
SINCAM004959	ENSACAP00000012147
SINCAM004706	ENSACAP00000012148
SINCAM015045	ENSACAP00000012149
SINCAM921241	ENSACAP00000012150
SINCAM009468	ENSACAP00000012151
SINCAM009841	ENSACAP00000012153
SINCAM011617	ENSACAP00000012154
SINCAM005645	ENSACAP00000012155
SINCAM005693	ENSACAP00000012156
SINCAM921723	ENSACAP00000012157
SINCAM000843	ENSACAP00000012159
SINCAM006764	ENSACAP00000012161
SINCAM004942	ENSACAP00000012162
SINCAM014186	ENSACAP00000012164
SINCAM009786	ENSACAP00000012165
SINCAM921210	ENSACAP00000012166
SINCAM007792	ENSACAP00000012167
SINCAM005695	ENSACAP00000012169
SINCAM014996	ENSACAP00000012172
SINCAM005255	ENSACAP00000012177
SINCAM012159	ENSACAP00000012178
SINCAM007946	ENSACAP00000012179
SINCAM004766	ENSACAP00000012181
SINCAM008676	ENSACAP00000012182
SINCAM007287	ENSACAP00000012183
SINCAM005651	ENSACAP00000012184
SINCAM014058	ENSACAP00000012185
SINCAM015246	ENSACAP00000012186
SINCAM005544	ENSACAP00000012188
SINCAM009832	ENSACAP00000012190
SINCAM002669	ENSACAP00000012191
SINCAM006363	ENSACAP00000012192
SINCAM011795	ENSACAP00000012194
SINCAM003203	ENSACAP00000012195
SINCAM011794	ENSACAP00000012197
SINCAM014621	ENSACAP00000012198
SINCAM920526	ENSACAP00000012199
SINCAM007951	ENSACAP00000012200
SINCAM007796	ENSACAP00000012201
SINCAM921306	ENSACAP00000012204
SINCAM004708	ENSACAP00000012206
SINCAM000443	ENSACAP00000012207
SINCAM922152	ENSACAP00000012208
SINCAM922926	ENSACAP00000012210
SINCAM004763	ENSACAP00000012211
SINCAM001373	ENSACAP00000012212
SINCAM001068	ENSACAP00000012213
SINCAM000444	ENSACAP00000012214
SINCAM001372	ENSACAP00000012216
SINCAM014117	ENSACAP00000012218
SINCAM013522	ENSACAP00000012220
SINCAM005805	ENSACAP00000012221
SINCAM922944	ENSACAP00000012225
SINCAM012158	ENSACAP00000012227
SINCAM012098	ENSACAP00000012228
SINCAM007878	ENSACAP00000012229
SINCAM921625	ENSACAP00000012231
SINCAM921809	ENSACAP00000012232
SINCAM011321	ENSACAP00000012233
SINCAM000409	ENSACAP00000012234
SINCAM004930	ENSACAP00000012235
SINCAM005880	ENSACAP00000012237
SINCAM003204	ENSACAP00000012239
SINCAM004375	ENSACAP00000012240
SINCAM000844	ENSACAP00000012241
SINCAM003208	ENSACAP00000012242
SINCAM009640	ENSACAP00000012247
SINCAM001371	ENSACAP00000012250
SINCAM011253	ENSACAP00000012251
SINCAM015232	ENSACAP00000012253
SINCAM005646	ENSACAP00000012256
SINCAM001442	ENSACAP00000012263
SINCAM003838	ENSACAP00000012264
SINCAM006362	ENSACAP00000012265
SINCAM008598	ENSACAP00000012266
SINCAM005806	ENSACAP00000012268
SINCAM922636	ENSACAP00000012270
SINCAM015231	ENSACAP00000012271
SINCAM004055	ENSACAP00000012272
SINCAM000011	ENSACAP00000012273
SINCAM013418	ENSACAP00000012274
SINCAM008629	ENSACAP00000012277
SINCAM013417	ENSACAP00000012279
SINCAM007750	ENSACAP00000012280
SINCAM007337	ENSACAP00000012281
SINCAM921629	ENSACAP00000012288
SINCAM003837	ENSACAP00000012289
SINCAM920540	ENSACAP00000012291
SINCAM922451	ENSACAP00000012293
SINCAM920957	ENSACAP00000012294
SINCAM005256	ENSACAP00000012295
SINCAM920956	ENSACAP00000012296
SINCAM014269	ENSACAP00000012299
SINCAM000427	ENSACAP00000012301
SINCAM922829	ENSACAP00000012302
SINCAM005543	ENSACAP00000012305
SINCAM001239	ENSACAP00000012306
SINCAM005542	ENSACAP00000012308
SINCAM009831	ENSACAP00000012309
SINCAM009642	ENSACAP00000012310
SINCAM013416	ENSACAP00000012313
SINCAM001240	ENSACAP00000012315
SINCAM922234	ENSACAP00000012316
SINCAM004378	ENSACAP00000012317
SINCAM012157	ENSACAP00000012319
SINCAM001138	ENSACAP00000012320
SINCAM002053	ENSACAP00000012322
SINCAM013600	ENSACAP00000012324
SINCAM009084	ENSACAP00000012326
SINCAM013598	ENSACAP00000012327
SINCAM013521	ENSACAP00000012328
SINCAM017815	ENSACAP00000012329
SINCAM009624	ENSACAP00000012331
SINCAM013599	ENSACAP00000012334
SINCAM002995	ENSACAP00000012335
SINCAM013271	ENSACAP00000012337
SINCAM001443	ENSACAP00000012338
SINCAM008764	ENSACAP00000012339
SINCAM920946	ENSACAP00000012340
SINCAM013709	ENSACAP00000012343
SINCAM922658	ENSACAP00000012345
SINCAM011047	ENSACAP00000012346
SINCAM004037	ENSACAP00000012348
SINCAM920945	ENSACAP00000012350
SINCAM001806	ENSACAP00000012352
SINCAM007019	ENSACAP00000012354
SINCAM012714	ENSACAP00000012356
SINCAM013486	ENSACAP00000012358
SINCAM012195	ENSACAP00000012359
SINCAM000404	ENSACAP00000012360
SINCAM004311	ENSACAP00000012362
SINCAM005995	ENSACAP00000012363
SINCAM922520	ENSACAP00000012364
SINCAM000010	ENSACAP00000012365
SINCAM011252	ENSACAP00000012366
SINCAM005257	ENSACAP00000012373
SINCAM001413	ENSACAP00000012374
SINCAM000428	ENSACAP00000012376
SINCAM012156	ENSACAP00000012377
SINCAM002054	ENSACAP00000012380
SINCAM922159	ENSACAP00000012381
SINCAM922879	ENSACAP00000012382
SINCAM011002	ENSACAP00000012384
SINCAM920963	ENSACAP00000012386
SINCAM001446	ENSACAP00000012387
SINCAM920584	ENSACAP00000012388
SINCAM013628	ENSACAP00000012390
SINCAM000924	ENSACAP00000012391
SINCAM006627	ENSACAP00000012394
SINCAM922233	ENSACAP00000012395
SINCAM004377	ENSACAP00000012396
SINCAM004939	ENSACAP00000012399
SINCAM005634	ENSACAP00000012400
SINCAM004956	ENSACAP00000012403
SINCAM000529	ENSACAP00000012404
SINCAM010970	ENSACAP00000012405
SINCAM010971	ENSACAP00000012407
SINCAM009083	ENSACAP00000012408
SINCAM005242	ENSACAP00000012409
SINCAM011961	ENSACAP00000012411
SINCAM000923	ENSACAP00000012414
SINCAM010727	ENSACAP00000012415
SINCAM015229	ENSACAP00000012416
SINCAM004379	ENSACAP00000012417
SINCAM011272	ENSACAP00000012418
SINCAM000429	ENSACAP00000012419
SINCAM011620	ENSACAP00000012420
SINCAM011251	ENSACAP00000012422
SINCAM009958	ENSACAP00000012424
SINCAM011016	ENSACAP00000012425
SINCAM001011	ENSACAP00000012426
SINCAM011959	ENSACAP00000012428
SINCAM004937	ENSACAP00000012429
SINCAM010861	ENSACAP00000012430
SINCAM001447	ENSACAP00000012432
SINCAM900217	ENSACAP00000012433
SINCAM010001	ENSACAP00000012434
SINCAM005243	ENSACAP00000012436
SINCAM014191	ENSACAP00000012437
SINCAM011250	ENSACAP00000012438
SINCAM011615	ENSACAP00000012439
SINCAM005879	ENSACAP00000012440
SINCAM001070	ENSACAP00000012441
SINCAM000124	ENSACAP00000012442
SINCAM922550	ENSACAP00000012444
SINCAM004955	ENSACAP00000012446
SINCAM006042	ENSACAP00000012449
SINCAM921546	ENSACAP00000012451
SINCAM014131	ENSACAP00000012452
SINCAM012095	ENSACAP00000012453
SINCAM000403	ENSACAP00000012454
SINCAM009623	ENSACAP00000012455
SINCAM006912	ENSACAP00000012456
SINCAM004998	ENSACAP00000012457
SINCAM920860	ENSACAP00000012459
SINCAM011614	ENSACAP00000012460
SINCAM012895	ENSACAP00000012461
SINCAM011619	ENSACAP00000012463
SINCAM001141	ENSACAP00000012464
SINCAM008675	ENSACAP00000012465
SINCAM004954	ENSACAP00000012467
SINCAM921076	ENSACAP00000012470
SINCAM013414	ENSACAP00000012472
SINCAM012094	ENSACAP00000012473
SINCAM011613	ENSACAP00000012474
SINCAM004316	ENSACAP00000012475
SINCAM014870	ENSACAP00000012476
SINCAM013568	ENSACAP00000012477
SINCAM005539	ENSACAP00000012479
SINCAM011399	ENSACAP00000012480
SINCAM011964	ENSACAP00000012481
SINCAM010258	ENSACAP00000012482
SINCAM001370	ENSACAP00000012483
SINCAM006625	ENSACAP00000012484
SINCAM001017	ENSACAP00000012491
SINCAM921952	ENSACAP00000012493
SINCAM004104	ENSACAP00000012495
SINCAM004102	ENSACAP00000012497
SINCAM922406	ENSACAP00000012498
SINCAM922365	ENSACAP00000012499
SINCAM000008	ENSACAP00000012500
SINCAM005538	ENSACAP00000012502
SINCAM009715	ENSACAP00000012504
SINCAM002055	ENSACAP00000012505
SINCAM005537	ENSACAP00000012506
SINCAM004318	ENSACAP00000012509
SINCAM000402	ENSACAP00000012510
SINCAM007021	ENSACAP00000012511
SINCAM011436	ENSACAP00000012512
SINCAM005878	ENSACAP00000012513
SINCAM000401	ENSACAP00000012515
SINCAM012154	ENSACAP00000012519
SINCAM013481	ENSACAP00000012520
SINCAM014064	ENSACAP00000012522
SINCAM920646	ENSACAP00000012523
SINCAM001020	ENSACAP00000012524
SINCAM004999	ENSACAP00000012525
SINCAM005133	ENSACAP00000012526
SINCAM000790	ENSACAP00000012527
SINCAM911044	ENSACAP00000012528
SINCAM012153	ENSACAP00000012530
SINCAM005974	ENSACAP00000012531
SINCAM005975	ENSACAP00000012535
SINCAM008597	ENSACAP00000012536
SINCAM010860	ENSACAP00000012538
SINCAM002056	ENSACAP00000012539
SINCAM008596	ENSACAP00000012540
SINCAM008489	ENSACAP00000012541
SINCAM001660	ENSACAP00000012543
SINCAM011618	ENSACAP00000012544
SINCAM002057	ENSACAP00000012545
SINCAM005162	ENSACAP00000012546
SINCAM000820	ENSACAP00000012547
SINCAM006038	ENSACAP00000012549
SINCAM002058	ENSACAP00000012552
SINCAM004317	ENSACAP00000012553
SINCAM000794	ENSACAP00000012554
SINCAM005238	ENSACAP00000012557
SINCAM005992	ENSACAP00000012559
SINCAM001330	ENSACAP00000012560
SINCAM012092	ENSACAP00000012561
SINCAM004936	ENSACAP00000012562
SINCAM010859	ENSACAP00000012563
SINCAM920553	ENSACAP00000012566
SINCAM921853	ENSACAP00000012569
SINCAM922036	ENSACAP00000012571
SINCAM921627	ENSACAP00000012572
SINCAM000920	ENSACAP00000012574
SINCAM920554	ENSACAP00000012575
SINCAM006327	ENSACAP00000012577
SINCAM008642	ENSACAP00000012578
SINCAM922492	ENSACAP00000012580
SINCAM011248	ENSACAP00000012581
SINCAM922912	ENSACAP00000012582
SINCAM922303	ENSACAP00000012584
SINCAM920647	ENSACAP00000012585
SINCAM001363	ENSACAP00000012589
SINCAM008595	ENSACAP00000012590
SINCAM000399	ENSACAP00000012592
SINCAM003105	ENSACAP00000012593
SINCAM000953	ENSACAP00000012596
SINCAM000006	ENSACAP00000012598
SINCAM008105	ENSACAP00000012603
SINCAM014798	ENSACAP00000012604
SINCAM922311	ENSACAP00000012605
SINCAM013572	ENSACAP00000012606
SINCAM011423	ENSACAP00000012608
SINCAM010216	ENSACAP00000012609
SINCAM001142	ENSACAP00000012610
SINCAM920637	ENSACAP00000012613
SINCAM000257	ENSACAP00000012614
SINCAM006794	ENSACAP00000012615
SINCAM002059	ENSACAP00000012620
SINCAM008146	ENSACAP00000012621
SINCAM011609	ENSACAP00000012622
SINCAM005188	ENSACAP00000012624
SINCAM008671	ENSACAP00000012626
SINCAM010972	ENSACAP00000012627
SINCAM011246	ENSACAP00000012628
SINCAM006039	ENSACAP00000012630
SINCAM921077	ENSACAP00000012632
SINCAM922490	ENSACAP00000012634
SINCAM008670	ENSACAP00000012636
SINCAM002060	ENSACAP00000012637
SINCAM006761	ENSACAP00000012638
SINCAM920888	ENSACAP00000012639
SINCAM011271	ENSACAP00000012640
SINCAM005164	ENSACAP00000012641
SINCAM002020	ENSACAP00000012643
SINCAM000256	ENSACAP00000012644
SINCAM000846	ENSACAP00000012647
SINCAM005976	ENSACAP00000012652
SINCAM004644	ENSACAP00000012654
SINCAM007840	ENSACAP00000012656
SINCAM013480	ENSACAP00000012657
SINCAM007861	ENSACAP00000012659
SINCAM000854	ENSACAP00000012660
SINCAM922367	ENSACAP00000012662
SINCAM009620	ENSACAP00000012664
SINCAM922277	ENSACAP00000012666
SINCAM000349	ENSACAP00000012667
SINCAM921018	ENSACAP00000012669
SINCAM015261	ENSACAP00000012670
SINCAM011781	ENSACAP00000012671
SINCAM920943	ENSACAP00000012672
SINCAM002107	ENSACAP00000012675
SINCAM921013	ENSACAP00000012676
SINCAM001143	ENSACAP00000012677
SINCAM922366	ENSACAP00000012678
SINCAM001022	ENSACAP00000012679
SINCAM014291	ENSACAP00000012680
SINCAM008685	ENSACAP00000012681
SINCAM011425	ENSACAP00000012682
SINCAM001144	ENSACAP00000012683
SINCAM003107	ENSACAP00000012685
SINCAM010974	ENSACAP00000012686
SINCAM013561	ENSACAP00000012689
SINCAM008643	ENSACAP00000012690
SINCAM003371	ENSACAP00000012692
SINCAM000007	ENSACAP00000012693
SINCAM921543	ENSACAP00000012696
SINCAM001453	ENSACAP00000012698
SINCAM922158	ENSACAP00000012699
SINCAM005977	ENSACAP00000012700
SINCAM002217	ENSACAP00000012701
SINCAM007863	ENSACAP00000012703
SINCAM011426	ENSACAP00000012704
SINCAM001369	ENSACAP00000012705
SINCAM013924	ENSACAP00000012707
SINCAM013846	ENSACAP00000012708
SINCAM000852	ENSACAP00000012709
SINCAM000023	ENSACAP00000012710
SINCAM011747	ENSACAP00000012713
SINCAM001982	ENSACAP00000012715
SINCAM922369	ENSACAP00000012716
SINCAM012593	ENSACAP00000012717
SINCAM000954	ENSACAP00000012718
SINCAM014261	ENSACAP00000012719
SINCAM001145	ENSACAP00000012721
SINCAM001024	ENSACAP00000012724
SINCAM006760	ENSACAP00000012727
SINCAM002997	ENSACAP00000012728
SINCAM921544	ENSACAP00000012729
SINCAM922370	ENSACAP00000012730
SINCAM013559	ENSACAP00000012732
SINCAM001983	ENSACAP00000012734
SINCAM005195	ENSACAP00000012735
SINCAM000922	ENSACAP00000012737
SINCAM009619	ENSACAP00000012738
SINCAM920447	ENSACAP00000012740
SINCAM001368	ENSACAP00000012741
SINCAM003108	ENSACAP00000012744
SINCAM005194	ENSACAP00000012746
SINCAM015616	ENSACAP00000012747
SINCAM922371	ENSACAP00000012749
SINCAM010975	ENSACAP00000012750
SINCAM013558	ENSACAP00000012754
SINCAM920595	ENSACAP00000012757
SINCAM004380	ENSACAP00000012759
SINCAM000936	ENSACAP00000012760
SINCAM005193	ENSACAP00000012761
SINCAM008106	ENSACAP00000012762
SINCAM000538	ENSACAP00000012763
SINCAM920942	ENSACAP00000012764
SINCAM010822	ENSACAP00000012765
SINCAM000082	ENSACAP00000012766
SINCAM920816	ENSACAP00000012767
SINCAM001367	ENSACAP00000012768
SINCAM921695	ENSACAP00000012769
SINCAM920890	ENSACAP00000012771
SINCAM011459	ENSACAP00000012772
SINCAM003109	ENSACAP00000012773
SINCAM015980	ENSACAP00000012774
SINCAM000083	ENSACAP00000012778
SINCAM010185	ENSACAP00000012779
SINCAM002084	ENSACAP00000012780
SINCAM014665	ENSACAP00000012781
SINCAM010611	ENSACAP00000012782
SINCAM000935	ENSACAP00000012786
SINCAM920630	ENSACAP00000012788
SINCAM013844	ENSACAP00000012790
SINCAM016732	ENSACAP00000012792
SINCAM008594	ENSACAP00000012793
SINCAM000673	ENSACAP00000012794
SINCAM008054	ENSACAP00000012795
SINCAM005978	ENSACAP00000012797
SINCAM002083	ENSACAP00000012798
SINCAM002611	ENSACAP00000012799
SINCAM002063	ENSACAP00000012802
SINCAM010187	ENSACAP00000012803
SINCAM000120	ENSACAP00000012804
SINCAM008053	ENSACAP00000012805
SINCAM003181	ENSACAP00000012806
SINCAM001984	ENSACAP00000012808
SINCAM001336	ENSACAP00000012810
SINCAM008901	ENSACAP00000012814
SINCAM922407	ENSACAP00000012815
SINCAM011242	ENSACAP00000012816
SINCAM008593	ENSACAP00000012818
SINCAM002080	ENSACAP00000012819
SINCAM920725	ENSACAP00000012821
SINCAM921668	ENSACAP00000012822
SINCAM008055	ENSACAP00000012826
SINCAM001365	ENSACAP00000012827
SINCAM008889	ENSACAP00000012828
SINCAM921475	ENSACAP00000012829
SINCAM014885	ENSACAP00000012830
SINCAM921078	ENSACAP00000012831
SINCAM005156	ENSACAP00000012832
SINCAM008427	ENSACAP00000012833
SINCAM001146	ENSACAP00000012834
SINCAM008013	ENSACAP00000012835
SINCAM002610	ENSACAP00000012836
SINCAM010190	ENSACAP00000012837
SINCAM010690	ENSACAP00000012838
SINCAM008688	ENSACAP00000012840
SINCAM003111	ENSACAP00000012841
SINCAM006281	ENSACAP00000012844
SINCAM921014	ENSACAP00000012845
SINCAM013553	ENSACAP00000012846
SINCAM011922	ENSACAP00000012848
SINCAM008056	ENSACAP00000012849
SINCAM014038	ENSACAP00000012850
SINCAM003385	ENSACAP00000012851
SINCAM006256	ENSACAP00000012853
SINCAM005155	ENSACAP00000012854
SINCAM005345	ENSACAP00000012856
SINCAM006255	ENSACAP00000012857
SINCAM013552	ENSACAP00000012858
SINCAM922100	ENSACAP00000012859
SINCAM920862	ENSACAP00000012861
SINCAM922243	ENSACAP00000012862
SINCAM922488	ENSACAP00000012863
SINCAM009618	ENSACAP00000012864
SINCAM009617	ENSACAP00000012865
SINCAM015107	ENSACAP00000012866
SINCAM922101	ENSACAP00000012867
SINCAM009616	ENSACAP00000012868
SINCAM922102	ENSACAP00000012869
SINCAM008689	ENSACAP00000012871
SINCAM005346	ENSACAP00000012872
SINCAM011966	ENSACAP00000012873
SINCAM010976	ENSACAP00000012874
SINCAM002609	ENSACAP00000012877
