fgenesh2_pg.scaffold_351000043	ENSMODP00000015069
e_gw.775.8.1	ENSMODP00000030234
e_gw.775.18.1	ENSMODP00000012696
e_gw.777.3.1	ENSMODP00000009605
e_gw.779.9.1	ENSMODP00000003802
e_gw.779.9.1	ENSMODP00000016162
e_gw.779.9.1	ENSMODP00000041303
e_gw.780.1.1	ENSMODP00000017295
e_gw.780.3.1	ENSMODP00000024004
e_gw.786.9.1	ENSMODP00000026387
e_gw.787.17.1	ENSMODP00000020603
e_gw.788.11.1	ENSMODP00000002464
e_gw.793.7.1	ENSMODP00000029336
e_gw.795.3.1	ENSMODP00000008311
e_gw.797.12.1	ENSMODP00000017380
e_gw.797.13.1	ENSMODP00000006137
e_gw.799.32.1	ENSMODP00000021228
e_gw.801.3.1	ENSMODP00000013490
e_gw.803.4.1	ENSMODP00000007478
e_gw.806.1.1	ENSMODP00000000641
e_gw.806.17.1	ENSMODP00000026347
e_gw.806.17.1	ENSMODP00000026346
e_gw.807.7.1	ENSMODP00000040011
e_gw.808.12.1	ENSMODP00000010215
e_gw.809.5.1	ENSMODP00000005808
e_gw.809.1.1	ENSMODP00000017278
e_gw.809.3.1	ENSMODP00000005568
e_gw.810.16.1	ENSMODP00000022988
e_gw.811.14.1	ENSMODP00000014117
e_gw.813.3.1	ENSMODP00000028298
e_gw.816.1.1	ENSMODP00000034165
e_gw.817.4.1	ENSMODP00000011522
e_gw.818.8.1	ENSMODP00000006094
e_gw.821.6.1	ENSMODP00000017939
e_gw.821.6.1	ENSMODP00000010913
e_gw.822.26.1	ENSMODP00000022460
e_gw.822.1.1	ENSMODP00000019783
e_gw.823.10.1	ENSMODP00000015249
e_gw.824.19.1	ENSMODP00000039227
e_gw.828.1.1	ENSMODP00000035173
e_gw.828.1.1	ENSMODP00000031789
e_gw.829.4.1	ENSMODP00000001212
e_gw.830.3.1	ENSMODP00000002032
e_gw.831.11.1	ENSMODP00000033465
e_gw.831.1.1	ENSMODP00000003924
e_gw.839.1.1	ENSMODP00000006476
e_gw.846.1.1	ENSMODP00000023309
e_gw.853.15.1	ENSMODP00000022443
e_gw.854.6.1	ENSMODP00000013682
e_gw.858.4.1	ENSMODP00000038317
e_gw.861.1.1	ENSMODP00000016093
e_gw.861.1.1	ENSMODP00000019667
e_gw.862.19.1	ENSMODP00000014014
e_gw.862.19.1	ENSMODP00000015809
e_gw.865.16.1	ENSMODP00000011189
e_gw.865.2.1	ENSMODP00000009647
e_gw.868.5.1	ENSMODP00000023659
e_gw.869.3.1	ENSMODP00000011250
e_gw.873.1.1	ENSMODP00000007477
e_gw.873.4.1	ENSMODP00000037467
e_gw.875.5.1	ENSMODP00000023455
e_gw.876.3.1	ENSMODP00000006256
e_gw.879.1.1	ENSMODP00000023074
e_gw.881.5.1	ENSMODP00000005049
e_gw.884.2.1	ENSMODP00000031023
e_gw.894.4.1	ENSMODP00000033593
e_gw.899.1.1	ENSMODP00000016792
e_gw.899.5.1	ENSMODP00000028596
e_gw.900.6.1	ENSMODP00000000578
e_gw.905.2.1	ENSMODP00000011033
e_gw.905.2.1	ENSMODP00000007956
e_gw.907.1.1	ENSMODP00000014815
e_gw.907.1.1	ENSMODP00000003792
e_gw.907.1.1	ENSMODP00000017398
e_gw.907.1.1	ENSMODP00000012801
e_gw.907.1.1	ENSMODP00000013711
e_gw.919.7.1	ENSMODP00000026569
e_gw.923.1.1	ENSMODP00000006393
e_gw.923.1.1	ENSMODP00000032193
e_gw.928.1.1	ENSMODP00000014036
e_gw.933.6.1	ENSMODP00000022231
e_gw.934.12.1	ENSMODP00000002013
e_gw.937.10.1	ENSMODP00000015716
e_gw.944.9.1	ENSMODP00000013645
e_gw.952.8.1	ENSMODP00000008318
e_gw.954.7.1	ENSMODP00000007032
e_gw.955.7.1	ENSMODP00000013041
e_gw.959.9.1	ENSMODP00000031493
e_gw.960.6.1	ENSMODP00000017549
e_gw.968.9.1	ENSMODP00000011225
e_gw.969.8.1	ENSMODP00000008369
e_gw.969.4.1	ENSMODP00000034308
e_gw.969.5.1	ENSMODP00000012513
e_gw.974.1.1	ENSMODP00000026447
e_gw.983.6.1	ENSMODP00000041050
e_gw.990.17.1	ENSMODP00000002714
e_gw.1008.10.1	ENSMODP00000000144
e_gw.1008.10.1	ENSMODP00000022431
e_gw.1011.13.1	ENSMODP00000038535
e_gw.1030.13.1	ENSMODP00000014923
e_gw.1055.12.1	ENSMODP00000018567
e_gw.1055.6.1	ENSMODP00000022466
e_gw.1056.4.1	ENSMODP00000024635
e_gw.1068.2.1	ENSMODP00000036044
e_gw.1077.2.1	ENSMODP00000002803
e_gw.1084.10.1	ENSMODP00000019084
e_gw.1090.6.1	ENSMODP00000006727
e_gw.2546.1.1	ENSMODP00000036938
e_gw.2572.1.1	ENSMODP00000017615
e_gw.2638.1.1	ENSMODP00000041210
estExt_GenewiseH_1.C_10033	ENSMODP00000011340
estExt_GenewiseH_1.C_10199	ENSMODP00000009768
estExt_GenewiseH_1.C_10392	ENSMODP00000010382
estExt_GenewiseH_1.C_10412	ENSMODP00000023448
estExt_GenewiseH_1.C_10543	ENSMODP00000003324
estExt_GenewiseH_1.C_10593	ENSMODP00000001808
estExt_GenewiseH_1.C_10593	ENSMODP00000025869
estExt_GenewiseH_1.C_30015	ENSMODP00000006870
estExt_GenewiseH_1.C_30118	ENSMODP00000022318
estExt_GenewiseH_1.C_30140	ENSMODP00000000024
estExt_GenewiseH_1.C_30166	ENSMODP00000017114
estExt_GenewiseH_1.C_30217	ENSMODP00000005770
estExt_GenewiseH_1.C_30219	ENSMODP00000024852
estExt_GenewiseH_1.C_30320	ENSMODP00000012470
estExt_GenewiseH_1.C_30347	ENSMODP00000031467
estExt_GenewiseH_1.C_40118	ENSMODP00000000995
estExt_GenewiseH_1.C_40398	ENSMODP00000032216
estExt_GenewiseH_1.C_40423	ENSMODP00000008267
estExt_GenewiseH_1.C_40459	ENSMODP00000009032
estExt_GenewiseH_1.C_50019	ENSMODP00000039821
estExt_GenewiseH_1.C_50034	ENSMODP00000003405
estExt_GenewiseH_1.C_50066	ENSMODP00000025742
estExt_GenewiseH_1.C_50086	ENSMODP00000003966
estExt_GenewiseH_1.C_50545	ENSMODP00000005666
estExt_GenewiseH_1.C_60134	ENSMODP00000007348
estExt_GenewiseH_1.C_60145	ENSMODP00000020388
estExt_GenewiseH_1.C_60175	ENSMODP00000034527
estExt_GenewiseH_1.C_60175	ENSMODP00000004263
estExt_GenewiseH_1.C_60217	ENSMODP00000025489
estExt_GenewiseH_1.C_60270	ENSMODP00000008713
estExt_GenewiseH_1.C_60270	ENSMODP00000015864
estExt_GenewiseH_1.C_80150	ENSMODP00000015953
estExt_GenewiseH_1.C_80231	ENSMODP00000017064
estExt_GenewiseH_1.C_80283	ENSMODP00000012799
estExt_GenewiseH_1.C_80398	ENSMODP00000016800
estExt_GenewiseH_1.C_80458	ENSMODP00000007135
estExt_GenewiseH_1.C_80466	ENSMODP00000022643
estExt_GenewiseH_1.C_80477	ENSMODP00000017517
estExt_GenewiseH_1.C_80523	ENSMODP00000017134
estExt_GenewiseH_1.C_90015	ENSMODP00000015286
estExt_GenewiseH_1.C_90077	ENSMODP00000023636
estExt_GenewiseH_1.C_90113	ENSMODP00000006167
estExt_GenewiseH_1.C_90182	ENSMODP00000006166
estExt_GenewiseH_1.C_100081	ENSMODP00000016058
estExt_GenewiseH_1.C_100259	ENSMODP00000021574
estExt_GenewiseH_1.C_100261	ENSMODP00000017180
estExt_GenewiseH_1.C_100283	ENSMODP00000022961
estExt_GenewiseH_1.C_100311	ENSMODP00000026118
estExt_GenewiseH_1.C_100316	ENSMODP00000026117
estExt_GenewiseH_1.C_100316	ENSMODP00000009000
estExt_GenewiseH_1.C_100398	ENSMODP00000019868
estExt_GenewiseH_1.C_240009	ENSMODP00000012769
estExt_GenewiseH_1.C_240231	ENSMODP00000009509
estExt_GenewiseH_1.C_240365	ENSMODP00000023625
estExt_GenewiseH_1.C_240366	ENSMODP00000004316
estExt_GenewiseH_1.C_240366	ENSMODP00000010821
estExt_GenewiseH_1.C_250014	ENSMODP00000021311
estExt_GenewiseH_1.C_250161	ENSMODP00000040447
estExt_GenewiseH_1.C_250173	ENSMODP00000028315
estExt_GenewiseH_1.C_250174	ENSMODP00000035082
estExt_GenewiseH_1.C_250190	ENSMODP00000006253
estExt_GenewiseH_1.C_270016	ENSMODP00000015127
estExt_GenewiseH_1.C_270044	ENSMODP00000002424
estExt_GenewiseH_1.C_270047	ENSMODP00000021046
estExt_GenewiseH_1.C_270047	ENSMODP00000011455
estExt_GenewiseH_1.C_270067	ENSMODP00000014700
estExt_GenewiseH_1.C_270067	ENSMODP00000027550
estExt_GenewiseH_1.C_270085	ENSMODP00000000676
estExt_GenewiseH_1.C_270085	ENSMODP00000005588
estExt_GenewiseH_1.C_280119	ENSMODP00000006551
estExt_GenewiseH_1.C_280186	ENSMODP00000026691
estExt_GenewiseH_1.C_280249	ENSMODP00000014271
estExt_GenewiseH_1.C_280251	ENSMODP00000008578
estExt_GenewiseH_1.C_280251	ENSMODP00000023990
estExt_GenewiseH_1.C_280251	ENSMODP00000027552
estExt_GenewiseH_1.C_280251	ENSMODP00000008575
estExt_GenewiseH_1.C_280251	ENSMODP00000040645
estExt_GenewiseH_1.C_300063	ENSMODP00000006541
estExt_GenewiseH_1.C_300225	ENSMODP00000013413
estExt_GenewiseH_1.C_300256	ENSMODP00000021713
estExt_GenewiseH_1.C_300268	ENSMODP00000011544
estExt_GenewiseH_1.C_300379	ENSMODP00000041187
estExt_GenewiseH_1.C_330032	ENSMODP00000012756
estExt_GenewiseH_1.C_330114	ENSMODP00000018348
estExt_GenewiseH_1.C_330114	ENSMODP00000006721
estExt_GenewiseH_1.C_330154	ENSMODP00000022716
estExt_GenewiseH_1.C_330184	ENSMODP00000027411
estExt_GenewiseH_1.C_350012	ENSMODP00000033400
estExt_GenewiseH_1.C_350038	ENSMODP00000003745
estExt_GenewiseH_1.C_350171	ENSMODP00000006492
estExt_GenewiseH_1.C_350335	ENSMODP00000012162
estExt_GenewiseH_1.C_360004	ENSMODP00000032286
estExt_GenewiseH_1.C_360045	ENSMODP00000001468
estExt_GenewiseH_1.C_360086	ENSMODP00000038552
estExt_GenewiseH_1.C_360118	ENSMODP00000013738
estExt_GenewiseH_1.C_370097	ENSMODP00000014744
estExt_GenewiseH_1.C_370322	ENSMODP00000012840
estExt_GenewiseH_1.C_390106	ENSMODP00000010317
estExt_GenewiseH_1.C_390106	ENSMODP00000035687
estExt_GenewiseH_1.C_390235	ENSMODP00000007056
estExt_GenewiseH_1.C_390282	ENSMODP00000016871
estExt_GenewiseH_1.C_400168	ENSMODP00000002743
estExt_GenewiseH_1.C_440208	ENSMODP00000022440
estExt_GenewiseH_1.C_450022	ENSMODP00000032390
estExt_GenewiseH_1.C_450022	ENSMODP00000014047
estExt_GenewiseH_1.C_450182	ENSMODP00000024355
estExt_GenewiseH_1.C_450182	ENSMODP00000017604
estExt_GenewiseH_1.C_460035	ENSMODP00000019374
estExt_GenewiseH_1.C_460115	ENSMODP00000018120
estExt_GenewiseH_1.C_460208	ENSMODP00000007328
estExt_GenewiseH_1.C_480130	ENSMODP00000017220
estExt_GenewiseH_1.C_500052	ENSMODP00000003480
estExt_GenewiseH_1.C_500067	ENSMODP00000036493
estExt_GenewiseH_1.C_530082	ENSMODP00000011081
estExt_GenewiseH_1.C_530082	ENSMODP00000015160
estExt_GenewiseH_1.C_530082	ENSMODP00000011090
estExt_GenewiseH_1.C_530082	ENSMODP00000020564
estExt_GenewiseH_1.C_530287	ENSMODP00000024504
estExt_GenewiseH_1.C_530287	ENSMODP00000010023
estExt_GenewiseH_1.C_560196	ENSMODP00000031188
estExt_GenewiseH_1.C_560201	ENSMODP00000009674
estExt_GenewiseH_1.C_570165	ENSMODP00000006820
estExt_GenewiseH_1.C_570172	ENSMODP00000003267
estExt_GenewiseH_1.C_570201	ENSMODP00000013617
estExt_GenewiseH_1.C_580070	ENSMODP00000035612
estExt_GenewiseH_1.C_620101	ENSMODP00000040177
estExt_GenewiseH_1.C_620130	ENSMODP00000024421
estExt_GenewiseH_1.C_620130	ENSMODP00000032655
estExt_GenewiseH_1.C_620130	ENSMODP00000039474
estExt_GenewiseH_1.C_630120	ENSMODP00000010923
estExt_GenewiseH_1.C_640058	ENSMODP00000032663
estExt_GenewiseH_1.C_650138	ENSMODP00000026310
estExt_GenewiseH_1.C_660100	ENSMODP00000004141
estExt_GenewiseH_1.C_680128	ENSMODP00000021105
estExt_GenewiseH_1.C_680131	ENSMODP00000018152
estExt_GenewiseH_1.C_680131	ENSMODP00000034961
estExt_GenewiseH_1.C_680138	ENSMODP00000009747
estExt_GenewiseH_1.C_680175	ENSMODP00000014567
estExt_GenewiseH_1.C_680175	ENSMODP00000040539
estExt_GenewiseH_1.C_680208	ENSMODP00000001947
estExt_GenewiseH_1.C_680246	ENSMODP00000008696
estExt_GenewiseH_1.C_680256	ENSMODP00000003445
estExt_GenewiseH_1.C_680279	ENSMODP00000019522
estExt_GenewiseH_1.C_690055	ENSMODP00000028143
estExt_GenewiseH_1.C_690089	ENSMODP00000026847
estExt_GenewiseH_1.C_690106	ENSMODP00000032089
estExt_GenewiseH_1.C_690127	ENSMODP00000003011
estExt_GenewiseH_1.C_690171	ENSMODP00000000589
estExt_GenewiseH_1.C_690197	ENSMODP00000017566
estExt_GenewiseH_1.C_690197	ENSMODP00000013693
estExt_GenewiseH_1.C_730038	ENSMODP00000023182
estExt_GenewiseH_1.C_740022	ENSMODP00000000882
estExt_GenewiseH_1.C_740022	ENSMODP00000027672
estExt_GenewiseH_1.C_740060	ENSMODP00000031487
estExt_GenewiseH_1.C_740100	ENSMODP00000019585
estExt_GenewiseH_1.C_750052	ENSMODP00000019178
estExt_GenewiseH_1.C_760113	ENSMODP00000013541
estExt_GenewiseH_1.C_760177	ENSMODP00000006486
estExt_GenewiseH_1.C_770126	ENSMODP00000012402
estExt_GenewiseH_1.C_780037	ENSMODP00000015125
estExt_GenewiseH_1.C_780043	ENSMODP00000013615
estExt_GenewiseH_1.C_780043	ENSMODP00000004230
estExt_GenewiseH_1.C_780043	ENSMODP00000032409
estExt_GenewiseH_1.C_780043	ENSMODP00000001677
estExt_GenewiseH_1.C_780152	ENSMODP00000028287
estExt_GenewiseH_1.C_780180	ENSMODP00000018814
estExt_GenewiseH_1.C_780261	ENSMODP00000024186
estExt_GenewiseH_1.C_790036	ENSMODP00000041176
estExt_GenewiseH_1.C_790036	ENSMODP00000022249
estExt_GenewiseH_1.C_790104	ENSMODP00000022550
estExt_GenewiseH_1.C_790104	ENSMODP00000011291
estExt_GenewiseH_1.C_810112	ENSMODP00000026384
estExt_GenewiseH_1.C_810112	ENSMODP00000037964
estExt_GenewiseH_1.C_810112	ENSMODP00000015157
estExt_GenewiseH_1.C_810112	ENSMODP00000004646
estExt_GenewiseH_1.C_810159	ENSMODP00000008359
estExt_GenewiseH_1.C_810159	ENSMODP00000014832
estExt_GenewiseH_1.C_840121	ENSMODP00000007918
estExt_GenewiseH_1.C_860022	ENSMODP00000018658
estExt_GenewiseH_1.C_860218	ENSMODP00000020324
estExt_GenewiseH_1.C_870022	ENSMODP00000018122
estExt_GenewiseH_1.C_880038	ENSMODP00000014867
estExt_GenewiseH_1.C_880038	ENSMODP00000037696
estExt_GenewiseH_1.C_880068	ENSMODP00000040654
estExt_GenewiseH_1.C_890093	ENSMODP00000011810
estExt_GenewiseH_1.C_890105	ENSMODP00000019651
estExt_GenewiseH_1.C_890108	ENSMODP00000018281
estExt_GenewiseH_1.C_900061	ENSMODP00000016993
estExt_GenewiseH_1.C_900158	ENSMODP00000006529
estExt_GenewiseH_1.C_920097	ENSMODP00000019569
estExt_GenewiseH_1.C_950141	ENSMODP00000024778
estExt_GenewiseH_1.C_950141	ENSMODP00000013267
estExt_GenewiseH_1.C_950141	ENSMODP00000003877
estExt_GenewiseH_1.C_950141	ENSMODP00000039593
estExt_GenewiseH_1.C_960004	ENSMODP00000026665
estExt_GenewiseH_1.C_960066	ENSMODP00000007671
estExt_GenewiseH_1.C_970156	ENSMODP00000013369
estExt_GenewiseH_1.C_970184	ENSMODP00000026997
estExt_GenewiseH_1.C_980028	ENSMODP00000015980
estExt_GenewiseH_1.C_990136	ENSMODP00000003239
estExt_GenewiseH_1.C_1010069	ENSMODP00000007861
estExt_GenewiseH_1.C_1010161	ENSMODP00000006445
estExt_GenewiseH_1.C_1020038	ENSMODP00000014777
estExt_GenewiseH_1.C_1050182	ENSMODP00000022586
estExt_GenewiseH_1.C_1060023	ENSMODP00000024465
estExt_GenewiseH_1.C_1060041	ENSMODP00000005624
estExt_GenewiseH_1.C_1070037	ENSMODP00000032512
estExt_GenewiseH_1.C_1080041	ENSMODP00000022653
estExt_GenewiseH_1.C_1090096	ENSMODP00000000831
estExt_GenewiseH_1.C_1100022	ENSMODP00000025457
estExt_GenewiseH_1.C_1100140	ENSMODP00000016798
estExt_GenewiseH_1.C_1100140	ENSMODP00000040296
estExt_GenewiseH_1.C_2370053	ENSMODP00000002007
estExt_GenewiseH_1.C_2370053	ENSMODP00000000863
estExt_GenewiseH_1.C_2380053	ENSMODP00000016576
estExt_GenewiseH_1.C_2380053	ENSMODP00000016578
estExt_GenewiseH_1.C_2390023	ENSMODP00000011019
estExt_GenewiseH_1.C_2390070	ENSMODP00000029380
estExt_GenewiseH_1.C_2440072	ENSMODP00000003916
estExt_GenewiseH_1.C_2440072	ENSMODP00000037936
estExt_GenewiseH_1.C_2440072	ENSMODP00000001710
estExt_GenewiseH_1.C_2450052	ENSMODP00000007853
estExt_GenewiseH_1.C_2460063	ENSMODP00000027887
estExt_GenewiseH_1.C_2460088	ENSMODP00000007506
estExt_GenewiseH_1.C_2460090	ENSMODP00000016033
estExt_GenewiseH_1.C_2490024	ENSMODP00000011764
estExt_GenewiseH_1.C_2500042	ENSMODP00000011783
estExt_GenewiseH_1.C_2500090	ENSMODP00000004707
estExt_GenewiseH_1.C_2500090	ENSMODP00000002555
estExt_GenewiseH_1.C_2500090	ENSMODP00000021152
estExt_GenewiseH_1.C_2530071	ENSMODP00000016479
estExt_GenewiseH_1.C_2530071	ENSMODP00000024049
estExt_GenewiseH_1.C_2590049	ENSMODP00000006610
estExt_GenewiseH_1.C_2610011	ENSMODP00000008119
estExt_GenewiseH_1.C_2610051	ENSMODP00000023250
estExt_GenewiseH_1.C_2610051	ENSMODP00000013329
estExt_GenewiseH_1.C_2620003	ENSMODP00000033129
estExt_GenewiseH_1.C_2650020	ENSMODP00000009699
estExt_GenewiseH_1.C_2650023	ENSMODP00000000611
estExt_GenewiseH_1.C_2670012	ENSMODP00000016544
estExt_GenewiseH_1.C_2680068	ENSMODP00000013184
estExt_GenewiseH_1.C_2680082	ENSMODP00000005986
estExt_GenewiseH_1.C_2700011	ENSMODP00000005375
estExt_GenewiseH_1.C_2740044	ENSMODP00000026537
estExt_GenewiseH_1.C_2750080	ENSMODP00000003796
estExt_GenewiseH_1.C_2750083	ENSMODP00000012464
estExt_GenewiseH_1.C_2770017	ENSMODP00000025713
estExt_GenewiseH_1.C_2790063	ENSMODP00000012102
estExt_GenewiseH_1.C_2790096	ENSMODP00000008755
estExt_GenewiseH_1.C_2830011	ENSMODP00000012721
estExt_GenewiseH_1.C_2850087	ENSMODP00000013414
estExt_GenewiseH_1.C_2850131	ENSMODP00000019990
estExt_GenewiseH_1.C_2860052	ENSMODP00000021864
estExt_GenewiseH_1.C_2870113	ENSMODP00000008117
estExt_GenewiseH_1.C_2900002	ENSMODP00000014230
estExt_GenewiseH_1.C_2900002	ENSMODP00000007179
estExt_GenewiseH_1.C_2900044	ENSMODP00000025519
estExt_GenewiseH_1.C_2940047	ENSMODP00000025990
estExt_GenewiseH_1.C_2940047	ENSMODP00000013086
estExt_GenewiseH_1.C_2940047	ENSMODP00000021778
estExt_GenewiseH_1.C_2950035	ENSMODP00000018171
estExt_GenewiseH_1.C_2980040	ENSMODP00000003880
estExt_GenewiseH_1.C_2980040	ENSMODP00000038741
estExt_GenewiseH_1.C_2980088	ENSMODP00000009307
estExt_GenewiseH_1.C_2980088	ENSMODP00000040261
estExt_GenewiseH_1.C_2990047	ENSMODP00000016248
estExt_GenewiseH_1.C_3010015	ENSMODP00000036706
estExt_GenewiseH_1.C_3020005	ENSMODP00000009056
estExt_GenewiseH_1.C_3020024	ENSMODP00000039018
estExt_GenewiseH_1.C_3090126	ENSMODP00000021411
estExt_GenewiseH_1.C_3110016	ENSMODP00000034299
estExt_GenewiseH_1.C_3120041	ENSMODP00000014243
estExt_GenewiseH_1.C_3120062	ENSMODP00000025181
estExt_GenewiseH_1.C_3130069	ENSMODP00000039971
estExt_GenewiseH_1.C_3160161	ENSMODP00000032507
estExt_GenewiseH_1.C_3160161	ENSMODP00000010875
estExt_GenewiseH_1.C_3160161	ENSMODP00000019043
estExt_GenewiseH_1.C_3160161	ENSMODP00000032506
estExt_GenewiseH_1.C_3190008	ENSMODP00000016606
estExt_GenewiseH_1.C_3210072	ENSMODP00000034210
estExt_GenewiseH_1.C_3210072	ENSMODP00000017256
estExt_GenewiseH_1.C_3210072	ENSMODP00000000215
estExt_GenewiseH_1.C_3210109	ENSMODP00000023187
estExt_GenewiseH_1.C_3220027	ENSMODP00000019602
estExt_GenewiseH_1.C_3240030	ENSMODP00000025526
estExt_GenewiseH_1.C_3260029	ENSMODP00000000266
estExt_GenewiseH_1.C_3260034	ENSMODP00000015058
estExt_GenewiseH_1.C_3260066	ENSMODP00000025726
estExt_GenewiseH_1.C_3290015	ENSMODP00000025881
estExt_GenewiseH_1.C_3290053	ENSMODP00000014595
estExt_GenewiseH_1.C_3290064	ENSMODP00000003951
estExt_GenewiseH_1.C_3290064	ENSMODP00000013556
estExt_GenewiseH_1.C_3290078	ENSMODP00000036998
estExt_GenewiseH_1.C_3340070	ENSMODP00000003030
estExt_GenewiseH_1.C_3340101	ENSMODP00000018312
estExt_GenewiseH_1.C_3350056	ENSMODP00000038747
estExt_GenewiseH_1.C_3360051	ENSMODP00000012384
estExt_GenewiseH_1.C_3380003	ENSMODP00000020756
estExt_GenewiseH_1.C_3390004	ENSMODP00000038574
estExt_GenewiseH_1.C_3400064	ENSMODP00000016702
estExt_GenewiseH_1.C_3410022	ENSMODP00000014248
estExt_GenewiseH_1.C_3410022	ENSMODP00000034116
estExt_GenewiseH_1.C_3410022	ENSMODP00000028169
estExt_GenewiseH_1.C_3460062	ENSMODP00000006378
estExt_GenewiseH_1.C_3470056	ENSMODP00000000071
estExt_GenewiseH_1.C_3470066	ENSMODP00000007555
estExt_GenewiseH_1.C_3470066	ENSMODP00000000136
estExt_GenewiseH_1.C_3490057	ENSMODP00000029007
estExt_GenewiseH_1.C_3490066	ENSMODP00000003275
estExt_GenewiseH_1.C_3490066	ENSMODP00000010128
estExt_GenewiseH_1.C_3490068	ENSMODP00000017867
estExt_GenewiseH_1.C_3490068	ENSMODP00000028133
estExt_GenewiseH_1.C_3490068	ENSMODP00000028134
estExt_GenewiseH_1.C_3490084	ENSMODP00000014592
estExt_GenewiseH_1.C_3490084	ENSMODP00000024749
estExt_GenewiseH_1.C_3510070	ENSMODP00000015835
estExt_GenewiseH_1.C_3530008	ENSMODP00000005048
estExt_GenewiseH_1.C_3530034	ENSMODP00000001575
estExt_GenewiseH_1.C_3550089	ENSMODP00000038581
estExt_GenewiseH_1.C_3560014	ENSMODP00000008459
estExt_GenewiseH_1.C_3560016	ENSMODP00000019443
estExt_GenewiseH_1.C_3560109	ENSMODP00000011654
estExt_GenewiseH_1.C_3570027	ENSMODP00000002524
estExt_GenewiseH_1.C_3580002	ENSMODP00000007845
estExt_GenewiseH_1.C_3630023	ENSMODP00000016195
estExt_GenewiseH_1.C_3640036	ENSMODP00000004926
estExt_GenewiseH_1.C_3640073	ENSMODP00000019544
estExt_GenewiseH_1.C_3680018	ENSMODP00000012068
estExt_GenewiseH_1.C_3710008	ENSMODP00000001905
estExt_GenewiseH_1.C_3710069	ENSMODP00000003153
estExt_GenewiseH_1.C_3710073	ENSMODP00000022705
estExt_GenewiseH_1.C_3710107	ENSMODP00000025396
estExt_GenewiseH_1.C_3730010	ENSMODP00000038426
estExt_GenewiseH_1.C_3740052	ENSMODP00000019725
estExt_GenewiseH_1.C_3750024	ENSMODP00000034930
estExt_GenewiseH_1.C_3760053	ENSMODP00000010555
estExt_GenewiseH_1.C_3760068	ENSMODP00000041221
estExt_GenewiseH_1.C_3770038	ENSMODP00000032714
estExt_GenewiseH_1.C_3800001	ENSMODP00000025985
estExt_GenewiseH_1.C_3800047	ENSMODP00000021165
estExt_GenewiseH_1.C_3800047	ENSMODP00000021349
estExt_GenewiseH_1.C_3800047	ENSMODP00000028686
estExt_GenewiseH_1.C_3800089	ENSMODP00000024414
estExt_GenewiseH_1.C_3820002	ENSMODP00000023516
estExt_GenewiseH_1.C_3820024	ENSMODP00000033364
estExt_GenewiseH_1.C_3820031	ENSMODP00000005229
estExt_GenewiseH_1.C_3820035	ENSMODP00000014473
estExt_GenewiseH_1.C_3830012	ENSMODP00000009874
estExt_GenewiseH_1.C_3900055	ENSMODP00000012451
estExt_GenewiseH_1.C_3940049	ENSMODP00000011750
estExt_GenewiseH_1.C_3940054	ENSMODP00000000336
estExt_GenewiseH_1.C_3950028	ENSMODP00000000404
estExt_GenewiseH_1.C_3950028	ENSMODP00000036045
estExt_GenewiseH_1.C_3960042	ENSMODP00000008944
estExt_GenewiseH_1.C_4040041	ENSMODP00000025379
estExt_GenewiseH_1.C_4050050	ENSMODP00000012449
estExt_GenewiseH_1.C_4100030	ENSMODP00000013091
estExt_GenewiseH_1.C_4100044	ENSMODP00000007016
estExt_GenewiseH_1.C_4110061	ENSMODP00000019210
estExt_GenewiseH_1.C_4140025	ENSMODP00000013546
estExt_GenewiseH_1.C_4150017	ENSMODP00000008623
estExt_GenewiseH_1.C_4210027	ENSMODP00000024633
estExt_GenewiseH_1.C_4210056	ENSMODP00000026252
estExt_GenewiseH_1.C_4210057	ENSMODP00000023404
estExt_GenewiseH_1.C_4300051	ENSMODP00000024107
estExt_GenewiseH_1.C_4300051	ENSMODP00000004336
estExt_GenewiseH_1.C_4320035	ENSMODP00000019455
estExt_GenewiseH_1.C_4330023	ENSMODP00000000263
estExt_GenewiseH_1.C_4340018	ENSMODP00000031750
estExt_GenewiseH_1.C_4340018	ENSMODP00000007224
estExt_GenewiseH_1.C_4340032	ENSMODP00000008292
estExt_GenewiseH_1.C_4360004	ENSMODP00000020562
estExt_GenewiseH_1.C_4360014	ENSMODP00000003819
estExt_GenewiseH_1.C_4390019	ENSMODP00000005367
estExt_GenewiseH_1.C_4410043	ENSMODP00000001841
estExt_GenewiseH_1.C_4410045	ENSMODP00000026657
estExt_GenewiseH_1.C_4420043	ENSMODP00000010061
estExt_GenewiseH_1.C_4420044	ENSMODP00000007574
estExt_GenewiseH_1.C_4460022	ENSMODP00000016022
estExt_GenewiseH_1.C_4530023	ENSMODP00000038995
estExt_GenewiseH_1.C_4540003	ENSMODP00000007024
estExt_GenewiseH_1.C_4540038	ENSMODP00000018609
estExt_GenewiseH_1.C_4550036	ENSMODP00000005658
estExt_GenewiseH_1.C_4550036	ENSMODP00000023810
estExt_GenewiseH_1.C_4550036	ENSMODP00000023813
estExt_GenewiseH_1.C_4560062	ENSMODP00000009084
estExt_GenewiseH_1.C_4560062	ENSMODP00000023629
estExt_GenewiseH_1.C_4560062	ENSMODP00000001599
estExt_GenewiseH_1.C_4560062	ENSMODP00000009085
estExt_GenewiseH_1.C_4600028	ENSMODP00000006849
estExt_GenewiseH_1.C_4620016	ENSMODP00000008245
