ENSP00000001008	SINCAM006004
ENSP00000360757	SINCAM007879
ENSP00000360762	SINCAM007149
ENSP00000360776	SINCAM011980
ENSP00000360777	SINCAM921511
ENSP00000360782	SINCAM007910
ENSP00000360797	SINCAM921513
ENSP00000360798	SINCAM005508
ENSP00000360806	SINCAM922425
ENSP00000360811	SINCAM007801
ENSP00000360818	SINCAM007800
ENSP00000360821	SINCAM007798
ENSP00000360822	SINCAM007792
ENSP00000360828	SINCAM011914
ENSP00000360850	SINCAM007880
ENSP00000360855	SINCAM921869
ENSP00000360860	SINCAM007144
ENSP00000360874	SINCAM003366
ENSP00000360882	SINCAM921474
ENSP00000360899	SINCAM002518
ENSP00000360905	SINCAM005007
ENSP00000360913	SINCAM005009
ENSP00000360916	SINCAM921505
ENSP00000360918	SINCAM921868
ENSP00000360922	SINCAM012006
ENSP00000360938	SINCAM921504
ENSP00000360939	SINCAM005018
ENSP00000360944	SINCAM005019
ENSP00000360966	SINCAM007898
ENSP00000360967	SINCAM010843
ENSP00000360985	SINCAM012004
ENSP00000360994	SINCAM007141
ENSP00000360997	SINCAM007900
ENSP00000360998	SINCAM007140
ENSP00000361001	SINCAM005048
ENSP00000361004	SINCAM010838
ENSP00000361009	SINCAM012002
ENSP00000361010	SINCAM007901
ENSP00000361014	SINCAM920908
ENSP00000361021	SINCAM007137
ENSP00000361025	SINCAM007903
ENSP00000361027	SINCAM010982
ENSP00000361032	SINCAM007905
ENSP00000361042	SINCAM921508
ENSP00000361043	SINCAM005425
ENSP00000361048	SINCAM005456
ENSP00000361057	SINCAM007904
ENSP00000361060	SINCAM005457
ENSP00000361064	SINCAM007134
ENSP00000361066	SINCAM012050
ENSP00000361072	SINCAM005458
ENSP00000361076	SINCAM922883
ENSP00000361084	SINCAM003649
ENSP00000361087	SINCAM921830
ENSP00000361095	SINCAM920919
ENSP00000361097	SINCAM006979
ENSP00000361107	SINCAM006978
ENSP00000361110	SINCAM920594
ENSP00000361112	SINCAM010975
ENSP00000361120	SINCAM014584
ENSP00000361125	SINCAM003648
ENSP00000361140	SINCAM920921
ENSP00000361141	SINCAM007098
ENSP00000361143	SINCAM015471
ENSP00000361151	SINCAM921514
ENSP00000361158	SINCAM005469
ENSP00000361162	SINCAM005468
ENSP00000361170	SINCAM005467
ENSP00000361173	SINCAM010971
ENSP00000361177	SINCAM007035
ENSP00000361185	SINCAM007034
ENSP00000361186	SINCAM012038
ENSP00000361189	SINCAM007033
ENSP00000361206	SINCAM003647
ENSP00000361207	SINCAM006965
ENSP00000361214	SINCAM006902
ENSP00000361219	SINCAM007978
ENSP00000361232	SINCAM007977
ENSP00000361238	SINCAM003646
ENSP00000361245	SINCAM005489
ENSP00000361264	SINCAM007967
ENSP00000361266	SINCAM920926
ENSP00000361272	SINCAM921818
ENSP00000361274	SINCAM920928
ENSP00000361281	SINCAM011563
ENSP00000361285	SINCAM921485
ENSP00000361287	SINCAM000120
ENSP00000361290	SINCAM004426
ENSP00000361301	SINCAM011910
ENSP00000361302	SINCAM007819
ENSP00000361306	SINCAM011001
ENSP00000361310	SINCAM003687
ENSP00000361311	SINCAM920915
ENSP00000361331	SINCAM005475
ENSP00000361336	SINCAM011922
ENSP00000361338	SINCAM007821
ENSP00000361345	SINCAM007822
ENSP00000361355	SINCAM006989
ENSP00000361359	SINCAM922772
ENSP00000361363	SINCAM005474
ENSP00000361383	SINCAM007824
ENSP00000361392	SINCAM005482
ENSP00000361405	SINCAM922404
ENSP00000361411	SINCAM007047
ENSP00000361413	SINCAM007826
ENSP00000361418	SINCAM920916
ENSP00000361433	SINCAM007828
ENSP00000361446	SINCAM007049
ENSP00000361458	SINCAM004391
ENSP00000361465	SINCAM921190
ENSP00000361467	SINCAM007030
ENSP00000361471	SINCAM007934
ENSP00000361473	SINCAM005418
ENSP00000361475	SINCAM007932
ENSP00000361483	SINCAM007930
ENSP00000361486	SINCAM011876
ENSP00000361499	SINCAM003711
ENSP00000361502	SINCAM005415
ENSP00000361512	SINCAM010732
ENSP00000361518	SINCAM003722
ENSP00000361522	SINCAM003723
ENSP00000361524	SINCAM007810
ENSP00000361536	SINCAM005411
ENSP00000361540	SINCAM920905
ENSP00000361547	SINCAM007913
ENSP00000361548	SINCAM920904
ENSP00000361557	SINCAM010728
ENSP00000361562	SINCAM011908
ENSP00000361564	SINCAM007915
ENSP00000361577	SINCAM007027
ENSP00000361595	SINCAM014587
ENSP00000361596	SINCAM011931
ENSP00000361599	SINCAM013599
ENSP00000361602	SINCAM007026
ENSP00000361603	SINCAM013603
ENSP00000361608	SINCAM003725
ENSP00000361625	SINCAM007919
ENSP00000361626	SINCAM013688
ENSP00000361628	SINCAM922309
ENSP00000361635	SINCAM007013
ENSP00000361636	SINCAM011928
ENSP00000361642	SINCAM013573
ENSP00000361645	SINCAM921483
ENSP00000361646	SINCAM013574
ENSP00000361653	SINCAM013576
ENSP00000361658	SINCAM007966
ENSP00000361663	SINCAM010895
ENSP00000361664	SINCAM009012
ENSP00000361666	SINCAM921200
ENSP00000361667	SINCAM921527
ENSP00000361668	SINCAM009011
ENSP00000361681	SINCAM010733
ENSP00000361704	SINCAM921757
ENSP00000361705	SINCAM011875
ENSP00000361725	SINCAM007959
ENSP00000361731	SINCAM007958
ENSP00000361748	SINCAM921525
ENSP00000361769	SINCAM009082
ENSP00000361777	SINCAM007834
ENSP00000361785	SINCAM007015
ENSP00000361788	SINCAM008646
ENSP00000361795	SINCAM003966
ENSP00000361800	SINCAM007833
ENSP00000361803	SINCAM009080
ENSP00000361818	SINCAM011794
ENSP00000361824	SINCAM921490
ENSP00000361834	SINCAM009079
ENSP00000361845	SINCAM008973
ENSP00000361852	SINCAM008974
ENSP00000361857	SINCAM008975
ENSP00000361883	SINCAM921744
ENSP00000361892	SINCAM011799
ENSP00000361894	SINCAM003882
ENSP00000361895	SINCAM922380
ENSP00000361918	SINCAM008891
ENSP00000361923	SINCAM921846
ENSP00000361926	SINCAM010999
ENSP00000361927	SINCAM921835
ENSP00000361930	SINCAM008894
ENSP00000361932	SINCAM007055
ENSP00000361949	SINCAM008890
ENSP00000361965	SINCAM922419
ENSP00000361982	SINCAM007836
ENSP00000361990	SINCAM003854
ENSP00000361993	SINCAM010699
ENSP00000361995	SINCAM922421
ENSP00000362010	SINCAM006919
ENSP00000362013	SINCAM003855
ENSP00000362014	SINCAM921479
ENSP00000362018	SINCAM010736
ENSP00000362021	SINCAM012627
ENSP00000362036	SINCAM013669
ENSP00000362041	SINCAM921831
ENSP00000362047	SINCAM010737
ENSP00000362057	SINCAM922279
ENSP00000362060	SINCAM008940
ENSP00000362063	SINCAM010750
ENSP00000362068	SINCAM012144
ENSP00000362071	SINCAM011995
ENSP00000362085	SINCAM921486
ENSP00000362092	SINCAM009109
ENSP00000362095	SINCAM010787
ENSP00000362097	SINCAM012148
ENSP00000362105	SINCAM009108
ENSP00000362107	SINCAM009107
ENSP00000362110	SINCAM009106
ENSP00000362115	SINCAM009067
ENSP00000362121	SINCAM012056
ENSP00000362123	SINCAM921856
ENSP00000362125	SINCAM010803
ENSP00000362127	SINCAM009066
ENSP00000362135	SINCAM009064
ENSP00000362144	SINCAM007081
ENSP00000362146	SINCAM009061
ENSP00000362151	SINCAM012091
ENSP00000362153	SINCAM009092
ENSP00000362159	SINCAM007815
ENSP00000362166	SINCAM009089
ENSP00000362183	SINCAM009059
ENSP00000362186	SINCAM010810
ENSP00000362187	SINCAM007816
ENSP00000362201	SINCAM921854
ENSP00000362206	SINCAM010813
ENSP00000362207	SINCAM006964
ENSP00000362208	SINCAM922945
ENSP00000362217	SINCAM922287
ENSP00000362221	SINCAM900232
ENSP00000362239	SINCAM921480
ENSP00000362260	SINCAM010816
ENSP00000362261	SINCAM008901
ENSP00000362268	SINCAM010818
ENSP00000362271	SINCAM007935
ENSP00000362273	SINCAM008919
ENSP00000362282	SINCAM003879
ENSP00000362283	SINCAM011848
ENSP00000362285	SINCAM007069
ENSP00000362287	SINCAM921741
ENSP00000362296	SINCAM010823
ENSP00000362298	SINCAM007066
ENSP00000362300	SINCAM921740
ENSP00000362308	SINCAM010826
ENSP00000362314	SINCAM014298
ENSP00000362329	SINCAM006996
ENSP00000362330	SINCAM922384
ENSP00000362334	SINCAM008924
ENSP00000362339	SINCAM007074
ENSP00000362340	SINCAM921738
ENSP00000362344	SINCAM007926
ENSP00000362352	SINCAM007063
ENSP00000362353	SINCAM011311
ENSP00000362361	SINCAM007927
ENSP00000362369	SINCAM012045
ENSP00000362372	SINCAM010827
ENSP00000362376	SINCAM007060
ENSP00000362381	SINCAM007983
ENSP00000362386	SINCAM007982
ENSP00000362387	SINCAM921814
ENSP00000362392	SINCAM007785
ENSP00000362399	SINCAM007746
ENSP00000362401	SINCAM922293
ENSP00000362409	SINCAM007747
ENSP00000362410	SINCAM012049
ENSP00000362413	SINCAM010983
ENSP00000362424	SINCAM006484
ENSP00000362427	SINCAM016850
ENSP00000362441	SINCAM010966
ENSP00000362442	SINCAM011853
ENSP00000362456	SINCAM014248
ENSP00000362463	SINCAM003713
ENSP00000362464	SINCAM009097
ENSP00000362465	SINCAM010964
ENSP00000362469	SINCAM007994
ENSP00000362480	SINCAM006913
ENSP00000362481	SINCAM010963
ENSP00000362485	SINCAM007993
ENSP00000362507	SINCAM921202
ENSP00000362524	SINCAM007997
ENSP00000362547	SINCAM011948
ENSP00000362550	SINCAM003788
ENSP00000362551	SINCAM007999
ENSP00000362555	SINCAM008887
ENSP00000362560	SINCAM011947
ENSP00000362562	SINCAM921737
ENSP00000362563	SINCAM008000
ENSP00000362576	SINCAM008904
ENSP00000362578	SINCAM003786
ENSP00000362588	SINCAM922879
ENSP00000362590	SINCAM012213
ENSP00000362592	SINCAM008882
ENSP00000362608	SINCAM012210
ENSP00000362609	SINCAM008943
ENSP00000362613	SINCAM010952
ENSP00000362634	SINCAM008875
ENSP00000362638	SINCAM008873
ENSP00000362639	SINCAM008011
ENSP00000362643	SINCAM010743
ENSP00000362650	SINCAM008013
ENSP00000362656	SINCAM008014
ENSP00000362674	SINCAM010742
ENSP00000362677	SINCAM008017
ENSP00000362680	SINCAM011866
ENSP00000362682	SINCAM008019
ENSP00000362688	SINCAM008867
ENSP00000362704	SINCAM008883
ENSP00000362707	SINCAM922396
ENSP00000362711	SINCAM008884
ENSP00000362717	SINCAM008031
ENSP00000362718	SINCAM012359
ENSP00000362727	SINCAM008032
ENSP00000362728	SINCAM003222
ENSP00000362734	SINCAM922862
ENSP00000362743	SINCAM009330
ENSP00000362744	SINCAM010740
ENSP00000362746	SINCAM008438
ENSP00000362751	SINCAM008036
ENSP00000362760	SINCAM921536
ENSP00000362762	SINCAM009073
ENSP00000362768	SINCAM011766
ENSP00000362773	SINCAM922276
ENSP00000362774	SINCAM008037
ENSP00000362776	SINCAM009077
ENSP00000362777	SINCAM921861
ENSP00000362778	SINCAM012230
ENSP00000362795	SINCAM008505
ENSP00000362799	SINCAM011040
ENSP00000362803	SINCAM012204
ENSP00000362817	SINCAM009003
ENSP00000362819	SINCAM009002
ENSP00000362820	SINCAM922528
ENSP00000362824	SINCAM011042
ENSP00000362836	SINCAM012266
ENSP00000362841	SINCAM009000
ENSP00000362863	SINCAM007109
ENSP00000362867	SINCAM006268
ENSP00000362869	SINCAM007950
ENSP00000362870	SINCAM921770
ENSP00000362873	SINCAM007951
ENSP00000362894	SINCAM007113
ENSP00000362900	SINCAM008989
ENSP00000362918	SINCAM921785
ENSP00000362924	SINCAM007986
ENSP00000362936	SINCAM008993
ENSP00000362937	SINCAM921779
ENSP00000362942	SINCAM921780
ENSP00000362946	SINCAM007987
ENSP00000362948	SINCAM008959
ENSP00000362962	SINCAM007988
ENSP00000362965	SINCAM921759
ENSP00000362987	SINCAM007121
ENSP00000362991	SINCAM008980
ENSP00000362993	SINCAM007122
ENSP00000363001	SINCAM008981
ENSP00000363018	SINCAM012322
ENSP00000363021	SINCAM008982
ENSP00000363031	SINCAM008983
ENSP00000363040	SINCAM007740
ENSP00000363041	SINCAM007124
ENSP00000363043	SINCAM011857
ENSP00000363046	SINCAM007125
ENSP00000363064	SINCAM012290
ENSP00000363071	SINCAM006309
ENSP00000363081	SINCAM007129
ENSP00000363092	SINCAM007130
ENSP00000363107	SINCAM007132
ENSP00000363123	SINCAM921754
ENSP00000363124	SINCAM011824
ENSP00000363128	SINCAM001712
ENSP00000363134	SINCAM010987
ENSP00000363135	SINCAM012283
ENSP00000363149	SINCAM012282
ENSP00000363157	SINCAM921468
ENSP00000363162	SINCAM007744
ENSP00000363193	SINCAM011030
ENSP00000363205	SINCAM011800
ENSP00000363226	SINCAM007040
ENSP00000363228	SINCAM011762
ENSP00000363229	SINCAM007037
ENSP00000363232	SINCAM008811
ENSP00000363250	SINCAM009048
ENSP00000363255	SINCAM007739
ENSP00000363257	SINCAM009046
ENSP00000363259	SINCAM006927
ENSP00000363260	SINCAM921790
ENSP00000363286	SINCAM007876
ENSP00000363298	SINCAM007866
ENSP00000363304	SINCAM006934
ENSP00000363308	SINCAM007867
ENSP00000363313	SINCAM007870
ENSP00000363317	SINCAM006935
ENSP00000363318	SINCAM010997
ENSP00000363322	SINCAM007871
ENSP00000363329	SINCAM007872
ENSP00000363339	SINCAM009021
ENSP00000363345	SINCAM000898
ENSP00000363349	SINCAM000934
ENSP00000363360	SINCAM920551
ENSP00000363369	SINCAM010994
ENSP00000363384	SINCAM921764
ENSP00000363389	SINCAM009041
ENSP00000363390	SINCAM921786
ENSP00000363392	SINCAM010991
ENSP00000363394	SINCAM003077
ENSP00000363397	SINCAM000927
ENSP00000363400	SINCAM009036
ENSP00000363405	SINCAM000924
ENSP00000363419	SINCAM921766
ENSP00000363433	SINCAM006984
ENSP00000363435	SINCAM012238
ENSP00000363441	SINCAM006982
ENSP00000363458	SINCAM003100
ENSP00000363463	SINCAM003103
ENSP00000363478	SINCAM921734
ENSP00000363480	SINCAM011037
ENSP00000363492	SINCAM011793
ENSP00000363500	SINCAM008910
ENSP00000363506	SINCAM922386
ENSP00000363512	SINCAM006904
ENSP00000363513	SINCAM008912
ENSP00000363516	SINCAM008913
ENSP00000363520	SINCAM009068
ENSP00000363524	SINCAM922328
ENSP00000363529	SINCAM922385
ENSP00000363530	SINCAM008917
ENSP00000363533	SINCAM006529
ENSP00000363545	SINCAM921580
ENSP00000363553	SINCAM000912
ENSP00000363571	SINCAM000913
ENSP00000363574	SINCAM011776
ENSP00000363590	SINCAM007088
ENSP00000363591	SINCAM012278
ENSP00000363603	SINCAM008944
ENSP00000363614	SINCAM921749
ENSP00000363616	SINCAM011826
ENSP00000363621	SINCAM921748
ENSP00000363638	SINCAM008934
ENSP00000363641	SINCAM000935
ENSP00000363642	SINCAM006991
ENSP00000363643	SINCAM922330
ENSP00000363661	SINCAM010989
ENSP00000363667	SINCAM002140
ENSP00000363668	SINCAM014597
ENSP00000363676	SINCAM002931
ENSP00000363680	SINCAM011006
ENSP00000363694	SINCAM002139
ENSP00000363708	SINCAM006467
ENSP00000363714	SINCAM002136
ENSP00000363745	SINCAM008969
ENSP00000363746	SINCAM014681
ENSP00000363748	SINCAM921762
ENSP00000363763	SINCAM013716
ENSP00000363770	SINCAM013715
ENSP00000363779	SINCAM000948
ENSP00000363804	SINCAM000999
ENSP00000363822	SINCAM011011
ENSP00000363824	SINCAM001002
ENSP00000363826	SINCAM001635
ENSP00000363827	SINCAM013631
ENSP00000363836	SINCAM001633
ENSP00000363840	SINCAM921506
ENSP00000363852	SINCAM000889
ENSP00000363868	SINCAM012740
ENSP00000363869	SINCAM900249
ENSP00000363873	SINCAM922185
ENSP00000363891	SINCAM012583
ENSP00000363921	SINCAM001630
ENSP00000363929	SINCAM012034
ENSP00000363944	SINCAM010929
ENSP00000363972	SINCAM010931
ENSP00000363973	SINCAM013636
ENSP00000363984	SINCAM015006
ENSP00000363985	SINCAM010936
ENSP00000364000	SINCAM006653
ENSP00000364008	SINCAM000895
ENSP00000364013	SINCAM002199
ENSP00000364016	SINCAM015740
ENSP00000364028	SINCAM013638
ENSP00000364035	SINCAM922285
ENSP00000364037	SINCAM002126
ENSP00000364119	SINCAM011784
ENSP00000364126	SINCAM922041
ENSP00000364133	SINCAM001696
ENSP00000364140	SINCAM001695
ENSP00000364150	SINCAM002113
ENSP00000364188	SINCAM013723
ENSP00000364204	SINCAM013720
ENSP00000364207	SINCAM000950
ENSP00000364212	SINCAM923114
ENSP00000364219	SINCAM922582
ENSP00000364220	SINCAM013786
ENSP00000364240	SINCAM013789
ENSP00000364260	SINCAM001005
ENSP00000364261	SINCAM922578
ENSP00000364263	SINCAM922579
ENSP00000364265	SINCAM016001
ENSP00000364270	SINCAM920432
ENSP00000364289	SINCAM000058
ENSP00000364295	SINCAM013719
ENSP00000364320	SINCAM015467
ENSP00000364324	SINCAM015220
ENSP00000364348	SINCAM007939
ENSP00000364361	SINCAM006724
ENSP00000364382	SINCAM001020
ENSP00000364403	SINCAM013644
ENSP00000364404	SINCAM921607
ENSP00000364405	SINCAM001022
ENSP00000364407	SINCAM921606
ENSP00000364412	SINCAM001023
ENSP00000364430	SINCAM921603
ENSP00000364448	SINCAM004765
ENSP00000364464	SINCAM001029
ENSP00000364482	SINCAM011284
ENSP00000364486	SINCAM001031
ENSP00000364498	SINCAM011285
ENSP00000364502	SINCAM009279
ENSP00000364512	SINCAM006787
ENSP00000364515	SINCAM012513
ENSP00000364519	SINCAM010928
ENSP00000364524	SINCAM013671
ENSP00000364526	SINCAM001618
ENSP00000364547	SINCAM001619
ENSP00000364567	SINCAM009165
ENSP00000364580	SINCAM004526
ENSP00000364585	SINCAM013593
ENSP00000364589	SINCAM004524
ENSP00000364595	SINCAM009630
ENSP00000364609	SINCAM013745
ENSP00000364613	SINCAM013577
ENSP00000364621	SINCAM009631
ENSP00000364631	SINCAM009632
ENSP00000364649	SINCAM013744
ENSP00000364683	SINCAM001615
ENSP00000364685	SINCAM922569
ENSP00000364691	SINCAM009381
ENSP00000364694	SINCAM922119
ENSP00000364699	SINCAM922733
ENSP00000364700	SINCAM009593
ENSP00000364709	SINCAM004521
ENSP00000364721	SINCAM011845
ENSP00000364731	SINCAM921340
ENSP00000364737	SINCAM922120
ENSP00000364742	SINCAM013725
ENSP00000364749	SINCAM013726
ENSP00000364765	SINCAM014004
ENSP00000364794	SINCAM009597
ENSP00000364801	SINCAM014625
ENSP00000364814	SINCAM013732
ENSP00000364815	SINCAM015761
ENSP00000364839	SINCAM922395
ENSP00000364847	SINCAM002374
ENSP00000364860	SINCAM900201
ENSP00000364864	SINCAM922394
ENSP00000364883	SINCAM900196
ENSP00000364886	SINCAM006374
ENSP00000364893	SINCAM004416
ENSP00000364895	SINCAM013740
ENSP00000364907	SINCAM900195
ENSP00000364912	SINCAM013739
ENSP00000364919	SINCAM900194
ENSP00000364929	SINCAM004421
ENSP00000364938	SINCAM922567
ENSP00000364946	SINCAM001609
ENSP00000364956	SINCAM013735
ENSP00000364979	SINCAM004427
ENSP00000364986	SINCAM013721
ENSP00000364995	SINCAM001011
ENSP00000365005	SINCAM006412
ENSP00000365006	SINCAM920569
ENSP00000365007	SINCAM922564
ENSP00000365012	SINCAM923022
ENSP00000365014	SINCAM001012
ENSP00000365016	SINCAM004457
ENSP00000365019	SINCAM001013
ENSP00000365048	SINCAM921316
ENSP00000365063	SINCAM921317
ENSP00000365071	SINCAM014686
ENSP00000365075	SINCAM013594
ENSP00000365080	SINCAM921318
ENSP00000365081	SINCAM922989
ENSP00000365105	SINCAM011885
ENSP00000365107	SINCAM001596
ENSP00000365130	SINCAM922951
ENSP00000365147	SINCAM013578
ENSP00000365159	SINCAM012733
ENSP00000365172	SINCAM921295
ENSP00000365188	SINCAM922272
ENSP00000365198	SINCAM013583
ENSP00000365200	SINCAM921296
ENSP00000365210	SINCAM010715
ENSP00000365233	SINCAM010878
ENSP00000365251	SINCAM001036
ENSP00000365255	SINCAM920994
ENSP00000365256	SINCAM010717
ENSP00000365272	SINCAM004691
ENSP00000365280	SINCAM922391
ENSP00000365295	SINCAM921369
ENSP00000365301	SINCAM004570
ENSP00000365312	SINCAM001593
ENSP00000365387	SINCAM001037
ENSP00000365388	SINCAM001592
ENSP00000365397	SINCAM013588
ENSP00000365401	SINCAM922040
ENSP00000365411	SINCAM001588
ENSP00000365413	SINCAM001038
ENSP00000365426	SINCAM004575
ENSP00000365437	SINCAM920661
ENSP00000365439	SINCAM920573
ENSP00000365441	SINCAM015540
ENSP00000365462	SINCAM004577
ENSP00000365477	SINCAM006428
ENSP00000365514	SINCAM004579
ENSP00000365522	SINCAM920574
ENSP00000365529	SINCAM001746
ENSP00000365530	SINCAM922204
ENSP00000365538	SINCAM004581
ENSP00000365550	SINCAM920576
ENSP00000365567	SINCAM004582
ENSP00000365569	SINCAM009666
ENSP00000365576	SINCAM001043
ENSP00000365588	SINCAM017988
ENSP00000365596	SINCAM004584
ENSP00000365601	SINCAM001044
ENSP00000365625	SINCAM922959
ENSP00000365630	SINCAM001046
ENSP00000365637	SINCAM001743
ENSP00000365643	SINCAM004586
ENSP00000365678	SINCAM920675
ENSP00000365682	SINCAM013011
ENSP00000365687	SINCAM001741
ENSP00000365693	SINCAM001740
ENSP00000365694	SINCAM016024
ENSP00000365725	SINCAM003640
ENSP00000365730	SINCAM004588
ENSP00000365735	SINCAM001049
ENSP00000365756	SINCAM013650
ENSP00000365757	SINCAM001738
ENSP00000365773	SINCAM001050
ENSP00000365777	SINCAM015461
ENSP00000365782	SINCAM001051
ENSP00000365807	SINCAM001053
ENSP00000365811	SINCAM001737
ENSP00000365830	SINCAM004763
ENSP00000365837	SINCAM921445
ENSP00000365840	SINCAM003642
ENSP00000365844	SINCAM014967
ENSP00000365908	SINCAM001056
ENSP00000365926	SINCAM001058
ENSP00000365931	SINCAM013300
ENSP00000365938	SINCAM004497
ENSP00000365944	SINCAM013608
ENSP00000365963	SINCAM922957
ENSP00000366006	SINCAM013610
ENSP00000366015	SINCAM013612
ENSP00000366030	SINCAM920581
ENSP00000366036	SINCAM004721
ENSP00000366058	SINCAM003678
ENSP00000366070	SINCAM007590
ENSP00000366073	SINCAM009719
ENSP00000366084	SINCAM004501
ENSP00000366093	SINCAM922478
ENSP00000366095	SINCAM014630
ENSP00000366109	SINCAM001065
ENSP00000366135	SINCAM013614
ENSP00000366156	SINCAM013615
ENSP00000366157	SINCAM004502
ENSP00000366179	SINCAM001735
ENSP00000366221	SINCAM013853
ENSP00000366225	SINCAM003559
ENSP00000366233	SINCAM017650
ENSP00000366237	SINCAM013850
ENSP00000366240	SINCAM000953
ENSP00000366243	SINCAM000954
ENSP00000366246	SINCAM010854
ENSP00000366249	SINCAM015381
ENSP00000366267	SINCAM009383
ENSP00000366271	SINCAM007545
ENSP00000366275	SINCAM010635
ENSP00000366280	SINCAM922812
ENSP00000366283	SINCAM921333
ENSP00000366288	SINCAM004509
ENSP00000366306	SINCAM921334
ENSP00000366307	SINCAM003562
ENSP00000366314	SINCAM000957
ENSP00000366326	SINCAM001733
ENSP00000366330	SINCAM013036
ENSP00000366347	SINCAM921175
ENSP00000366387	SINCAM000960
ENSP00000366396	SINCAM003663
ENSP00000366402	SINCAM000961
ENSP00000366404	SINCAM017786
ENSP00000366410	SINCAM013842
ENSP00000366416	SINCAM004515
ENSP00000366430	SINCAM013838
ENSP00000366434	SINCAM010177
ENSP00000366460	SINCAM001732
ENSP00000366474	SINCAM013839
ENSP00000366477	SINCAM001730
ENSP00000366482	SINCAM000968
ENSP00000366487	SINCAM922625
ENSP00000366513	SINCAM013840
ENSP00000366519	SINCAM001728
ENSP00000366522	SINCAM002715
ENSP00000366525	SINCAM011593
ENSP00000366528	SINCAM013174
ENSP00000366534	SINCAM002796
ENSP00000366549	SINCAM000702
ENSP00000366557	SINCAM003670
ENSP00000366563	SINCAM013837
ENSP00000366565	SINCAM002735
ENSP00000366582	SINCAM010158
ENSP00000366586	SINCAM001726
ENSP00000366604	SINCAM017880
ENSP00000366618	SINCAM005000
ENSP00000366620	SINCAM013782
ENSP00000366628	SINCAM013781
ENSP00000366654	SINCAM013779
ENSP00000366672	SINCAM003674
ENSP00000366673	SINCAM004492
ENSP00000366682	SINCAM010782
ENSP00000366694	SINCAM004491
ENSP00000366702	SINCAM013663
ENSP00000366746	SINCAM001722
ENSP00000366748	SINCAM000755
ENSP00000366800	SINCAM013827
ENSP00000366819	SINCAM004489
ENSP00000366827	SINCAM001719
ENSP00000366828	SINCAM003592
ENSP00000366829	SINCAM009752
ENSP00000366843	SINCAM007520
ENSP00000366863	SINCAM004486
ENSP00000366875	SINCAM004131
ENSP00000366876	SINCAM921905
