SINCAM011582	ENSLOCP00000000004
SINCAM013412	ENSLOCP00000014090
SINCAM012444	ENSLOCP00000014092
SINCAM923116	ENSLOCP00000014093
SINCAM000834	ENSLOCP00000014094
SINCAM000977	ENSLOCP00000014096
SINCAM008133	ENSLOCP00000014099
SINCAM922178	ENSLOCP00000014101
SINCAM010448	ENSLOCP00000014102
SINCAM013415	ENSLOCP00000014106
SINCAM015142	ENSLOCP00000014107
SINCAM007089	ENSLOCP00000014108
SINCAM012350	ENSLOCP00000014111
SINCAM010287	ENSLOCP00000014112
SINCAM008134	ENSLOCP00000014113
SINCAM010862	ENSLOCP00000014114
SINCAM920738	ENSLOCP00000014116
SINCAM015141	ENSLOCP00000014117
SINCAM922474	ENSLOCP00000014120
SINCAM007088	ENSLOCP00000014122
SINCAM012353	ENSLOCP00000014123
SINCAM008135	ENSLOCP00000014124
SINCAM012639	ENSLOCP00000014125
SINCAM002047	ENSLOCP00000014126
SINCAM002254	ENSLOCP00000014127
SINCAM009257	ENSLOCP00000014131
SINCAM012354	ENSLOCP00000014132
SINCAM007087	ENSLOCP00000014134
SINCAM010226	ENSLOCP00000014137
SINCAM015140	ENSLOCP00000014138
SINCAM013414	ENSLOCP00000014139
SINCAM012640	ENSLOCP00000014141
SINCAM012355	ENSLOCP00000014145
SINCAM017909	ENSLOCP00000014147
SINCAM007067	ENSLOCP00000014149
SINCAM013518	ENSLOCP00000014150
SINCAM920666	ENSLOCP00000014152
SINCAM012740	ENSLOCP00000014155
SINCAM922527	ENSLOCP00000014157
SINCAM007066	ENSLOCP00000014158
SINCAM920667	ENSLOCP00000014159
SINCAM014831	ENSLOCP00000014160
SINCAM002046	ENSLOCP00000014161
SINCAM000826	ENSLOCP00000014162
SINCAM013519	ENSLOCP00000014163
SINCAM010225	ENSLOCP00000014164
SINCAM001664	ENSLOCP00000014165
SINCAM921849	ENSLOCP00000014166
SINCAM000889	ENSLOCP00000014168
SINCAM002039	ENSLOCP00000014169
SINCAM013465	ENSLOCP00000014172
SINCAM014835	ENSLOCP00000014173
SINCAM012359	ENSLOCP00000014175
SINCAM010224	ENSLOCP00000014176
SINCAM007060	ENSLOCP00000014177
SINCAM000950	ENSLOCP00000014178
SINCAM012643	ENSLOCP00000014180
SINCAM014764	ENSLOCP00000014181
SINCAM012358	ENSLOCP00000014188
SINCAM921810	ENSLOCP00000014189
SINCAM000948	ENSLOCP00000014192
SINCAM008138	ENSLOCP00000014193
SINCAM000849	ENSLOCP00000014194
SINCAM013552	ENSLOCP00000014195
SINCAM000945	ENSLOCP00000014197
SINCAM921809	ENSLOCP00000014198
SINCAM922338	ENSLOCP00000014199
SINCAM004275	ENSLOCP00000014202
SINCAM002169	ENSLOCP00000014204
SINCAM013551	ENSLOCP00000014205
SINCAM006919	ENSLOCP00000014206
SINCAM008140	ENSLOCP00000014207
SINCAM010178	ENSLOCP00000014208
SINCAM000944	ENSLOCP00000014210
SINCAM014816	ENSLOCP00000014211
SINCAM920705	ENSLOCP00000014212
SINCAM012445	ENSLOCP00000014213
SINCAM002032	ENSLOCP00000014214
SINCAM017188	ENSLOCP00000014219
SINCAM920737	ENSLOCP00000014222
SINCAM013471	ENSLOCP00000014223
SINCAM008142	ENSLOCP00000014224
SINCAM000943	ENSLOCP00000014226
SINCAM014821	ENSLOCP00000014228
SINCAM001895	ENSLOCP00000014229
SINCAM920735	ENSLOCP00000014231
SINCAM013470	ENSLOCP00000014233
SINCAM008143	ENSLOCP00000014235
SINCAM010123	ENSLOCP00000014237
SINCAM920734	ENSLOCP00000014239
SINCAM001894	ENSLOCP00000014242
SINCAM000852	ENSLOCP00000014243
SINCAM000989	ENSLOCP00000014245
SINCAM008144	ENSLOCP00000014246
SINCAM013469	ENSLOCP00000014248
SINCAM012357	ENSLOCP00000014250
SINCAM921815	ENSLOCP00000014252
SINCAM008145	ENSLOCP00000014254
SINCAM000854	ENSLOCP00000014255
SINCAM000793	ENSLOCP00000014256
SINCAM010125	ENSLOCP00000014260
SINCAM001892	ENSLOCP00000014263
SINCAM922176	ENSLOCP00000014264
SINCAM920733	ENSLOCP00000014265
SINCAM012329	ENSLOCP00000014266
SINCAM008146	ENSLOCP00000014267
SINCAM000361	ENSLOCP00000014268
SINCAM014826	ENSLOCP00000014269
SINCAM010020	ENSLOCP00000014270
SINCAM007106	ENSLOCP00000014271
SINCAM000660	ENSLOCP00000014272
SINCAM008147	ENSLOCP00000014275
SINCAM014913	ENSLOCP00000014276
SINCAM920732	ENSLOCP00000014277
SINCAM921862	ENSLOCP00000014278
SINCAM012291	ENSLOCP00000014279
SINCAM014829	ENSLOCP00000014280
SINCAM001891	ENSLOCP00000014281
SINCAM000659	ENSLOCP00000014283
SINCAM007107	ENSLOCP00000014285
SINCAM010019	ENSLOCP00000014286
SINCAM012414	ENSLOCP00000014287
SINCAM008148	ENSLOCP00000014289
SINCAM012292	ENSLOCP00000014290
SINCAM012763	ENSLOCP00000014292
SINCAM008149	ENSLOCP00000014293
SINCAM920730	ENSLOCP00000014294
SINCAM007309	ENSLOCP00000014295
SINCAM009973	ENSLOCP00000014296
SINCAM000661	ENSLOCP00000014297
SINCAM014830	ENSLOCP00000014300
SINCAM001883	ENSLOCP00000014301
SINCAM007310	ENSLOCP00000014302
SINCAM920560	ENSLOCP00000014303
SINCAM010203	ENSLOCP00000014304
SINCAM008151	ENSLOCP00000014306
SINCAM920729	ENSLOCP00000014308
SINCAM007308	ENSLOCP00000014309
SINCAM000520	ENSLOCP00000014310
SINCAM014912	ENSLOCP00000014315
SINCAM001884	ENSLOCP00000014316
SINCAM920728	ENSLOCP00000014319
SINCAM013472	ENSLOCP00000014320
SINCAM920702	ENSLOCP00000014321
SINCAM012290	ENSLOCP00000014322
SINCAM000662	ENSLOCP00000014323
SINCAM010171	ENSLOCP00000014324
SINCAM014805	ENSLOCP00000014325
SINCAM922360	ENSLOCP00000014326
SINCAM000521	ENSLOCP00000014327
SINCAM001885	ENSLOCP00000014329
SINCAM001430	ENSLOCP00000014330
SINCAM014801	ENSLOCP00000014332
SINCAM013408	ENSLOCP00000014336
SINCAM001886	ENSLOCP00000014338
SINCAM922361	ENSLOCP00000014340
SINCAM002027	ENSLOCP00000014341
SINCAM921898	ENSLOCP00000014343
SINCAM010205	ENSLOCP00000014344
SINCAM008463	ENSLOCP00000014346
SINCAM012098	ENSLOCP00000014348
SINCAM001431	ENSLOCP00000014349
SINCAM010208	ENSLOCP00000014355
SINCAM008408	ENSLOCP00000014356
SINCAM920703	ENSLOCP00000014357
SINCAM012097	ENSLOCP00000014360
SINCAM010207	ENSLOCP00000014362
SINCAM013405	ENSLOCP00000014363
SINCAM007306	ENSLOCP00000014366
SINCAM012095	ENSLOCP00000014367
SINCAM008399	ENSLOCP00000014368
SINCAM000843	ENSLOCP00000014369
SINCAM922782	ENSLOCP00000014372
SINCAM001887	ENSLOCP00000014374
SINCAM007305	ENSLOCP00000014375
SINCAM012094	ENSLOCP00000014376
SINCAM001434	ENSLOCP00000014377
SINCAM010206	ENSLOCP00000014379
SINCAM013404	ENSLOCP00000014382
SINCAM001988	ENSLOCP00000014383
SINCAM001888	ENSLOCP00000014387
SINCAM012092	ENSLOCP00000014388
SINCAM007304	ENSLOCP00000014390
SINCAM014728	ENSLOCP00000014391
SINCAM001987	ENSLOCP00000014392
SINCAM010209	ENSLOCP00000014393
SINCAM001436	ENSLOCP00000014395
SINCAM921676	ENSLOCP00000014400
SINCAM922492	ENSLOCP00000014403
SINCAM009370	ENSLOCP00000014405
SINCAM001889	ENSLOCP00000014406
SINCAM000372	ENSLOCP00000014408
SINCAM012383	ENSLOCP00000014409
SINCAM001011	ENSLOCP00000014410
SINCAM001986	ENSLOCP00000014413
SINCAM921675	ENSLOCP00000014417
SINCAM000366	ENSLOCP00000014418
SINCAM013568	ENSLOCP00000014419
SINCAM010210	ENSLOCP00000014420
SINCAM002290	ENSLOCP00000014421
SINCAM012404	ENSLOCP00000014422
SINCAM921799	ENSLOCP00000014424
SINCAM001733	ENSLOCP00000014429
SINCAM013482	ENSLOCP00000014432
SINCAM008345	ENSLOCP00000014438
SINCAM010211	ENSLOCP00000014440
SINCAM922658	ENSLOCP00000014442
SINCAM921801	ENSLOCP00000014445
SINCAM920674	ENSLOCP00000014446
SINCAM000367	ENSLOCP00000014450
SINCAM008346	ENSLOCP00000014455
SINCAM013524	ENSLOCP00000014456
SINCAM012131	ENSLOCP00000014457
SINCAM006818	ENSLOCP00000014458
SINCAM007031	ENSLOCP00000014459
SINCAM001009	ENSLOCP00000014463
SINCAM922500	ENSLOCP00000014468
SINCAM013523	ENSLOCP00000014471
SINCAM007336	ENSLOCP00000014473
SINCAM010302	ENSLOCP00000014474
SINCAM001734	ENSLOCP00000014476
SINCAM000369	ENSLOCP00000014477
SINCAM007317	ENSLOCP00000014479
SINCAM012647	ENSLOCP00000014480
SINCAM013522	ENSLOCP00000014482
SINCAM010268	ENSLOCP00000014483
SINCAM001982	ENSLOCP00000014486
SINCAM008347	ENSLOCP00000014488
SINCAM007318	ENSLOCP00000014489
SINCAM001735	ENSLOCP00000014490
SINCAM921647	ENSLOCP00000014492
SINCAM000371	ENSLOCP00000014493
SINCAM012646	ENSLOCP00000014494
SINCAM007319	ENSLOCP00000014495
SINCAM001981	ENSLOCP00000014498
SINCAM920658	ENSLOCP00000014499
SINCAM017193	ENSLOCP00000014500
SINCAM921646	ENSLOCP00000014502
SINCAM001980	ENSLOCP00000014505
SINCAM012159	ENSLOCP00000014507
SINCAM001979	ENSLOCP00000014510
SINCAM012160	ENSLOCP00000014512
SINCAM007311	ENSLOCP00000014513
SINCAM013521	ENSLOCP00000014514
SINCAM012645	ENSLOCP00000014515
SINCAM017194	ENSLOCP00000014516
SINCAM001736	ENSLOCP00000014518
SINCAM000365	ENSLOCP00000014523
SINCAM012644	ENSLOCP00000014525
SINCAM014804	ENSLOCP00000014526
SINCAM008222	ENSLOCP00000014527
SINCAM012393	ENSLOCP00000014528
SINCAM012106	ENSLOCP00000014529
SINCAM001976	ENSLOCP00000014530
SINCAM001737	ENSLOCP00000014531
SINCAM013515	ENSLOCP00000014536
SINCAM001975	ENSLOCP00000014538
SINCAM922781	ENSLOCP00000014541
SINCAM010034	ENSLOCP00000014542
SINCAM012107	ENSLOCP00000014544
SINCAM008194	ENSLOCP00000014546
SINCAM001972	ENSLOCP00000014547
SINCAM001738	ENSLOCP00000014548
SINCAM011311	ENSLOCP00000014549
SINCAM014085	ENSLOCP00000014554
SINCAM921642	ENSLOCP00000014555
SINCAM012390	ENSLOCP00000014559
SINCAM010135	ENSLOCP00000014561
SINCAM000867	ENSLOCP00000014563
SINCAM008196	ENSLOCP00000014565
SINCAM001971	ENSLOCP00000014570
SINCAM012389	ENSLOCP00000014571
SINCAM013481	ENSLOCP00000014572
SINCAM001739	ENSLOCP00000014573
SINCAM015863	ENSLOCP00000014576
SINCAM001399	ENSLOCP00000014577
SINCAM000866	ENSLOCP00000014578
SINCAM016760	ENSLOCP00000014579
SINCAM001740	ENSLOCP00000014580
SINCAM001970	ENSLOCP00000014581
SINCAM920938	ENSLOCP00000014582
SINCAM013569	ENSLOCP00000014583
SINCAM921643	ENSLOCP00000014584
SINCAM014708	ENSLOCP00000014586
SINCAM010065	ENSLOCP00000014587
SINCAM922628	ENSLOCP00000014588
SINCAM014376	ENSLOCP00000014589
SINCAM000865	ENSLOCP00000014590
SINCAM922493	ENSLOCP00000014591
SINCAM001398	ENSLOCP00000014593
SINCAM001969	ENSLOCP00000014594
SINCAM012388	ENSLOCP00000014595
SINCAM010032	ENSLOCP00000014596
SINCAM008197	ENSLOCP00000014598
SINCAM920513	ENSLOCP00000014602
SINCAM002424	ENSLOCP00000014605
SINCAM012156	ENSLOCP00000014607
SINCAM920562	ENSLOCP00000014608
SINCAM010028	ENSLOCP00000014609
SINCAM001968	ENSLOCP00000014610
SINCAM007312	ENSLOCP00000014612
SINCAM013550	ENSLOCP00000014615
SINCAM006714	ENSLOCP00000014616
SINCAM008198	ENSLOCP00000014617
SINCAM001397	ENSLOCP00000014620
SINCAM010027	ENSLOCP00000014621
SINCAM012157	ENSLOCP00000014622
SINCAM008199	ENSLOCP00000014625
SINCAM920810	ENSLOCP00000014626
SINCAM001395	ENSLOCP00000014629
SINCAM000993	ENSLOCP00000014630
SINCAM012127	ENSLOCP00000014632
SINCAM013549	ENSLOCP00000014634
SINCAM001396	ENSLOCP00000014636
SINCAM011786	ENSLOCP00000014637
SINCAM010025	ENSLOCP00000014640
SINCAM001393	ENSLOCP00000014642
SINCAM001927	ENSLOCP00000014645
SINCAM013418	ENSLOCP00000014649
SINCAM000991	ENSLOCP00000014650
SINCAM001966	ENSLOCP00000014651
SINCAM001392	ENSLOCP00000014652
SINCAM001689	ENSLOCP00000014653
SINCAM014580	ENSLOCP00000014655
SINCAM921453	ENSLOCP00000014657
SINCAM008200	ENSLOCP00000014658
SINCAM001391	ENSLOCP00000014659
SINCAM010036	ENSLOCP00000014661
SINCAM017233	ENSLOCP00000014663
SINCAM012125	ENSLOCP00000014664
SINCAM014910	ENSLOCP00000014666
SINCAM000990	ENSLOCP00000014668
SINCAM007313	ENSLOCP00000014669
SINCAM012126	ENSLOCP00000014674
SINCAM922798	ENSLOCP00000014676
SINCAM001005	ENSLOCP00000014678
SINCAM010035	ENSLOCP00000014679
SINCAM001390	ENSLOCP00000014682
SINCAM013416	ENSLOCP00000014683
SINCAM012161	ENSLOCP00000014684
SINCAM001006	ENSLOCP00000014685
SINCAM010037	ENSLOCP00000014687
SINCAM001684	ENSLOCP00000014688
SINCAM007315	ENSLOCP00000014689
SINCAM013517	ENSLOCP00000014691
SINCAM001389	ENSLOCP00000014692
SINCAM007314	ENSLOCP00000014696
SINCAM013516	ENSLOCP00000014698
SINCAM001683	ENSLOCP00000014700
SINCAM008202	ENSLOCP00000014702
SINCAM012625	ENSLOCP00000014704
SINCAM001323	ENSLOCP00000014705
SINCAM000951	ENSLOCP00000014707
SINCAM007320	ENSLOCP00000014709
SINCAM008203	ENSLOCP00000014711
SINCAM922047	ENSLOCP00000014713
SINCAM001324	ENSLOCP00000014714
SINCAM920502	ENSLOCP00000014716
SINCAM010117	ENSLOCP00000014717
SINCAM008204	ENSLOCP00000014721
SINCAM010101	ENSLOCP00000014722
SINCAM001682	ENSLOCP00000014723
SINCAM014917	ENSLOCP00000014724
SINCAM920501	ENSLOCP00000014725
SINCAM001325	ENSLOCP00000014727
SINCAM001680	ENSLOCP00000014729
SINCAM014781	ENSLOCP00000014730
SINCAM012113	ENSLOCP00000014731
SINCAM013537	ENSLOCP00000014734
SINCAM920632	ENSLOCP00000014735
SINCAM006885	ENSLOCP00000014736
SINCAM000528	ENSLOCP00000014738
SINCAM014898	ENSLOCP00000014740
SINCAM000672	ENSLOCP00000014742
SINCAM008205	ENSLOCP00000014743
SINCAM922656	ENSLOCP00000014744
SINCAM001679	ENSLOCP00000014745
SINCAM014900	ENSLOCP00000014746
SINCAM001349	ENSLOCP00000014748
SINCAM000527	ENSLOCP00000014749
SINCAM008206	ENSLOCP00000014751
SINCAM002237	ENSLOCP00000014753
SINCAM013396	ENSLOCP00000014755
SINCAM922375	ENSLOCP00000014756
SINCAM008207	ENSLOCP00000014757
SINCAM015954	ENSLOCP00000014760
SINCAM012115	ENSLOCP00000014763
SINCAM000525	ENSLOCP00000014764
SINCAM001348	ENSLOCP00000014766
SINCAM002238	ENSLOCP00000014770
SINCAM013397	ENSLOCP00000014771
SINCAM008208	ENSLOCP00000014773
SINCAM920622	ENSLOCP00000014776
SINCAM006883	ENSLOCP00000014777
SINCAM000524	ENSLOCP00000014778
SINCAM012143	ENSLOCP00000014779
SINCAM013398	ENSLOCP00000014780
SINCAM008209	ENSLOCP00000014781
SINCAM000833	ENSLOCP00000014782
SINCAM010288	ENSLOCP00000014783
SINCAM000392	ENSLOCP00000014785
SINCAM921893	ENSLOCP00000014787
SINCAM014906	ENSLOCP00000014788
SINCAM013400	ENSLOCP00000014789
SINCAM000800	ENSLOCP00000014790
SINCAM010009	ENSLOCP00000014791
SINCAM000393	ENSLOCP00000014792
SINCAM008212	ENSLOCP00000014797
SINCAM921892	ENSLOCP00000014798
SINCAM010008	ENSLOCP00000014799
SINCAM014903	ENSLOCP00000014800
SINCAM922632	ENSLOCP00000014801
SINCAM012142	ENSLOCP00000014803
SINCAM010007	ENSLOCP00000014805
SINCAM000799	ENSLOCP00000014806
SINCAM920759	ENSLOCP00000014808
SINCAM000394	ENSLOCP00000014809
SINCAM013401	ENSLOCP00000014810
SINCAM922346	ENSLOCP00000014812
SINCAM008213	ENSLOCP00000014813
SINCAM000798	ENSLOCP00000014814
SINCAM007280	ENSLOCP00000014815
SINCAM014901	ENSLOCP00000014816
SINCAM013402	ENSLOCP00000014820
SINCAM000855	ENSLOCP00000014823
SINCAM007279	ENSLOCP00000014824
SINCAM920546	ENSLOCP00000014825
SINCAM920760	ENSLOCP00000014826
SINCAM010290	ENSLOCP00000014828
SINCAM012123	ENSLOCP00000014829
SINCAM920547	ENSLOCP00000014832
SINCAM007278	ENSLOCP00000014833
SINCAM008215	ENSLOCP00000014835
SINCAM922633	ENSLOCP00000014837
SINCAM014907	ENSLOCP00000014839
SINCAM002240	ENSLOCP00000014840
SINCAM000857	ENSLOCP00000014841
SINCAM008216	ENSLOCP00000014846
SINCAM000796	ENSLOCP00000014847
SINCAM014712	ENSLOCP00000014848
SINCAM000858	ENSLOCP00000014849
SINCAM007277	ENSLOCP00000014851
SINCAM002241	ENSLOCP00000014852
SINCAM015176	ENSLOCP00000014853
SINCAM008217	ENSLOCP00000014854
SINCAM002242	ENSLOCP00000014857
SINCAM010138	ENSLOCP00000014860
SINCAM008219	ENSLOCP00000014863
SINCAM000318	ENSLOCP00000014869
SINCAM921832	ENSLOCP00000014870
SINCAM920775	ENSLOCP00000014873
SINCAM012122	ENSLOCP00000014874
SINCAM012387	ENSLOCP00000014875
SINCAM007275	ENSLOCP00000014876
SINCAM008227	ENSLOCP00000014877
SINCAM010018	ENSLOCP00000014878
SINCAM002404	ENSLOCP00000014879
SINCAM000324	ENSLOCP00000014880
SINCAM002403	ENSLOCP00000014884
SINCAM014774	ENSLOCP00000014885
SINCAM000794	ENSLOCP00000014887
SINCAM008226	ENSLOCP00000014888
SINCAM016276	ENSLOCP00000014889
SINCAM010017	ENSLOCP00000014890
SINCAM000319	ENSLOCP00000014891
SINCAM002814	ENSLOCP00000014894
SINCAM014792	ENSLOCP00000014895
SINCAM012382	ENSLOCP00000014896
SINCAM012380	ENSLOCP00000014899
SINCAM000810	ENSLOCP00000014903
SINCAM922646	ENSLOCP00000014904
SINCAM009718	ENSLOCP00000014905
SINCAM008225	ENSLOCP00000014906
SINCAM000320	ENSLOCP00000014907
SINCAM012381	ENSLOCP00000014909
SINCAM007274	ENSLOCP00000014911
SINCAM000811	ENSLOCP00000014912
SINCAM013476	ENSLOCP00000014914
SINCAM008224	ENSLOCP00000014916
SINCAM000321	ENSLOCP00000014917
SINCAM012139	ENSLOCP00000014918
SINCAM013477	ENSLOCP00000014919
SINCAM012379	ENSLOCP00000014920
SINCAM001882	ENSLOCP00000014921
SINCAM008221	ENSLOCP00000014922
SINCAM921894	ENSLOCP00000014924
SINCAM922503	ENSLOCP00000014926
SINCAM920542	ENSLOCP00000014927
SINCAM013478	ENSLOCP00000014928
SINCAM000322	ENSLOCP00000014929
SINCAM012378	ENSLOCP00000014931
SINCAM000316	ENSLOCP00000014932
SINCAM922504	ENSLOCP00000014933
SINCAM001880	ENSLOCP00000014935
SINCAM000323	ENSLOCP00000014936
SINCAM921895	ENSLOCP00000014937
SINCAM921645	ENSLOCP00000014940
SINCAM012090	ENSLOCP00000014941
SINCAM001429	ENSLOCP00000014942
SINCAM010110	ENSLOCP00000014944
SINCAM922491	ENSLOCP00000014945
SINCAM922502	ENSLOCP00000014947
SINCAM000071	ENSLOCP00000014948
SINCAM010114	ENSLOCP00000014949
SINCAM013479	ENSLOCP00000014950
SINCAM012377	ENSLOCP00000014952
SINCAM921644	ENSLOCP00000014953
SINCAM001879	ENSLOCP00000014954
SINCAM920435	ENSLOCP00000014958
SINCAM000317	ENSLOCP00000014959
SINCAM008271	ENSLOCP00000014961
SINCAM012091	ENSLOCP00000014965
SINCAM922358	ENSLOCP00000014968
SINCAM008270	ENSLOCP00000014970
SINCAM000835	ENSLOCP00000014971
SINCAM922490	ENSLOCP00000014972
SINCAM922652	ENSLOCP00000014973
SINCAM010010	ENSLOCP00000014974
SINCAM921653	ENSLOCP00000014975
SINCAM002809	ENSLOCP00000014976
SINCAM012375	ENSLOCP00000014977
SINCAM010011	ENSLOCP00000014979
SINCAM920563	ENSLOCP00000014980
SINCAM921901	ENSLOCP00000014981
SINCAM013502	ENSLOCP00000014983
SINCAM012374	ENSLOCP00000014984
SINCAM013503	ENSLOCP00000014989
SINCAM010012	ENSLOCP00000014990
SINCAM920550	ENSLOCP00000014992
SINCAM000828	ENSLOCP00000014994
SINCAM921652	ENSLOCP00000014995
SINCAM002740	ENSLOCP00000014996
SINCAM012372	ENSLOCP00000014999
SINCAM000829	ENSLOCP00000015003
SINCAM002756	ENSLOCP00000015004
SINCAM922489	ENSLOCP00000015008
SINCAM000064	ENSLOCP00000015009
SINCAM012368	ENSLOCP00000015012
SINCAM013504	ENSLOCP00000015015
SINCAM010015	ENSLOCP00000015017
SINCAM012367	ENSLOCP00000015019
SINCAM002583	ENSLOCP00000015020
SINCAM000136	ENSLOCP00000015021
SINCAM008268	ENSLOCP00000015023
SINCAM000063	ENSLOCP00000015024
SINCAM007271	ENSLOCP00000015029
SINCAM922488	ENSLOCP00000015030
SINCAM010729	ENSLOCP00000015032
SINCAM922648	ENSLOCP00000015033
SINCAM000353	ENSLOCP00000015035
SINCAM009898	ENSLOCP00000015036
SINCAM008267	ENSLOCP00000015037
SINCAM922506	ENSLOCP00000015038
SINCAM000328	ENSLOCP00000015039
SINCAM922204	ENSLOCP00000015041
SINCAM000329	ENSLOCP00000015043
SINCAM007270	ENSLOCP00000015045
SINCAM014823	ENSLOCP00000015046
SINCAM000327	ENSLOCP00000015047
SINCAM013506	ENSLOCP00000015048
SINCAM000844	ENSLOCP00000015051
SINCAM012166	ENSLOCP00000015052
SINCAM012692	ENSLOCP00000015053
SINCAM012167	ENSLOCP00000015054
SINCAM922651	ENSLOCP00000015056
SINCAM007269	ENSLOCP00000015059
SINCAM010137	ENSLOCP00000015060
SINCAM920812	ENSLOCP00000015061
SINCAM922162	ENSLOCP00000015062
SINCAM920465	ENSLOCP00000015063
SINCAM008266	ENSLOCP00000015065
SINCAM013507	ENSLOCP00000015066
SINCAM012695	ENSLOCP00000015069
SINCAM007268	ENSLOCP00000015071
SINCAM001568	ENSLOCP00000015072
SINCAM000326	ENSLOCP00000015073
SINCAM008265	ENSLOCP00000015075
SINCAM922337	ENSLOCP00000015076
SINCAM012565	ENSLOCP00000015077
SINCAM012169	ENSLOCP00000015078
SINCAM922277	ENSLOCP00000015079
SINCAM008264	ENSLOCP00000015082
SINCAM013548	ENSLOCP00000015083
SINCAM012605	ENSLOCP00000015085
SINCAM009947	ENSLOCP00000015087
SINCAM007267	ENSLOCP00000015088
SINCAM001570	ENSLOCP00000015089
SINCAM000256	ENSLOCP00000015092
SINCAM012170	ENSLOCP00000015096
SINCAM013539	ENSLOCP00000015097
SINCAM001572	ENSLOCP00000015100
SINCAM008263	ENSLOCP00000015103
SINCAM010104	ENSLOCP00000015104
SINCAM013540	ENSLOCP00000015106
SINCAM921887	ENSLOCP00000015107
SINCAM012604	ENSLOCP00000015109
SINCAM008450	ENSLOCP00000015110
SINCAM000076	ENSLOCP00000015111
SINCAM001573	ENSLOCP00000015113
SINCAM922501	ENSLOCP00000015114
SINCAM013543	ENSLOCP00000015115
SINCAM000077	ENSLOCP00000015118
SINCAM001574	ENSLOCP00000015119
SINCAM922195	ENSLOCP00000015120
SINCAM920624	ENSLOCP00000015121
SINCAM012117	ENSLOCP00000015122
SINCAM009992	ENSLOCP00000015125
SINCAM922194	ENSLOCP00000015126
SINCAM006872	ENSLOCP00000015127
SINCAM013445	ENSLOCP00000015129
SINCAM920623	ENSLOCP00000015130
SINCAM015088	ENSLOCP00000015134
SINCAM012602	ENSLOCP00000015135
SINCAM013173	ENSLOCP00000015137
SINCAM006874	ENSLOCP00000015138
SINCAM010107	ENSLOCP00000015139
SINCAM012601	ENSLOCP00000015140
SINCAM012802	ENSLOCP00000015142
SINCAM013337	ENSLOCP00000015145
SINCAM012600	ENSLOCP00000015146
SINCAM921806	ENSLOCP00000015147
SINCAM010177	ENSLOCP00000015148
SINCAM921826	ENSLOCP00000015149
SINCAM013567	ENSLOCP00000015150
SINCAM012163	ENSLOCP00000015152
SINCAM001385	ENSLOCP00000015156
SINCAM008449	ENSLOCP00000015157
SINCAM012164	ENSLOCP00000015159
SINCAM921807	ENSLOCP00000015160
SINCAM010108	ENSLOCP00000015163
SINCAM920494	ENSLOCP00000015164
SINCAM008453	ENSLOCP00000015165
SINCAM016176	ENSLOCP00000015167
SINCAM001576	ENSLOCP00000015168
SINCAM013564	ENSLOCP00000015174
SINCAM920493	ENSLOCP00000015176
SINCAM006877	ENSLOCP00000015178
SINCAM008409	ENSLOCP00000015179
SINCAM013566	ENSLOCP00000015181
SINCAM922193	ENSLOCP00000015182
SINCAM922487	ENSLOCP00000015183
SINCAM010181	ENSLOCP00000015185
SINCAM001577	ENSLOCP00000015187
SINCAM008365	ENSLOCP00000015188
SINCAM922657	ENSLOCP00000015190
SINCAM012129	ENSLOCP00000015193
SINCAM000460	ENSLOCP00000015194
SINCAM922192	ENSLOCP00000015196
SINCAM001308	ENSLOCP00000015197
SINCAM008364	ENSLOCP00000015198
SINCAM006878	ENSLOCP00000015199
SINCAM010024	ENSLOCP00000015201
SINCAM920643	ENSLOCP00000015202
SINCAM001578	ENSLOCP00000015204
SINCAM006879	ENSLOCP00000015205
SINCAM010023	ENSLOCP00000015206
SINCAM000459	ENSLOCP00000015207
SINCAM013534	ENSLOCP00000015209
SINCAM001382	ENSLOCP00000015210
SINCAM012596	ENSLOCP00000015211
SINCAM012136	ENSLOCP00000015212
SINCAM008363	ENSLOCP00000015214
SINCAM013500	ENSLOCP00000015215
SINCAM012595	ENSLOCP00000015217
SINCAM001381	ENSLOCP00000015218
SINCAM013497	ENSLOCP00000015219
SINCAM010194	ENSLOCP00000015220
SINCAM000457	ENSLOCP00000015221
SINCAM012594	ENSLOCP00000015222
SINCAM006880	ENSLOCP00000015223
SINCAM001579	ENSLOCP00000015224
SINCAM013498	ENSLOCP00000015226
SINCAM000519	ENSLOCP00000015227
SINCAM012593	ENSLOCP00000015230
SINCAM010193	ENSLOCP00000015234
SINCAM000518	ENSLOCP00000015235
SINCAM920642	ENSLOCP00000015236
SINCAM922191	ENSLOCP00000015238
SINCAM013499	ENSLOCP00000015239
SINCAM920823	ENSLOCP00000015240
SINCAM006881	ENSLOCP00000015241
SINCAM920641	ENSLOCP00000015243
SINCAM922640	ENSLOCP00000015247
SINCAM000517	ENSLOCP00000015248
SINCAM007032	ENSLOCP00000015249
SINCAM001440	ENSLOCP00000015252
SINCAM000516	ENSLOCP00000015255
SINCAM001584	ENSLOCP00000015256
SINCAM012230	ENSLOCP00000015258
SINCAM010191	ENSLOCP00000015259
SINCAM001439	ENSLOCP00000015260
SINCAM008361	ENSLOCP00000015262
SINCAM012231	ENSLOCP00000015265
SINCAM010266	ENSLOCP00000015266
SINCAM008238	ENSLOCP00000015268
SINCAM920500	ENSLOCP00000015269
SINCAM012568	ENSLOCP00000015270
SINCAM001438	ENSLOCP00000015271
SINCAM012232	ENSLOCP00000015272
SINCAM008239	ENSLOCP00000015273
