ENSGALP00000038461	fgenesh2_pg.scaffold_351000043
ENSGALP00000008167	estExt_gwp.C_770213
ENSGALP00000040768	estExt_gwp.C_780034
ENSGALP00000007139	estExt_gwp.C_780101
ENSGALP00000041003	estExt_gwp.C_780181
ENSGALP00000024282	estExt_gwp.C_780194
ENSGALP00000002414	estExt_gwp.C_780194
ENSGALP00000035061	estExt_gwp.C_780217
ENSGALP00000014428	estExt_gwp.C_780247
ENSGALP00000040794	estExt_gwp.C_790047
ENSGALP00000032358	estExt_gwp.C_810034
ENSGALP00000012845	estExt_gwp.C_810059
ENSGALP00000014367	estExt_gwp.C_810162
ENSGALP00000035865	estExt_gwp.C_810197
ENSGALP00000027307	estExt_gwp.C_820054
ENSGALP00000016147	estExt_gwp.C_830005
ENSGALP00000008060	estExt_gwp.C_830005
ENSGALP00000017592	estExt_gwp.C_830058
ENSGALP00000034981	estExt_gwp.C_830077
ENSGALP00000040718	estExt_gwp.C_830092
ENSGALP00000017976	estExt_gwp.C_840019
ENSGALP00000016585	estExt_gwp.C_840112
ENSGALP00000017556	estExt_gwp.C_840166
ENSGALP00000019114	estExt_gwp.C_840191
ENSGALP00000007204	estExt_gwp.C_850002
ENSGALP00000036750	estExt_gwp.C_860010
ENSGALP00000017712	estExt_gwp.C_860189
ENSGALP00000000406	estExt_gwp.C_860189
ENSGALP00000023528	estExt_gwp.C_860189
ENSGALP00000024921	estExt_gwp.C_870047
ENSGALP00000041959	estExt_gwp.C_880336
ENSGALP00000019704	estExt_gwp.C_880377
ENSGALP00000033781	estExt_gwp.C_880377
ENSGALP00000027391	estExt_gwp.C_890162
ENSGALP00000005984	estExt_gwp.C_900011
ENSGALP00000019367	estExt_gwp.C_900025
ENSGALP00000008131	estExt_gwp.C_900067
ENSGALP00000011124	estExt_gwp.C_900094
ENSGALP00000001292	estExt_gwp.C_900127
ENSGALP00000021816	estExt_gwp.C_900130
ENSGALP00000001243	estExt_gwp.C_900194
ENSGALP00000026288	estExt_gwp.C_910087
ENSGALP00000000088	estExt_gwp.C_910092
ENSGALP00000039011	estExt_gwp.C_910290
ENSGALP00000009468	estExt_gwp.C_920050
ENSGALP00000037948	estExt_gwp.C_920058
ENSGALP00000043081	estExt_gwp.C_930237
ENSGALP00000020480	estExt_gwp.C_940041
ENSGALP00000022865	estExt_gwp.C_940059
ENSGALP00000022684	estExt_gwp.C_940309
ENSGALP00000001281	estExt_gwp.C_950006
ENSGALP00000042786	estExt_gwp.C_960005
ENSGALP00000005338	estExt_gwp.C_960049
ENSGALP00000001407	estExt_gwp.C_960101
ENSGALP00000020459	estExt_gwp.C_970060
ENSGALP00000041586	estExt_gwp.C_980058
ENSGALP00000002420	estExt_gwp.C_980108
ENSGALP00000003737	estExt_gwp.C_990074
ENSGALP00000005909	estExt_gwp.C_990093
ENSGALP00000042467	estExt_gwp.C_1000004
ENSGALP00000008470	estExt_gwp.C_1000007
ENSGALP00000009588	estExt_gwp.C_1000007
ENSGALP00000017702	estExt_gwp.C_1000021
ENSGALP00000042862	estExt_gwp.C_1000021
ENSGALP00000024246	estExt_gwp.C_1010065
ENSGALP00000006433	estExt_gwp.C_1010065
ENSGALP00000022500	estExt_gwp.C_1010065
ENSGALP00000023810	estExt_gwp.C_1010065
ENSGALP00000000814	estExt_gwp.C_1010065
ENSGALP00000023574	estExt_gwp.C_1010090
ENSGALP00000014386	estExt_gwp.C_1010148
ENSGALP00000016685	estExt_gwp.C_1010182
ENSGALP00000016827	estExt_gwp.C_1020035
ENSGALP00000014737	estExt_gwp.C_1020091
ENSGALP00000027564	estExt_gwp.C_1020104
ENSGALP00000022552	estExt_gwp.C_1020104
ENSGALP00000025170	estExt_gwp.C_1020107
ENSGALP00000031566	estExt_gwp.C_1020140
ENSGALP00000039603	estExt_gwp.C_1030074
ENSGALP00000022123	estExt_gwp.C_1040141
ENSGALP00000000524	estExt_gwp.C_1050093
ENSGALP00000025563	estExt_gwp.C_1050095
ENSGALP00000001468	estExt_gwp.C_1050111
ENSGALP00000043195	estExt_gwp.C_1060028
ENSGALP00000024782	estExt_gwp.C_1060100
ENSGALP00000017678	estExt_gwp.C_1060100
ENSGALP00000017417	estExt_gwp.C_1060100
ENSGALP00000004141	estExt_gwp.C_1060137
ENSGALP00000002102	estExt_gwp.C_1070044
ENSGALP00000042519	estExt_gwp.C_1070078
ENSGALP00000032179	estExt_gwp.C_1070142
ENSGALP00000039743	estExt_gwp.C_1100017
ENSGALP00000009863	estExt_gwp.C_1100024
ENSGALP00000021380	estExt_gwp.C_1100024
ENSGALP00000037185	estExt_gwp.C_1100146
ENSGALP00000010357	estExt_gwp.C_1110013
ENSGALP00000041671	estExt_gwp.C_1110013
ENSGALP00000010465	estExt_gwp.C_2370042
ENSGALP00000012514	estExt_gwp.C_2380034
ENSGALP00000042094	estExt_gwp.C_2380124
ENSGALP00000014638	estExt_gwp.C_2380124
ENSGALP00000003842	estExt_gwp.C_2400038
ENSGALP00000005368	estExt_gwp.C_2400038
ENSGALP00000033602	estExt_gwp.C_2400083
ENSGALP00000005249	estExt_gwp.C_2400083
ENSGALP00000016084	estExt_gwp.C_2420022
ENSGALP00000040777	estExt_gwp.C_2420065
ENSGALP00000011397	estExt_gwp.C_2420067
ENSGALP00000008551	estExt_gwp.C_2440014
ENSGALP00000024861	estExt_gwp.C_2440067
ENSGALP00000007092	estExt_gwp.C_2450068
ENSGALP00000011821	estExt_gwp.C_2450068
ENSGALP00000029598	estExt_gwp.C_2450068
ENSGALP00000041707	estExt_gwp.C_2450147
ENSGALP00000007603	estExt_gwp.C_2450173
ENSGALP00000023771	estExt_gwp.C_2450214
ENSGALP00000022601	estExt_gwp.C_2460026
ENSGALP00000003557	estExt_gwp.C_2480017
ENSGALP00000012892	estExt_gwp.C_2480073
ENSGALP00000011924	estExt_gwp.C_2480073
ENSGALP00000038087	estExt_gwp.C_2480073
ENSGALP00000039021	estExt_gwp.C_2480073
ENSGALP00000004354	estExt_gwp.C_2490132
ENSGALP00000023081	estExt_gwp.C_2500021
ENSGALP00000004118	estExt_gwp.C_2500027
ENSGALP00000043382	estExt_gwp.C_2500036
ENSGALP00000024632	estExt_gwp.C_2500055
ENSGALP00000003770	estExt_gwp.C_2510043
ENSGALP00000026443	estExt_gwp.C_2510047
ENSGALP00000010895	estExt_gwp.C_2530033
ENSGALP00000013574	estExt_gwp.C_2530068
ENSGALP00000020904	estExt_gwp.C_2580076
ENSGALP00000012072	estExt_gwp.C_2580108
ENSGALP00000020888	estExt_gwp.C_2580112
ENSGALP00000023396	estExt_gwp.C_2590056
ENSGALP00000018862	estExt_gwp.C_2600008
ENSGALP00000020203	estExt_gwp.C_2600008
ENSGALP00000015087	estExt_gwp.C_2600021
ENSGALP00000023538	estExt_gwp.C_2640004
ENSGALP00000002077	estExt_gwp.C_2640004
ENSGALP00000009752	estExt_gwp.C_2640004
ENSGALP00000016080	estExt_gwp.C_2660020
ENSGALP00000013701	estExt_gwp.C_2660020
ENSGALP00000041040	estExt_gwp.C_2660263
ENSGALP00000038261	estExt_gwp.C_2670005
ENSGALP00000035595	estExt_gwp.C_2670022
ENSGALP00000041013	estExt_gwp.C_2670092
ENSGALP00000021696	estExt_gwp.C_2680046
ENSGALP00000016252	estExt_gwp.C_2680099
ENSGALP00000028979	estExt_gwp.C_2710092
ENSGALP00000006919	estExt_gwp.C_2720003
ENSGALP00000008136	estExt_gwp.C_2720026
ENSGALP00000017070	estExt_gwp.C_2720035
ENSGALP00000010870	estExt_gwp.C_2720035
ENSGALP00000006146	estExt_gwp.C_2720042
ENSGALP00000013987	estExt_gwp.C_2730082
ENSGALP00000020620	estExt_gwp.C_2740046
ENSGALP00000027835	estExt_gwp.C_2750075
ENSGALP00000018401	estExt_gwp.C_2760053
ENSGALP00000027179	estExt_gwp.C_2760092
ENSGALP00000036952	estExt_gwp.C_2770012
ENSGALP00000025330	estExt_gwp.C_2780014
ENSGALP00000041172	estExt_gwp.C_2780035
ENSGALP00000013359	estExt_gwp.C_2780035
ENSGALP00000032184	estExt_gwp.C_2780035
ENSGALP00000004046	estExt_gwp.C_2780076
ENSGALP00000016790	estExt_gwp.C_2800087
ENSGALP00000041899	estExt_gwp.C_2840005
ENSGALP00000007612	estExt_gwp.C_2840030
ENSGALP00000038267	estExt_gwp.C_2870059
ENSGALP00000024280	estExt_gwp.C_2870067
ENSGALP00000038107	estExt_gwp.C_2870095
ENSGALP00000036479	estExt_gwp.C_2870118
ENSGALP00000023119	estExt_gwp.C_2870127
ENSGALP00000012767	estExt_gwp.C_2880022
ENSGALP00000020793	estExt_gwp.C_2880051
ENSGALP00000011853	estExt_gwp.C_2890016
ENSGALP00000004219	estExt_gwp.C_2890022
ENSGALP00000042897	estExt_gwp.C_2890053
ENSGALP00000012171	estExt_gwp.C_2890077
ENSGALP00000009393	estExt_gwp.C_2900019
ENSGALP00000015051	estExt_gwp.C_2930004
ENSGALP00000043341	estExt_gwp.C_2940024
ENSGALP00000027569	estExt_gwp.C_2950014
ENSGALP00000042661	estExt_gwp.C_2960038
ENSGALP00000026518	estExt_gwp.C_2960056
ENSGALP00000005729	estExt_gwp.C_2960065
ENSGALP00000041574	estExt_gwp.C_2960079
ENSGALP00000041873	estExt_gwp.C_2960089
ENSGALP00000005215	estExt_gwp.C_2970097
ENSGALP00000008651	estExt_gwp.C_2970100
ENSGALP00000010888	estExt_gwp.C_2970102
ENSGALP00000039133	estExt_gwp.C_2970121
ENSGALP00000028746	estExt_gwp.C_2970121
ENSGALP00000040672	estExt_gwp.C_2970121
ENSGALP00000027989	estExt_gwp.C_2970121
ENSGALP00000016711	estExt_gwp.C_3030042
ENSGALP00000023968	estExt_gwp.C_3030099
ENSGALP00000018120	estExt_gwp.C_3040036
ENSGALP00000006023	estExt_gwp.C_3040056
ENSGALP00000028704	estExt_gwp.C_3040070
ENSGALP00000009602	estExt_gwp.C_3050003
ENSGALP00000022566	estExt_gwp.C_3050051
ENSGALP00000012282	estExt_gwp.C_3060024
ENSGALP00000024086	estExt_gwp.C_3070081
ENSGALP00000010334	estExt_gwp.C_3100013
ENSGALP00000000003	estExt_gwp.C_3110085
ENSGALP00000038835	estExt_gwp.C_3130029
ENSGALP00000042503	estExt_gwp.C_3140008
ENSGALP00000035327	estExt_gwp.C_3150009
ENSGALP00000009487	estExt_gwp.C_3150052
ENSGALP00000019372	estExt_gwp.C_3150074
ENSGALP00000038435	estExt_gwp.C_3150074
ENSGALP00000022314	estExt_gwp.C_3150074
ENSGALP00000037427	estExt_gwp.C_3170003
ENSGALP00000017690	estExt_gwp.C_3170003
ENSGALP00000014451	estExt_gwp.C_3170003
ENSGALP00000020272	estExt_gwp.C_3170020
ENSGALP00000013983	estExt_gwp.C_3200047
ENSGALP00000012838	estExt_gwp.C_3210009
ENSGALP00000004647	estExt_gwp.C_3220017
ENSGALP00000026615	estExt_gwp.C_3220017
ENSGALP00000023274	estExt_gwp.C_3230012
ENSGALP00000000889	estExt_gwp.C_3230044
ENSGALP00000022470	estExt_gwp.C_3250001
ENSGALP00000014763	estExt_gwp.C_3250070
ENSGALP00000025734	estExt_gwp.C_3250088
ENSGALP00000022701	estExt_gwp.C_3250088
ENSGALP00000041464	estExt_gwp.C_3260019
ENSGALP00000011921	estExt_gwp.C_3260033
ENSGALP00000004927	estExt_gwp.C_3260060
ENSGALP00000040707	estExt_gwp.C_3260060
ENSGALP00000012616	estExt_gwp.C_3260061
ENSGALP00000022616	estExt_gwp.C_3270012
ENSGALP00000010593	estExt_gwp.C_3270017
ENSGALP00000023266	estExt_gwp.C_3270021
ENSGALP00000006876	estExt_gwp.C_3270025
ENSGALP00000042298	estExt_gwp.C_3270036
ENSGALP00000009612	estExt_gwp.C_3280041
ENSGALP00000010281	estExt_gwp.C_3280041
ENSGALP00000000220	estExt_gwp.C_3290037
ENSGALP00000022768	estExt_gwp.C_3310034
ENSGALP00000013923	estExt_gwp.C_3320036
ENSGALP00000035695	estExt_gwp.C_3320036
ENSGALP00000019549	estExt_gwp.C_3340048
ENSGALP00000020559	estExt_gwp.C_3340074
ENSGALP00000001120	estExt_gwp.C_3340074
ENSGALP00000013542	estExt_gwp.C_3350052
ENSGALP00000000592	estExt_gwp.C_3360023
ENSGALP00000041502	estExt_gwp.C_3360044
ENSGALP00000004180	estExt_gwp.C_3370007
ENSGALP00000001059	estExt_gwp.C_3380011
ENSGALP00000022049	estExt_gwp.C_3390158
ENSGALP00000018679	estExt_gwp.C_3400045
ENSGALP00000004979	estExt_gwp.C_3400048
ENSGALP00000009408	estExt_gwp.C_3400056
ENSGALP00000018575	estExt_gwp.C_3400084
ENSGALP00000017131	estExt_gwp.C_3420026
ENSGALP00000027192	estExt_gwp.C_3420061
ENSGALP00000025251	estExt_gwp.C_3450024
ENSGALP00000042983	estExt_gwp.C_3460070
ENSGALP00000042532	estExt_gwp.C_3470062
ENSGALP00000042476	estExt_gwp.C_3470062
ENSGALP00000025249	estExt_gwp.C_3480073
ENSGALP00000006965	estExt_gwp.C_3490035
ENSGALP00000001578	estExt_gwp.C_3490049
ENSGALP00000025263	estExt_gwp.C_3510001
ENSGALP00000007384	estExt_gwp.C_3510021
ENSGALP00000020525	estExt_gwp.C_3510037
ENSGALP00000015358	estExt_gwp.C_3510074
ENSGALP00000023395	estExt_gwp.C_3520023
ENSGALP00000002626	estExt_gwp.C_3520023
ENSGALP00000018697	estExt_gwp.C_3530019
ENSGALP00000024664	estExt_gwp.C_3530046
ENSGALP00000021571	estExt_gwp.C_3550098
ENSGALP00000010236	estExt_gwp.C_3560096
ENSGALP00000031875	estExt_gwp.C_3560096
ENSGALP00000018264	estExt_gwp.C_3560102
ENSGALP00000014146	estExt_gwp.C_3590024
ENSGALP00000026102	estExt_gwp.C_3600047
ENSGALP00000006597	estExt_gwp.C_3630025
ENSGALP00000024450	estExt_gwp.C_3630036
ENSGALP00000008236	estExt_gwp.C_3640058
ENSGALP00000040981	estExt_gwp.C_3640065
ENSGALP00000001819	estExt_gwp.C_3640065
ENSGALP00000034460	estExt_gwp.C_3640081
ENSGALP00000005253	estExt_gwp.C_3700014
ENSGALP00000016629	estExt_gwp.C_3710024
ENSGALP00000042032	estExt_gwp.C_3710043
ENSGALP00000027801	estExt_gwp.C_3760028
ENSGALP00000037772	estExt_gwp.C_3760070
ENSGALP00000020282	estExt_gwp.C_3760093
ENSGALP00000033525	estExt_gwp.C_3780075
ENSGALP00000020092	estExt_gwp.C_3780075
ENSGALP00000009552	estExt_gwp.C_3800077
ENSGALP00000017011	estExt_gwp.C_3810003
ENSGALP00000002757	estExt_gwp.C_3810019
ENSGALP00000017250	estExt_gwp.C_3810028
ENSGALP00000017597	estExt_gwp.C_3840012
ENSGALP00000023866	estExt_gwp.C_3850043
ENSGALP00000042691	estExt_gwp.C_3860036
ENSGALP00000020754	estExt_gwp.C_3880065
ENSGALP00000042986	estExt_gwp.C_3900044
ENSGALP00000005323	estExt_gwp.C_3900052
ENSGALP00000014598	estExt_gwp.C_3910015
ENSGALP00000027722	estExt_gwp.C_3920013
ENSGALP00000009307	estExt_gwp.C_3970028
ENSGALP00000021386	estExt_gwp.C_3970028
ENSGALP00000025512	estExt_gwp.C_3980010
ENSGALP00000025191	estExt_gwp.C_4060030
ENSGALP00000020873	estExt_gwp.C_4100005
ENSGALP00000020279	estExt_gwp.C_4100023
ENSGALP00000005099	estExt_gwp.C_4110058
ENSGALP00000018819	estExt_gwp.C_4120019
ENSGALP00000000343	estExt_gwp.C_4130014
ENSGALP00000039300	estExt_gwp.C_4130015
ENSGALP00000043162	estExt_gwp.C_4130019
ENSGALP00000004256	estExt_gwp.C_4130019
ENSGALP00000028424	estExt_gwp.C_4150012
ENSGALP00000004706	estExt_gwp.C_4150032
ENSGALP00000039818	estExt_gwp.C_4160012
ENSGALP00000038276	estExt_gwp.C_4160030
ENSGALP00000021156	estExt_gwp.C_4160030
ENSGALP00000000540	estExt_gwp.C_4170004
ENSGALP00000015559	estExt_gwp.C_4170004
ENSGALP00000009988	estExt_gwp.C_4170033
ENSGALP00000042759	estExt_gwp.C_4170050
ENSGALP00000002876	estExt_gwp.C_4190025
ENSGALP00000022728	estExt_gwp.C_4200023
ENSGALP00000023964	estExt_gwp.C_4210021
ENSGALP00000023327	estExt_gwp.C_4210021
ENSGALP00000020014	estExt_gwp.C_4210049
ENSGALP00000024348	estExt_gwp.C_4210064
ENSGALP00000032851	estExt_gwp.C_4210083
ENSGALP00000024221	estExt_gwp.C_4220117
ENSGALP00000004936	estExt_gwp.C_4240037
ENSGALP00000006027	estExt_gwp.C_4300004
ENSGALP00000041168	estExt_gwp.C_4300004
ENSGALP00000008863	estExt_gwp.C_4300052
ENSGALP00000016469	estExt_gwp.C_4300057
ENSGALP00000025665	estExt_gwp.C_4330021
ENSGALP00000037559	estExt_gwp.C_4340014
ENSGALP00000016509	estExt_gwp.C_4340027
ENSGALP00000028167	estExt_gwp.C_4350130
ENSGALP00000008387	estExt_gwp.C_4360031
ENSGALP00000017873	estExt_gwp.C_4360047
ENSGALP00000038332	estExt_gwp.C_4370009
ENSGALP00000004145	estExt_gwp.C_4380067
ENSGALP00000039712	estExt_gwp.C_4400014
ENSGALP00000007768	estExt_gwp.C_4400028
ENSGALP00000038570	estExt_gwp.C_4400032
ENSGALP00000009007	estExt_gwp.C_4420004
ENSGALP00000014641	estExt_gwp.C_4430012
ENSGALP00000010073	estExt_gwp.C_4430017
ENSGALP00000007458	estExt_gwp.C_4430017
ENSGALP00000015138	estExt_gwp.C_4460039
ENSGALP00000007780	estExt_gwp.C_4460062
ENSGALP00000042966	estExt_gwp.C_4460079
ENSGALP00000000530	estExt_gwp.C_4470002
ENSGALP00000032457	estExt_gwp.C_4470008
ENSGALP00000012493	estExt_gwp.C_4480050
ENSGALP00000006317	estExt_gwp.C_4500006
ENSGALP00000021587	estExt_gwp.C_4500057
ENSGALP00000042005	estExt_gwp.C_4500061
ENSGALP00000011855	estExt_gwp.C_4510002
ENSGALP00000036161	estExt_gwp.C_4510002
ENSGALP00000016464	estExt_gwp.C_4510031
ENSGALP00000028488	estExt_gwp.C_4520012
ENSGALP00000002049	estExt_gwp.C_4560035
ENSGALP00000011333	estExt_gwp.C_4590042
ENSGALP00000013111	estExt_gwp.C_4600025
ENSGALP00000015999	estExt_gwp.C_4610023
ENSGALP00000009065	estExt_gwp.C_4610023
ENSGALP00000026539	estExt_gwp.C_4620066
ENSGALP00000042582	estExt_gwp.C_4630045
ENSGALP00000002218	estExt_gwp.C_4640029
ENSGALP00000006299	estExt_gwp.C_4650008
ENSGALP00000043345	estExt_gwp.C_4650037
ENSGALP00000042455	estExt_gwp.C_4690017
ENSGALP00000007835	estExt_gwp.C_4690039
ENSGALP00000014197	estExt_gwp.C_4700033
ENSGALP00000008593	estExt_gwp.C_4700033
ENSGALP00000019045	estExt_gwp.C_4720013
ENSGALP00000043461	estExt_gwp.C_4730017
ENSGALP00000012127	estExt_gwp.C_4750023
ENSGALP00000042990	estExt_gwp.C_4750023
ENSGALP00000031700	estExt_gwp.C_4750025
ENSGALP00000013527	estExt_gwp.C_4760029
ENSGALP00000010544	estExt_gwp.C_4780016
ENSGALP00000032597	estExt_gwp.C_4800024
ENSGALP00000042813	estExt_gwp.C_4810003
ENSGALP00000006218	estExt_gwp.C_4820019
ENSGALP00000001006	estExt_gwp.C_4860006
ENSGALP00000015964	estExt_gwp.C_4860008
ENSGALP00000007672	estExt_gwp.C_4870047
ENSGALP00000014320	estExt_gwp.C_4880017
ENSGALP00000026953	estExt_gwp.C_4890002
ENSGALP00000025130	estExt_gwp.C_4900030
ENSGALP00000008972	estExt_gwp.C_4900032
ENSGALP00000004832	estExt_gwp.C_4910017
ENSGALP00000020064	estExt_gwp.C_4930005
ENSGALP00000003384	estExt_gwp.C_4940015
ENSGALP00000002096	estExt_gwp.C_4940035
ENSGALP00000004982	estExt_gwp.C_5050035
ENSGALP00000005346	estExt_gwp.C_5070009
ENSGALP00000021793	estExt_gwp.C_5080019
ENSGALP00000016612	estExt_gwp.C_5080022
ENSGALP00000029849	estExt_gwp.C_5080022
ENSGALP00000028694	estExt_gwp.C_5080031
ENSGALP00000041170	estExt_gwp.C_5080063
ENSGALP00000040840	estExt_gwp.C_5080063
ENSGALP00000023000	estExt_gwp.C_5100011
ENSGALP00000026942	estExt_gwp.C_5100014
ENSGALP00000025924	estExt_gwp.C_5140045
ENSGALP00000027471	estExt_gwp.C_5150011
ENSGALP00000014298	estExt_gwp.C_5150014
ENSGALP00000001115	estExt_gwp.C_5200013
ENSGALP00000026160	estExt_gwp.C_5260002
ENSGALP00000041236	estExt_gwp.C_5260008
ENSGALP00000011689	estExt_gwp.C_5260010
ENSGALP00000041252	estExt_gwp.C_5260010
ENSGALP00000003119	estExt_gwp.C_5260010
ENSGALP00000019148	estExt_gwp.C_5260010
ENSGALP00000011355	estExt_gwp.C_5260028
ENSGALP00000024531	estExt_gwp.C_5280016
ENSGALP00000002083	estExt_gwp.C_5310019
ENSGALP00000030590	estExt_gwp.C_5320034
ENSGALP00000012987	estExt_gwp.C_5340034
ENSGALP00000004034	estExt_gwp.C_5360021
ENSGALP00000039135	estExt_gwp.C_5380004
ENSGALP00000013700	estExt_gwp.C_5450006
ENSGALP00000013458	estExt_gwp.C_5450037
ENSGALP00000009286	estExt_gwp.C_5450037
ENSGALP00000009496	estExt_gwp.C_5460003
ENSGALP00000005262	estExt_gwp.C_5490014
ENSGALP00000002186	estExt_gwp.C_5510015
ENSGALP00000022075	estExt_gwp.C_5530022
ENSGALP00000041373	estExt_gwp.C_5530027
ENSGALP00000042448	estExt_gwp.C_5600005
ENSGALP00000011755	estExt_gwp.C_5600007
ENSGALP00000037794	estExt_gwp.C_5600020
ENSGALP00000027228	estExt_gwp.C_5620001
ENSGALP00000018552	estExt_gwp.C_5620011
ENSGALP00000015179	estExt_gwp.C_5620051
ENSGALP00000027754	estExt_gwp.C_5650018
ENSGALP00000020198	estExt_gwp.C_5650035
ENSGALP00000024541	estExt_gwp.C_5650043
ENSGALP00000011673	estExt_gwp.C_5650053
ENSGALP00000041208	estExt_gwp.C_5650053
ENSGALP00000031018	estExt_gwp.C_5690058
ENSGALP00000042317	estExt_gwp.C_5720001
ENSGALP00000040708	estExt_gwp.C_5720038
ENSGALP00000025503	estExt_gwp.C_5730057
ENSGALP00000026476	estExt_gwp.C_5760023
ENSGALP00000035817	estExt_gwp.C_5760023
ENSGALP00000005708	estExt_gwp.C_5760023
ENSGALP00000026392	estExt_gwp.C_5760033
ENSGALP00000024841	estExt_gwp.C_5770047
ENSGALP00000023432	estExt_gwp.C_5780018
ENSGALP00000026293	estExt_gwp.C_5790073
ENSGALP00000013030	estExt_gwp.C_5800026
ENSGALP00000005628	estExt_gwp.C_5820021
ENSGALP00000042484	estExt_gwp.C_5830018
ENSGALP00000034906	estExt_gwp.C_5830018
ENSGALP00000007999	estExt_gwp.C_5940048
ENSGALP00000016253	estExt_gwp.C_5950005
ENSGALP00000027498	estExt_gwp.C_5950007
ENSGALP00000011224	estExt_gwp.C_6010001
ENSGALP00000023115	estExt_gwp.C_6010003
ENSGALP00000012938	estExt_gwp.C_6010011
ENSGALP00000043043	estExt_gwp.C_6020007
ENSGALP00000015877	estExt_gwp.C_6020011
ENSGALP00000006016	estExt_gwp.C_6020011
ENSGALP00000007945	estExt_gwp.C_6110001
ENSGALP00000009526	estExt_gwp.C_6150004
ENSGALP00000004195	estExt_gwp.C_6160004
ENSGALP00000013850	estExt_gwp.C_6270003
ENSGALP00000018518	estExt_gwp.C_6270021
ENSGALP00000039965	estExt_gwp.C_6270028
ENSGALP00000002754	estExt_gwp.C_6290014
ENSGALP00000039371	estExt_gwp.C_6290018
ENSGALP00000017782	estExt_gwp.C_6290018
ENSGALP00000041516	estExt_gwp.C_6310040
ENSGALP00000013129	estExt_gwp.C_6330012
ENSGALP00000012790	estExt_gwp.C_6330025
ENSGALP00000041807	estExt_gwp.C_6330047
ENSGALP00000014067	estExt_gwp.C_6330047
ENSGALP00000013151	estExt_gwp.C_6390007
ENSGALP00000000122	estExt_gwp.C_6390026
ENSGALP00000001980	estExt_gwp.C_6410033
ENSGALP00000006765	estExt_gwp.C_6430015
ENSGALP00000043445	estExt_gwp.C_6430015
ENSGALP00000003187	estExt_gwp.C_6520007
ENSGALP00000027483	estExt_gwp.C_6550002
ENSGALP00000030511	estExt_gwp.C_6560001
ENSGALP00000041931	estExt_gwp.C_6560042
ENSGALP00000024710	estExt_gwp.C_6580004
ENSGALP00000010979	estExt_gwp.C_6670011
ENSGALP00000038745	estExt_gwp.C_6670011
ENSGALP00000005896	estExt_gwp.C_6700016
ENSGALP00000023550	estExt_gwp.C_6750021
ENSGALP00000043443	estExt_gwp.C_6800058
ENSGALP00000026337	estExt_gwp.C_6810012
ENSGALP00000007047	estExt_gwp.C_6830001
ENSGALP00000032614	estExt_gwp.C_6850026
ENSGALP00000022311	estExt_gwp.C_6850029
ENSGALP00000040728	estExt_gwp.C_6870012
ENSGALP00000001145	estExt_gwp.C_6880023
ENSGALP00000005122	estExt_gwp.C_7010034
ENSGALP00000002583	estExt_gwp.C_7060032
ENSGALP00000004186	estExt_gwp.C_7090021
ENSGALP00000005971	estExt_gwp.C_7090021
ENSGALP00000002862	estExt_gwp.C_7110002
ENSGALP00000017419	estExt_gwp.C_7110023
ENSGALP00000027030	estExt_gwp.C_7120011
ENSGALP00000026487	estExt_gwp.C_7140020
ENSGALP00000003130	estExt_gwp.C_7150002
ENSGALP00000022820	estExt_gwp.C_7200016
ENSGALP00000024953	estExt_gwp.C_7340019
ENSGALP00000005695	estExt_gwp.C_7390006
ENSGALP00000023934	estExt_gwp.C_7400010
ENSGALP00000009389	estExt_gwp.C_7400010
ENSGALP00000006154	estExt_gwp.C_7400010
ENSGALP00000005074	estExt_gwp.C_7460015
ENSGALP00000042823	estExt_gwp.C_7550005
ENSGALP00000020093	estExt_gwp.C_7570011
ENSGALP00000041765	estExt_gwp.C_7570011
ENSGALP00000008491	estExt_gwp.C_7620009
ENSGALP00000023673	estExt_gwp.C_7630017
ENSGALP00000042324	estExt_gwp.C_7630017
ENSGALP00000008930	estExt_gwp.C_7800008
ENSGALP00000003039	estExt_gwp.C_7800015
ENSGALP00000029464	estExt_gwp.C_7830001
ENSGALP00000025637	estExt_gwp.C_7930004
ENSGALP00000031243	estExt_gwp.C_7930004
ENSGALP00000035996	estExt_gwp.C_7990025
ENSGALP00000022143	estExt_gwp.C_7990028
ENSGALP00000031054	estExt_gwp.C_7990035
ENSGALP00000009481	estExt_gwp.C_8000021
ENSGALP00000034566	estExt_gwp.C_8000021
ENSGALP00000021261	estExt_gwp.C_8000027
ENSGALP00000033830	estExt_gwp.C_8000027
ENSGALP00000007052	estExt_gwp.C_8010001
ENSGALP00000042262	estExt_gwp.C_8010006
ENSGALP00000041035	estExt_gwp.C_8010006
ENSGALP00000041636	estExt_gwp.C_8030002
ENSGALP00000012949	estExt_gwp.C_8050002
ENSGALP00000006727	estExt_gwp.C_8050037
ENSGALP00000036506	estExt_gwp.C_8050037
ENSGALP00000041067	estExt_gwp.C_8050037
ENSGALP00000005081	estExt_gwp.C_8050037
ENSGALP00000020275	estExt_gwp.C_8050037
ENSGALP00000030117	estExt_gwp.C_8070012
ENSGALP00000043200	estExt_gwp.C_8070012
ENSGALP00000012380	estExt_gwp.C_8070013
ENSGALP00000041778	estExt_gwp.C_8170010
ENSGALP00000018785	estExt_gwp.C_8170017
ENSGALP00000034586	estExt_gwp.C_8240001
ENSGALP00000011907	estExt_gwp.C_8310011
ENSGALP00000023576	estExt_gwp.C_8350002
ENSGALP00000028872	estExt_gwp.C_8460031
ENSGALP00000027022	estExt_gwp.C_8480008
