ENSGALP00000000002	SINCAM006085
ENSGALP00000018774	SINCAM013926
ENSGALP00000018777	SINCAM001756
ENSGALP00000018780	SINCAM006326
ENSGALP00000018782	SINCAM008173
ENSGALP00000018785	SINCAM001782
ENSGALP00000018787	SINCAM003654
ENSGALP00000018789	SINCAM001780
ENSGALP00000018791	SINCAM006039
ENSGALP00000018798	SINCAM001688
ENSGALP00000018799	SINCAM014190
ENSGALP00000018802	SINCAM001779
ENSGALP00000018803	SINCAM000399
ENSGALP00000018806	SINCAM005808
ENSGALP00000018813	SINCAM008174
ENSGALP00000018816	SINCAM001778
ENSGALP00000018817	SINCAM000006
ENSGALP00000018818	SINCAM005810
ENSGALP00000018819	SINCAM013572
ENSGALP00000018821	SINCAM008966
ENSGALP00000018823	SINCAM001777
ENSGALP00000018826	SINCAM006038
ENSGALP00000018828	SINCAM006042
ENSGALP00000018830	SINCAM003544
ENSGALP00000018834	SINCAM003545
ENSGALP00000018837	SINCAM000854
ENSGALP00000018840	SINCAM921638
ENSGALP00000018843	SINCAM001775
ENSGALP00000018846	SINCAM000852
ENSGALP00000018854	SINCAM921639
ENSGALP00000018856	SINCAM000851
ENSGALP00000018862	SINCAM002165
ENSGALP00000018868	SINCAM006345
ENSGALP00000018870	SINCAM003546
ENSGALP00000018878	SINCAM003680
ENSGALP00000018880	SINCAM001922
ENSGALP00000018883	SINCAM008176
ENSGALP00000018888	SINCAM005646
ENSGALP00000018900	SINCAM008177
ENSGALP00000018902	SINCAM006348
ENSGALP00000018906	SINCAM005645
ENSGALP00000018907	SINCAM001921
ENSGALP00000018910	SINCAM006350
ENSGALP00000018912	SINCAM001917
ENSGALP00000018917	SINCAM001916
ENSGALP00000018925	SINCAM000849
ENSGALP00000018929	SINCAM006351
ENSGALP00000018935	SINCAM008183
ENSGALP00000018936	SINCAM011651
ENSGALP00000018940	SINCAM001915
ENSGALP00000018946	SINCAM005642
ENSGALP00000018953	SINCAM003550
ENSGALP00000018955	SINCAM000826
ENSGALP00000018960	SINCAM008184
ENSGALP00000018961	SINCAM921640
ENSGALP00000018963	SINCAM003551
ENSGALP00000018970	SINCAM009378
ENSGALP00000018974	SINCAM006353
ENSGALP00000018975	SINCAM006355
ENSGALP00000018978	SINCAM005641
ENSGALP00000018987	SINCAM017978
ENSGALP00000018995	SINCAM008186
ENSGALP00000019000	SINCAM008100
ENSGALP00000019005	SINCAM005640
ENSGALP00000019007	SINCAM006359
ENSGALP00000019012	SINCAM008187
ENSGALP00000019015	SINCAM006294
ENSGALP00000019016	SINCAM006360
ENSGALP00000019017	SINCAM005654
ENSGALP00000019018	SINCAM921545
ENSGALP00000019025	SINCAM006329
ENSGALP00000019027	SINCAM008188
ENSGALP00000019037	SINCAM000340
ENSGALP00000019038	SINCAM921143
ENSGALP00000019039	SINCAM003421
ENSGALP00000019040	SINCAM005967
ENSGALP00000019042	SINCAM003422
ENSGALP00000019045	SINCAM000056
ENSGALP00000019049	SINCAM000003
ENSGALP00000019052	SINCAM006340
ENSGALP00000019058	SINCAM003583
ENSGALP00000019062	SINCAM006339
ENSGALP00000019064	SINCAM920759
ENSGALP00000019067	SINCAM006338
ENSGALP00000019072	SINCAM922258
ENSGALP00000019078	SINCAM000083
ENSGALP00000019079	SINCAM000864
ENSGALP00000019081	SINCAM922256
ENSGALP00000019082	SINCAM006336
ENSGALP00000019085	SINCAM922980
ENSGALP00000019086	SINCAM922257
ENSGALP00000019087	SINCAM006334
ENSGALP00000019089	SINCAM008189
ENSGALP00000019092	SINCAM900271
ENSGALP00000019093	SINCAM011737
ENSGALP00000019095	SINCAM001524
ENSGALP00000019105	SINCAM001891
ENSGALP00000019106	SINCAM001894
ENSGALP00000019107	SINCAM921547
ENSGALP00000019108	SINCAM008528
ENSGALP00000019109	SINCAM920704
ENSGALP00000019110	SINCAM001892
ENSGALP00000019113	SINCAM002242
ENSGALP00000019114	SINCAM008529
ENSGALP00000019117	SINCAM002241
ENSGALP00000019122	SINCAM005996
ENSGALP00000019126	SINCAM006756
ENSGALP00000019133	SINCAM005849
ENSGALP00000019134	SINCAM920760
ENSGALP00000019136	SINCAM008507
ENSGALP00000019141	SINCAM920758
ENSGALP00000019142	SINCAM920756
ENSGALP00000019143	SINCAM002234
ENSGALP00000019144	SINCAM002235
ENSGALP00000019155	SINCAM006755
ENSGALP00000019161	SINCAM014778
ENSGALP00000019163	SINCAM015781
ENSGALP00000019178	SINCAM000863
ENSGALP00000019192	SINCAM006754
ENSGALP00000019199	SINCAM005190
ENSGALP00000019206	SINCAM000100
ENSGALP00000019213	SINCAM000860
ENSGALP00000019220	SINCAM014772
ENSGALP00000019221	SINCAM000137
ENSGALP00000019223	SINCAM014769
ENSGALP00000019224	SINCAM008523
ENSGALP00000019231	SINCAM014782
ENSGALP00000019232	SINCAM014781
ENSGALP00000019234	SINCAM008522
ENSGALP00000019241	SINCAM015236
ENSGALP00000019244	SINCAM004302
ENSGALP00000019246	SINCAM002237
ENSGALP00000019247	SINCAM014915
ENSGALP00000019248	SINCAM002238
ENSGALP00000019252	SINCAM008518
ENSGALP00000019258	SINCAM005122
ENSGALP00000019261	SINCAM013469
ENSGALP00000019265	SINCAM922195
ENSGALP00000019271	SINCAM012532
ENSGALP00000019273	SINCAM000078
ENSGALP00000019277	SINCAM008086
ENSGALP00000019282	SINCAM000081
ENSGALP00000019284	SINCAM000019
ENSGALP00000019286	SINCAM000018
ENSGALP00000019290	SINCAM001913
ENSGALP00000019293	SINCAM000016
ENSGALP00000019294	SINCAM014912
ENSGALP00000019298	SINCAM008088
ENSGALP00000019299	SINCAM920708
ENSGALP00000019303	SINCAM001912
ENSGALP00000019304	SINCAM014900
ENSGALP00000019306	SINCAM001911
ENSGALP00000019313	SINCAM014902
ENSGALP00000019314	SINCAM008089
ENSGALP00000019317	SINCAM922787
ENSGALP00000019318	SINCAM014908
ENSGALP00000019319	SINCAM008090
ENSGALP00000019321	SINCAM011383
ENSGALP00000019325	SINCAM920428
ENSGALP00000019326	SINCAM920427
ENSGALP00000019330	SINCAM015900
ENSGALP00000019333	SINCAM015901
ENSGALP00000019338	SINCAM921634
ENSGALP00000019344	SINCAM000011
ENSGALP00000019350	SINCAM001910
ENSGALP00000019357	SINCAM011161
ENSGALP00000019359	SINCAM000010
ENSGALP00000019361	SINCAM009958
ENSGALP00000019363	SINCAM001908
ENSGALP00000019365	SINCAM000007
ENSGALP00000019366	SINCAM001907
ENSGALP00000019367	SINCAM001906
ENSGALP00000019373	SINCAM008093
ENSGALP00000019381	SINCAM001973
ENSGALP00000019383	SINCAM008094
ENSGALP00000019386	SINCAM922962
ENSGALP00000019390	SINCAM922736
ENSGALP00000019392	SINCAM922798
ENSGALP00000019395	SINCAM015491
ENSGALP00000019398	SINCAM001904
ENSGALP00000019399	SINCAM013980
ENSGALP00000019400	SINCAM001903
ENSGALP00000019401	SINCAM008095
ENSGALP00000019402	SINCAM001902
ENSGALP00000019403	SINCAM001901
ENSGALP00000019405	SINCAM014913
ENSGALP00000019408	SINCAM008096
ENSGALP00000019414	SINCAM014837
ENSGALP00000019416	SINCAM014707
ENSGALP00000019417	SINCAM008101
ENSGALP00000019418	SINCAM014708
ENSGALP00000019421	SINCAM014812
ENSGALP00000019425	SINCAM008102
ENSGALP00000019435	SINCAM922010
ENSGALP00000019437	SINCAM001900
ENSGALP00000019438	SINCAM014831
ENSGALP00000019447	SINCAM001898
ENSGALP00000019451	SINCAM001897
ENSGALP00000019452	SINCAM001896
ENSGALP00000019456	SINCAM014830
ENSGALP00000019457	SINCAM013368
ENSGALP00000019462	SINCAM014829
ENSGALP00000019465	SINCAM920583
ENSGALP00000019468	SINCAM014826
ENSGALP00000019469	SINCAM014903
ENSGALP00000019471	SINCAM014825
ENSGALP00000019473	SINCAM920757
ENSGALP00000019480	SINCAM010779
ENSGALP00000019482	SINCAM920447
ENSGALP00000019484	SINCAM920446
ENSGALP00000019488	SINCAM014822
ENSGALP00000019492	SINCAM014821
ENSGALP00000019493	SINCAM000156
ENSGALP00000019501	SINCAM922792
ENSGALP00000019506	SINCAM002265
ENSGALP00000019507	SINCAM015614
ENSGALP00000019508	SINCAM001678
ENSGALP00000019511	SINCAM014819
ENSGALP00000019513	SINCAM006064
ENSGALP00000019517	SINCAM001677
ENSGALP00000019524	SINCAM000155
ENSGALP00000019528	SINCAM000154
ENSGALP00000019532	SINCAM000153
ENSGALP00000019534	SINCAM000152
ENSGALP00000019537	SINCAM014818
ENSGALP00000019539	SINCAM014817
ENSGALP00000019540	SINCAM000151
ENSGALP00000019543	SINCAM001676
ENSGALP00000019549	SINCAM014594
ENSGALP00000019555	SINCAM000149
ENSGALP00000019563	SINCAM014816
ENSGALP00000019565	SINCAM000147
ENSGALP00000019566	SINCAM008103
ENSGALP00000019567	SINCAM008104
ENSGALP00000019569	SINCAM014815
ENSGALP00000019572	SINCAM008323
ENSGALP00000019573	SINCAM000146
ENSGALP00000019574	SINCAM008324
ENSGALP00000019575	SINCAM010403
ENSGALP00000019576	SINCAM922008
ENSGALP00000019580	SINCAM000145
ENSGALP00000019582	SINCAM008325
ENSGALP00000019585	SINCAM000355
ENSGALP00000019587	SINCAM000356
ENSGALP00000019590	SINCAM011738
ENSGALP00000019594	SINCAM008327
ENSGALP00000019606	SINCAM011718
ENSGALP00000019608	SINCAM011719
ENSGALP00000019616	SINCAM000357
ENSGALP00000019629	SINCAM008331
ENSGALP00000019631	SINCAM008333
ENSGALP00000019634	SINCAM001675
ENSGALP00000019635	SINCAM000358
ENSGALP00000019650	SINCAM001674
ENSGALP00000019653	SINCAM000361
ENSGALP00000019655	SINCAM006779
ENSGALP00000019656	SINCAM922782
ENSGALP00000019662	SINCAM001673
ENSGALP00000019663	SINCAM006450
ENSGALP00000019664	SINCAM922786
ENSGALP00000019665	SINCAM001672
ENSGALP00000019666	SINCAM006449
ENSGALP00000019667	SINCAM014760
ENSGALP00000019669	SINCAM001671
ENSGALP00000019672	SINCAM006448
ENSGALP00000019676	SINCAM001670
ENSGALP00000019684	SINCAM002258
ENSGALP00000019687	SINCAM006446
ENSGALP00000019689	SINCAM000362
ENSGALP00000019690	SINCAM002257
ENSGALP00000019695	SINCAM006444
ENSGALP00000019697	SINCAM002256
ENSGALP00000019699	SINCAM000363
ENSGALP00000019701	SINCAM001321
ENSGALP00000019702	SINCAM000364
ENSGALP00000019703	SINCAM006443
ENSGALP00000019704	SINCAM006460
ENSGALP00000019710	SINCAM006442
ENSGALP00000019712	SINCAM002254
ENSGALP00000019716	SINCAM006441
ENSGALP00000019719	SINCAM008335
ENSGALP00000019723	SINCAM006438
ENSGALP00000019726	SINCAM001754
ENSGALP00000019730	SINCAM008336
ENSGALP00000019731	SINCAM008337
ENSGALP00000019734	SINCAM008338
ENSGALP00000019737	SINCAM006437
ENSGALP00000019738	SINCAM008339
ENSGALP00000019740	SINCAM011720
ENSGALP00000019744	SINCAM008340
ENSGALP00000019747	SINCAM006436
ENSGALP00000019752	SINCAM000367
ENSGALP00000019755	SINCAM011721
ENSGALP00000019756	SINCAM000336
ENSGALP00000019757	SINCAM921553
ENSGALP00000019758	SINCAM006435
ENSGALP00000019761	SINCAM011722
ENSGALP00000019762	SINCAM001750
ENSGALP00000019763	SINCAM006433
ENSGALP00000019765	SINCAM012629
ENSGALP00000019769	SINCAM012405
ENSGALP00000019778	SINCAM011725
ENSGALP00000019779	SINCAM008342
ENSGALP00000019783	SINCAM920465
ENSGALP00000019786	SINCAM011726
ENSGALP00000019790	SINCAM006428
ENSGALP00000019791	SINCAM011728
ENSGALP00000019801	SINCAM002355
ENSGALP00000019804	SINCAM011734
ENSGALP00000019805	SINCAM922249
ENSGALP00000019808	SINCAM922248
ENSGALP00000019810	SINCAM011197
ENSGALP00000019812	SINCAM008344
ENSGALP00000019814	SINCAM006425
ENSGALP00000019815	SINCAM008345
ENSGALP00000019816	SINCAM002275
ENSGALP00000019817	SINCAM014890
ENSGALP00000019818	SINCAM002274
ENSGALP00000019820	SINCAM011673
ENSGALP00000019821	SINCAM008346
ENSGALP00000019824	SINCAM000369
ENSGALP00000019825	SINCAM006424
ENSGALP00000019827	SINCAM014758
ENSGALP00000019831	SINCAM002272
ENSGALP00000019832	SINCAM006421
ENSGALP00000019833	SINCAM011672
ENSGALP00000019837	SINCAM011671
ENSGALP00000019842	SINCAM014726
ENSGALP00000019843	SINCAM006420
ENSGALP00000019856	SINCAM921552
ENSGALP00000019857	SINCAM006418
ENSGALP00000019859	SINCAM008228
ENSGALP00000019862	SINCAM000372
ENSGALP00000019866	SINCAM014765
ENSGALP00000019867	SINCAM002271
ENSGALP00000019868	SINCAM922277
ENSGALP00000019870	SINCAM000256
ENSGALP00000019871	SINCAM006417
ENSGALP00000019873	SINCAM002269
ENSGALP00000019876	SINCAM006416
ENSGALP00000019877	SINCAM011669
ENSGALP00000019881	SINCAM002268
ENSGALP00000019882	SINCAM002267
ENSGALP00000019883	SINCAM011668
ENSGALP00000019884	SINCAM002253
ENSGALP00000019885	SINCAM000257
ENSGALP00000019890	SINCAM006414
ENSGALP00000019893	SINCAM008227
ENSGALP00000019895	SINCAM008226
ENSGALP00000019896	SINCAM014767
ENSGALP00000019897	SINCAM002252
ENSGALP00000019899	SINCAM008225
ENSGALP00000019901	SINCAM002251
ENSGALP00000019903	SINCAM008224
ENSGALP00000019904	SINCAM014109
ENSGALP00000019907	SINCAM921647
ENSGALP00000019908	SINCAM920763
ENSGALP00000019918	SINCAM921646
ENSGALP00000019921	SINCAM006411
ENSGALP00000019925	SINCAM000036
ENSGALP00000019927	SINCAM922372
ENSGALP00000019929	SINCAM008222
ENSGALP00000019930	SINCAM014764
ENSGALP00000019931	SINCAM000066
ENSGALP00000019932	SINCAM006410
ENSGALP00000019935	SINCAM002250
ENSGALP00000019940	SINCAM002248
ENSGALP00000019941	SINCAM010034
ENSGALP00000019943	SINCAM008125
ENSGALP00000019945	SINCAM921635
ENSGALP00000019946	SINCAM008127
ENSGALP00000019948	SINCAM008129
ENSGALP00000019951	SINCAM920762
ENSGALP00000019952	SINCAM014894
ENSGALP00000019955	SINCAM008130
ENSGALP00000019958	SINCAM001665
ENSGALP00000019963	SINCAM008131
ENSGALP00000019967	SINCAM000353
ENSGALP00000019969	SINCAM006409
ENSGALP00000019975	SINCAM014895
ENSGALP00000019976	SINCAM008358
ENSGALP00000019988	SINCAM015029
ENSGALP00000019994	SINCAM006408
ENSGALP00000020002	SINCAM008133
ENSGALP00000020005	SINCAM000352
ENSGALP00000020011	SINCAM001669
ENSGALP00000020014	SINCAM008193
ENSGALP00000020022	SINCAM014728
ENSGALP00000020025	SINCAM002259
ENSGALP00000020039	SINCAM921164
ENSGALP00000020041	SINCAM000790
ENSGALP00000020042	SINCAM923116
ENSGALP00000020045	SINCAM921642
ENSGALP00000020053	SINCAM008196
ENSGALP00000020054	SINCAM014805
ENSGALP00000020055	SINCAM921166
ENSGALP00000020056	SINCAM014755
ENSGALP00000020057	SINCAM922781
ENSGALP00000020058	SINCAM000791
ENSGALP00000020059	SINCAM014804
ENSGALP00000020061	SINCAM921643
ENSGALP00000020064	SINCAM922774
ENSGALP00000020068	SINCAM003564
ENSGALP00000020073	SINCAM014712
ENSGALP00000020074	SINCAM003565
ENSGALP00000020075	SINCAM001687
ENSGALP00000020086	SINCAM920668
ENSGALP00000020087	SINCAM014810
ENSGALP00000020088	SINCAM000796
ENSGALP00000020091	SINCAM001684
ENSGALP00000020092	SINCAM000797
ENSGALP00000020093	SINCAM014808
ENSGALP00000020098	SINCAM001683
ENSGALP00000020099	SINCAM003566
ENSGALP00000020101	SINCAM000799
ENSGALP00000020106	SINCAM008197
ENSGALP00000020111	SINCAM009969
ENSGALP00000020114	SINCAM001682
ENSGALP00000020125	SINCAM001689
ENSGALP00000020127	SINCAM006406
ENSGALP00000020132	SINCAM004248
ENSGALP00000020133	SINCAM920680
ENSGALP00000020134	SINCAM000800
ENSGALP00000020135	SINCAM008198
ENSGALP00000020137	SINCAM008199
ENSGALP00000020138	SINCAM921161
ENSGALP00000020141	SINCAM921162
ENSGALP00000020143	SINCAM002175
ENSGALP00000020147	SINCAM006405
ENSGALP00000020149	SINCAM920434
ENSGALP00000020150	SINCAM002174
ENSGALP00000020151	SINCAM002173
ENSGALP00000020154	SINCAM006404
ENSGALP00000020155	SINCAM921163
ENSGALP00000020157	SINCAM006403
ENSGALP00000020160	SINCAM002171
ENSGALP00000020163	SINCAM008200
ENSGALP00000020164	SINCAM006398
ENSGALP00000020165	SINCAM002169
ENSGALP00000020173	SINCAM002166
ENSGALP00000020178	SINCAM008205
ENSGALP00000020182	SINCAM006397
ENSGALP00000020185	SINCAM008207
ENSGALP00000020186	SINCAM006396
ENSGALP00000020189	SINCAM002068
ENSGALP00000020194	SINCAM003571
ENSGALP00000020198	SINCAM003570
ENSGALP00000020203	SINCAM002164
ENSGALP00000020204	SINCAM003605
ENSGALP00000020208	SINCAM003606
ENSGALP00000020214	SINCAM008208
ENSGALP00000020216	SINCAM008211
ENSGALP00000020221	SINCAM008212
ENSGALP00000020225	SINCAM002162
ENSGALP00000020229	SINCAM008215
ENSGALP00000020236	SINCAM002161
ENSGALP00000020245	SINCAM014095
ENSGALP00000020250	SINCAM008216
ENSGALP00000020252	SINCAM014705
ENSGALP00000020258	SINCAM003608
ENSGALP00000020267	SINCAM008219
ENSGALP00000020268	SINCAM002160
ENSGALP00000020270	SINCAM014802
ENSGALP00000020272	SINCAM006389
ENSGALP00000020279	SINCAM006385
ENSGALP00000020282	SINCAM921644
ENSGALP00000020284	SINCAM921645
ENSGALP00000020289	SINCAM008221
ENSGALP00000020295	SINCAM002158
ENSGALP00000020303	SINCAM008296
ENSGALP00000020307	SINCAM002157
ENSGALP00000020310	SINCAM006258
ENSGALP00000020311	SINCAM002156
ENSGALP00000020312	SINCAM006384
ENSGALP00000020319	SINCAM014725
ENSGALP00000020320	SINCAM002155
ENSGALP00000020323	SINCAM006381
ENSGALP00000020324	SINCAM006380
ENSGALP00000020325	SINCAM002153
ENSGALP00000020327	SINCAM008122
ENSGALP00000020328	SINCAM006379
ENSGALP00000020332	SINCAM008120
ENSGALP00000020339	SINCAM006378
ENSGALP00000020344	SINCAM008119
ENSGALP00000020346	SINCAM008117
ENSGALP00000020349	SINCAM008115
ENSGALP00000020352	SINCAM006377
ENSGALP00000020353	SINCAM003310
ENSGALP00000020354	SINCAM922776
ENSGALP00000020355	SINCAM006376
ENSGALP00000020359	SINCAM011637
ENSGALP00000020362	SINCAM006373
ENSGALP00000020363	SINCAM006372
ENSGALP00000020364	SINCAM006367
ENSGALP00000020367	SINCAM014720
ENSGALP00000020374	SINCAM014717
ENSGALP00000020375	SINCAM008113
ENSGALP00000020376	SINCAM005935
ENSGALP00000020383	SINCAM006364
ENSGALP00000020403	SINCAM008316
ENSGALP00000020406	SINCAM001794
ENSGALP00000020407	SINCAM006363
ENSGALP00000020410	SINCAM006362
ENSGALP00000020415	SINCAM001796
ENSGALP00000020417	SINCAM001798
ENSGALP00000020419	SINCAM001802
ENSGALP00000020421	SINCAM922778
ENSGALP00000020422	SINCAM001874
ENSGALP00000020426	SINCAM012504
ENSGALP00000020427	SINCAM922784
ENSGALP00000020439	SINCAM922785
ENSGALP00000020440	SINCAM014907
ENSGALP00000020445	SINCAM014906
ENSGALP00000020448	SINCAM006763
ENSGALP00000020449	SINCAM013471
ENSGALP00000020451	SINCAM006766
ENSGALP00000020457	SINCAM014909
ENSGALP00000020458	SINCAM015899
ENSGALP00000020459	SINCAM006768
ENSGALP00000020462	SINCAM006772
ENSGALP00000020465	SINCAM014210
ENSGALP00000020469	SINCAM001697
ENSGALP00000020473	SINCAM006775
ENSGALP00000020475	SINCAM006776
ENSGALP00000020476	SINCAM014711
ENSGALP00000020477	SINCAM005954
ENSGALP00000020480	SINCAM005949
ENSGALP00000020484	SINCAM006777
ENSGALP00000020491	SINCAM005915
ENSGALP00000020494	SINCAM005914
ENSGALP00000020495	SINCAM005916
ENSGALP00000020498	SINCAM013534
ENSGALP00000020504	SINCAM006811
ENSGALP00000020507	SINCAM013011
ENSGALP00000020510	SINCAM001046
ENSGALP00000020513	SINCAM006810
ENSGALP00000020515	SINCAM001045
ENSGALP00000020517	SINCAM001044
ENSGALP00000020518	SINCAM921627
ENSGALP00000020520	SINCAM001043
ENSGALP00000020523	SINCAM920576
ENSGALP00000020525	SINCAM003671
ENSGALP00000020526	SINCAM920575
ENSGALP00000020530	SINCAM920574
ENSGALP00000020535	SINCAM001039
ENSGALP00000020536	SINCAM001038
ENSGALP00000020539	SINCAM001037
ENSGALP00000020540	SINCAM001036
ENSGALP00000020543	SINCAM001035
ENSGALP00000020548	SINCAM920572
ENSGALP00000020553	SINCAM012733
ENSGALP00000020557	SINCAM001033
ENSGALP00000020559	SINCAM001032
ENSGALP00000020561	SINCAM005917
ENSGALP00000020562	SINCAM001031
ENSGALP00000020563	SINCAM001030
ENSGALP00000020566	SINCAM001029
ENSGALP00000020568	SINCAM001695
ENSGALP00000020569	SINCAM001696
ENSGALP00000020571	SINCAM006003
ENSGALP00000020572	SINCAM001026
ENSGALP00000020574	SINCAM001024
ENSGALP00000020578	SINCAM921952
ENSGALP00000020581	SINCAM001698
ENSGALP00000020586	SINCAM001022
ENSGALP00000020588	SINCAM005621
ENSGALP00000020593	SINCAM001856
ENSGALP00000020594	SINCAM005623
ENSGALP00000020596	SINCAM001853
ENSGALP00000020598	SINCAM005625
ENSGALP00000020599	SINCAM920955
ENSGALP00000020600	SINCAM005628
ENSGALP00000020602	SINCAM001852
ENSGALP00000020604	SINCAM005630
ENSGALP00000020611	SINCAM005631
ENSGALP00000020615	SINCAM002354
ENSGALP00000020617	SINCAM002353
ENSGALP00000020618	SINCAM002351
ENSGALP00000020619	SINCAM002350
ENSGALP00000020620	SINCAM005632
ENSGALP00000020629	SINCAM002349
ENSGALP00000020634	SINCAM006037
ENSGALP00000020635	SINCAM001833
ENSGALP00000020639	SINCAM920936
ENSGALP00000020641	SINCAM920691
ENSGALP00000020645	SINCAM005521
ENSGALP00000020647	SINCAM920692
ENSGALP00000020650	SINCAM001836
ENSGALP00000020654	SINCAM005520
ENSGALP00000020656	SINCAM014262
ENSGALP00000020661	SINCAM001840
ENSGALP00000020664	SINCAM001841
ENSGALP00000020666	SINCAM001842
ENSGALP00000020669	SINCAM001843
ENSGALP00000020673	SINCAM920694
ENSGALP00000020675	SINCAM001846
ENSGALP00000020691	SINCAM001662
ENSGALP00000020693	SINCAM005518
ENSGALP00000020696	SINCAM920666
ENSGALP00000020705	SINCAM920667
ENSGALP00000020708	SINCAM920700
ENSGALP00000020711	SINCAM001865
ENSGALP00000020713	SINCAM001867
ENSGALP00000020714	SINCAM001868
ENSGALP00000020719	SINCAM001869
ENSGALP00000020720	SINCAM007932
ENSGALP00000020731	SINCAM001849
ENSGALP00000020733	SINCAM005706
ENSGALP00000020735	SINCAM922152
ENSGALP00000020736	SINCAM005704
ENSGALP00000020737	SINCAM920696
ENSGALP00000020740	SINCAM005703
ENSGALP00000020742	SINCAM002244
ENSGALP00000020744	SINCAM005701
ENSGALP00000020749	SINCAM001661
ENSGALP00000020750	SINCAM001652
ENSGALP00000020754	SINCAM005700
ENSGALP00000020756	SINCAM001654
ENSGALP00000020761	SINCAM001655
ENSGALP00000020769	SINCAM001657
ENSGALP00000020772	SINCAM001659
ENSGALP00000020777	SINCAM005698
ENSGALP00000020783	SINCAM014139
ENSGALP00000020785	SINCAM920962
ENSGALP00000020786	SINCAM005664
ENSGALP00000020787	SINCAM920961
ENSGALP00000020790	SINCAM920960
ENSGALP00000020792	SINCAM005661
ENSGALP00000020793	SINCAM005660
ENSGALP00000020794	SINCAM005659
ENSGALP00000020795	SINCAM001871
ENSGALP00000020797	SINCAM005658
ENSGALP00000020802	SINCAM012354
ENSGALP00000020805	SINCAM002246
ENSGALP00000020806	SINCAM005657
ENSGALP00000020807	SINCAM002245
ENSGALP00000020819	SINCAM002280
ENSGALP00000020822	SINCAM002281
ENSGALP00000020823	SINCAM002282
ENSGALP00000020830	SINCAM002283
ENSGALP00000020835	SINCAM921570
ENSGALP00000020840	SINCAM002289
ENSGALP00000020843	SINCAM005955
ENSGALP00000020844	SINCAM005956
ENSGALP00000020848	SINCAM002290
ENSGALP00000020850	SINCAM005958
ENSGALP00000020852	SINCAM001889
ENSGALP00000020860	SINCAM001886
ENSGALP00000020863	SINCAM001884
ENSGALP00000020866	SINCAM001883
ENSGALP00000020867	SINCAM001882
ENSGALP00000020873	SINCAM921011
ENSGALP00000020874	SINCAM001880
ENSGALP00000020875	SINCAM001879
ENSGALP00000020879	SINCAM001878
ENSGALP00000020897	SINCAM001823
ENSGALP00000020904	SINCAM006028
ENSGALP00000020907	SINCAM922607
ENSGALP00000020919	SINCAM005909
ENSGALP00000020923	SINCAM921018
ENSGALP00000020927	SINCAM005992
ENSGALP00000020930	SINCAM005991
ENSGALP00000020932	SINCAM005907
ENSGALP00000020938	SINCAM001828
ENSGALP00000020939	SINCAM006000
ENSGALP00000020944	SINCAM012900
ENSGALP00000020947	SINCAM006001
ENSGALP00000020950	SINCAM005972
ENSGALP00000020954	SINCAM002016
ENSGALP00000020955	SINCAM002017
ENSGALP00000020966	SINCAM005999
ENSGALP00000020971	SINCAM005925
ENSGALP00000020972	SINCAM005973
