ENSACAP00000000005	SINCAM006024
ENSACAP00000009651	SINCAM011628
ENSACAP00000009652	SINCAM008002
ENSACAP00000009653	SINCAM009598
ENSACAP00000009654	SINCAM012672
ENSACAP00000009655	SINCAM006848
ENSACAP00000009659	SINCAM900096
ENSACAP00000009661	SINCAM006509
ENSACAP00000009664	SINCAM922136
ENSACAP00000009666	SINCAM001401
ENSACAP00000009667	SINCAM008499
ENSACAP00000009668	SINCAM922237
ENSACAP00000009671	SINCAM002364
ENSACAP00000009675	SINCAM922360
ENSACAP00000009678	SINCAM002502
ENSACAP00000009679	SINCAM016468
ENSACAP00000009680	SINCAM011164
ENSACAP00000009681	SINCAM017263
ENSACAP00000009683	SINCAM007056
ENSACAP00000009685	SINCAM007422
ENSACAP00000009687	SINCAM013104
ENSACAP00000009688	SINCAM010545
ENSACAP00000009690	SINCAM000554
ENSACAP00000009695	SINCAM006557
ENSACAP00000009697	SINCAM006448
ENSACAP00000009698	SINCAM921333
ENSACAP00000009699	SINCAM900095
ENSACAP00000009700	SINCAM004600
ENSACAP00000009701	SINCAM002336
ENSACAP00000009702	SINCAM013070
ENSACAP00000009703	SINCAM922686
ENSACAP00000009704	SINCAM006598
ENSACAP00000009705	SINCAM011506
ENSACAP00000009706	SINCAM006283
ENSACAP00000009708	SINCAM921847
ENSACAP00000009710	SINCAM900087
ENSACAP00000009711	SINCAM921811
ENSACAP00000009712	SINCAM011845
ENSACAP00000009713	SINCAM017264
ENSACAP00000009714	SINCAM006910
ENSACAP00000009716	SINCAM921892
ENSACAP00000009719	SINCAM001196
ENSACAP00000009720	SINCAM007268
ENSACAP00000009727	SINCAM921848
ENSACAP00000009728	SINCAM001466
ENSACAP00000009729	SINCAM004601
ENSACAP00000009733	SINCAM922193
ENSACAP00000009735	SINCAM017063
ENSACAP00000009736	SINCAM001195
ENSACAP00000009737	SINCAM016469
ENSACAP00000009740	SINCAM922361
ENSACAP00000009741	SINCAM002648
ENSACAP00000009742	SINCAM002337
ENSACAP00000009743	SINCAM014252
ENSACAP00000009744	SINCAM012673
ENSACAP00000009746	SINCAM010546
ENSACAP00000009748	SINCAM922079
ENSACAP00000009749	SINCAM004602
ENSACAP00000009750	SINCAM012357
ENSACAP00000009751	SINCAM922538
ENSACAP00000009753	SINCAM001668
ENSACAP00000009754	SINCAM011163
ENSACAP00000009757	SINCAM015437
ENSACAP00000009759	SINCAM006449
ENSACAP00000009761	SINCAM001491
ENSACAP00000009764	SINCAM011537
ENSACAP00000009766	SINCAM014675
ENSACAP00000009768	SINCAM920887
ENSACAP00000009770	SINCAM003944
ENSACAP00000009771	SINCAM011625
ENSACAP00000009772	SINCAM002135
ENSACAP00000009773	SINCAM002367
ENSACAP00000009774	SINCAM002649
ENSACAP00000009775	SINCAM002481
ENSACAP00000009776	SINCAM900086
ENSACAP00000009778	SINCAM014205
ENSACAP00000009780	SINCAM007280
ENSACAP00000009782	SINCAM922192
ENSACAP00000009783	SINCAM016661
ENSACAP00000009784	SINCAM921891
ENSACAP00000009785	SINCAM007058
ENSACAP00000009786	SINCAM001193
ENSACAP00000009791	SINCAM009043
ENSACAP00000009792	SINCAM008316
ENSACAP00000009793	SINCAM002650
ENSACAP00000009798	SINCAM010207
ENSACAP00000009801	SINCAM011404
ENSACAP00000009802	SINCAM014204
ENSACAP00000009807	SINCAM001192
ENSACAP00000009808	SINCAM922679
ENSACAP00000009809	SINCAM005987
ENSACAP00000009811	SINCAM002482
ENSACAP00000009814	SINCAM001398
ENSACAP00000009815	SINCAM002293
ENSACAP00000009820	SINCAM001492
ENSACAP00000009822	SINCAM921265
ENSACAP00000009823	SINCAM009743
ENSACAP00000009824	SINCAM003687
ENSACAP00000009826	SINCAM010597
ENSACAP00000009827	SINCAM006284
ENSACAP00000009828	SINCAM016580
ENSACAP00000009829	SINCAM001669
ENSACAP00000009832	SINCAM003417
ENSACAP00000009834	SINCAM003826
ENSACAP00000009837	SINCAM013072
ENSACAP00000009839	SINCAM007279
ENSACAP00000009844	SINCAM001448
ENSACAP00000009849	SINCAM012209
ENSACAP00000009850	SINCAM006850
ENSACAP00000009851	SINCAM011623
ENSACAP00000009853	SINCAM001423
ENSACAP00000009856	SINCAM012124
ENSACAP00000009858	SINCAM006599
ENSACAP00000009861	SINCAM922592
ENSACAP00000009862	SINCAM016269
ENSACAP00000009863	SINCAM007277
ENSACAP00000009865	SINCAM012125
ENSACAP00000009866	SINCAM921270
ENSACAP00000009870	SINCAM006326
ENSACAP00000009871	SINCAM009366
ENSACAP00000009872	SINCAM921784
ENSACAP00000009873	SINCAM002389
ENSACAP00000009875	SINCAM920604
ENSACAP00000009877	SINCAM006464
ENSACAP00000009880	SINCAM003221
ENSACAP00000009881	SINCAM001468
ENSACAP00000009883	SINCAM012596
ENSACAP00000009884	SINCAM012219
ENSACAP00000009888	SINCAM921178
ENSACAP00000009892	SINCAM007642
ENSACAP00000009894	SINCAM006908
ENSACAP00000009895	SINCAM000379
ENSACAP00000009896	SINCAM002294
ENSACAP00000009899	SINCAM004530
ENSACAP00000009901	SINCAM006779
ENSACAP00000009902	SINCAM011108
ENSACAP00000009903	SINCAM004667
ENSACAP00000009904	SINCAM920465
ENSACAP00000009905	SINCAM007641
ENSACAP00000009906	SINCAM003720
ENSACAP00000009908	SINCAM010619
ENSACAP00000009909	SINCAM003291
ENSACAP00000009910	SINCAM010209
ENSACAP00000009912	SINCAM001422
ENSACAP00000009916	SINCAM008767
ENSACAP00000009917	SINCAM000380
ENSACAP00000009921	SINCAM007595
ENSACAP00000009923	SINCAM007275
ENSACAP00000009926	SINCAM006997
ENSACAP00000009930	SINCAM009742
ENSACAP00000009931	SINCAM006851
ENSACAP00000009932	SINCAM000381
ENSACAP00000009935	SINCAM001670
ENSACAP00000009938	SINCAM016430
ENSACAP00000009941	SINCAM000382
ENSACAP00000009943	SINCAM000371
ENSACAP00000009946	SINCAM006852
ENSACAP00000009949	SINCAM010211
ENSACAP00000009950	SINCAM008497
ENSACAP00000009951	SINCAM002843
ENSACAP00000009953	SINCAM008766
ENSACAP00000009955	SINCAM013469
ENSACAP00000009958	SINCAM900264
ENSACAP00000009961	SINCAM000383
ENSACAP00000009963	SINCAM008659
ENSACAP00000009964	SINCAM920765
ENSACAP00000009968	SINCAM001421
ENSACAP00000009970	SINCAM006872
ENSACAP00000009971	SINCAM002842
ENSACAP00000009972	SINCAM013074
ENSACAP00000009973	SINCAM008786
ENSACAP00000009974	SINCAM001672
ENSACAP00000009975	SINCAM001420
ENSACAP00000009977	SINCAM002363
ENSACAP00000009978	SINCAM004251
ENSACAP00000009979	SINCAM921452
ENSACAP00000009980	SINCAM006341
ENSACAP00000009981	SINCAM012594
ENSACAP00000009982	SINCAM921833
ENSACAP00000009983	SINCAM000695
ENSACAP00000009984	SINCAM002651
ENSACAP00000009985	SINCAM010125
ENSACAP00000009986	SINCAM002388
ENSACAP00000009987	SINCAM007108
ENSACAP00000009988	SINCAM920603
ENSACAP00000009989	SINCAM001996
ENSACAP00000009991	SINCAM002362
ENSACAP00000009992	SINCAM003289
ENSACAP00000009993	SINCAM006856
ENSACAP00000009994	SINCAM006253
ENSACAP00000009995	SINCAM011875
ENSACAP00000009996	SINCAM004520
ENSACAP00000009997	SINCAM002307
ENSACAP00000010000	SINCAM006857
ENSACAP00000010001	SINCAM002118
ENSACAP00000010003	SINCAM920838
ENSACAP00000010004	SINCAM007109
ENSACAP00000010010	SINCAM013759
ENSACAP00000010011	SINCAM008734
ENSACAP00000010012	SINCAM017786
ENSACAP00000010013	SINCAM003288
ENSACAP00000010018	SINCAM002841
ENSACAP00000010019	SINCAM005421
ENSACAP00000010022	SINCAM000696
ENSACAP00000010024	SINCAM000369
ENSACAP00000010026	SINCAM007031
ENSACAP00000010028	SINCAM010618
ENSACAP00000010029	SINCAM002385
ENSACAP00000010030	SINCAM900222
ENSACAP00000010035	SINCAM922191
ENSACAP00000010036	SINCAM015427
ENSACAP00000010037	SINCAM010629
ENSACAP00000010040	SINCAM004059
ENSACAP00000010045	SINCAM003241
ENSACAP00000010046	SINCAM000254
ENSACAP00000010047	SINCAM013076
ENSACAP00000010048	SINCAM006919
ENSACAP00000010049	SINCAM900221
ENSACAP00000010054	SINCAM001419
ENSACAP00000010055	SINCAM920645
ENSACAP00000010057	SINCAM012198
ENSACAP00000010058	SINCAM001674
ENSACAP00000010059	SINCAM921968
ENSACAP00000010061	SINCAM922594
ENSACAP00000010065	SINCAM922595
ENSACAP00000010067	SINCAM012500
ENSACAP00000010068	SINCAM007061
ENSACAP00000010074	SINCAM008733
ENSACAP00000010080	SINCAM009643
ENSACAP00000010082	SINCAM002384
ENSACAP00000010084	SINCAM922376
ENSACAP00000010088	SINCAM009605
ENSACAP00000010090	SINCAM921813
ENSACAP00000010091	SINCAM006729
ENSACAP00000010092	SINCAM922448
ENSACAP00000010094	SINCAM007638
ENSACAP00000010097	SINCAM000697
ENSACAP00000010098	SINCAM002361
ENSACAP00000010099	SINCAM900220
ENSACAP00000010100	SINCAM002119
ENSACAP00000010101	SINCAM003285
ENSACAP00000010104	SINCAM922016
ENSACAP00000010105	SINCAM000698
ENSACAP00000010106	SINCAM007110
ENSACAP00000010108	SINCAM009606
ENSACAP00000010109	SINCAM006892
ENSACAP00000010113	SINCAM001189
ENSACAP00000010114	SINCAM006858
ENSACAP00000010115	SINCAM003284
ENSACAP00000010116	SINCAM013537
ENSACAP00000010117	SINCAM006859
ENSACAP00000010118	SINCAM002306
ENSACAP00000010120	SINCAM921372
ENSACAP00000010123	SINCAM009741
ENSACAP00000010124	SINCAM003242
ENSACAP00000010126	SINCAM000385
ENSACAP00000010129	SINCAM007111
ENSACAP00000010131	SINCAM002305
ENSACAP00000010133	SINCAM014179
ENSACAP00000010134	SINCAM010368
ENSACAP00000010135	SINCAM003282
ENSACAP00000010136	SINCAM001974
ENSACAP00000010137	SINCAM008557
ENSACAP00000010139	SINCAM007274
ENSACAP00000010140	SINCAM009647
ENSACAP00000010141	SINCAM009607
ENSACAP00000010142	SINCAM001188
ENSACAP00000010143	SINCAM002304
ENSACAP00000010145	SINCAM009730
ENSACAP00000010146	SINCAM010365
ENSACAP00000010148	SINCAM003322
ENSACAP00000010149	SINCAM006481
ENSACAP00000010150	SINCAM010114
ENSACAP00000010151	SINCAM002780
ENSACAP00000010152	SINCAM007112
ENSACAP00000010155	SINCAM921834
ENSACAP00000010156	SINCAM923170
ENSACAP00000010157	SINCAM921034
ENSACAP00000010159	SINCAM921341
ENSACAP00000010160	SINCAM008562
ENSACAP00000010161	SINCAM002303
ENSACAP00000010162	SINCAM008241
ENSACAP00000010163	SINCAM006862
ENSACAP00000010166	SINCAM014912
ENSACAP00000010167	SINCAM001186
ENSACAP00000010169	SINCAM006754
ENSACAP00000010172	SINCAM006479
ENSACAP00000010176	SINCAM012142
ENSACAP00000010177	SINCAM003554
ENSACAP00000010179	SINCAM001976
ENSACAP00000010180	SINCAM012200
ENSACAP00000010184	SINCAM015764
ENSACAP00000010186	SINCAM920698
ENSACAP00000010188	SINCAM004742
ENSACAP00000010189	SINCAM017526
ENSACAP00000010202	SINCAM922753
ENSACAP00000010203	SINCAM012501
ENSACAP00000010204	SINCAM002302
ENSACAP00000010205	SINCAM000425
ENSACAP00000010206	SINCAM002360
ENSACAP00000010208	SINCAM002359
ENSACAP00000010209	SINCAM000424
ENSACAP00000010211	SINCAM921126
ENSACAP00000010212	SINCAM010364
ENSACAP00000010213	SINCAM006864
ENSACAP00000010214	SINCAM004743
ENSACAP00000010218	SINCAM006866
ENSACAP00000010220	SINCAM001978
ENSACAP00000010221	SINCAM006478
ENSACAP00000010222	SINCAM921889
ENSACAP00000010223	SINCAM012548
ENSACAP00000010225	SINCAM921099
ENSACAP00000010226	SINCAM007787
ENSACAP00000010228	SINCAM002358
ENSACAP00000010230	SINCAM002383
ENSACAP00000010233	SINCAM921861
ENSACAP00000010235	SINCAM000423
ENSACAP00000010236	SINCAM006776
ENSACAP00000010237	SINCAM001979
ENSACAP00000010240	SINCAM009734
ENSACAP00000010243	SINCAM012737
ENSACAP00000010247	SINCAM001981
ENSACAP00000010250	SINCAM921279
ENSACAP00000010252	SINCAM921159
ENSACAP00000010253	SINCAM922103
ENSACAP00000010255	SINCAM003330
ENSACAP00000010256	SINCAM006777
ENSACAP00000010257	SINCAM014898
ENSACAP00000010258	SINCAM008972
ENSACAP00000010262	SINCAM002382
ENSACAP00000010263	SINCAM002120
ENSACAP00000010265	SINCAM006498
ENSACAP00000010266	SINCAM003159
ENSACAP00000010267	SINCAM014971
ENSACAP00000010268	SINCAM003281
ENSACAP00000010275	SINCAM009455
ENSACAP00000010278	SINCAM002121
ENSACAP00000010279	SINCAM006477
ENSACAP00000010280	SINCAM003036
ENSACAP00000010281	SINCAM007102
ENSACAP00000010282	SINCAM012549
ENSACAP00000010283	SINCAM921566
ENSACAP00000010284	SINCAM004747
ENSACAP00000010286	SINCAM000552
ENSACAP00000010287	SINCAM921127
ENSACAP00000010288	SINCAM003156
ENSACAP00000010289	SINCAM004046
ENSACAP00000010290	SINCAM010673
ENSACAP00000010292	SINCAM921120
ENSACAP00000010293	SINCAM920601
ENSACAP00000010295	SINCAM003531
ENSACAP00000010296	SINCAM006499
ENSACAP00000010298	SINCAM920600
ENSACAP00000010301	SINCAM921128
ENSACAP00000010302	SINCAM007271
ENSACAP00000010303	SINCAM003154
ENSACAP00000010304	SINCAM000549
ENSACAP00000010305	SINCAM002381
ENSACAP00000010308	SINCAM923172
ENSACAP00000010309	SINCAM921119
ENSACAP00000010310	SINCAM921565
ENSACAP00000010311	SINCAM016018
ENSACAP00000010314	SINCAM921129
ENSACAP00000010315	SINCAM012497
ENSACAP00000010317	SINCAM900219
ENSACAP00000010318	SINCAM012818
ENSACAP00000010319	SINCAM003575
ENSACAP00000010322	SINCAM004748
ENSACAP00000010325	SINCAM001184
ENSACAP00000010327	SINCAM010598
ENSACAP00000010328	SINCAM003325
ENSACAP00000010331	SINCAM004044
ENSACAP00000010333	SINCAM012484
ENSACAP00000010334	SINCAM002122
ENSACAP00000010335	SINCAM921686
ENSACAP00000010337	SINCAM006755
ENSACAP00000010338	SINCAM002380
ENSACAP00000010339	SINCAM006956
ENSACAP00000010342	SINCAM002379
ENSACAP00000010343	SINCAM007103
ENSACAP00000010344	SINCAM009156
ENSACAP00000010345	SINCAM011156
ENSACAP00000010346	SINCAM006812
ENSACAP00000010348	SINCAM000548
ENSACAP00000010351	SINCAM010622
ENSACAP00000010352	SINCAM011085
ENSACAP00000010356	SINCAM006606
ENSACAP00000010358	SINCAM009738
ENSACAP00000010362	SINCAM012485
ENSACAP00000010364	SINCAM014309
ENSACAP00000010365	SINCAM921097
ENSACAP00000010367	SINCAM003327
ENSACAP00000010368	SINCAM921098
ENSACAP00000010370	SINCAM004326
ENSACAP00000010375	SINCAM003661
ENSACAP00000010376	SINCAM006811
ENSACAP00000010378	SINCAM921484
ENSACAP00000010381	SINCAM920582
ENSACAP00000010382	SINCAM000367
ENSACAP00000010383	SINCAM012201
ENSACAP00000010385	SINCAM007105
ENSACAP00000010388	SINCAM013990
ENSACAP00000010389	SINCAM004325
ENSACAP00000010390	SINCAM002300
ENSACAP00000010392	SINCAM000546
ENSACAP00000010395	SINCAM002378
ENSACAP00000010396	SINCAM007637
ENSACAP00000010399	SINCAM000545
ENSACAP00000010403	SINCAM008168
ENSACAP00000010404	SINCAM003035
ENSACAP00000010409	SINCAM000365
ENSACAP00000010412	SINCAM000364
ENSACAP00000010415	SINCAM004347
ENSACAP00000010416	SINCAM011381
ENSACAP00000010417	SINCAM001565
ENSACAP00000010420	SINCAM000416
ENSACAP00000010421	SINCAM001644
ENSACAP00000010423	SINCAM004348
ENSACAP00000010424	SINCAM012486
ENSACAP00000010426	SINCAM922800
ENSACAP00000010427	SINCAM002376
ENSACAP00000010428	SINCAM000363
ENSACAP00000010429	SINCAM012487
ENSACAP00000010430	SINCAM003132
ENSACAP00000010431	SINCAM006756
ENSACAP00000010432	SINCAM012488
ENSACAP00000010433	SINCAM016021
ENSACAP00000010434	SINCAM921591
ENSACAP00000010435	SINCAM006758
ENSACAP00000010437	SINCAM014782
ENSACAP00000010438	SINCAM002751
ENSACAP00000010439	SINCAM007819
ENSACAP00000010441	SINCAM014769
ENSACAP00000010443	SINCAM921301
ENSACAP00000010444	SINCAM006810
ENSACAP00000010445	SINCAM012915
ENSACAP00000010447	SINCAM004324
ENSACAP00000010450	SINCAM001183
ENSACAP00000010451	SINCAM000362
ENSACAP00000010456	SINCAM923023
ENSACAP00000010458	SINCAM003034
ENSACAP00000010459	SINCAM004349
ENSACAP00000010460	SINCAM002750
ENSACAP00000010462	SINCAM921084
ENSACAP00000010463	SINCAM002518
ENSACAP00000010464	SINCAM011385
ENSACAP00000010465	SINCAM012800
ENSACAP00000010466	SINCAM921862
ENSACAP00000010467	SINCAM003153
ENSACAP00000010469	SINCAM010268
ENSACAP00000010471	SINCAM003033
ENSACAP00000010472	SINCAM002480
ENSACAP00000010473	SINCAM921590
ENSACAP00000010474	SINCAM006937
ENSACAP00000010475	SINCAM005290
ENSACAP00000010476	SINCAM012550
ENSACAP00000010477	SINCAM004323
ENSACAP00000010478	SINCAM010623
ENSACAP00000010479	SINCAM002747
ENSACAP00000010482	SINCAM011739
ENSACAP00000010484	SINCAM001475
ENSACAP00000010485	SINCAM000415
ENSACAP00000010487	SINCAM004322
ENSACAP00000010488	SINCAM003031
ENSACAP00000010489	SINCAM004350
ENSACAP00000010490	SINCAM920550
ENSACAP00000010491	SINCAM012489
ENSACAP00000010492	SINCAM014867
ENSACAP00000010493	SINCAM008782
ENSACAP00000010494	SINCAM920489
ENSACAP00000010495	SINCAM001476
ENSACAP00000010496	SINCAM000361
ENSACAP00000010497	SINCAM010888
ENSACAP00000010499	SINCAM922738
ENSACAP00000010500	SINCAM003037
ENSACAP00000010501	SINCAM014772
ENSACAP00000010504	SINCAM014880
ENSACAP00000010507	SINCAM013816
ENSACAP00000010511	SINCAM015191
ENSACAP00000010512	SINCAM015230
ENSACAP00000010514	SINCAM001463
ENSACAP00000010515	SINCAM003340
ENSACAP00000010516	SINCAM001190
ENSACAP00000010518	SINCAM006759
ENSACAP00000010521	SINCAM004157
ENSACAP00000010522	SINCAM921458
ENSACAP00000010524	SINCAM000413
ENSACAP00000010527	SINCAM921094
ENSACAP00000010529	SINCAM008170
ENSACAP00000010531	SINCAM018006
ENSACAP00000010532	SINCAM012716
ENSACAP00000010533	SINCAM003367
ENSACAP00000010535	SINCAM921459
ENSACAP00000010538	SINCAM012490
ENSACAP00000010541	SINCAM010889
ENSACAP00000010544	SINCAM921348
ENSACAP00000010548	SINCAM016024
ENSACAP00000010549	SINCAM012491
ENSACAP00000010551	SINCAM922825
ENSACAP00000010552	SINCAM000430
ENSACAP00000010554	SINCAM920563
ENSACAP00000010555	SINCAM012978
ENSACAP00000010557	SINCAM008172
ENSACAP00000010558	SINCAM013585
ENSACAP00000010559	SINCAM007695
ENSACAP00000010560	SINCAM017193
ENSACAP00000010561	SINCAM002837
ENSACAP00000010563	SINCAM004640
ENSACAP00000010564	SINCAM921547
ENSACAP00000010565	SINCAM009153
ENSACAP00000010570	SINCAM012869
ENSACAP00000010575	SINCAM922826
ENSACAP00000010576	SINCAM002479
ENSACAP00000010577	SINCAM014778
ENSACAP00000010580	SINCAM006604
ENSACAP00000010583	SINCAM004524
ENSACAP00000010585	SINCAM014773
ENSACAP00000010586	SINCAM001462
ENSACAP00000010587	SINCAM923114
ENSACAP00000010588	SINCAM016022
ENSACAP00000010589	SINCAM920643
ENSACAP00000010590	SINCAM008174
ENSACAP00000010592	SINCAM921516
ENSACAP00000010594	SINCAM002478
ENSACAP00000010595	SINCAM016886
ENSACAP00000010596	SINCAM015466
ENSACAP00000010597	SINCAM015429
ENSACAP00000010599	SINCAM014775
ENSACAP00000010601	SINCAM006439
ENSACAP00000010603	SINCAM015281
ENSACAP00000010606	SINCAM900244
ENSACAP00000010611	SINCAM003029
ENSACAP00000010613	SINCAM900245
ENSACAP00000010615	SINCAM014416
ENSACAP00000010617	SINCAM001971
ENSACAP00000010618	SINCAM920560
ENSACAP00000010619	SINCAM001877
ENSACAP00000010620	SINCAM000318
ENSACAP00000010623	SINCAM001374
ENSACAP00000010624	SINCAM006710
ENSACAP00000010626	SINCAM008610
ENSACAP00000010629	SINCAM921863
ENSACAP00000010630	SINCAM008116
ENSACAP00000010631	SINCAM013624
ENSACAP00000010632	SINCAM002838
ENSACAP00000010635	SINCAM001182
ENSACAP00000010636	SINCAM014085
ENSACAP00000010639	SINCAM013339
ENSACAP00000010644	SINCAM922377
ENSACAP00000010645	SINCAM006954
ENSACAP00000010646	SINCAM012163
ENSACAP00000010649	SINCAM003368
ENSACAP00000010650	SINCAM921785
ENSACAP00000010652	SINCAM016594
ENSACAP00000010653	SINCAM006603
ENSACAP00000010656	SINCAM000261
ENSACAP00000010659	SINCAM004070
ENSACAP00000010660	SINCAM011057
ENSACAP00000010663	SINCAM011636
ENSACAP00000010666	SINCAM003369
ENSACAP00000010667	SINCAM008507
ENSACAP00000010670	SINCAM001528
ENSACAP00000010676	SINCAM002520
ENSACAP00000010677	SINCAM011460
ENSACAP00000010678	SINCAM009335
ENSACAP00000010679	SINCAM014318
ENSACAP00000010685	SINCAM012087
ENSACAP00000010687	SINCAM007993
ENSACAP00000010689	SINCAM013590
ENSACAP00000010690	SINCAM007113
ENSACAP00000010695	SINCAM014082
ENSACAP00000010696	SINCAM006955
ENSACAP00000010701	SINCAM920467
ENSACAP00000010702	SINCAM000263
ENSACAP00000010709	SINCAM003370
ENSACAP00000010714	SINCAM000320
ENSACAP00000010716	SINCAM017649
ENSACAP00000010719	SINCAM014081
ENSACAP00000010721	SINCAM000264
ENSACAP00000010723	SINCAM002833
ENSACAP00000010724	SINCAM009033
ENSACAP00000010726	SINCAM921638
ENSACAP00000010727	SINCAM012085
ENSACAP00000010729	SINCAM013168
ENSACAP00000010731	SINCAM014080
ENSACAP00000010732	SINCAM004167
ENSACAP00000010733	SINCAM006957
ENSACAP00000010734	SINCAM012084
ENSACAP00000010736	SINCAM001529
ENSACAP00000010738	SINCAM007114
ENSACAP00000010739	SINCAM003089
ENSACAP00000010740	SINCAM012873
ENSACAP00000010742	SINCAM900032
ENSACAP00000010750	SINCAM004166
ENSACAP00000010751	SINCAM015354
ENSACAP00000010755	SINCAM011749
ENSACAP00000010757	SINCAM921758
ENSACAP00000010759	SINCAM017650
ENSACAP00000010760	SINCAM002477
ENSACAP00000010761	SINCAM001530
ENSACAP00000010762	SINCAM001177
ENSACAP00000010763	SINCAM001980
ENSACAP00000010764	SINCAM001531
ENSACAP00000010765	SINCAM003005
ENSACAP00000010766	SINCAM008018
ENSACAP00000010768	SINCAM003372
ENSACAP00000010769	SINCAM007115
ENSACAP00000010770	SINCAM014077
ENSACAP00000010772	SINCAM000265
ENSACAP00000010777	SINCAM921639
ENSACAP00000010778	SINCAM005849
ENSACAP00000010779	SINCAM007116
ENSACAP00000010780	SINCAM923095
ENSACAP00000010781	SINCAM900102
ENSACAP00000010782	SINCAM017531
ENSACAP00000010783	SINCAM001532
ENSACAP00000010785	SINCAM005907
ENSACAP00000010789	SINCAM000321
ENSACAP00000010790	SINCAM015001
ENSACAP00000010793	SINCAM009634
ENSACAP00000010794	SINCAM005998
ENSACAP00000010797	SINCAM004775
ENSACAP00000010798	SINCAM006959
ENSACAP00000010800	SINCAM920656
ENSACAP00000010804	SINCAM000266
ENSACAP00000010805	SINCAM012738
ENSACAP00000010807	SINCAM900104
ENSACAP00000010809	SINCAM014859
ENSACAP00000010810	SINCAM008605
ENSACAP00000010811	SINCAM922961
ENSACAP00000010812	SINCAM000267
ENSACAP00000010814	SINCAM920784
ENSACAP00000010815	SINCAM920783
ENSACAP00000010816	SINCAM005323
ENSACAP00000010824	SINCAM014455
ENSACAP00000010826	SINCAM001533
ENSACAP00000010827	SINCAM002517
ENSACAP00000010830	SINCAM005897
ENSACAP00000010831	SINCAM004164
ENSACAP00000010832	SINCAM922960
ENSACAP00000010835	SINCAM008958
ENSACAP00000010836	SINCAM900105
ENSACAP00000010837	SINCAM000894
ENSACAP00000010838	SINCAM009635
ENSACAP00000010839	SINCAM002516
ENSACAP00000010840	SINCAM005899
ENSACAP00000010844	SINCAM003374
ENSACAP00000010845	SINCAM006602
ENSACAP00000010848	SINCAM005761
ENSACAP00000010849	SINCAM007117
ENSACAP00000010850	SINCAM001534
ENSACAP00000010853	SINCAM008606
ENSACAP00000010855	SINCAM000716
ENSACAP00000010856	SINCAM006235
ENSACAP00000010859	SINCAM001535
ENSACAP00000010860	SINCAM007549
ENSACAP00000010863	SINCAM005759
ENSACAP00000010864	SINCAM004773
ENSACAP00000010870	SINCAM009333
ENSACAP00000010872	SINCAM922682
ENSACAP00000010875	SINCAM003090
ENSACAP00000010876	SINCAM004162
ENSACAP00000010878	SINCAM003344
ENSACAP00000010881	SINCAM005071
ENSACAP00000010883	SINCAM008176
ENSACAP00000010885	SINCAM922959
ENSACAP00000010888	SINCAM012046
ENSACAP00000010889	SINCAM920624
ENSACAP00000010890	SINCAM002682
ENSACAP00000010891	SINCAM011751
ENSACAP00000010893	SINCAM006889
ENSACAP00000010896	SINCAM008177
ENSACAP00000010897	SINCAM006888
