fgenesh2_pg.scaffold_351000043	ENSCAFP00000012213
e_gw.548.2.1	ENSCAFP00000026218
e_gw.548.2.1	ENSCAFP00000011789
e_gw.548.2.1	ENSCAFP00000016381
e_gw.548.22.1	ENSCAFP00000021848
e_gw.550.20.1	ENSCAFP00000024701
e_gw.550.20.1	ENSCAFP00000014954
e_gw.550.1.1	ENSCAFP00000016761
e_gw.550.17.1	ENSCAFP00000016465
e_gw.552.5.1	ENSCAFP00000017436
e_gw.553.15.1	ENSCAFP00000041904
e_gw.553.63.1	ENSCAFP00000022848
e_gw.553.37.1	ENSCAFP00000019768
e_gw.553.12.1	ENSCAFP00000003328
e_gw.553.16.1	ENSCAFP00000030127
e_gw.554.6.1	ENSCAFP00000014411
e_gw.555.14.1	ENSCAFP00000005090
e_gw.557.14.1	ENSCAFP00000004059
e_gw.558.12.1	ENSCAFP00000029972
e_gw.558.12.1	ENSCAFP00000029678
e_gw.559.3.1	ENSCAFP00000016324
e_gw.559.3.1	ENSCAFP00000024324
e_gw.559.3.1	ENSCAFP00000008672
e_gw.559.4.1	ENSCAFP00000028525
e_gw.559.14.1	ENSCAFP00000012239
e_gw.560.8.1	ENSCAFP00000036075
e_gw.561.8.1	ENSCAFP00000009483
e_gw.562.37.1	ENSCAFP00000021252
e_gw.562.37.1	ENSCAFP00000011357
e_gw.562.37.1	ENSCAFP00000032489
e_gw.562.24.1	ENSCAFP00000018265
e_gw.562.50.1	ENSCAFP00000017153
e_gw.563.12.1	ENSCAFP00000029000
e_gw.565.54.1	ENSCAFP00000018485
e_gw.566.11.1	ENSCAFP00000024595
e_gw.568.16.1	ENSCAFP00000029863
e_gw.569.21.1	ENSCAFP00000000192
e_gw.569.35.1	ENSCAFP00000037858
e_gw.570.19.1	ENSCAFP00000028115
e_gw.571.41.1	ENSCAFP00000039144
e_gw.571.41.1	ENSCAFP00000009355
e_gw.571.6.1	ENSCAFP00000008873
e_gw.572.57.1	ENSCAFP00000008104
e_gw.572.34.1	ENSCAFP00000004867
e_gw.574.12.1	ENSCAFP00000037951
e_gw.575.28.1	ENSCAFP00000030422
e_gw.576.12.1	ENSCAFP00000022609
e_gw.576.12.1	ENSCAFP00000038267
e_gw.576.3.1	ENSCAFP00000000528
e_gw.576.38.1	ENSCAFP00000003784
e_gw.577.12.1	ENSCAFP00000012929
e_gw.577.30.1	ENSCAFP00000032051
e_gw.577.52.1	ENSCAFP00000012906
e_gw.577.28.1	ENSCAFP00000030037
e_gw.577.15.1	ENSCAFP00000013634
e_gw.578.73.1	ENSCAFP00000030033
e_gw.578.69.1	ENSCAFP00000021272
e_gw.578.71.1	ENSCAFP00000021453
e_gw.578.71.1	ENSCAFP00000028608
e_gw.578.71.1	ENSCAFP00000023802
e_gw.578.71.1	ENSCAFP00000007394
e_gw.578.71.1	ENSCAFP00000023800
e_gw.579.19.1	ENSCAFP00000024381
e_gw.581.5.1	ENSCAFP00000004903
e_gw.583.14.1	ENSCAFP00000009816
e_gw.584.4.1	ENSCAFP00000016302
e_gw.587.7.1	ENSCAFP00000022037
e_gw.587.14.1	ENSCAFP00000000590
e_gw.589.3.1	ENSCAFP00000016512
e_gw.589.6.1	ENSCAFP00000006267
e_gw.590.16.1	ENSCAFP00000039384
e_gw.592.10.1	ENSCAFP00000007620
e_gw.592.12.1	ENSCAFP00000010575
e_gw.592.49.1	ENSCAFP00000012299
e_gw.592.16.1	ENSCAFP00000020004
e_gw.592.13.1	ENSCAFP00000020432
e_gw.592.13.1	ENSCAFP00000033862
e_gw.593.62.1	ENSCAFP00000040832
e_gw.594.3.1	ENSCAFP00000016906
e_gw.594.38.1	ENSCAFP00000041780
e_gw.595.29.1	ENSCAFP00000028338
e_gw.595.39.1	ENSCAFP00000041436
e_gw.595.39.1	ENSCAFP00000042834
e_gw.595.39.1	ENSCAFP00000028529
e_gw.595.39.1	ENSCAFP00000001763
e_gw.595.39.1	ENSCAFP00000003008
e_gw.595.38.1	ENSCAFP00000012533
e_gw.595.19.1	ENSCAFP00000008477
e_gw.597.19.1	ENSCAFP00000016686
e_gw.599.7.1	ENSCAFP00000023173
e_gw.599.2.1	ENSCAFP00000018346
e_gw.599.12.1	ENSCAFP00000019417
e_gw.599.1.1	ENSCAFP00000023192
e_gw.602.5.1	ENSCAFP00000028744
e_gw.604.11.1	ENSCAFP00000040677
e_gw.606.24.1	ENSCAFP00000042886
e_gw.606.28.1	ENSCAFP00000004622
e_gw.606.9.1	ENSCAFP00000022569
e_gw.608.43.1	ENSCAFP00000019929
e_gw.608.44.1	ENSCAFP00000010991
e_gw.609.29.1	ENSCAFP00000022880
e_gw.609.20.1	ENSCAFP00000028470
e_gw.609.26.1	ENSCAFP00000026711
e_gw.611.20.1	ENSCAFP00000025456
e_gw.612.22.1	ENSCAFP00000007801
e_gw.613.9.1	ENSCAFP00000040097
e_gw.613.9.1	ENSCAFP00000036493
e_gw.613.15.1	ENSCAFP00000021648
e_gw.613.17.1	ENSCAFP00000040916
e_gw.613.27.1	ENSCAFP00000013656
e_gw.614.8.1	ENSCAFP00000012159
e_gw.615.4.1	ENSCAFP00000001694
e_gw.616.1.1	ENSCAFP00000009440
e_gw.617.3.1	ENSCAFP00000040838
e_gw.617.3.1	ENSCAFP00000000872
e_gw.618.9.1	ENSCAFP00000004684
e_gw.619.35.1	ENSCAFP00000014941
e_gw.619.42.1	ENSCAFP00000007611
e_gw.619.42.1	ENSCAFP00000023606
e_gw.621.14.1	ENSCAFP00000000438
e_gw.624.33.1	ENSCAFP00000007034
e_gw.624.29.1	ENSCAFP00000025816
e_gw.626.11.1	ENSCAFP00000011010
e_gw.627.18.1	ENSCAFP00000004434
e_gw.628.1.1	ENSCAFP00000019240
e_gw.628.40.1	ENSCAFP00000026940
e_gw.629.16.1	ENSCAFP00000022711
e_gw.629.10.1	ENSCAFP00000015212
e_gw.630.2.1	ENSCAFP00000021414
e_gw.631.1.1	ENSCAFP00000004960
e_gw.632.7.1	ENSCAFP00000011106
e_gw.632.7.1	ENSCAFP00000012493
e_gw.633.25.1	ENSCAFP00000025039
e_gw.633.16.1	ENSCAFP00000006843
e_gw.634.5.1	ENSCAFP00000019241
e_gw.634.5.1	ENSCAFP00000017922
e_gw.636.18.1	ENSCAFP00000020367
e_gw.639.8.1	ENSCAFP00000020737
e_gw.641.18.1	ENSCAFP00000028332
e_gw.641.24.1	ENSCAFP00000000996
e_gw.642.9.1	ENSCAFP00000039647
e_gw.643.5.1	ENSCAFP00000024913
e_gw.644.2.1	ENSCAFP00000038558
e_gw.644.2.1	ENSCAFP00000016659
e_gw.644.7.1	ENSCAFP00000015805
e_gw.644.8.1	ENSCAFP00000028232
e_gw.645.6.1	ENSCAFP00000029595
e_gw.645.1.1	ENSCAFP00000024743
e_gw.646.20.1	ENSCAFP00000032218
e_gw.647.54.1	ENSCAFP00000042087
e_gw.655.1.1	ENSCAFP00000003196
e_gw.655.1.1	ENSCAFP00000031840
e_gw.656.41.1	ENSCAFP00000007340
e_gw.656.2.1	ENSCAFP00000022006
e_gw.656.16.1	ENSCAFP00000026068
e_gw.659.14.1	ENSCAFP00000010411
e_gw.659.14.1	ENSCAFP00000035608
e_gw.659.14.1	ENSCAFP00000032892
e_gw.660.9.1	ENSCAFP00000014924
e_gw.661.32.1	ENSCAFP00000004027
e_gw.661.5.1	ENSCAFP00000010627
e_gw.661.7.1	ENSCAFP00000027327
e_gw.661.36.1	ENSCAFP00000018320
e_gw.662.13.1	ENSCAFP00000024457
e_gw.662.4.1	ENSCAFP00000000925
e_gw.663.27.1	ENSCAFP00000030874
e_gw.664.1.1	ENSCAFP00000019434
e_gw.665.25.1	ENSCAFP00000008548
e_gw.665.25.1	ENSCAFP00000013856
e_gw.665.3.1	ENSCAFP00000010778
e_gw.665.3.1	ENSCAFP00000013187
e_gw.665.3.1	ENSCAFP00000011391
e_gw.670.2.1	ENSCAFP00000013244
e_gw.671.12.1	ENSCAFP00000002967
e_gw.673.11.1	ENSCAFP00000020918
e_gw.673.11.1	ENSCAFP00000035977
e_gw.673.11.1	ENSCAFP00000039247
e_gw.673.9.1	ENSCAFP00000040756
e_gw.674.12.1	ENSCAFP00000008132
e_gw.674.12.1	ENSCAFP00000005112
e_gw.676.7.1	ENSCAFP00000015482
e_gw.679.6.1	ENSCAFP00000002095
e_gw.679.15.1	ENSCAFP00000036987
e_gw.679.2.1	ENSCAFP00000030961
e_gw.680.37.1	ENSCAFP00000031706
e_gw.680.37.1	ENSCAFP00000031488
e_gw.680.20.1	ENSCAFP00000022387
e_gw.680.20.1	ENSCAFP00000031951
e_gw.680.36.1	ENSCAFP00000014992
e_gw.680.36.1	ENSCAFP00000042914
e_gw.683.19.1	ENSCAFP00000039895
e_gw.686.12.1	ENSCAFP00000024847
e_gw.687.4.1	ENSCAFP00000031315
e_gw.687.6.1	ENSCAFP00000040343
e_gw.689.1.1	ENSCAFP00000019552
e_gw.690.7.1	ENSCAFP00000025376
e_gw.701.41.1	ENSCAFP00000013392
e_gw.701.12.1	ENSCAFP00000017833
e_gw.701.4.1	ENSCAFP00000012522
e_gw.701.4.1	ENSCAFP00000004275
e_gw.701.28.1	ENSCAFP00000042435
e_gw.702.2.1	ENSCAFP00000009511
e_gw.704.5.1	ENSCAFP00000006385
e_gw.707.1.1	ENSCAFP00000007650
e_gw.708.11.1	ENSCAFP00000004726
e_gw.709.19.1	ENSCAFP00000005864
e_gw.709.21.1	ENSCAFP00000021410
e_gw.709.21.1	ENSCAFP00000016784
e_gw.711.10.1	ENSCAFP00000005714
e_gw.711.31.1	ENSCAFP00000005649
e_gw.711.4.1	ENSCAFP00000038311
e_gw.711.4.1	ENSCAFP00000026471
e_gw.711.4.1	ENSCAFP00000003199
e_gw.712.2.1	ENSCAFP00000022947
e_gw.713.8.1	ENSCAFP00000009659
e_gw.714.28.1	ENSCAFP00000035884
e_gw.716.12.1	ENSCAFP00000007861
e_gw.716.22.1	ENSCAFP00000018313
e_gw.716.15.1	ENSCAFP00000020635
e_gw.717.10.1	ENSCAFP00000041156
e_gw.718.6.1	ENSCAFP00000006320
e_gw.718.6.1	ENSCAFP00000006311
e_gw.723.7.1	ENSCAFP00000042340
e_gw.724.13.1	ENSCAFP00000038645
e_gw.725.3.1	ENSCAFP00000002073
e_gw.726.9.1	ENSCAFP00000017264
e_gw.726.1.1	ENSCAFP00000001478
e_gw.726.1.1	ENSCAFP00000012693
e_gw.726.1.1	ENSCAFP00000029552
e_gw.730.7.1	ENSCAFP00000020798
e_gw.732.2.1	ENSCAFP00000040836
e_gw.732.5.1	ENSCAFP00000006736
e_gw.732.5.1	ENSCAFP00000000929
e_gw.733.3.1	ENSCAFP00000010553
e_gw.733.8.1	ENSCAFP00000006935
e_gw.733.8.1	ENSCAFP00000015819
e_gw.740.3.1	ENSCAFP00000035003
e_gw.741.2.1	ENSCAFP00000022077
e_gw.741.2.1	ENSCAFP00000016471
e_gw.741.2.1	ENSCAFP00000004107
e_gw.743.9.1	ENSCAFP00000031371
e_gw.743.6.1	ENSCAFP00000009096
e_gw.744.2.1	ENSCAFP00000040496
e_gw.746.9.1	ENSCAFP00000029742
e_gw.746.21.1	ENSCAFP00000013261
e_gw.747.3.1	ENSCAFP00000012616
e_gw.751.8.1	ENSCAFP00000027679
e_gw.751.9.1	ENSCAFP00000030226
e_gw.752.2.1	ENSCAFP00000028523
e_gw.752.2.1	ENSCAFP00000018257
e_gw.758.1.1	ENSCAFP00000001879
e_gw.759.1.1	ENSCAFP00000006799
e_gw.759.11.1	ENSCAFP00000038818
e_gw.760.11.1	ENSCAFP00000041917
e_gw.762.11.1	ENSCAFP00000042779
e_gw.762.3.1	ENSCAFP00000018018
e_gw.762.3.1	ENSCAFP00000026874
e_gw.763.21.1	ENSCAFP00000006327
e_gw.764.7.1	ENSCAFP00000020515
e_gw.765.10.1	ENSCAFP00000037992
e_gw.766.4.1	ENSCAFP00000016467
e_gw.767.9.1	ENSCAFP00000016437
e_gw.767.10.1	ENSCAFP00000025228
e_gw.767.13.1	ENSCAFP00000035841
e_gw.768.2.1	ENSCAFP00000004170
e_gw.768.3.1	ENSCAFP00000040619
e_gw.769.3.1	ENSCAFP00000011067
e_gw.770.10.1	ENSCAFP00000021550
e_gw.774.21.1	ENSCAFP00000033289
e_gw.775.30.1	ENSCAFP00000018713
e_gw.775.8.1	ENSCAFP00000001178
e_gw.775.8.1	ENSCAFP00000010173
e_gw.775.18.1	ENSCAFP00000021541
e_gw.777.3.1	ENSCAFP00000000915
e_gw.779.9.1	ENSCAFP00000017829
e_gw.779.9.1	ENSCAFP00000015004
e_gw.779.9.1	ENSCAFP00000014807
e_gw.780.1.1	ENSCAFP00000018563
e_gw.780.3.1	ENSCAFP00000027521
e_gw.780.14.1	ENSCAFP00000020199
e_gw.787.17.1	ENSCAFP00000023025
e_gw.795.3.1	ENSCAFP00000023223
e_gw.797.12.1	ENSCAFP00000013630
e_gw.797.13.1	ENSCAFP00000015428
e_gw.801.3.1	ENSCAFP00000028485
e_gw.802.4.1	ENSCAFP00000042858
e_gw.805.24.1	ENSCAFP00000010492
e_gw.805.13.1	ENSCAFP00000042494
e_gw.806.1.1	ENSCAFP00000007369
e_gw.806.17.1	ENSCAFP00000000380
e_gw.806.17.1	ENSCAFP00000041648
e_gw.809.1.1	ENSCAFP00000001368
e_gw.809.3.1	ENSCAFP00000006900
e_gw.810.5.1	ENSCAFP00000012224
e_gw.812.17.1	ENSCAFP00000040349
e_gw.813.3.1	ENSCAFP00000018962
e_gw.816.1.1	ENSCAFP00000033128
e_gw.817.4.1	ENSCAFP00000006422
e_gw.818.8.1	ENSCAFP00000029582
e_gw.819.14.1	ENSCAFP00000009219
e_gw.819.14.1	ENSCAFP00000028297
e_gw.821.6.1	ENSCAFP00000001497
e_gw.822.26.1	ENSCAFP00000005599
e_gw.822.1.1	ENSCAFP00000006149
e_gw.823.10.1	ENSCAFP00000020696
e_gw.827.16.1	ENSCAFP00000020323
e_gw.827.16.1	ENSCAFP00000017317
e_gw.828.1.1	ENSCAFP00000023863
e_gw.828.1.1	ENSCAFP00000006594
e_gw.829.7.1	ENSCAFP00000026018
e_gw.829.4.1	ENSCAFP00000003426
e_gw.830.3.1	ENSCAFP00000002647
e_gw.831.1.1	ENSCAFP00000040776
e_gw.839.1.1	ENSCAFP00000017965
e_gw.839.1.1	ENSCAFP00000027646
e_gw.846.1.1	ENSCAFP00000031387
e_gw.853.15.1	ENSCAFP00000005624
e_gw.854.6.1	ENSCAFP00000026675
e_gw.854.6.1	ENSCAFP00000029312
e_gw.858.4.1	ENSCAFP00000005510
e_gw.861.1.1	ENSCAFP00000005164
e_gw.862.19.1	ENSCAFP00000026698
e_gw.865.16.1	ENSCAFP00000018093
e_gw.865.2.1	ENSCAFP00000026151
e_gw.868.5.1	ENSCAFP00000002792
e_gw.869.3.1	ENSCAFP00000018252
e_gw.873.1.1	ENSCAFP00000000816
e_gw.873.4.1	ENSCAFP00000009462
e_gw.875.5.1	ENSCAFP00000003297
e_gw.876.3.1	ENSCAFP00000008321
e_gw.877.5.1	ENSCAFP00000017579
e_gw.879.1.1	ENSCAFP00000010007
e_gw.881.5.1	ENSCAFP00000001180
e_gw.882.9.1	ENSCAFP00000042557
e_gw.883.8.1	ENSCAFP00000026477
e_gw.887.4.1	ENSCAFP00000039607
e_gw.899.1.1	ENSCAFP00000026927
e_gw.899.5.1	ENSCAFP00000006567
e_gw.900.6.1	ENSCAFP00000011312
e_gw.901.3.1	ENSCAFP00000011193
e_gw.905.2.1	ENSCAFP00000017800
e_gw.907.1.1	ENSCAFP00000031035
e_gw.907.1.1	ENSCAFP00000036852
e_gw.907.1.1	ENSCAFP00000012720
e_gw.907.1.1	ENSCAFP00000009178
e_gw.916.4.1	ENSCAFP00000002993
e_gw.919.7.1	ENSCAFP00000012120
e_gw.923.1.1	ENSCAFP00000014522
e_gw.923.1.1	ENSCAFP00000018789
e_gw.928.1.1	ENSCAFP00000013157
e_gw.937.10.1	ENSCAFP00000024488
e_gw.939.5.1	ENSCAFP00000027020
e_gw.943.1.1	ENSCAFP00000039975
e_gw.944.9.1	ENSCAFP00000024315
e_gw.948.3.1	ENSCAFP00000007187
e_gw.952.8.1	ENSCAFP00000010558
e_gw.955.7.1	ENSCAFP00000025220
e_gw.956.3.1	ENSCAFP00000038138
e_gw.959.9.1	ENSCAFP00000009491
e_gw.960.6.1	ENSCAFP00000027176
e_gw.969.8.1	ENSCAFP00000001290
e_gw.969.4.1	ENSCAFP00000010269
e_gw.969.5.1	ENSCAFP00000010281
e_gw.974.1.1	ENSCAFP00000013139
e_gw.983.6.1	ENSCAFP00000005783
e_gw.990.17.1	ENSCAFP00000005183
e_gw.1008.10.1	ENSCAFP00000006086
e_gw.1008.10.1	ENSCAFP00000005648
e_gw.1017.1.1	ENSCAFP00000023541
e_gw.1030.13.1	ENSCAFP00000039731
e_gw.1047.2.1	ENSCAFP00000001308
e_gw.1055.12.1	ENSCAFP00000029593
e_gw.1055.6.1	ENSCAFP00000037912
e_gw.1056.4.1	ENSCAFP00000030000
e_gw.1068.2.1	ENSCAFP00000022068
e_gw.1077.2.1	ENSCAFP00000001346
e_gw.2546.1.1	ENSCAFP00000017679
estExt_GenewiseH_1.C_10033	ENSCAFP00000010491
estExt_GenewiseH_1.C_10199	ENSCAFP00000039497
estExt_GenewiseH_1.C_10392	ENSCAFP00000035754
estExt_GenewiseH_1.C_10412	ENSCAFP00000003329
estExt_GenewiseH_1.C_10543	ENSCAFP00000023268
estExt_GenewiseH_1.C_10543	ENSCAFP00000023177
estExt_GenewiseH_1.C_10543	ENSCAFP00000023191
estExt_GenewiseH_1.C_10558	ENSCAFP00000040511
estExt_GenewiseH_1.C_10593	ENSCAFP00000003245
estExt_GenewiseH_1.C_10593	ENSCAFP00000003160
estExt_GenewiseH_1.C_30015	ENSCAFP00000037741
estExt_GenewiseH_1.C_30140	ENSCAFP00000001840
estExt_GenewiseH_1.C_30166	ENSCAFP00000005883
estExt_GenewiseH_1.C_30217	ENSCAFP00000014163
estExt_GenewiseH_1.C_30219	ENSCAFP00000031803
estExt_GenewiseH_1.C_30219	ENSCAFP00000038867
estExt_GenewiseH_1.C_30320	ENSCAFP00000010324
estExt_GenewiseH_1.C_30320	ENSCAFP00000036337
estExt_GenewiseH_1.C_30347	ENSCAFP00000036335
estExt_GenewiseH_1.C_40398	ENSCAFP00000022329
estExt_GenewiseH_1.C_40423	ENSCAFP00000025541
estExt_GenewiseH_1.C_40459	ENSCAFP00000019165
estExt_GenewiseH_1.C_50034	ENSCAFP00000008677
estExt_GenewiseH_1.C_50086	ENSCAFP00000008891
estExt_GenewiseH_1.C_50545	ENSCAFP00000027711
estExt_GenewiseH_1.C_60134	ENSCAFP00000030199
estExt_GenewiseH_1.C_60145	ENSCAFP00000040112
estExt_GenewiseH_1.C_60175	ENSCAFP00000029508
estExt_GenewiseH_1.C_60175	ENSCAFP00000017600
estExt_GenewiseH_1.C_60202	ENSCAFP00000021777
estExt_GenewiseH_1.C_60217	ENSCAFP00000027717
estExt_GenewiseH_1.C_60270	ENSCAFP00000011293
estExt_GenewiseH_1.C_60270	ENSCAFP00000013855
estExt_GenewiseH_1.C_60301	ENSCAFP00000018677
estExt_GenewiseH_1.C_70558	ENSCAFP00000023354
estExt_GenewiseH_1.C_80150	ENSCAFP00000038125
estExt_GenewiseH_1.C_80231	ENSCAFP00000027074
estExt_GenewiseH_1.C_80283	ENSCAFP00000024347
estExt_GenewiseH_1.C_80398	ENSCAFP00000018553
estExt_GenewiseH_1.C_80429	ENSCAFP00000026096
estExt_GenewiseH_1.C_80458	ENSCAFP00000025105
estExt_GenewiseH_1.C_80466	ENSCAFP00000015740
estExt_GenewiseH_1.C_80477	ENSCAFP00000039072
estExt_GenewiseH_1.C_80523	ENSCAFP00000008079
estExt_GenewiseH_1.C_90015	ENSCAFP00000024890
estExt_GenewiseH_1.C_90015	ENSCAFP00000039130
estExt_GenewiseH_1.C_90077	ENSCAFP00000024226
estExt_GenewiseH_1.C_90113	ENSCAFP00000036520
estExt_GenewiseH_1.C_90182	ENSCAFP00000012582
estExt_GenewiseH_1.C_100081	ENSCAFP00000026185
estExt_GenewiseH_1.C_100259	ENSCAFP00000006164
estExt_GenewiseH_1.C_100261	ENSCAFP00000036076
estExt_GenewiseH_1.C_100283	ENSCAFP00000023406
estExt_GenewiseH_1.C_100311	ENSCAFP00000023971
estExt_GenewiseH_1.C_100316	ENSCAFP00000001159
estExt_GenewiseH_1.C_100316	ENSCAFP00000023969
estExt_GenewiseH_1.C_100398	ENSCAFP00000004916
estExt_GenewiseH_1.C_110648	ENSCAFP00000007398
estExt_GenewiseH_1.C_240009	ENSCAFP00000009013
estExt_GenewiseH_1.C_240365	ENSCAFP00000006144
estExt_GenewiseH_1.C_240366	ENSCAFP00000026019
estExt_GenewiseH_1.C_240366	ENSCAFP00000011613
estExt_GenewiseH_1.C_250161	ENSCAFP00000029329
estExt_GenewiseH_1.C_250174	ENSCAFP00000040734
estExt_GenewiseH_1.C_250190	ENSCAFP00000030133
estExt_GenewiseH_1.C_270044	ENSCAFP00000015565
estExt_GenewiseH_1.C_270044	ENSCAFP00000029363
estExt_GenewiseH_1.C_270047	ENSCAFP00000007067
estExt_GenewiseH_1.C_270067	ENSCAFP00000038638
estExt_GenewiseH_1.C_270067	ENSCAFP00000028377
estExt_GenewiseH_1.C_270085	ENSCAFP00000008385
estExt_GenewiseH_1.C_270177	ENSCAFP00000021331
estExt_GenewiseH_1.C_270177	ENSCAFP00000014160
estExt_GenewiseH_1.C_280119	ENSCAFP00000028885
estExt_GenewiseH_1.C_280186	ENSCAFP00000028137
estExt_GenewiseH_1.C_280249	ENSCAFP00000007966
estExt_GenewiseH_1.C_280251	ENSCAFP00000028348
estExt_GenewiseH_1.C_300063	ENSCAFP00000007876
estExt_GenewiseH_1.C_300225	ENSCAFP00000016081
estExt_GenewiseH_1.C_300256	ENSCAFP00000025867
estExt_GenewiseH_1.C_300268	ENSCAFP00000026549
estExt_GenewiseH_1.C_300339	ENSCAFP00000034525
estExt_GenewiseH_1.C_330032	ENSCAFP00000038211
estExt_GenewiseH_1.C_330114	ENSCAFP00000032437
estExt_GenewiseH_1.C_330153	ENSCAFP00000000386
estExt_GenewiseH_1.C_330154	ENSCAFP00000019460
estExt_GenewiseH_1.C_350012	ENSCAFP00000033030
estExt_GenewiseH_1.C_350038	ENSCAFP00000031562
estExt_GenewiseH_1.C_350171	ENSCAFP00000025379
estExt_GenewiseH_1.C_350335	ENSCAFP00000023924
estExt_GenewiseH_1.C_360004	ENSCAFP00000038404
estExt_GenewiseH_1.C_360118	ENSCAFP00000024357
estExt_GenewiseH_1.C_370097	ENSCAFP00000014608
estExt_GenewiseH_1.C_370131	ENSCAFP00000012920
estExt_GenewiseH_1.C_370322	ENSCAFP00000035357
estExt_GenewiseH_1.C_390235	ENSCAFP00000041721
estExt_GenewiseH_1.C_390282	ENSCAFP00000008268
estExt_GenewiseH_1.C_400036	ENSCAFP00000019017
estExt_GenewiseH_1.C_400168	ENSCAFP00000023157
estExt_GenewiseH_1.C_410293	ENSCAFP00000027580
estExt_GenewiseH_1.C_440208	ENSCAFP00000005627
estExt_GenewiseH_1.C_450022	ENSCAFP00000035463
estExt_GenewiseH_1.C_450182	ENSCAFP00000010339
estExt_GenewiseH_1.C_450182	ENSCAFP00000012500
estExt_GenewiseH_1.C_460035	ENSCAFP00000039565
estExt_GenewiseH_1.C_460115	ENSCAFP00000039454
estExt_GenewiseH_1.C_460208	ENSCAFP00000039510
estExt_GenewiseH_1.C_480130	ENSCAFP00000014297
estExt_GenewiseH_1.C_480152	ENSCAFP00000012280
estExt_GenewiseH_1.C_500052	ENSCAFP00000002971
estExt_GenewiseH_1.C_500067	ENSCAFP00000037835
estExt_GenewiseH_1.C_520048	ENSCAFP00000023764
estExt_GenewiseH_1.C_530082	ENSCAFP00000019056
estExt_GenewiseH_1.C_530082	ENSCAFP00000003194
estExt_GenewiseH_1.C_530082	ENSCAFP00000037285
estExt_GenewiseH_1.C_560196	ENSCAFP00000025130
estExt_GenewiseH_1.C_560201	ENSCAFP00000018661
estExt_GenewiseH_1.C_570165	ENSCAFP00000030165
estExt_GenewiseH_1.C_570172	ENSCAFP00000011228
estExt_GenewiseH_1.C_570201	ENSCAFP00000026641
estExt_GenewiseH_1.C_580070	ENSCAFP00000015039
estExt_GenewiseH_1.C_620101	ENSCAFP00000029465
estExt_GenewiseH_1.C_620130	ENSCAFP00000000733
estExt_GenewiseH_1.C_620130	ENSCAFP00000036492
estExt_GenewiseH_1.C_630120	ENSCAFP00000039622
estExt_GenewiseH_1.C_640058	ENSCAFP00000020765
estExt_GenewiseH_1.C_650138	ENSCAFP00000013012
estExt_GenewiseH_1.C_660100	ENSCAFP00000002660
estExt_GenewiseH_1.C_660100	ENSCAFP00000020955
estExt_GenewiseH_1.C_680049	ENSCAFP00000007837
estExt_GenewiseH_1.C_680131	ENSCAFP00000021183
estExt_GenewiseH_1.C_680138	ENSCAFP00000022549
estExt_GenewiseH_1.C_680150	ENSCAFP00000024889
estExt_GenewiseH_1.C_680175	ENSCAFP00000024050
estExt_GenewiseH_1.C_680175	ENSCAFP00000038974
estExt_GenewiseH_1.C_680208	ENSCAFP00000003988
estExt_GenewiseH_1.C_680246	ENSCAFP00000023095
estExt_GenewiseH_1.C_680256	ENSCAFP00000004579
estExt_GenewiseH_1.C_680279	ENSCAFP00000001028
estExt_GenewiseH_1.C_690055	ENSCAFP00000029880
estExt_GenewiseH_1.C_690089	ENSCAFP00000026957
estExt_GenewiseH_1.C_690106	ENSCAFP00000038497
estExt_GenewiseH_1.C_690127	ENSCAFP00000029990
estExt_GenewiseH_1.C_690171	ENSCAFP00000013291
estExt_GenewiseH_1.C_690197	ENSCAFP00000012666
estExt_GenewiseH_1.C_720003	ENSCAFP00000015297
estExt_GenewiseH_1.C_730038	ENSCAFP00000009637
estExt_GenewiseH_1.C_740022	ENSCAFP00000009861
estExt_GenewiseH_1.C_740060	ENSCAFP00000026124
estExt_GenewiseH_1.C_740100	ENSCAFP00000025167
estExt_GenewiseH_1.C_750124	ENSCAFP00000022556
estExt_GenewiseH_1.C_760113	ENSCAFP00000014580
estExt_GenewiseH_1.C_760177	ENSCAFP00000000101
estExt_GenewiseH_1.C_770126	ENSCAFP00000028054
estExt_GenewiseH_1.C_770216	ENSCAFP00000040491
estExt_GenewiseH_1.C_780037	ENSCAFP00000012576
estExt_GenewiseH_1.C_780043	ENSCAFP00000032511
estExt_GenewiseH_1.C_780043	ENSCAFP00000016262
estExt_GenewiseH_1.C_780043	ENSCAFP00000010499
estExt_GenewiseH_1.C_780043	ENSCAFP00000003676
estExt_GenewiseH_1.C_780043	ENSCAFP00000007319
estExt_GenewiseH_1.C_780094	ENSCAFP00000026833
estExt_GenewiseH_1.C_780152	ENSCAFP00000029442
estExt_GenewiseH_1.C_780180	ENSCAFP00000040199
estExt_GenewiseH_1.C_780261	ENSCAFP00000020184
estExt_GenewiseH_1.C_790036	ENSCAFP00000005241
estExt_GenewiseH_1.C_790036	ENSCAFP00000041634
estExt_GenewiseH_1.C_790104	ENSCAFP00000005258
estExt_GenewiseH_1.C_790104	ENSCAFP00000041248
estExt_GenewiseH_1.C_800037	ENSCAFP00000010141
estExt_GenewiseH_1.C_810112	ENSCAFP00000025807
estExt_GenewiseH_1.C_810112	ENSCAFP00000034911
estExt_GenewiseH_1.C_810112	ENSCAFP00000041967
estExt_GenewiseH_1.C_810159	ENSCAFP00000026064
estExt_GenewiseH_1.C_830113	ENSCAFP00000021508
estExt_GenewiseH_1.C_840121	ENSCAFP00000024846
estExt_GenewiseH_1.C_860022	ENSCAFP00000021998
