SINCAM006085	ENSGALP00000000002
SINCAM001050	ENSGALP00000024450
SINCAM002440	ENSGALP00000024451
SINCAM921297	ENSGALP00000024454
SINCAM004251	ENSGALP00000024457
SINCAM002438	ENSGALP00000024458
SINCAM922457	ENSGALP00000024461
SINCAM004520	ENSGALP00000024462
SINCAM900222	ENSGALP00000024466
SINCAM922460	ENSGALP00000024468
SINCAM002436	ENSGALP00000024470
SINCAM900221	ENSGALP00000024472
SINCAM922461	ENSGALP00000024479
SINCAM012891	ENSGALP00000024483
SINCAM900220	ENSGALP00000024484
SINCAM900219	ENSGALP00000024492
SINCAM900201	ENSGALP00000024493
SINCAM922886	ENSGALP00000024495
SINCAM002433	ENSGALP00000024499
SINCAM010581	ENSGALP00000024504
SINCAM900195	ENSGALP00000024509
SINCAM007559	ENSGALP00000024517
SINCAM004326	ENSGALP00000024519
SINCAM003362	ENSGALP00000024522
SINCAM004325	ENSGALP00000024524
SINCAM004324	ENSGALP00000024531
SINCAM003361	ENSGALP00000024534
SINCAM004323	ENSGALP00000024537
SINCAM009443	ENSGALP00000024539
SINCAM003360	ENSGALP00000024541
SINCAM003359	ENSGALP00000024544
SINCAM004070	ENSGALP00000024546
SINCAM922408	ENSGALP00000024548
SINCAM004154	ENSGALP00000024551
SINCAM921348	ENSGALP00000024553
SINCAM004640	ENSGALP00000024554
SINCAM002521	ENSGALP00000024556
SINCAM002523	ENSGALP00000024559
SINCAM004167	ENSGALP00000024564
SINCAM004165	ENSGALP00000024565
SINCAM002524	ENSGALP00000024567
SINCAM001124	ENSGALP00000024573
SINCAM004164	ENSGALP00000024578
SINCAM002526	ENSGALP00000024582
SINCAM920799	ENSGALP00000024584
SINCAM004163	ENSGALP00000024586
SINCAM920591	ENSGALP00000024592
SINCAM001122	ENSGALP00000024595
SINCAM004162	ENSGALP00000024598
SINCAM001119	ENSGALP00000024599
SINCAM002527	ENSGALP00000024600
SINCAM004161	ENSGALP00000024602
SINCAM921257	ENSGALP00000024604
SINCAM011832	ENSGALP00000024609
SINCAM921256	ENSGALP00000024611
SINCAM003357	ENSGALP00000024613
SINCAM002533	ENSGALP00000024617
SINCAM003356	ENSGALP00000024620
SINCAM001132	ENSGALP00000024623
SINCAM004159	ENSGALP00000024624
SINCAM003355	ENSGALP00000024627
SINCAM921255	ENSGALP00000024628
SINCAM001135	ENSGALP00000024630
SINCAM003354	ENSGALP00000024631
SINCAM001136	ENSGALP00000024632
SINCAM013873	ENSGALP00000024636
SINCAM003353	ENSGALP00000024641
SINCAM004170	ENSGALP00000024646
SINCAM920593	ENSGALP00000024648
SINCAM003352	ENSGALP00000024652
SINCAM003351	ENSGALP00000024654
SINCAM003349	ENSGALP00000024656
SINCAM004171	ENSGALP00000024658
SINCAM003348	ENSGALP00000024664
SINCAM003226	ENSGALP00000024667
SINCAM000055	ENSGALP00000024668
SINCAM921109	ENSGALP00000024672
SINCAM921948	ENSGALP00000024674
SINCAM003228	ENSGALP00000024677
SINCAM000801	ENSGALP00000024681
SINCAM921258	ENSGALP00000024688
SINCAM000803	ENSGALP00000024691
SINCAM004174	ENSGALP00000024696
SINCAM002537	ENSGALP00000024697
SINCAM004175	ENSGALP00000024698
SINCAM000804	ENSGALP00000024699
SINCAM000806	ENSGALP00000024701
SINCAM004176	ENSGALP00000024702
SINCAM014920	ENSGALP00000024707
SINCAM004177	ENSGALP00000024710
SINCAM002538	ENSGALP00000024711
SINCAM004178	ENSGALP00000024714
SINCAM014921	ENSGALP00000024715
SINCAM004180	ENSGALP00000024716
SINCAM004187	ENSGALP00000024720
SINCAM921259	ENSGALP00000024722
SINCAM004189	ENSGALP00000024723
SINCAM000835	ENSGALP00000024724
SINCAM004190	ENSGALP00000024726
SINCAM000084	ENSGALP00000024729
SINCAM004191	ENSGALP00000024731
SINCAM002195	ENSGALP00000024735
SINCAM004196	ENSGALP00000024744
SINCAM000120	ENSGALP00000024750
SINCAM004455	ENSGALP00000024751
SINCAM000386	ENSGALP00000024753
SINCAM000325	ENSGALP00000024757
SINCAM000327	ENSGALP00000024759
SINCAM921279	ENSGALP00000024760
SINCAM000328	ENSGALP00000024761
SINCAM921278	ENSGALP00000024765
SINCAM004456	ENSGALP00000024767
SINCAM921268	ENSGALP00000024768
SINCAM000881	ENSGALP00000024774
SINCAM920544	ENSGALP00000024775
SINCAM000838	ENSGALP00000024776
SINCAM014925	ENSGALP00000024778
SINCAM921267	ENSGALP00000024779
SINCAM921266	ENSGALP00000024780
SINCAM000837	ENSGALP00000024782
SINCAM000317	ENSGALP00000024792
SINCAM004140	ENSGALP00000024797
SINCAM004139	ENSGALP00000024798
SINCAM003235	ENSGALP00000024803
SINCAM002542	ENSGALP00000024805
SINCAM011839	ENSGALP00000024806
SINCAM004429	ENSGALP00000024809
SINCAM004565	ENSGALP00000024815
SINCAM004566	ENSGALP00000024816
SINCAM004568	ENSGALP00000024818
SINCAM003239	ENSGALP00000024820
SINCAM002545	ENSGALP00000024821
SINCAM921346	ENSGALP00000024824
SINCAM002546	ENSGALP00000024825
SINCAM002547	ENSGALP00000024827
SINCAM000111	ENSGALP00000024830
SINCAM920800	ENSGALP00000024834
SINCAM000115	ENSGALP00000024840
SINCAM002548	ENSGALP00000024843
SINCAM920801	ENSGALP00000024844
SINCAM003240	ENSGALP00000024847
SINCAM004641	ENSGALP00000024849
SINCAM920802	ENSGALP00000024853
SINCAM004642	ENSGALP00000024854
SINCAM921269	ENSGALP00000024855
SINCAM000889	ENSGALP00000024856
SINCAM004205	ENSGALP00000024858
SINCAM004213	ENSGALP00000024859
SINCAM012771	ENSGALP00000024860
SINCAM001004	ENSGALP00000024861
SINCAM002551	ENSGALP00000024862
SINCAM002552	ENSGALP00000024866
SINCAM002554	ENSGALP00000024868
SINCAM001001	ENSGALP00000024869
SINCAM004210	ENSGALP00000024871
SINCAM002553	ENSGALP00000024873
SINCAM004209	ENSGALP00000024874
SINCAM004208	ENSGALP00000024875
SINCAM921271	ENSGALP00000024878
SINCAM015051	ENSGALP00000024880
SINCAM921272	ENSGALP00000024884
SINCAM004223	ENSGALP00000024885
SINCAM003241	ENSGALP00000024889
SINCAM003242	ENSGALP00000024893
SINCAM002828	ENSGALP00000024894
SINCAM921341	ENSGALP00000024896
SINCAM004225	ENSGALP00000024898
SINCAM002555	ENSGALP00000024904
SINCAM002557	ENSGALP00000024913
SINCAM921126	ENSGALP00000024915
SINCAM002558	ENSGALP00000024919
SINCAM011758	ENSGALP00000024921
SINCAM921127	ENSGALP00000024924
SINCAM004446	ENSGALP00000024925
SINCAM004445	ENSGALP00000024926
SINCAM921128	ENSGALP00000024927
SINCAM921315	ENSGALP00000024929
SINCAM921129	ENSGALP00000024932
SINCAM003325	ENSGALP00000024934
SINCAM004444	ENSGALP00000024938
SINCAM004443	ENSGALP00000024939
SINCAM004145	ENSGALP00000024944
SINCAM004117	ENSGALP00000024947
SINCAM002562	ENSGALP00000024952
SINCAM002563	ENSGALP00000024953
SINCAM002564	ENSGALP00000024954
SINCAM004118	ENSGALP00000024956
SINCAM004115	ENSGALP00000024963
SINCAM002565	ENSGALP00000024965
SINCAM003327	ENSGALP00000024966
SINCAM002568	ENSGALP00000024969
SINCAM003328	ENSGALP00000024971
SINCAM004113	ENSGALP00000024974
SINCAM002570	ENSGALP00000024977
SINCAM002571	ENSGALP00000024980
SINCAM002573	ENSGALP00000024981
SINCAM002574	ENSGALP00000024983
SINCAM002638	ENSGALP00000024986
SINCAM000274	ENSGALP00000024989
SINCAM000276	ENSGALP00000024991
SINCAM000277	ENSGALP00000024993
SINCAM920820	ENSGALP00000024997
SINCAM920469	ENSGALP00000024999
SINCAM920471	ENSGALP00000025001
SINCAM002635	ENSGALP00000025002
SINCAM012816	ENSGALP00000025005
SINCAM000895	ENSGALP00000025008
SINCAM015006	ENSGALP00000025011
SINCAM920472	ENSGALP00000025012
SINCAM920453	ENSGALP00000025015
SINCAM000178	ENSGALP00000025020
SINCAM000894	ENSGALP00000025024
SINCAM012003	ENSGALP00000025029
SINCAM000179	ENSGALP00000025032
SINCAM013933	ENSGALP00000025033
SINCAM002633	ENSGALP00000025039
SINCAM015103	ENSGALP00000025042
SINCAM002632	ENSGALP00000025048
SINCAM002631	ENSGALP00000025051
SINCAM921532	ENSGALP00000025054
SINCAM921131	ENSGALP00000025057
SINCAM001186	ENSGALP00000025059
SINCAM000161	ENSGALP00000025068
SINCAM007243	ENSGALP00000025070
SINCAM920600	ENSGALP00000025073
SINCAM920599	ENSGALP00000025075
SINCAM003331	ENSGALP00000025077
SINCAM003333	ENSGALP00000025082
SINCAM002629	ENSGALP00000025085
SINCAM001183	ENSGALP00000025089
SINCAM000162	ENSGALP00000025093
SINCAM921132	ENSGALP00000025098
SINCAM000163	ENSGALP00000025099
SINCAM000164	ENSGALP00000025100
SINCAM003336	ENSGALP00000025101
SINCAM001182	ENSGALP00000025104
SINCAM000166	ENSGALP00000025106
SINCAM000167	ENSGALP00000025107
SINCAM001177	ENSGALP00000025111
SINCAM003337	ENSGALP00000025114
SINCAM003338	ENSGALP00000025115
SINCAM016325	ENSGALP00000025120
SINCAM921106	ENSGALP00000025122
SINCAM003279	ENSGALP00000025124
SINCAM000653	ENSGALP00000025125
SINCAM000654	ENSGALP00000025128
SINCAM009925	ENSGALP00000025130
SINCAM002622	ENSGALP00000025135
SINCAM015555	ENSGALP00000025144
SINCAM000656	ENSGALP00000025149
SINCAM002625	ENSGALP00000025152
SINCAM001173	ENSGALP00000025153
SINCAM002618	ENSGALP00000025162
SINCAM000657	ENSGALP00000025163
SINCAM002615	ENSGALP00000025165
SINCAM001172	ENSGALP00000025167
SINCAM001171	ENSGALP00000025170
SINCAM920816	ENSGALP00000025177
SINCAM000658	ENSGALP00000025180
SINCAM002612	ENSGALP00000025184
SINCAM000660	ENSGALP00000025188
SINCAM000661	ENSGALP00000025191
SINCAM002610	ENSGALP00000025193
SINCAM000896	ENSGALP00000025195
SINCAM000897	ENSGALP00000025196
SINCAM002609	ENSGALP00000025198
SINCAM000934	ENSGALP00000025200
SINCAM004111	ENSGALP00000025204
SINCAM004041	ENSGALP00000025206
SINCAM000930	ENSGALP00000025208
SINCAM000662	ENSGALP00000025213
SINCAM000664	ENSGALP00000025216
SINCAM000665	ENSGALP00000025217
SINCAM000666	ENSGALP00000025218
SINCAM000668	ENSGALP00000025219
SINCAM002604	ENSGALP00000025225
SINCAM002602	ENSGALP00000025229
SINCAM015256	ENSGALP00000025231
SINCAM000928	ENSGALP00000025241
SINCAM002601	ENSGALP00000025244
SINCAM004042	ENSGALP00000025245
SINCAM000927	ENSGALP00000025249
SINCAM000923	ENSGALP00000025251
SINCAM000669	ENSGALP00000025252
SINCAM000670	ENSGALP00000025254
SINCAM000671	ENSGALP00000025256
SINCAM000920	ENSGALP00000025258
SINCAM000676	ENSGALP00000025261
SINCAM013947	ENSGALP00000025263
SINCAM000678	ENSGALP00000025270
SINCAM000680	ENSGALP00000025273
SINCAM000936	ENSGALP00000025278
SINCAM000935	ENSGALP00000025280
SINCAM000686	ENSGALP00000025281
SINCAM000689	ENSGALP00000025287
SINCAM000690	ENSGALP00000025289
SINCAM000691	ENSGALP00000025292
SINCAM000695	ENSGALP00000025298
SINCAM007223	ENSGALP00000025299
SINCAM014004	ENSGALP00000025303
SINCAM000899	ENSGALP00000025304
SINCAM000699	ENSGALP00000025312
SINCAM000701	ENSGALP00000025315
SINCAM000913	ENSGALP00000025318
SINCAM000912	ENSGALP00000025320
SINCAM004049	ENSGALP00000025323
SINCAM002598	ENSGALP00000025326
SINCAM003278	ENSGALP00000025327
SINCAM002595	ENSGALP00000025328
SINCAM002593	ENSGALP00000025330
SINCAM004050	ENSGALP00000025332
SINCAM004051	ENSGALP00000025340
SINCAM002591	ENSGALP00000025345
SINCAM004053	ENSGALP00000025348
SINCAM002590	ENSGALP00000025350
SINCAM000702	ENSGALP00000025353
SINCAM921240	ENSGALP00000025356
SINCAM920887	ENSGALP00000025359
SINCAM920552	ENSGALP00000025360
SINCAM012026	ENSGALP00000025363
SINCAM921118	ENSGALP00000025372
SINCAM004054	ENSGALP00000025373
SINCAM003277	ENSGALP00000025385
SINCAM000705	ENSGALP00000025393
SINCAM921116	ENSGALP00000025396
SINCAM003275	ENSGALP00000025397
SINCAM003274	ENSGALP00000025399
SINCAM003273	ENSGALP00000025401
SINCAM000706	ENSGALP00000025404
SINCAM000708	ENSGALP00000025409
SINCAM003272	ENSGALP00000025411
SINCAM002581	ENSGALP00000025413
SINCAM003269	ENSGALP00000025418
SINCAM004129	ENSGALP00000025419
SINCAM004130	ENSGALP00000025424
SINCAM002416	ENSGALP00000025427
SINCAM005004	ENSGALP00000025429
SINCAM003268	ENSGALP00000025431
SINCAM004136	ENSGALP00000025433
SINCAM921345	ENSGALP00000025437
SINCAM000710	ENSGALP00000025438
SINCAM003267	ENSGALP00000025439
SINCAM004606	ENSGALP00000025441
SINCAM003266	ENSGALP00000025442
SINCAM000711	ENSGALP00000025443
SINCAM003265	ENSGALP00000025445
SINCAM921114	ENSGALP00000025447
SINCAM004607	ENSGALP00000025448
SINCAM002413	ENSGALP00000025453
SINCAM004609	ENSGALP00000025461
SINCAM004610	ENSGALP00000025465
SINCAM921146	ENSGALP00000025470
SINCAM004611	ENSGALP00000025472
SINCAM003434	ENSGALP00000025475
SINCAM008969	ENSGALP00000025476
SINCAM003435	ENSGALP00000025477
SINCAM921170	ENSGALP00000025482
SINCAM004612	ENSGALP00000025484
SINCAM003245	ENSGALP00000025490
SINCAM003244	ENSGALP00000025492
SINCAM004531	ENSGALP00000025495
SINCAM003243	ENSGALP00000025497
SINCAM003317	ENSGALP00000025502
SINCAM004685	ENSGALP00000025503
SINCAM921125	ENSGALP00000025504
SINCAM003315	ENSGALP00000025506
SINCAM004536	ENSGALP00000025508
SINCAM003431	ENSGALP00000025512
SINCAM003432	ENSGALP00000025521
SINCAM003260	ENSGALP00000025528
SINCAM921111	ENSGALP00000025530
SINCAM003259	ENSGALP00000025531
SINCAM003257	ENSGALP00000025542
SINCAM004071	ENSGALP00000025548
SINCAM002389	ENSGALP00000025553
SINCAM004133	ENSGALP00000025557
SINCAM004135	ENSGALP00000025561
SINCAM004069	ENSGALP00000025562
SINCAM003252	ENSGALP00000025563
SINCAM003250	ENSGALP00000025565
SINCAM921246	ENSGALP00000025566
SINCAM003249	ENSGALP00000025567
SINCAM003538	ENSGALP00000025570
SINCAM002385	ENSGALP00000025571
SINCAM003537	ENSGALP00000025572
SINCAM003536	ENSGALP00000025573
SINCAM003535	ENSGALP00000025577
SINCAM003534	ENSGALP00000025581
SINCAM003532	ENSGALP00000025582
SINCAM921245	ENSGALP00000025590
SINCAM002873	ENSGALP00000025593
SINCAM002383	ENSGALP00000025595
SINCAM002381	ENSGALP00000025600
SINCAM002379	ENSGALP00000025602
SINCAM921745	ENSGALP00000025604
SINCAM921746	ENSGALP00000025606
SINCAM002378	ENSGALP00000025609
SINCAM002375	ENSGALP00000025612
SINCAM002370	ENSGALP00000025628
SINCAM920774	ENSGALP00000025629
SINCAM004786	ENSGALP00000025631
SINCAM004067	ENSGALP00000025633
SINCAM000735	ENSGALP00000025637
SINCAM004014	ENSGALP00000025638
SINCAM000734	ENSGALP00000025639
SINCAM004015	ENSGALP00000025640
SINCAM000729	ENSGALP00000025641
SINCAM002368	ENSGALP00000025642
SINCAM004016	ENSGALP00000025643
SINCAM002450	ENSGALP00000025645
SINCAM002889	ENSGALP00000025647
SINCAM920779	ENSGALP00000025655
SINCAM002890	ENSGALP00000025658
SINCAM002891	ENSGALP00000025660
SINCAM002892	ENSGALP00000025661
SINCAM010162	ENSGALP00000025663
SINCAM920780	ENSGALP00000025664
SINCAM002454	ENSGALP00000025665
SINCAM002455	ENSGALP00000025667
SINCAM000726	ENSGALP00000025668
SINCAM002893	ENSGALP00000025669
SINCAM000725	ENSGALP00000025672
SINCAM002457	ENSGALP00000025680
SINCAM000723	ENSGALP00000025681
SINCAM014943	ENSGALP00000025682
SINCAM002458	ENSGALP00000025683
SINCAM002894	ENSGALP00000025684
SINCAM014945	ENSGALP00000025693
SINCAM002459	ENSGALP00000025695
SINCAM014946	ENSGALP00000025700
SINCAM000721	ENSGALP00000025703
SINCAM002461	ENSGALP00000025712
SINCAM002462	ENSGALP00000025714
SINCAM004023	ENSGALP00000025716
SINCAM002463	ENSGALP00000025717
SINCAM920782	ENSGALP00000025718
SINCAM002466	ENSGALP00000025719
SINCAM004032	ENSGALP00000025722
SINCAM002469	ENSGALP00000025725
SINCAM000720	ENSGALP00000025726
SINCAM002470	ENSGALP00000025730
SINCAM002472	ENSGALP00000025733
SINCAM000716	ENSGALP00000025734
SINCAM000717	ENSGALP00000025737
SINCAM000715	ENSGALP00000025738
SINCAM004031	ENSGALP00000025741
SINCAM004029	ENSGALP00000025745
SINCAM004027	ENSGALP00000025747
SINCAM922324	ENSGALP00000025749
SINCAM000743	ENSGALP00000025751
SINCAM004026	ENSGALP00000025753
SINCAM002699	ENSGALP00000025754
SINCAM003047	ENSGALP00000025755
SINCAM000741	ENSGALP00000025756
SINCAM004024	ENSGALP00000025762
SINCAM004033	ENSGALP00000025766
SINCAM000740	ENSGALP00000025771
SINCAM002696	ENSGALP00000025776
SINCAM000739	ENSGALP00000025782
SINCAM000738	ENSGALP00000025786
SINCAM004037	ENSGALP00000025787
SINCAM002579	ENSGALP00000025791
SINCAM010727	ENSGALP00000025794
SINCAM001548	ENSGALP00000025795
SINCAM004104	ENSGALP00000025797
SINCAM004101	ENSGALP00000025802
SINCAM002445	ENSGALP00000025803
SINCAM922727	ENSGALP00000025812
SINCAM004088	ENSGALP00000025816
SINCAM004089	ENSGALP00000025819
SINCAM004091	ENSGALP00000025821
SINCAM004093	ENSGALP00000025826
SINCAM002446	ENSGALP00000025831
SINCAM004094	ENSGALP00000025835
SINCAM002449	ENSGALP00000025836
SINCAM002401	ENSGALP00000025843
SINCAM004095	ENSGALP00000025844
SINCAM002400	ENSGALP00000025846
SINCAM002399	ENSGALP00000025851
SINCAM002396	ENSGALP00000025853
SINCAM013339	ENSGALP00000025857
SINCAM002392	ENSGALP00000025858
SINCAM002391	ENSGALP00000025859
SINCAM002364	ENSGALP00000025861
SINCAM002367	ENSGALP00000025863
SINCAM920773	ENSGALP00000025866
SINCAM002363	ENSGALP00000025868
SINCAM000143	ENSGALP00000025874
SINCAM000776	ENSGALP00000025878
SINCAM000772	ENSGALP00000025880
SINCAM002361	ENSGALP00000025883
SINCAM000773	ENSGALP00000025887
SINCAM000774	ENSGALP00000025888
SINCAM002360	ENSGALP00000025890
SINCAM007807	ENSGALP00000025892
SINCAM002359	ENSGALP00000025894
SINCAM010124	ENSGALP00000025896
SINCAM000766	ENSGALP00000025899
SINCAM002357	ENSGALP00000025900
SINCAM002509	ENSGALP00000025902
SINCAM002510	ENSGALP00000025903
SINCAM002511	ENSGALP00000025911
SINCAM920767	ENSGALP00000025912
SINCAM002407	ENSGALP00000025917
SINCAM002406	ENSGALP00000025918
SINCAM002520	ENSGALP00000025920
SINCAM002517	ENSGALP00000025921
SINCAM002516	ENSGALP00000025922
SINCAM002515	ENSGALP00000025924
SINCAM002513	ENSGALP00000025927
SINCAM000077	ENSGALP00000025929
SINCAM004096	ENSGALP00000025931
SINCAM005214	ENSGALP00000025934
SINCAM002713	ENSGALP00000025935
SINCAM017588	ENSGALP00000025937
SINCAM007897	ENSGALP00000025944
SINCAM004085	ENSGALP00000025946
SINCAM004082	ENSGALP00000025948
SINCAM921248	ENSGALP00000025949
SINCAM920832	ENSGALP00000025951
SINCAM921247	ENSGALP00000025952
SINCAM001580	ENSGALP00000025954
SINCAM013920	ENSGALP00000025956
SINCAM004079	ENSGALP00000025962
SINCAM004077	ENSGALP00000025970
SINCAM004076	ENSGALP00000025974
SINCAM017524	ENSGALP00000025979
SINCAM002577	ENSGALP00000025992
SINCAM002576	ENSGALP00000025993
SINCAM002639	ENSGALP00000025996
SINCAM920821	ENSGALP00000025997
SINCAM004132	ENSGALP00000025999
SINCAM002641	ENSGALP00000026006
SINCAM002642	ENSGALP00000026007
SINCAM004131	ENSGALP00000026009
SINCAM002643	ENSGALP00000026014
SINCAM002645	ENSGALP00000026015
SINCAM004124	ENSGALP00000026019
SINCAM002898	ENSGALP00000026022
SINCAM002903	ENSGALP00000026026
SINCAM922713	ENSGALP00000026036
SINCAM004127	ENSGALP00000026040
SINCAM002646	ENSGALP00000026044
SINCAM002484	ENSGALP00000026050
SINCAM004110	ENSGALP00000026052
SINCAM002483	ENSGALP00000026055
SINCAM001547	ENSGALP00000026061
SINCAM004109	ENSGALP00000026062
SINCAM001544	ENSGALP00000026064
SINCAM004108	ENSGALP00000026067
SINCAM004107	ENSGALP00000026069
SINCAM004106	ENSGALP00000026071
SINCAM900237	ENSGALP00000026072
SINCAM921252	ENSGALP00000026076
SINCAM004120	ENSGALP00000026077
SINCAM900238	ENSGALP00000026078
SINCAM004447	ENSGALP00000026085
SINCAM900223	ENSGALP00000026089
SINCAM002798	ENSGALP00000026092
SINCAM900224	ENSGALP00000026095
SINCAM002800	ENSGALP00000026101
SINCAM922936	ENSGALP00000026102
SINCAM921356	ENSGALP00000026105
SINCAM004637	ENSGALP00000026115
SINCAM921354	ENSGALP00000026119
SINCAM921352	ENSGALP00000026123
SINCAM002803	ENSGALP00000026127
SINCAM002802	ENSGALP00000026128
SINCAM921351	ENSGALP00000026130
SINCAM004635	ENSGALP00000026133
SINCAM920831	ENSGALP00000026146
SINCAM920784	ENSGALP00000026148
SINCAM002477	ENSGALP00000026153
SINCAM004626	ENSGALP00000026159
SINCAM004625	ENSGALP00000026160
SINCAM004624	ENSGALP00000026161
SINCAM002478	ENSGALP00000026164
SINCAM004622	ENSGALP00000026167
SINCAM004621	ENSGALP00000026170
SINCAM004620	ENSGALP00000026172
SINCAM921350	ENSGALP00000026173
SINCAM002905	ENSGALP00000026174
SINCAM004537	ENSGALP00000026179
SINCAM002906	ENSGALP00000026180
SINCAM004538	ENSGALP00000026181
SINCAM002479	ENSGALP00000026183
SINCAM002907	ENSGALP00000026187
SINCAM009070	ENSGALP00000026192
SINCAM002911	ENSGALP00000026194
SINCAM002912	ENSGALP00000026195
SINCAM004542	ENSGALP00000026200
SINCAM002914	ENSGALP00000026201
SINCAM004543	ENSGALP00000026205
SINCAM921335	ENSGALP00000026206
SINCAM004545	ENSGALP00000026209
SINCAM004546	ENSGALP00000026211
SINCAM002919	ENSGALP00000026214
SINCAM002920	ENSGALP00000026223
SINCAM002921	ENSGALP00000026226
SINCAM002923	ENSGALP00000026228
SINCAM002480	ENSGALP00000026243
SINCAM002926	ENSGALP00000026244
SINCAM002927	ENSGALP00000026248
SINCAM002300	ENSGALP00000026250
SINCAM002930	ENSGALP00000026254
SINCAM002933	ENSGALP00000026260
SINCAM002303	ENSGALP00000026262
SINCAM002304	ENSGALP00000026263
SINCAM004550	ENSGALP00000026266
SINCAM002934	ENSGALP00000026270
SINCAM921068	ENSGALP00000026271
SINCAM002935	ENSGALP00000026273
SINCAM002306	ENSGALP00000026275
SINCAM004551	ENSGALP00000026277
SINCAM002936	ENSGALP00000026279
SINCAM002937	ENSGALP00000026281
SINCAM004552	ENSGALP00000026284
SINCAM002938	ENSGALP00000026285
SINCAM004553	ENSGALP00000026287
SINCAM004554	ENSGALP00000026288
SINCAM921070	ENSGALP00000026290
SINCAM009094	ENSGALP00000026291
SINCAM002307	ENSGALP00000026293
SINCAM002294	ENSGALP00000026298
SINCAM002293	ENSGALP00000026301
SINCAM002482	ENSGALP00000026303
SINCAM002481	ENSGALP00000026304
SINCAM004555	ENSGALP00000026307
SINCAM009095	ENSGALP00000026309
SINCAM002945	ENSGALP00000026310
SINCAM004604	ENSGALP00000026313
SINCAM002298	ENSGALP00000026322
SINCAM002948	ENSGALP00000026323
SINCAM004258	ENSGALP00000026327
SINCAM002949	ENSGALP00000026331
SINCAM002337	ENSGALP00000026333
SINCAM002950	ENSGALP00000026335
SINCAM002951	ENSGALP00000026336
SINCAM004257	ENSGALP00000026337
SINCAM004256	ENSGALP00000026339
SINCAM002952	ENSGALP00000026340
SINCAM002953	ENSGALP00000026342
SINCAM002955	ENSGALP00000026344
SINCAM002956	ENSGALP00000026345
SINCAM002957	ENSGALP00000026347
SINCAM002959	ENSGALP00000026350
SINCAM002335	ENSGALP00000026353
SINCAM002334	ENSGALP00000026354
SINCAM921729	ENSGALP00000026355
SINCAM002332	ENSGALP00000026357
SINCAM002330	ENSGALP00000026359
SINCAM921282	ENSGALP00000026360
SINCAM002522	ENSGALP00000026363
SINCAM002328	ENSGALP00000026367
SINCAM002327	ENSGALP00000026370
SINCAM921280	ENSGALP00000026373
SINCAM002325	ENSGALP00000026375
SINCAM002964	ENSGALP00000026378
SINCAM002965	ENSGALP00000026380
SINCAM002322	ENSGALP00000026381
SINCAM002966	ENSGALP00000026384
SINCAM004518	ENSGALP00000026386
SINCAM002968	ENSGALP00000026388
SINCAM002321	ENSGALP00000026389
SINCAM921073	ENSGALP00000026392
SINCAM002320	ENSGALP00000026394
SINCAM002380	ENSGALP00000026395
SINCAM002319	ENSGALP00000026399
SINCAM002974	ENSGALP00000026400
SINCAM002317	ENSGALP00000026404
SINCAM004380	ENSGALP00000026406
SINCAM002977	ENSGALP00000026414
SINCAM004379	ENSGALP00000026418
