ENSMUSP00000000001	SINCAM012129
ENSMUSP00000060199	SINCAM920427
ENSMUSP00000060205	SINCAM010004
ENSMUSP00000060218	SINCAM001044
ENSMUSP00000060225	SINCAM013193
ENSMUSP00000060229	SINCAM003201
ENSMUSP00000060233	SINCAM008059
ENSMUSP00000060246	SINCAM920701
ENSMUSP00000060247	SINCAM003803
ENSMUSP00000060255	SINCAM011882
ENSMUSP00000060307	SINCAM007605
ENSMUSP00000060344	SINCAM015051
ENSMUSP00000060346	SINCAM008048
ENSMUSP00000060349	SINCAM922582
ENSMUSP00000060363	SINCAM921419
ENSMUSP00000060381	SINCAM009041
ENSMUSP00000060394	SINCAM004026
ENSMUSP00000060402	SINCAM922118
ENSMUSP00000060414	SINCAM921737
ENSMUSP00000060421	SINCAM000142
ENSMUSP00000060424	SINCAM005729
ENSMUSP00000060433	SINCAM013155
ENSMUSP00000060441	SINCAM005003
ENSMUSP00000060462	SINCAM921547
ENSMUSP00000060463	SINCAM005495
ENSMUSP00000060495	SINCAM008948
ENSMUSP00000060509	SINCAM000529
ENSMUSP00000060589	SINCAM003299
ENSMUSP00000060613	SINCAM004231
ENSMUSP00000060617	SINCAM922492
ENSMUSP00000060622	SINCAM009415
ENSMUSP00000060640	SINCAM000799
ENSMUSP00000060706	SINCAM003041
ENSMUSP00000060721	SINCAM009090
ENSMUSP00000060749	SINCAM011199
ENSMUSP00000060761	SINCAM016870
ENSMUSP00000060768	SINCAM004260
ENSMUSP00000060769	SINCAM008034
ENSMUSP00000060771	SINCAM008080
ENSMUSP00000060779	SINCAM001885
ENSMUSP00000060780	SINCAM006190
ENSMUSP00000060793	SINCAM000485
ENSMUSP00000060803	SINCAM008602
ENSMUSP00000060827	SINCAM004347
ENSMUSP00000060835	SINCAM008420
ENSMUSP00000060855	SINCAM004285
ENSMUSP00000060858	SINCAM000704
ENSMUSP00000060892	SINCAM008772
ENSMUSP00000060893	SINCAM009251
ENSMUSP00000060900	SINCAM009652
ENSMUSP00000060907	SINCAM011302
ENSMUSP00000060912	SINCAM002833
ENSMUSP00000060940	SINCAM014921
ENSMUSP00000060941	SINCAM013956
ENSMUSP00000060985	SINCAM005311
ENSMUSP00000061014	SINCAM008361
ENSMUSP00000061046	SINCAM921658
ENSMUSP00000061062	SINCAM014769
ENSMUSP00000061079	SINCAM012313
ENSMUSP00000061092	SINCAM900182
ENSMUSP00000061100	SINCAM011225
ENSMUSP00000061134	SINCAM017483
ENSMUSP00000061153	SINCAM015546
ENSMUSP00000061167	SINCAM014716
ENSMUSP00000061180	SINCAM003919
ENSMUSP00000061185	SINCAM002571
ENSMUSP00000061216	SINCAM010609
ENSMUSP00000061221	SINCAM001527
ENSMUSP00000061227	SINCAM005080
ENSMUSP00000061243	SINCAM016656
ENSMUSP00000061278	SINCAM008606
ENSMUSP00000061282	SINCAM921876
ENSMUSP00000061305	SINCAM001927
ENSMUSP00000061308	SINCAM011698
ENSMUSP00000061317	SINCAM008650
ENSMUSP00000061337	SINCAM004096
ENSMUSP00000061341	SINCAM003539
ENSMUSP00000061345	SINCAM003708
ENSMUSP00000061370	SINCAM008323
ENSMUSP00000061390	SINCAM014824
ENSMUSP00000061401	SINCAM005101
ENSMUSP00000061402	SINCAM011884
ENSMUSP00000061410	SINCAM004585
ENSMUSP00000061423	SINCAM009631
ENSMUSP00000061427	SINCAM012696
ENSMUSP00000061451	SINCAM921118
ENSMUSP00000061470	SINCAM005686
ENSMUSP00000061472	SINCAM013846
ENSMUSP00000061474	SINCAM008989
ENSMUSP00000061488	SINCAM921632
ENSMUSP00000061493	SINCAM005543
ENSMUSP00000061501	SINCAM009185
ENSMUSP00000061511	SINCAM004777
ENSMUSP00000061523	SINCAM920915
ENSMUSP00000061539	SINCAM900224
ENSMUSP00000061544	SINCAM012947
ENSMUSP00000061546	SINCAM010918
ENSMUSP00000061578	SINCAM006377
ENSMUSP00000061597	SINCAM922517
ENSMUSP00000061601	SINCAM012650
ENSMUSP00000061604	SINCAM009650
ENSMUSP00000061610	SINCAM009673
ENSMUSP00000061624	SINCAM008036
ENSMUSP00000061643	SINCAM001222
ENSMUSP00000061646	SINCAM002059
ENSMUSP00000061683	SINCAM921958
ENSMUSP00000061700	SINCAM002408
ENSMUSP00000061704	SINCAM007502
ENSMUSP00000061734	SINCAM004395
ENSMUSP00000061737	SINCAM002118
ENSMUSP00000061742	SINCAM003338
ENSMUSP00000061760	SINCAM012515
ENSMUSP00000061769	SINCAM003997
ENSMUSP00000061808	SINCAM922609
ENSMUSP00000061835	SINCAM004136
ENSMUSP00000061836	SINCAM000078
ENSMUSP00000061843	SINCAM011100
ENSMUSP00000061853	SINCAM004340
ENSMUSP00000061891	SINCAM008508
ENSMUSP00000061899	SINCAM013711
ENSMUSP00000061906	SINCAM002747
ENSMUSP00000061913	SINCAM900231
ENSMUSP00000061919	SINCAM005762
ENSMUSP00000061923	SINCAM009799
ENSMUSP00000061935	SINCAM003953
ENSMUSP00000061991	SINCAM010743
ENSMUSP00000061994	SINCAM011585
ENSMUSP00000062005	SINCAM920700
ENSMUSP00000062006	SINCAM921248
ENSMUSP00000062025	SINCAM004358
ENSMUSP00000062037	SINCAM012846
ENSMUSP00000062039	SINCAM002465
ENSMUSP00000062045	SINCAM004102
ENSMUSP00000062046	SINCAM016083
ENSMUSP00000062047	SINCAM013088
ENSMUSP00000062049	SINCAM007431
ENSMUSP00000062078	SINCAM007183
ENSMUSP00000062109	SINCAM017595
ENSMUSP00000062110	SINCAM000444
ENSMUSP00000062120	SINCAM000336
ENSMUSP00000062122	SINCAM000124
ENSMUSP00000062158	SINCAM921055
ENSMUSP00000062171	SINCAM008064
ENSMUSP00000062174	SINCAM001570
ENSMUSP00000062212	SINCAM002320
ENSMUSP00000062214	SINCAM923023
ENSMUSP00000062217	SINCAM002279
ENSMUSP00000062239	SINCAM001240
ENSMUSP00000062256	SINCAM900270
ENSMUSP00000062279	SINCAM005555
ENSMUSP00000062284	SINCAM014915
ENSMUSP00000062303	SINCAM006458
ENSMUSP00000062310	SINCAM004111
ENSMUSP00000062320	SINCAM009099
ENSMUSP00000062326	SINCAM001197
ENSMUSP00000062327	SINCAM007225
ENSMUSP00000062333	SINCAM001761
ENSMUSP00000062344	SINCAM922000
ENSMUSP00000062386	SINCAM007524
ENSMUSP00000062387	SINCAM920480
ENSMUSP00000062392	SINCAM012461
ENSMUSP00000062395	SINCAM008878
ENSMUSP00000062410	SINCAM920970
ENSMUSP00000062411	SINCAM920493
ENSMUSP00000062412	SINCAM006709
ENSMUSP00000062413	SINCAM007606
ENSMUSP00000062433	SINCAM001079
ENSMUSP00000062449	SINCAM001533
ENSMUSP00000062464	SINCAM008174
ENSMUSP00000062489	SINCAM008795
ENSMUSP00000062493	SINCAM000931
ENSMUSP00000062497	SINCAM006494
ENSMUSP00000062507	SINCAM000437
ENSMUSP00000062535	SINCAM921355
ENSMUSP00000062540	SINCAM012516
ENSMUSP00000062556	SINCAM009497
ENSMUSP00000062565	SINCAM012112
ENSMUSP00000062576	SINCAM012159
ENSMUSP00000062584	SINCAM006852
ENSMUSP00000062590	SINCAM921905
ENSMUSP00000062593	SINCAM004421
ENSMUSP00000062622	SINCAM002781
ENSMUSP00000062628	SINCAM000919
ENSMUSP00000062632	SINCAM005165
ENSMUSP00000062637	SINCAM004927
ENSMUSP00000062638	SINCAM010701
ENSMUSP00000062642	SINCAM004654
ENSMUSP00000062662	SINCAM001661
ENSMUSP00000062670	SINCAM002094
ENSMUSP00000062677	SINCAM920756
ENSMUSP00000062702	SINCAM006667
ENSMUSP00000062734	SINCAM920800
ENSMUSP00000062741	SINCAM920644
ENSMUSP00000062747	SINCAM006397
ENSMUSP00000062758	SINCAM922015
ENSMUSP00000062759	SINCAM011833
ENSMUSP00000062762	SINCAM920955
ENSMUSP00000062766	SINCAM920736
ENSMUSP00000062771	SINCAM001046
ENSMUSP00000062782	SINCAM921505
ENSMUSP00000062783	SINCAM012941
ENSMUSP00000062795	SINCAM013174
ENSMUSP00000062811	SINCAM001920
ENSMUSP00000062837	SINCAM920873
ENSMUSP00000062843	SINCAM007259
ENSMUSP00000062864	SINCAM012416
ENSMUSP00000062865	SINCAM002478
ENSMUSP00000062884	SINCAM002467
ENSMUSP00000062887	SINCAM006839
ENSMUSP00000062915	SINCAM000467
ENSMUSP00000062924	SINCAM922031
ENSMUSP00000062930	SINCAM000691
ENSMUSP00000062967	SINCAM007903
ENSMUSP00000062976	SINCAM920443
ENSMUSP00000062995	SINCAM007583
ENSMUSP00000062996	SINCAM006169
ENSMUSP00000063042	SINCAM009798
ENSMUSP00000063050	SINCAM000408
ENSMUSP00000063054	SINCAM000298
ENSMUSP00000063104	SINCAM008142
ENSMUSP00000063107	SINCAM011937
ENSMUSP00000063114	SINCAM006866
ENSMUSP00000063136	SINCAM004143
ENSMUSP00000063157	SINCAM920902
ENSMUSP00000063201	SINCAM012144
ENSMUSP00000063217	SINCAM921776
ENSMUSP00000063244	SINCAM012818
ENSMUSP00000063264	SINCAM005538
ENSMUSP00000063272	SINCAM007490
ENSMUSP00000063276	SINCAM004949
ENSMUSP00000063277	SINCAM900114
ENSMUSP00000063284	SINCAM003628
ENSMUSP00000063325	SINCAM012417
ENSMUSP00000063329	SINCAM013471
ENSMUSP00000063331	SINCAM017726
ENSMUSP00000063340	SINCAM011723
ENSMUSP00000063352	SINCAM000261
ENSMUSP00000063358	SINCAM008648
ENSMUSP00000063380	SINCAM002477
ENSMUSP00000063398	SINCAM004835
ENSMUSP00000063410	SINCAM012414
ENSMUSP00000063412	SINCAM000162
ENSMUSP00000063450	SINCAM004317
ENSMUSP00000063461	SINCAM011715
ENSMUSP00000063468	SINCAM004050
ENSMUSP00000063508	SINCAM921106
ENSMUSP00000063510	SINCAM005659
ENSMUSP00000063511	SINCAM002553
ENSMUSP00000063542	SINCAM921096
ENSMUSP00000063548	SINCAM011368
ENSMUSP00000063554	SINCAM003626
ENSMUSP00000063562	SINCAM004646
ENSMUSP00000063565	SINCAM010682
ENSMUSP00000063590	SINCAM005796
ENSMUSP00000063609	SINCAM002142
ENSMUSP00000063648	SINCAM004172
ENSMUSP00000063650	SINCAM002970
ENSMUSP00000063656	SINCAM013196
ENSMUSP00000063670	SINCAM016425
ENSMUSP00000063677	SINCAM900136
ENSMUSP00000063714	SINCAM012485
ENSMUSP00000063719	SINCAM013463
ENSMUSP00000063734	SINCAM003425
ENSMUSP00000063762	SINCAM008844
ENSMUSP00000063784	SINCAM001526
ENSMUSP00000063795	SINCAM009288
ENSMUSP00000063804	SINCAM004781
ENSMUSP00000063812	SINCAM009930
ENSMUSP00000063817	SINCAM016911
ENSMUSP00000063825	SINCAM014995
ENSMUSP00000063839	SINCAM900062
ENSMUSP00000063843	SINCAM921589
ENSMUSP00000063872	SINCAM005156
ENSMUSP00000063879	SINCAM008545
ENSMUSP00000063882	SINCAM005899
ENSMUSP00000063887	SINCAM900018
ENSMUSP00000063894	SINCAM012166
ENSMUSP00000063895	SINCAM003403
ENSMUSP00000063910	SINCAM920821
ENSMUSP00000063912	SINCAM011521
ENSMUSP00000063913	SINCAM006864
ENSMUSP00000063933	SINCAM009653
ENSMUSP00000063976	SINCAM921735
ENSMUSP00000063977	SINCAM006952
ENSMUSP00000063999	SINCAM002977
ENSMUSP00000064041	SINCAM921242
ENSMUSP00000064046	SINCAM001542
ENSMUSP00000064048	SINCAM000902
ENSMUSP00000064079	SINCAM008605
ENSMUSP00000064080	SINCAM003143
ENSMUSP00000064107	SINCAM006926
ENSMUSP00000064120	SINCAM012838
ENSMUSP00000064129	SINCAM921673
ENSMUSP00000064131	SINCAM010855
ENSMUSP00000064153	SINCAM009714
ENSMUSP00000064158	SINCAM000725
ENSMUSP00000064195	SINCAM920774
ENSMUSP00000064204	SINCAM008934
ENSMUSP00000064226	SINCAM006019
ENSMUSP00000064246	SINCAM011714
ENSMUSP00000064280	SINCAM009300
ENSMUSP00000064282	SINCAM921761
ENSMUSP00000064308	SINCAM000541
ENSMUSP00000064310	SINCAM008376
ENSMUSP00000064332	SINCAM007167
ENSMUSP00000064333	SINCAM004999
ENSMUSP00000064336	SINCAM922782
ENSMUSP00000064392	SINCAM920981
ENSMUSP00000064393	SINCAM922287
ENSMUSP00000064394	SINCAM012925
ENSMUSP00000064410	SINCAM000069
ENSMUSP00000064422	SINCAM002831
ENSMUSP00000064465	SINCAM017969
ENSMUSP00000064467	SINCAM013575
ENSMUSP00000064469	SINCAM003554
ENSMUSP00000064500	SINCAM921295
ENSMUSP00000064511	SINCAM010926
ENSMUSP00000064513	SINCAM009902
ENSMUSP00000064515	SINCAM014400
ENSMUSP00000064518	SINCAM007715
ENSMUSP00000064521	SINCAM920906
ENSMUSP00000064527	SINCAM013950
ENSMUSP00000064536	SINCAM003179
ENSMUSP00000064538	SINCAM005241
ENSMUSP00000064539	SINCAM012691
ENSMUSP00000064547	SINCAM008738
ENSMUSP00000064555	SINCAM900226
ENSMUSP00000064556	SINCAM003996
ENSMUSP00000064570	SINCAM012852
ENSMUSP00000064611	SINCAM015033
ENSMUSP00000064622	SINCAM002332
ENSMUSP00000064624	SINCAM001269
ENSMUSP00000064655	SINCAM000734
ENSMUSP00000064661	SINCAM009970
ENSMUSP00000064667	SINCAM920754
ENSMUSP00000064668	SINCAM014357
ENSMUSP00000064680	SINCAM014475
ENSMUSP00000064691	SINCAM010794
ENSMUSP00000064699	SINCAM011899
ENSMUSP00000064714	SINCAM007479
ENSMUSP00000064758	SINCAM003635
ENSMUSP00000064775	SINCAM001569
ENSMUSP00000064787	SINCAM921241
ENSMUSP00000064801	SINCAM921189
ENSMUSP00000064808	SINCAM922513
ENSMUSP00000064823	SINCAM012813
ENSMUSP00000064826	SINCAM004622
ENSMUSP00000064839	SINCAM003257
ENSMUSP00000064840	SINCAM920755
ENSMUSP00000064849	SINCAM921429
ENSMUSP00000064865	SINCAM011384
ENSMUSP00000064870	SINCAM921389
ENSMUSP00000064878	SINCAM009912
ENSMUSP00000064892	SINCAM007820
ENSMUSP00000064893	SINCAM921006
ENSMUSP00000064926	SINCAM011203
ENSMUSP00000064929	SINCAM002420
ENSMUSP00000064943	SINCAM007554
ENSMUSP00000064947	SINCAM006683
ENSMUSP00000064961	SINCAM008394
ENSMUSP00000064967	SINCAM013208
ENSMUSP00000064986	SINCAM009690
ENSMUSP00000065009	SINCAM003875
ENSMUSP00000065084	SINCAM007514
ENSMUSP00000065089	SINCAM001075
ENSMUSP00000065095	SINCAM007117
ENSMUSP00000065096	SINCAM009963
ENSMUSP00000065113	SINCAM000724
ENSMUSP00000065118	SINCAM001415
ENSMUSP00000065146	SINCAM006156
ENSMUSP00000065157	SINCAM920459
ENSMUSP00000065160	SINCAM921812
ENSMUSP00000065168	SINCAM010923
ENSMUSP00000065198	SINCAM004788
ENSMUSP00000065205	SINCAM921625
ENSMUSP00000065213	SINCAM007216
ENSMUSP00000065225	SINCAM922443
ENSMUSP00000065228	SINCAM920603
ENSMUSP00000065233	SINCAM013965
ENSMUSP00000065254	SINCAM005110
ENSMUSP00000065275	SINCAM001141
ENSMUSP00000065278	SINCAM013292
ENSMUSP00000065282	SINCAM004456
ENSMUSP00000065284	SINCAM920602
ENSMUSP00000065295	SINCAM002336
ENSMUSP00000065337	SINCAM014467
ENSMUSP00000065352	SINCAM007951
ENSMUSP00000065363	SINCAM922886
ENSMUSP00000065384	SINCAM005745
ENSMUSP00000065423	SINCAM011094
ENSMUSP00000065433	SINCAM005721
ENSMUSP00000065456	SINCAM012153
ENSMUSP00000065466	SINCAM001316
ENSMUSP00000065468	SINCAM009290
ENSMUSP00000065502	SINCAM013339
ENSMUSP00000065511	SINCAM922061
ENSMUSP00000065533	SINCAM009662
ENSMUSP00000065542	SINCAM009637
ENSMUSP00000065544	SINCAM002448
ENSMUSP00000065613	SINCAM003007
ENSMUSP00000065628	SINCAM012556
ENSMUSP00000065631	SINCAM002166
ENSMUSP00000065633	SINCAM004795
ENSMUSP00000065643	SINCAM008106
ENSMUSP00000065675	SINCAM007200
ENSMUSP00000065679	SINCAM920436
ENSMUSP00000065706	SINCAM009593
ENSMUSP00000065713	SINCAM006857
ENSMUSP00000065719	SINCAM920923
ENSMUSP00000065721	SINCAM006074
ENSMUSP00000065743	SINCAM012355
ENSMUSP00000065744	SINCAM011380
ENSMUSP00000065746	SINCAM920738
ENSMUSP00000065754	SINCAM921784
ENSMUSP00000065764	SINCAM001256
ENSMUSP00000065770	SINCAM014530
ENSMUSP00000065786	SINCAM007769
ENSMUSP00000065787	SINCAM012574
ENSMUSP00000065798	SINCAM009959
ENSMUSP00000065810	SINCAM015805
ENSMUSP00000065819	SINCAM922129
ENSMUSP00000065825	SINCAM011831
ENSMUSP00000065832	SINCAM005818
ENSMUSP00000065835	SINCAM014077
ENSMUSP00000065836	SINCAM007966
ENSMUSP00000065845	SINCAM016160
ENSMUSP00000065877	SINCAM921772
ENSMUSP00000065935	SINCAM000070
ENSMUSP00000065949	SINCAM004797
ENSMUSP00000065983	SINCAM007376
ENSMUSP00000065987	SINCAM003006
ENSMUSP00000066000	SINCAM009063
ENSMUSP00000066015	SINCAM005362
ENSMUSP00000066031	SINCAM008228
ENSMUSP00000066038	SINCAM015124
ENSMUSP00000066050	SINCAM922920
ENSMUSP00000066072	SINCAM004131
ENSMUSP00000066092	SINCAM016469
ENSMUSP00000066108	SINCAM922826
ENSMUSP00000066128	SINCAM014403
ENSMUSP00000066137	SINCAM014189
ENSMUSP00000066138	SINCAM017511
ENSMUSP00000066181	SINCAM000706
ENSMUSP00000066224	SINCAM012231
ENSMUSP00000066238	SINCAM005795
ENSMUSP00000066256	SINCAM006925
ENSMUSP00000066287	SINCAM005817
ENSMUSP00000066304	SINCAM011035
ENSMUSP00000066314	SINCAM922124
ENSMUSP00000066324	SINCAM000711
ENSMUSP00000066325	SINCAM003866
ENSMUSP00000066359	SINCAM002302
ENSMUSP00000066381	SINCAM002347
ENSMUSP00000066396	SINCAM005872
ENSMUSP00000066403	SINCAM000565
ENSMUSP00000066413	SINCAM008055
ENSMUSP00000066449	SINCAM016071
ENSMUSP00000066455	SINCAM014097
ENSMUSP00000066492	SINCAM007823
ENSMUSP00000066493	SINCAM000707
ENSMUSP00000066500	SINCAM017386
ENSMUSP00000066515	SINCAM016483
ENSMUSP00000066516	SINCAM009070
ENSMUSP00000066536	SINCAM001428
ENSMUSP00000066546	SINCAM014280
ENSMUSP00000066554	SINCAM004139
ENSMUSP00000066556	SINCAM011847
ENSMUSP00000066561	SINCAM005718
ENSMUSP00000066582	SINCAM002892
ENSMUSP00000066614	SINCAM001267
ENSMUSP00000066620	SINCAM921965
ENSMUSP00000066621	SINCAM007204
ENSMUSP00000066633	SINCAM921741
ENSMUSP00000066679	SINCAM007696
ENSMUSP00000066690	SINCAM921176
ENSMUSP00000066696	SINCAM006638
ENSMUSP00000066701	SINCAM014955
ENSMUSP00000066715	SINCAM003981
ENSMUSP00000066734	SINCAM921346
ENSMUSP00000066737	SINCAM001343
ENSMUSP00000066741	SINCAM003164
ENSMUSP00000066743	SINCAM006636
ENSMUSP00000066777	SINCAM009191
ENSMUSP00000066779	SINCAM005984
ENSMUSP00000066789	SINCAM014818
ENSMUSP00000066803	SINCAM015106
ENSMUSP00000066808	SINCAM007592
ENSMUSP00000066822	SINCAM002546
ENSMUSP00000066842	SINCAM003700
ENSMUSP00000066857	SINCAM010137
ENSMUSP00000066860	SINCAM006851
ENSMUSP00000066864	SINCAM011922
ENSMUSP00000066878	SINCAM004109
ENSMUSP00000066891	SINCAM006713
ENSMUSP00000066894	SINCAM009467
ENSMUSP00000066905	SINCAM002842
ENSMUSP00000066915	SINCAM001385
ENSMUSP00000066921	SINCAM002254
ENSMUSP00000066977	SINCAM002454
ENSMUSP00000066999	SINCAM010693
ENSMUSP00000067013	SINCAM921084
ENSMUSP00000067022	SINCAM013914
ENSMUSP00000067027	SINCAM003948
ENSMUSP00000067028	SINCAM014212
ENSMUSP00000067049	SINCAM001620
ENSMUSP00000067053	SINCAM007337
ENSMUSP00000067057	SINCAM002492
ENSMUSP00000067102	SINCAM009310
ENSMUSP00000067109	SINCAM921126
ENSMUSP00000067117	SINCAM922346
ENSMUSP00000067164	SINCAM009559
ENSMUSP00000067181	SINCAM012505
ENSMUSP00000067197	SINCAM921863
ENSMUSP00000067200	SINCAM013274
ENSMUSP00000067217	SINCAM921139
ENSMUSP00000067241	SINCAM012254
ENSMUSP00000067305	SINCAM006382
ENSMUSP00000067325	SINCAM002362
ENSMUSP00000067334	SINCAM011959
ENSMUSP00000067337	SINCAM003923
ENSMUSP00000067364	SINCAM012653
ENSMUSP00000067400	SINCAM001772
ENSMUSP00000067418	SINCAM922117
ENSMUSP00000067448	SINCAM011688
ENSMUSP00000067496	SINCAM010775
ENSMUSP00000067516	SINCAM005222
ENSMUSP00000067521	SINCAM013832
ENSMUSP00000067539	SINCAM921903
ENSMUSP00000067541	SINCAM005039
ENSMUSP00000067552	SINCAM006988
ENSMUSP00000067556	SINCAM010206
ENSMUSP00000067579	SINCAM000140
ENSMUSP00000067581	SINCAM006464
ENSMUSP00000067598	SINCAM921335
ENSMUSP00000067603	SINCAM007287
ENSMUSP00000067611	SINCAM001705
ENSMUSP00000067614	SINCAM006350
ENSMUSP00000067632	SINCAM004951
ENSMUSP00000067647	SINCAM008917
ENSMUSP00000067662	SINCAM015443
ENSMUSP00000067681	SINCAM002131
ENSMUSP00000067685	SINCAM001226
ENSMUSP00000067689	SINCAM011536
ENSMUSP00000067694	SINCAM001947
ENSMUSP00000067701	SINCAM004902
ENSMUSP00000067708	SINCAM921140
ENSMUSP00000067737	SINCAM000445
ENSMUSP00000067774	SINCAM006066
ENSMUSP00000067779	SINCAM000180
ENSMUSP00000067783	SINCAM921577
ENSMUSP00000067786	SINCAM003620
ENSMUSP00000067830	SINCAM008499
ENSMUSP00000067867	SINCAM004170
ENSMUSP00000067882	SINCAM016253
ENSMUSP00000067884	SINCAM012965
ENSMUSP00000067897	SINCAM004860
ENSMUSP00000067898	SINCAM920842
ENSMUSP00000067912	SINCAM922648
ENSMUSP00000067953	SINCAM002988
ENSMUSP00000067964	SINCAM007806
ENSMUSP00000068003	SINCAM922023
ENSMUSP00000068004	SINCAM008177
ENSMUSP00000068007	SINCAM004071
ENSMUSP00000068046	SINCAM008131
ENSMUSP00000068057	SINCAM922723
ENSMUSP00000068086	SINCAM010603
ENSMUSP00000068103	SINCAM012681
ENSMUSP00000068111	SINCAM922490
ENSMUSP00000068148	SINCAM002986
ENSMUSP00000068174	SINCAM920812
ENSMUSP00000068178	SINCAM009082
ENSMUSP00000068192	SINCAM001077
ENSMUSP00000068195	SINCAM002662
ENSMUSP00000068197	SINCAM010985
ENSMUSP00000068203	SINCAM003192
ENSMUSP00000068238	SINCAM008137
ENSMUSP00000068253	SINCAM007267
ENSMUSP00000068258	SINCAM008056
ENSMUSP00000068267	SINCAM005593
ENSMUSP00000068309	SINCAM005224
ENSMUSP00000068321	SINCAM002947
ENSMUSP00000068328	SINCAM005504
ENSMUSP00000068374	SINCAM001196
ENSMUSP00000068380	SINCAM010533
ENSMUSP00000068403	SINCAM010979
ENSMUSP00000068408	SINCAM005735
ENSMUSP00000068450	SINCAM014514
ENSMUSP00000068453	SINCAM001076
ENSMUSP00000068471	SINCAM002820
ENSMUSP00000068479	SINCAM007935
ENSMUSP00000068487	SINCAM921890
ENSMUSP00000068491	SINCAM004745
ENSMUSP00000068516	SINCAM921676
ENSMUSP00000068529	SINCAM015875
ENSMUSP00000068530	SINCAM004061
ENSMUSP00000068551	SINCAM007548
ENSMUSP00000068560	SINCAM001856
ENSMUSP00000068568	SINCAM922644
ENSMUSP00000068587	SINCAM012098
ENSMUSP00000068590	SINCAM012664
ENSMUSP00000068598	SINCAM005325
ENSMUSP00000068607	SINCAM000386
ENSMUSP00000068610	SINCAM008256
ENSMUSP00000068629	SINCAM008500
ENSMUSP00000068652	SINCAM007422
ENSMUSP00000068677	SINCAM007047
ENSMUSP00000068690	SINCAM003686
ENSMUSP00000068699	SINCAM008705
ENSMUSP00000068713	SINCAM008456
ENSMUSP00000068716	SINCAM001054
ENSMUSP00000068738	SINCAM006626
ENSMUSP00000068758	SINCAM000879
ENSMUSP00000068790	SINCAM008577
ENSMUSP00000068804	SINCAM002635
ENSMUSP00000068834	SINCAM002304
ENSMUSP00000068890	SINCAM009222
ENSMUSP00000068895	SINCAM015151
ENSMUSP00000068904	SINCAM008134
ENSMUSP00000068927	SINCAM002430
ENSMUSP00000068931	SINCAM003844
ENSMUSP00000068932	SINCAM001642
ENSMUSP00000068939	SINCAM005314
ENSMUSP00000068940	SINCAM006064
ENSMUSP00000068971	SINCAM920849
ENSMUSP00000068972	SINCAM006848
ENSMUSP00000068987	SINCAM003483
ENSMUSP00000069004	SINCAM922460
ENSMUSP00000069011	SINCAM000155
ENSMUSP00000069024	SINCAM002120
ENSMUSP00000069077	SINCAM013000
ENSMUSP00000069078	SINCAM013249
ENSMUSP00000069080	SINCAM004243
ENSMUSP00000069081	SINCAM009929
ENSMUSP00000069087	SINCAM009826
ENSMUSP00000069114	SINCAM921566
ENSMUSP00000069127	SINCAM009039
ENSMUSP00000069133	SINCAM003927
ENSMUSP00000069159	SINCAM010892
ENSMUSP00000069161	SINCAM920707
ENSMUSP00000069165	SINCAM006210
ENSMUSP00000069182	SINCAM001857
ENSMUSP00000069212	SINCAM012100
ENSMUSP00000069228	SINCAM900122
ENSMUSP00000069231	SINCAM006367
ENSMUSP00000069243	SINCAM011426
ENSMUSP00000069246	SINCAM012074
ENSMUSP00000069255	SINCAM010619
ENSMUSP00000069257	SINCAM005668
ENSMUSP00000069259	SINCAM017684
ENSMUSP00000069275	SINCAM007940
ENSMUSP00000069284	SINCAM007290
ENSMUSP00000069318	SINCAM009192
ENSMUSP00000069319	SINCAM014673
ENSMUSP00000069326	SINCAM003479
ENSMUSP00000069371	SINCAM001262
ENSMUSP00000069418	SINCAM014665
ENSMUSP00000069422	SINCAM009056
ENSMUSP00000069429	SINCAM012087
ENSMUSP00000069432	SINCAM007372
ENSMUSP00000069443	SINCAM014459
ENSMUSP00000069444	SINCAM002078
ENSMUSP00000069457	SINCAM001475
ENSMUSP00000069466	SINCAM013414
ENSMUSP00000069482	SINCAM005286
ENSMUSP00000069488	SINCAM001024
ENSMUSP00000069495	SINCAM003959
ENSMUSP00000069505	SINCAM013378
ENSMUSP00000069508	SINCAM009493
ENSMUSP00000069544	SINCAM009513
ENSMUSP00000069549	SINCAM920787
ENSMUSP00000069554	SINCAM004318
ENSMUSP00000069616	SINCAM010179
ENSMUSP00000069631	SINCAM921611
ENSMUSP00000069644	SINCAM013913
ENSMUSP00000069666	SINCAM921175
ENSMUSP00000069669	SINCAM006144
ENSMUSP00000069670	SINCAM013012
ENSMUSP00000069674	SINCAM002782
ENSMUSP00000069681	SINCAM900048
ENSMUSP00000069685	SINCAM006384
ENSMUSP00000069692	SINCAM004774
ENSMUSP00000069723	SINCAM920859
ENSMUSP00000069725	SINCAM922625
ENSMUSP00000069728	SINCAM921379
ENSMUSP00000069744	SINCAM014155
ENSMUSP00000069751	SINCAM002197
ENSMUSP00000069752	SINCAM011617
ENSMUSP00000069765	SINCAM923010
ENSMUSP00000069774	SINCAM015461
ENSMUSP00000069821	SINCAM006610
ENSMUSP00000069840	SINCAM004819
ENSMUSP00000069849	SINCAM008527
ENSMUSP00000069850	SINCAM011974
ENSMUSP00000069851	SINCAM003889
ENSMUSP00000069864	SINCAM007702
ENSMUSP00000069872	SINCAM000587
ENSMUSP00000069915	SINCAM922491
ENSMUSP00000069962	SINCAM007136
ENSMUSP00000069965	SINCAM017683
ENSMUSP00000069969	SINCAM001941
