fgenesh2_pg.scaffold_351000043	ENSP00000261819
e_gw.414.18.1	ENSP00000391402
e_gw.415.8.1	ENSP00000302111
e_gw.415.29.1	ENSP00000429824
e_gw.415.20.1	ENSP00000428646
e_gw.415.20.1	ENSP00000387091
e_gw.416.25.1	ENSP00000261839
e_gw.416.25.1	ENSP00000467396
e_gw.417.50.1	ENSP00000393222
e_gw.417.46.1	ENSP00000222388
e_gw.417.31.1	ENSP00000407613
e_gw.417.41.1	ENSP00000266987
e_gw.417.41.1	ENSP00000318176
e_gw.418.58.1	ENSP00000376417
e_gw.418.25.1	ENSP00000369500
e_gw.418.35.1	ENSP00000361845
e_gw.418.45.1	ENSP00000369465
e_gw.418.20.1	ENSP00000207157
e_gw.420.36.1	ENSP00000360017
e_gw.420.56.1	ENSP00000220429
e_gw.420.55.1	ENSP00000442129
e_gw.421.61.1	ENSP00000369314
e_gw.421.53.1	ENSP00000302814
e_gw.421.40.1	ENSP00000255224
e_gw.421.56.1	ENSP00000334813
e_gw.421.56.1	ENSP00000450456
e_gw.421.56.1	ENSP00000311492
e_gw.421.42.1	ENSP00000370200
e_gw.421.58.1	ENSP00000247706
e_gw.422.74.1	ENSP00000369820
e_gw.422.140.1	ENSP00000375482
e_gw.424.31.1	ENSP00000368737
e_gw.424.31.1	ENSP00000457654
e_gw.424.35.1	ENSP00000345292
e_gw.425.64.1	ENSP00000457016
e_gw.425.21.1	ENSP00000449795
e_gw.425.25.1	ENSP00000288532
e_gw.425.35.1	ENSP00000384534
e_gw.425.47.1	ENSP00000267202
e_gw.427.2.1	ENSP00000265316
e_gw.427.22.1	ENSP00000331727
e_gw.428.17.1	ENSP00000325748
e_gw.428.10.1	ENSP00000263080
e_gw.428.10.1	ENSP00000255082
e_gw.428.20.1	ENSP00000241256
e_gw.428.20.1	ENSP00000359532
e_gw.428.20.1	ENSP00000305877
e_gw.428.20.1	ENSP00000327417
e_gw.429.30.1	ENSP00000369320
e_gw.429.22.1	ENSP00000366582
e_gw.430.30.1	ENSP00000301838
e_gw.431.28.1	ENSP00000252677
e_gw.431.48.1	ENSP00000357612
e_gw.431.13.1	ENSP00000253159
e_gw.431.37.1	ENSP00000378152
e_gw.431.8.1	ENSP00000392689
e_gw.432.47.1	ENSP00000357737
e_gw.433.21.1	ENSP00000347852
e_gw.434.23.1	ENSP00000357196
e_gw.434.14.1	ENSP00000471871
e_gw.435.62.1	ENSP00000369339
e_gw.436.25.1	ENSP00000361331
e_gw.436.9.1	ENSP00000359688
e_gw.436.12.1	ENSP00000383840
e_gw.437.42.1	ENSP00000325355
e_gw.437.44.1	ENSP00000303486
e_gw.438.35.1	ENSP00000260952
e_gw.439.44.1	ENSP00000366157
e_gw.439.48.1	ENSP00000278840
e_gw.439.61.1	ENSP00000261296
e_gw.439.22.1	ENSP00000366771
e_gw.440.22.1	ENSP00000312664
e_gw.440.24.1	ENSP00000228251
e_gw.440.24.1	ENSP00000344401
e_gw.441.30.1	ENSP00000309430
e_gw.441.3.1	ENSP00000307134
e_gw.441.3.1	ENSP00000331678
e_gw.441.3.1	ENSP00000070846
e_gw.441.3.1	ENSP00000263946
e_gw.441.78.1	ENSP00000475924
e_gw.442.33.1	ENSP00000341170
e_gw.442.65.1	ENSP00000379038
e_gw.442.23.1	ENSP00000340998
e_gw.444.33.1	ENSP00000472985
e_gw.444.17.1	ENSP00000361302
e_gw.444.52.1	ENSP00000310241
e_gw.444.64.1	ENSP00000361569
e_gw.444.51.1	ENSP00000327569
e_gw.444.19.1	ENSP00000343331
e_gw.444.30.1	ENSP00000377895
e_gw.446.15.1	ENSP00000368727
e_gw.446.51.1	ENSP00000368152
e_gw.446.54.1	ENSP00000267884
e_gw.446.21.1	ENSP00000440915
e_gw.446.17.1	ENSP00000464167
e_gw.446.4.1	ENSP00000264668
e_gw.447.29.1	ENSP00000353915
e_gw.447.29.1	ENSP00000275216
e_gw.447.29.1	ENSP00000258034
e_gw.448.28.1	ENSP00000356951
e_gw.448.77.1	ENSP00000455385
e_gw.449.82.1	ENSP00000240619
e_gw.450.25.1	ENSP00000354207
e_gw.450.61.1	ENSP00000261751
e_gw.450.61.1	ENSP00000304290
e_gw.450.61.1	ENSP00000374145
e_gw.450.28.1	ENSP00000377411
e_gw.452.68.1	ENSP00000341551
e_gw.452.5.1	ENSP00000260453
e_gw.453.33.1	ENSP00000317159
e_gw.453.17.1	ENSP00000258169
e_gw.453.39.1	ENSP00000269499
e_gw.453.3.1	ENSP00000284262
e_gw.453.3.1	ENSP00000380307
e_gw.454.13.1	ENSP00000370394
e_gw.454.13.1	ENSP00000337732
e_gw.455.21.1	ENSP00000314214
e_gw.455.21.1	ENSP00000054666
e_gw.455.21.1	ENSP00000305647
e_gw.455.17.1	ENSP00000221200
e_gw.456.2.1	ENSP00000387347
e_gw.456.35.1	ENSP00000349616
e_gw.456.21.1	ENSP00000339958
e_gw.456.7.1	ENSP00000402355
e_gw.457.92.1	ENSP00000328207
e_gw.458.33.1	ENSP00000254227
e_gw.458.37.1	ENSP00000265498
e_gw.458.2.1	ENSP00000400587
e_gw.458.4.1	ENSP00000315474
e_gw.458.4.1	ENSP00000305107
e_gw.458.50.1	ENSP00000364670
e_gw.459.27.1	ENSP00000357507
e_gw.459.30.1	ENSP00000256854
e_gw.460.10.1	ENSP00000274813
e_gw.460.12.1	ENSP00000417229
e_gw.460.15.1	ENSP00000376506
e_gw.460.4.1	ENSP00000438689
e_gw.460.4.1	ENSP00000312618
e_gw.461.26.1	ENSP00000295633
e_gw.461.7.1	ENSP00000376419
e_gw.461.23.1	ENSP00000261249
e_gw.461.27.1	ENSP00000305941
e_gw.461.45.1	ENSP00000436901
e_gw.461.45.1	ENSP00000441640
e_gw.461.29.1	ENSP00000393963
e_gw.461.14.1	ENSP00000267512
e_gw.462.28.1	ENSP00000381220
e_gw.462.3.1	ENSP00000473496
e_gw.462.35.1	ENSP00000471519
e_gw.463.39.1	ENSP00000372278
e_gw.465.24.1	ENSP00000355167
e_gw.465.31.1	ENSP00000376872
e_gw.466.61.1	ENSP00000309124
e_gw.466.10.1	ENSP00000338807
e_gw.467.42.1	ENSP00000263735
e_gw.468.26.1	ENSP00000262554
e_gw.469.21.1	ENSP00000290810
e_gw.469.55.1	ENSP00000306397
e_gw.469.29.1	ENSP00000237380
e_gw.469.10.1	ENSP00000365397
e_gw.469.20.1	ENSP00000401115
e_gw.469.52.1	ENSP00000299727
e_gw.469.52.1	ENSP00000329684
e_gw.469.62.1	ENSP00000297689
e_gw.470.28.1	ENSP00000278222
e_gw.470.27.1	ENSP00000436126
e_gw.470.39.1	ENSP00000371897
e_gw.471.22.1	ENSP00000371398
e_gw.474.3.1	ENSP00000375147
e_gw.475.13.1	ENSP00000368966
e_gw.476.35.1	ENSP00000365081
e_gw.476.18.1	ENSP00000354461
e_gw.476.18.1	ENSP00000312753
e_gw.477.20.1	ENSP00000290866
e_gw.477.63.1	ENSP00000308000
e_gw.478.20.1	ENSP00000225609
e_gw.478.2.1	ENSP00000288912
e_gw.479.15.1	ENSP00000378364
e_gw.479.15.1	ENSP00000233202
e_gw.480.52.1	ENSP00000371307
e_gw.481.4.1	ENSP00000416787
e_gw.481.4.1	ENSP00000376548
e_gw.482.11.1	ENSP00000282226
e_gw.482.11.1	ENSP00000306888
e_gw.482.5.1	ENSP00000322609
e_gw.482.8.1	ENSP00000386563
e_gw.483.45.1	ENSP00000053468
e_gw.483.45.1	ENSP00000308717
e_gw.483.1.1	ENSP00000368237
e_gw.483.14.1	ENSP00000298832
e_gw.483.24.1	ENSP00000436318
e_gw.483.16.1	ENSP00000238682
e_gw.483.16.1	ENSP00000221930
e_gw.483.18.1	ENSP00000206595
e_gw.483.18.1	ENSP00000333024
e_gw.483.46.1	ENSP00000355925
e_gw.483.46.1	ENSP00000451463
e_gw.483.25.1	ENSP00000355899
e_gw.484.3.1	ENSP00000233616
e_gw.484.33.1	ENSP00000379683
e_gw.484.37.1	ENSP00000331258
e_gw.484.29.1	ENSP00000376384
e_gw.484.28.1	ENSP00000342295
e_gw.485.10.1	ENSP00000387318
e_gw.485.3.1	ENSP00000352035
e_gw.486.25.1	ENSP00000306449
e_gw.487.29.1	ENSP00000323068
e_gw.487.12.1	ENSP00000308895
e_gw.487.12.1	ENSP00000264387
e_gw.487.30.1	ENSP00000236137
e_gw.487.18.1	ENSP00000300079
e_gw.488.19.1	ENSP00000413575
e_gw.488.23.1	ENSP00000346160
e_gw.490.11.1	ENSP00000302160
e_gw.490.15.1	ENSP00000476140
e_gw.491.12.1	ENSP00000304229
e_gw.491.21.1	ENSP00000260408
e_gw.492.39.1	ENSP00000393183
e_gw.492.46.1	ENSP00000346667
e_gw.492.5.1	ENSP00000295600
e_gw.493.26.1	ENSP00000260442
e_gw.493.8.1	ENSP00000380242
e_gw.493.30.1	ENSP00000300093
e_gw.494.27.1	ENSP00000391167
e_gw.494.65.1	ENSP00000231461
e_gw.494.67.1	ENSP00000365550
e_gw.494.69.1	ENSP00000271843
e_gw.495.21.1	ENSP00000401089
e_gw.495.15.1	ENSP00000433042
e_gw.497.14.1	ENSP00000217515
e_gw.497.14.1	ENSP00000304908
e_gw.498.5.1	ENSP00000370420
e_gw.499.1.1	ENSP00000260983
e_gw.499.83.1	ENSP00000378414
e_gw.499.83.1	ENSP00000392617
e_gw.499.95.1	ENSP00000279575
e_gw.499.4.1	ENSP00000225726
e_gw.499.4.1	ENSP00000464100
e_gw.502.33.1	ENSP00000351957
e_gw.502.22.1	ENSP00000294309
e_gw.503.16.1	ENSP00000315791
e_gw.504.8.1	ENSP00000413632
e_gw.505.46.1	ENSP00000369579
e_gw.505.19.1	ENSP00000359361
e_gw.505.37.1	ENSP00000348933
e_gw.505.20.1	ENSP00000269214
e_gw.506.29.1	ENSP00000360425
e_gw.506.14.1	ENSP00000308179
e_gw.506.11.1	ENSP00000384136
e_gw.506.11.1	ENSP00000380453
e_gw.507.23.1	ENSP00000268122
e_gw.507.32.1	ENSP00000365210
e_gw.508.33.1	ENSP00000259056
e_gw.508.40.1	ENSP00000335416
e_gw.508.7.1	ENSP00000416707
e_gw.508.7.1	ENSP00000362991
e_gw.508.48.1	ENSP00000331748
e_gw.509.19.1	ENSP00000332592
e_gw.513.40.1	ENSP00000361170
e_gw.514.65.1	ENSP00000341674
e_gw.514.77.1	ENSP00000473752
e_gw.514.50.1	ENSP00000229633
e_gw.515.3.1	ENSP00000263688
e_gw.516.18.1	ENSP00000263708
e_gw.517.15.1	ENSP00000357645
e_gw.517.12.1	ENSP00000352738
e_gw.518.1.1	ENSP00000311401
e_gw.518.46.1	ENSP00000308315
e_gw.518.46.1	ENSP00000266719
e_gw.518.46.1	ENSP00000364700
e_gw.519.23.1	ENSP00000232607
e_gw.522.13.1	ENSP00000282251
e_gw.522.2.1	ENSP00000256925
e_gw.523.3.1	ENSP00000265986
e_gw.523.33.1	ENSP00000358211
e_gw.523.10.1	ENSP00000386385
e_gw.524.9.1	ENSP00000426067
e_gw.525.5.1	ENSP00000328251
e_gw.525.10.1	ENSP00000276218
e_gw.526.41.1	ENSP00000307863
e_gw.526.43.1	ENSP00000337854
e_gw.526.29.1	ENSP00000371483
e_gw.526.29.1	ENSP00000321424
e_gw.526.29.1	ENSP00000442397
e_gw.526.39.1	ENSP00000464006
e_gw.527.1.1	ENSP00000383295
e_gw.527.3.1	ENSP00000296529
e_gw.530.29.1	ENSP00000294064
e_gw.530.14.1	ENSP00000228136
e_gw.531.18.1	ENSP00000449751
e_gw.534.13.1	ENSP00000413035
e_gw.536.4.1	ENSP00000309270
e_gw.536.4.1	ENSP00000307911
e_gw.536.43.1	ENSP00000322832
e_gw.537.48.1	ENSP00000382708
e_gw.538.10.1	ENSP00000369213
e_gw.539.49.1	ENSP00000278935
e_gw.541.28.1	ENSP00000363021
e_gw.541.28.1	ENSP00000362131
e_gw.541.3.1	ENSP00000271064
e_gw.541.6.1	ENSP00000365588
e_gw.542.22.1	ENSP00000316779
e_gw.544.17.1	ENSP00000371973
e_gw.544.28.1	ENSP00000317542
e_gw.546.5.1	ENSP00000248598
e_gw.546.6.1	ENSP00000233027
e_gw.546.6.1	ENSP00000233057
e_gw.546.27.1	ENSP00000375091
e_gw.547.8.1	ENSP00000371201
e_gw.548.7.1	ENSP00000357883
e_gw.548.2.1	ENSP00000341198
e_gw.548.2.1	ENSP00000380903
e_gw.548.2.1	ENSP00000417335
e_gw.548.22.1	ENSP00000453854
e_gw.550.7.1	ENSP00000302657
e_gw.550.20.1	ENSP00000353998
e_gw.550.1.1	ENSP00000331933
e_gw.550.17.1	ENSP00000299134
e_gw.551.21.1	ENSP00000229824
e_gw.552.5.1	ENSP00000379353
e_gw.552.1.1	ENSP00000374915
e_gw.553.15.1	ENSP00000430598
e_gw.553.63.1	ENSP00000225296
e_gw.553.16.1	ENSP00000343103
e_gw.554.6.1	ENSP00000417038
e_gw.555.22.1	ENSP00000476560
e_gw.555.14.1	ENSP00000320147
e_gw.557.14.1	ENSP00000371420
e_gw.557.40.1	ENSP00000386198
e_gw.558.12.1	ENSP00000260508
e_gw.558.12.1	ENSP00000302227
e_gw.559.3.1	ENSP00000311221
e_gw.559.3.1	ENSP00000350869
e_gw.559.4.1	ENSP00000368496
e_gw.559.14.1	ENSP00000400984
e_gw.560.8.1	ENSP00000366482
e_gw.561.8.1	ENSP00000380495
e_gw.562.37.1	ENSP00000378394
e_gw.562.37.1	ENSP00000377409
e_gw.562.49.1	ENSP00000351484
e_gw.562.24.1	ENSP00000362987
e_gw.562.50.1	ENSP00000398048
e_gw.563.12.1	ENSP00000248150
e_gw.565.43.1	ENSP00000224950
e_gw.565.54.1	ENSP00000363339
e_gw.567.34.1	ENSP00000298681
e_gw.568.16.1	ENSP00000362485
e_gw.569.21.1	ENSP00000289361
e_gw.569.35.1	ENSP00000367196
e_gw.570.44.1	ENSP00000375475
e_gw.570.19.1	ENSP00000409075
e_gw.570.19.1	ENSP00000457656
e_gw.571.41.1	ENSP00000265727
e_gw.571.6.1	ENSP00000382379
e_gw.572.57.1	ENSP00000372445
e_gw.572.34.1	ENSP00000252505
e_gw.574.34.1	ENSP00000311219
e_gw.575.28.1	ENSP00000296589
e_gw.576.12.1	ENSP00000403465
e_gw.576.12.1	ENSP00000386988
e_gw.576.3.1	ENSP00000406261
e_gw.576.38.1	ENSP00000410768
e_gw.577.12.1	ENSP00000427793
e_gw.577.52.1	ENSP00000219204
e_gw.577.28.1	ENSP00000268802
e_gw.577.15.1	ENSP00000262494
e_gw.577.15.1	ENSP00000262958
e_gw.577.51.1	ENSP00000300051
e_gw.578.69.1	ENSP00000251507
e_gw.578.71.1	ENSP00000209884
e_gw.578.71.1	ENSP00000343930
e_gw.578.71.1	ENSP00000423897
e_gw.578.71.1	ENSP00000367075
e_gw.578.71.1	ENSP00000362206
e_gw.579.19.1	ENSP00000313601
e_gw.580.7.1	ENSP00000441949
e_gw.581.5.1	ENSP00000386456
e_gw.583.14.1	ENSP00000352157
e_gw.584.4.1	ENSP00000271348
e_gw.587.7.1	ENSP00000343629
e_gw.587.14.1	ENSP00000365694
e_gw.588.23.1	ENSP00000308727
e_gw.589.3.1	ENSP00000333001
e_gw.589.6.1	ENSP00000386410
e_gw.590.16.1	ENSP00000297145
e_gw.592.10.1	ENSP00000385285
e_gw.592.50.1	ENSP00000340954
e_gw.592.16.1	ENSP00000416263
e_gw.592.13.1	ENSP00000363270
e_gw.593.18.1	ENSP00000377456
e_gw.593.62.1	ENSP00000376142
e_gw.594.3.1	ENSP00000264233
e_gw.594.3.1	ENSP00000435506
e_gw.594.50.1	ENSP00000264001
e_gw.594.38.1	ENSP00000351619
e_gw.595.29.1	ENSP00000262375
e_gw.595.39.1	ENSP00000371594
e_gw.595.39.1	ENSP00000334448
e_gw.595.39.1	ENSP00000363411
e_gw.595.39.1	ENSP00000248564
e_gw.595.39.1	ENSP00000426022
e_gw.595.38.1	ENSP00000296518
e_gw.595.9.1	ENSP00000314396
e_gw.595.19.1	ENSP00000280701
e_gw.597.19.1	ENSP00000408695
e_gw.598.10.1	ENSP00000403755
e_gw.599.7.1	ENSP00000377470
e_gw.599.2.1	ENSP00000264279
e_gw.599.12.1	ENSP00000296149
e_gw.602.5.1	ENSP00000261233
e_gw.603.16.1	ENSP00000408526
e_gw.604.7.1	ENSP00000396234
e_gw.604.19.1	ENSP00000325808
e_gw.606.24.1	ENSP00000267406
e_gw.606.28.1	ENSP00000430025
e_gw.606.9.1	ENSP00000356807
e_gw.608.43.1	ENSP00000356476
e_gw.608.44.1	ENSP00000420315
e_gw.609.29.1	ENSP00000350949
e_gw.609.20.1	ENSP00000368318
e_gw.609.26.1	ENSP00000382218
e_gw.611.8.1	ENSP00000442747
e_gw.611.20.1	ENSP00000262013
e_gw.612.22.1	ENSP00000369335
e_gw.613.28.1	ENSP00000357740
e_gw.613.9.1	ENSP00000261318
e_gw.613.15.1	ENSP00000347184
e_gw.613.27.1	ENSP00000257575
e_gw.614.8.1	ENSP00000441913
e_gw.615.4.1	ENSP00000355720
e_gw.616.1.1	ENSP00000260818
e_gw.617.3.1	ENSP00000284031
e_gw.618.9.1	ENSP00000258770
e_gw.619.35.1	ENSP00000333657
e_gw.619.42.1	ENSP00000355741
e_gw.621.14.1	ENSP00000356548
e_gw.622.1.1	ENSP00000398619
e_gw.624.29.1	ENSP00000336127
e_gw.626.11.1	ENSP00000327323
e_gw.627.18.1	ENSP00000326003
e_gw.628.1.1	ENSP00000261170
e_gw.628.40.1	ENSP00000334375
e_gw.628.4.1	ENSP00000369141
e_gw.629.16.1	ENSP00000352928
e_gw.629.10.1	ENSP00000354497
e_gw.630.3.1	ENSP00000364613
e_gw.630.2.1	ENSP00000355086
e_gw.631.1.1	ENSP00000354623
e_gw.631.42.1	ENSP00000317895
e_gw.632.18.1	ENSP00000369257
e_gw.632.7.1	ENSP00000217402
e_gw.632.7.1	ENSP00000324205
e_gw.633.25.1	ENSP00000373669
e_gw.633.39.1	ENSP00000355421
e_gw.633.16.1	ENSP00000253699
e_gw.634.5.1	ENSP00000345629
e_gw.636.18.1	ENSP00000352401
e_gw.641.18.1	ENSP00000417061
e_gw.642.9.1	ENSP00000441832
e_gw.643.5.1	ENSP00000357320
e_gw.644.12.1	ENSP00000444736
e_gw.644.2.1	ENSP00000374036
e_gw.644.2.1	ENSP00000343665
e_gw.644.8.1	ENSP00000328977
e_gw.645.6.1	ENSP00000432886
e_gw.645.1.1	ENSP00000309714
e_gw.646.20.1	ENSP00000386543
e_gw.647.54.1	ENSP00000281950
e_gw.655.1.1	ENSP00000257287
e_gw.655.1.1	ENSP00000377123
e_gw.656.41.1	ENSP00000287878
e_gw.656.2.1	ENSP00000375951
e_gw.656.16.1	ENSP00000255226
e_gw.659.14.1	ENSP00000282878
e_gw.659.14.1	ENSP00000360718
e_gw.659.14.1	ENSP00000222120
e_gw.660.9.1	ENSP00000312304
e_gw.661.39.1	ENSP00000436320
e_gw.661.32.1	ENSP00000304147
e_gw.661.42.1	ENSP00000438895
e_gw.661.5.1	ENSP00000360855
e_gw.661.7.1	ENSP00000408411
e_gw.661.7.1	ENSP00000265598
e_gw.661.7.1	ENSP00000250092
e_gw.661.36.1	ENSP00000378757
e_gw.662.13.1	ENSP00000040663
e_gw.662.4.1	ENSP00000356057
e_gw.664.1.1	ENSP00000397879
e_gw.664.4.1	ENSP00000473824
e_gw.665.25.1	ENSP00000403397
e_gw.665.25.1	ENSP00000400113
e_gw.665.3.1	ENSP00000258534
e_gw.665.3.1	ENSP00000420919
e_gw.665.3.1	ENSP00000387292
e_gw.668.7.1	ENSP00000441047
e_gw.670.2.1	ENSP00000377344
e_gw.673.11.1	ENSP00000258873
e_gw.673.11.1	ENSP00000465589
e_gw.673.9.1	ENSP00000263384
e_gw.674.12.1	ENSP00000366084
e_gw.674.12.1	ENSP00000003084
e_gw.676.7.1	ENSP00000227474
e_gw.679.6.1	ENSP00000303508
e_gw.679.15.1	ENSP00000328335
e_gw.679.2.1	ENSP00000298743
e_gw.680.20.1	ENSP00000364320
e_gw.680.36.1	ENSP00000302177
e_gw.680.36.1	ENSP00000314196
e_gw.681.1.1	ENSP00000364035
e_gw.686.12.1	ENSP00000268314
e_gw.687.4.1	ENSP00000236273
e_gw.689.14.1	ENSP00000274520
e_gw.689.1.1	ENSP00000368798
e_gw.690.7.1	ENSP00000362456
e_gw.693.1.1	ENSP00000251921
e_gw.695.10.1	ENSP00000356039
e_gw.701.41.1	ENSP00000290271
e_gw.701.12.1	ENSP00000298510
e_gw.701.4.1	ENSP00000242248
e_gw.703.9.1	ENSP00000354822
e_gw.707.1.1	ENSP00000225276
e_gw.707.1.1	ENSP00000156626
e_gw.708.11.1	ENSP00000297161
e_gw.709.19.1	ENSP00000334003
e_gw.709.21.1	ENSP00000362144
e_gw.709.21.1	ENSP00000378145
e_gw.711.10.1	ENSP00000336721
e_gw.711.31.1	ENSP00000281146
e_gw.711.4.1	ENSP00000425840
e_gw.711.4.1	ENSP00000295317
e_gw.711.4.1	ENSP00000255499
e_gw.711.4.1	ENSP00000388207
e_gw.712.2.1	ENSP00000301671
e_gw.713.8.1	ENSP00000228741
e_gw.716.22.1	ENSP00000264018
e_gw.716.15.1	ENSP00000355045
e_gw.716.17.1	ENSP00000351602
e_gw.722.1.1	ENSP00000331500
e_gw.723.7.1	ENSP00000359904
e_gw.724.13.1	ENSP00000318222
e_gw.724.8.1	ENSP00000359675
e_gw.726.9.1	ENSP00000215917
e_gw.726.1.1	ENSP00000357341
e_gw.726.1.1	ENSP00000217320
e_gw.730.7.1	ENSP00000263121
e_gw.732.2.1	ENSP00000263974
e_gw.732.5.1	ENSP00000346576
e_gw.733.3.1	ENSP00000328326
e_gw.733.3.1	ENSP00000331704
e_gw.733.8.1	ENSP00000296140
e_gw.740.3.1	ENSP00000297632
e_gw.741.2.1	ENSP00000338413
e_gw.741.2.1	ENSP00000333266
e_gw.741.2.1	ENSP00000313454
e_gw.743.9.1	ENSP00000345216
e_gw.743.6.1	ENSP00000368710
e_gw.746.21.1	ENSP00000414786
e_gw.747.3.1	ENSP00000264883
e_gw.749.5.1	ENSP00000342680
e_gw.751.8.1	ENSP00000421377
e_gw.751.9.1	ENSP00000290881
e_gw.751.9.1	ENSP00000297063
e_gw.752.2.1	ENSP00000329137
e_gw.752.2.1	ENSP00000442304
e_gw.758.18.1	ENSP00000437714
e_gw.758.1.1	ENSP00000253861
e_gw.759.1.1	ENSP00000345731
e_gw.759.11.1	ENSP00000362773
e_gw.762.11.1	ENSP00000325785
e_gw.762.3.1	ENSP00000254466
e_gw.763.21.1	ENSP00000309565
e_gw.764.7.1	ENSP00000367595
e_gw.765.10.1	ENSP00000314103
e_gw.767.10.1	ENSP00000292180
e_gw.767.13.1	ENSP00000456348
e_gw.768.2.1	ENSP00000339245
e_gw.768.3.1	ENSP00000465391
e_gw.769.3.1	ENSP00000376611
e_gw.770.10.1	ENSP00000421922
e_gw.773.6.1	ENSP00000316457
e_gw.775.30.1	ENSP00000356990
e_gw.775.8.1	ENSP00000297338
e_gw.775.8.1	ENSP00000386414
e_gw.775.18.1	ENSP00000382474
e_gw.777.3.1	ENSP00000356071
e_gw.779.9.1	ENSP00000333926
e_gw.779.9.1	ENSP00000311030
e_gw.779.9.1	ENSP00000378230
e_gw.780.1.1	ENSP00000222800
e_gw.780.3.1	ENSP00000384625
e_gw.786.9.1	ENSP00000367766
e_gw.787.17.1	ENSP00000339017
e_gw.795.3.1	ENSP00000355500
e_gw.797.12.1	ENSP00000288490
e_gw.797.13.1	ENSP00000291539
e_gw.801.3.1	ENSP00000263092
e_gw.805.13.1	ENSP00000431287
e_gw.806.1.1	ENSP00000263239
e_gw.806.17.1	ENSP00000356708
e_gw.806.17.1	ENSP00000371785
e_gw.807.7.1	ENSP00000368503
e_gw.809.5.1	ENSP00000281038
e_gw.809.1.1	ENSP00000302961
e_gw.809.3.1	ENSP00000435421
e_gw.810.5.1	ENSP00000299295
e_gw.813.3.1	ENSP00000204604
e_gw.816.1.1	ENSP00000432412
e_gw.817.4.1	ENSP00000012443
e_gw.817.4.1	ENSP00000392262
e_gw.818.6.1	ENSP00000263753
e_gw.818.8.1	ENSP00000219439
e_gw.819.14.1	ENSP00000266718
e_gw.821.6.1	ENSP00000299299
e_gw.822.26.1	ENSP00000193322
e_gw.822.1.1	ENSP00000384081
e_gw.823.10.1	ENSP00000362329
e_gw.827.16.1	ENSP00000310405
e_gw.828.1.1	ENSP00000355809
e_gw.828.1.1	ENSP00000245932
e_gw.829.7.1	ENSP00000231121
e_gw.829.4.1	ENSP00000417955
e_gw.830.3.1	ENSP00000350552
e_gw.831.1.1	ENSP00000223145
e_gw.839.1.1	ENSP00000311648
e_gw.839.1.1	ENSP00000274278
e_gw.853.15.1	ENSP00000357973
e_gw.854.6.1	ENSP00000237014
e_gw.858.4.1	ENSP00000477352
e_gw.861.1.1	ENSP00000267101
e_gw.862.19.1	ENSP00000268712
e_gw.865.16.1	ENSP00000420306
e_gw.868.5.1	ENSP00000265351
e_gw.869.3.1	ENSP00000380877
e_gw.873.1.1	ENSP00000265689
e_gw.873.4.1	ENSP00000342836
e_gw.875.5.1	ENSP00000244426
e_gw.876.3.1	ENSP00000367346
e_gw.877.5.1	ENSP00000296161
e_gw.879.1.1	ENSP00000296084
e_gw.881.5.1	ENSP00000297347
e_gw.883.8.1	ENSP00000379025
e_gw.894.4.1	ENSP00000312158
e_gw.899.1.1	ENSP00000216554
e_gw.899.5.1	ENSP00000354874
e_gw.900.6.1	ENSP00000378260
e_gw.900.6.1	ENSP00000409279
e_gw.905.2.1	ENSP00000350199
e_gw.907.1.1	ENSP00000264893
e_gw.907.1.1	ENSP00000373627
e_gw.909.12.1	ENSP00000316959
e_gw.909.1.1	ENSP00000326227
e_gw.916.4.1	ENSP00000360398
e_gw.919.7.1	ENSP00000340736
e_gw.923.1.1	ENSP00000348959
e_gw.923.1.1	ENSP00000363452
e_gw.928.1.1	ENSP00000385730
e_gw.929.1.1	ENSP00000375019
e_gw.936.4.1	ENSP00000371643
e_gw.937.10.1	ENSP00000320324
e_gw.937.10.1	ENSP00000428261
e_gw.944.9.1	ENSP00000365756
e_gw.948.3.1	ENSP00000244289
e_gw.952.8.1	ENSP00000339109
e_gw.955.7.1	ENSP00000220062
e_gw.959.9.1	ENSP00000353129
e_gw.960.6.1	ENSP00000417190
e_gw.969.8.1	ENSP00000354080
e_gw.969.4.1	ENSP00000227868
e_gw.969.5.1	ENSP00000379133
e_gw.974.1.1	ENSP00000415436
e_gw.983.6.1	ENSP00000270861
e_gw.990.17.1	ENSP00000319192
e_gw.1008.10.1	ENSP00000317902
e_gw.1008.10.1	ENSP00000383936
e_gw.1023.3.1	ENSP00000375956
e_gw.1030.13.1	ENSP00000359219
e_gw.1047.2.1	ENSP00000367939
e_gw.1055.12.1	ENSP00000262430
e_gw.1055.12.1	ENSP00000476300
e_gw.1055.6.1	ENSP00000358033
e_gw.1056.4.1	ENSP00000362727
e_gw.1068.2.1	ENSP00000258411
e_gw.1077.2.1	ENSP00000306548
e_gw.1090.6.1	ENSP00000439128
e_gw.1111.1.1	ENSP00000254624
e_gw.2546.1.1	ENSP00000311677
estExt_GenewiseH_1.C_10033	ENSP00000307607
estExt_GenewiseH_1.C_10199	ENSP00000309163
estExt_GenewiseH_1.C_10392	ENSP00000368767
estExt_GenewiseH_1.C_10412	ENSP00000229416
estExt_GenewiseH_1.C_10414	ENSP00000470539
estExt_GenewiseH_1.C_10543	ENSP00000364609
estExt_GenewiseH_1.C_10593	ENSP00000295645
estExt_GenewiseH_1.C_30015	ENSP00000362361
estExt_GenewiseH_1.C_30118	ENSP00000416583
