ENSTGUP00000000001	SINCAM013965
ENSTGUP00000007772	SINCAM000556
ENSTGUP00000007773	SINCAM010524
ENSTGUP00000007774	SINCAM000555
ENSTGUP00000007776	SINCAM921447
ENSTGUP00000007777	SINCAM922431
ENSTGUP00000007778	SINCAM010523
ENSTGUP00000007780	SINCAM001765
ENSTGUP00000007781	SINCAM011426
ENSTGUP00000007782	SINCAM921832
ENSTGUP00000007783	SINCAM921220
ENSTGUP00000007785	SINCAM005672
ENSTGUP00000007786	SINCAM013127
ENSTGUP00000007790	SINCAM001767
ENSTGUP00000007791	SINCAM005483
ENSTGUP00000007792	SINCAM920682
ENSTGUP00000007793	SINCAM922430
ENSTGUP00000007795	SINCAM010377
ENSTGUP00000007797	SINCAM012664
ENSTGUP00000007799	SINCAM006791
ENSTGUP00000007800	SINCAM011425
ENSTGUP00000007801	SINCAM011402
ENSTGUP00000007803	SINCAM920683
ENSTGUP00000007804	SINCAM011423
ENSTGUP00000007805	SINCAM003663
ENSTGUP00000007806	SINCAM003664
ENSTGUP00000007807	SINCAM922428
ENSTGUP00000007808	SINCAM004378
ENSTGUP00000007809	SINCAM010317
ENSTGUP00000007810	SINCAM014798
ENSTGUP00000007811	SINCAM922427
ENSTGUP00000007812	SINCAM006790
ENSTGUP00000007813	SINCAM016171
ENSTGUP00000007814	SINCAM005481
ENSTGUP00000007815	SINCAM005671
ENSTGUP00000007817	SINCAM010311
ENSTGUP00000007818	SINCAM005670
ENSTGUP00000007820	SINCAM007090
ENSTGUP00000007822	SINCAM006960
ENSTGUP00000007823	SINCAM007626
ENSTGUP00000007824	SINCAM006788
ENSTGUP00000007826	SINCAM008597
ENSTGUP00000007827	SINCAM005474
ENSTGUP00000007828	SINCAM011827
ENSTGUP00000007829	SINCAM011759
ENSTGUP00000007830	SINCAM009725
ENSTGUP00000007832	SINCAM006787
ENSTGUP00000007834	SINCAM920684
ENSTGUP00000007835	SINCAM008596
ENSTGUP00000007836	SINCAM006961
ENSTGUP00000007837	SINCAM013125
ENSTGUP00000007841	SINCAM011760
ENSTGUP00000007842	SINCAM005475
ENSTGUP00000007843	SINCAM922036
ENSTGUP00000007844	SINCAM003666
ENSTGUP00000007845	SINCAM017405
ENSTGUP00000007846	SINCAM003668
ENSTGUP00000007848	SINCAM012665
ENSTGUP00000007849	SINCAM012411
ENSTGUP00000007850	SINCAM012666
ENSTGUP00000007851	SINCAM007688
ENSTGUP00000007852	SINCAM010477
ENSTGUP00000007853	SINCAM922839
ENSTGUP00000007855	SINCAM012366
ENSTGUP00000007858	SINCAM008595
ENSTGUP00000007860	SINCAM017411
ENSTGUP00000007861	SINCAM009833
ENSTGUP00000007862	SINCAM003669
ENSTGUP00000007863	SINCAM009410
ENSTGUP00000007864	SINCAM016425
ENSTGUP00000007865	SINCAM920924
ENSTGUP00000007866	SINCAM006959
ENSTGUP00000007867	SINCAM920915
ENSTGUP00000007868	SINCAM004375
ENSTGUP00000007869	SINCAM009485
ENSTGUP00000007870	SINCAM003342
ENSTGUP00000007871	SINCAM012367
ENSTGUP00000007872	SINCAM006786
ENSTGUP00000007873	SINCAM010474
ENSTGUP00000007874	SINCAM011781
ENSTGUP00000007875	SINCAM011439
ENSTGUP00000007876	SINCAM006957
ENSTGUP00000007877	SINCAM009486
ENSTGUP00000007878	SINCAM002122
ENSTGUP00000007879	SINCAM012368
ENSTGUP00000007881	SINCAM016491
ENSTGUP00000007882	SINCAM002121
ENSTGUP00000007883	SINCAM009487
ENSTGUP00000007884	SINCAM013123
ENSTGUP00000007885	SINCAM005668
ENSTGUP00000007886	SINCAM011435
ENSTGUP00000007887	SINCAM003670
ENSTGUP00000007888	SINCAM011434
ENSTGUP00000007889	SINCAM009079
ENSTGUP00000007890	SINCAM013122
ENSTGUP00000007891	SINCAM006956
ENSTGUP00000007894	SINCAM004374
ENSTGUP00000007896	SINCAM010473
ENSTGUP00000007897	SINCAM011432
ENSTGUP00000007898	SINCAM007691
ENSTGUP00000007900	SINCAM013121
ENSTGUP00000007901	SINCAM000554
ENSTGUP00000007902	SINCAM006955
ENSTGUP00000007904	SINCAM012647
ENSTGUP00000007907	SINCAM003673
ENSTGUP00000007908	SINCAM010472
ENSTGUP00000007909	SINCAM011431
ENSTGUP00000007910	SINCAM008594
ENSTGUP00000007911	SINCAM017935
ENSTGUP00000007912	SINCAM004373
ENSTGUP00000007914	SINCAM002120
ENSTGUP00000007916	SINCAM012646
ENSTGUP00000007918	SINCAM013119
ENSTGUP00000007919	SINCAM000925
ENSTGUP00000007922	SINCAM011428
ENSTGUP00000007923	SINCAM013118
ENSTGUP00000007924	SINCAM006954
ENSTGUP00000007925	SINCAM007693
ENSTGUP00000007926	SINCAM008593
ENSTGUP00000007927	SINCAM010471
ENSTGUP00000007928	SINCAM007620
ENSTGUP00000007929	SINCAM012645
ENSTGUP00000007930	SINCAM010469
ENSTGUP00000007931	SINCAM012644
ENSTGUP00000007932	SINCAM920681
ENSTGUP00000007933	SINCAM920912
ENSTGUP00000007934	SINCAM003672
ENSTGUP00000007935	SINCAM000628
ENSTGUP00000007937	SINCAM005774
ENSTGUP00000007938	SINCAM010314
ENSTGUP00000007941	SINCAM010316
ENSTGUP00000007942	SINCAM010444
ENSTGUP00000007943	SINCAM011869
ENSTGUP00000007946	SINCAM011442
ENSTGUP00000007947	SINCAM013117
ENSTGUP00000007948	SINCAM010443
ENSTGUP00000007949	SINCAM921222
ENSTGUP00000007951	SINCAM001487
ENSTGUP00000007952	SINCAM002119
ENSTGUP00000007954	SINCAM007445
ENSTGUP00000007956	SINCAM004360
ENSTGUP00000007957	SINCAM002118
ENSTGUP00000007958	SINCAM011871
ENSTGUP00000007959	SINCAM008754
ENSTGUP00000007960	SINCAM001995
ENSTGUP00000007961	SINCAM010441
ENSTGUP00000007962	SINCAM007101
ENSTGUP00000007963	SINCAM011443
ENSTGUP00000007965	SINCAM012618
ENSTGUP00000007966	SINCAM010437
ENSTGUP00000007968	SINCAM012617
ENSTGUP00000007969	SINCAM900097
ENSTGUP00000007970	SINCAM011872
ENSTGUP00000007971	SINCAM005772
ENSTGUP00000007973	SINCAM900098
ENSTGUP00000007974	SINCAM007619
ENSTGUP00000007975	SINCAM922376
ENSTGUP00000007976	SINCAM920986
ENSTGUP00000007977	SINCAM920985
ENSTGUP00000007978	SINCAM010436
ENSTGUP00000007979	SINCAM900099
ENSTGUP00000007980	SINCAM011444
ENSTGUP00000007981	SINCAM009442
ENSTGUP00000007982	SINCAM007624
ENSTGUP00000007983	SINCAM006252
ENSTGUP00000007984	SINCAM005768
ENSTGUP00000007985	SINCAM004362
ENSTGUP00000007986	SINCAM007100
ENSTGUP00000007987	SINCAM006154
ENSTGUP00000007988	SINCAM008755
ENSTGUP00000007989	SINCAM004363
ENSTGUP00000007990	SINCAM011311
ENSTGUP00000007991	SINCAM001996
ENSTGUP00000007992	SINCAM921851
ENSTGUP00000007993	SINCAM012616
ENSTGUP00000007995	SINCAM007687
ENSTGUP00000007997	SINCAM015987
ENSTGUP00000007998	SINCAM005767
ENSTGUP00000008000	SINCAM013671
ENSTGUP00000008001	SINCAM004364
ENSTGUP00000008002	SINCAM010313
ENSTGUP00000008005	SINCAM921984
ENSTGUP00000008006	SINCAM012613
ENSTGUP00000008008	SINCAM002000
ENSTGUP00000008010	SINCAM009492
ENSTGUP00000008011	SINCAM002001
ENSTGUP00000008012	SINCAM921985
ENSTGUP00000008013	SINCAM014939
ENSTGUP00000008014	SINCAM008685
ENSTGUP00000008015	SINCAM004365
ENSTGUP00000008017	SINCAM004366
ENSTGUP00000008018	SINCAM007613
ENSTGUP00000008019	SINCAM920927
ENSTGUP00000008020	SINCAM004367
ENSTGUP00000008021	SINCAM012609
ENSTGUP00000008022	SINCAM900101
ENSTGUP00000008023	SINCAM000552
ENSTGUP00000008024	SINCAM008756
ENSTGUP00000008026	SINCAM000550
ENSTGUP00000008028	SINCAM007807
ENSTGUP00000008029	SINCAM004369
ENSTGUP00000008030	SINCAM012608
ENSTGUP00000008031	SINCAM000549
ENSTGUP00000008033	SINCAM006784
ENSTGUP00000008034	SINCAM012607
ENSTGUP00000008035	SINCAM015041
ENSTGUP00000008037	SINCAM015064
ENSTGUP00000008041	SINCAM013631
ENSTGUP00000008042	SINCAM016470
ENSTGUP00000008043	SINCAM003713
ENSTGUP00000008044	SINCAM012606
ENSTGUP00000008045	SINCAM002002
ENSTGUP00000008046	SINCAM011582
ENSTGUP00000008048	SINCAM002003
ENSTGUP00000008049	SINCAM007615
ENSTGUP00000008050	SINCAM009789
ENSTGUP00000008052	SINCAM922038
ENSTGUP00000008053	SINCAM005489
ENSTGUP00000008054	SINCAM007472
ENSTGUP00000008055	SINCAM006736
ENSTGUP00000008056	SINCAM000548
ENSTGUP00000008057	SINCAM922184
ENSTGUP00000008058	SINCAM009791
ENSTGUP00000008059	SINCAM002005
ENSTGUP00000008060	SINCAM012063
ENSTGUP00000008061	SINCAM005766
ENSTGUP00000008062	SINCAM922196
ENSTGUP00000008063	SINCAM010452
ENSTGUP00000008065	SINCAM005764
ENSTGUP00000008066	SINCAM921204
ENSTGUP00000008067	SINCAM011580
ENSTGUP00000008069	SINCAM009493
ENSTGUP00000008070	SINCAM010453
ENSTGUP00000008071	SINCAM900102
ENSTGUP00000008074	SINCAM000546
ENSTGUP00000008077	SINCAM016276
ENSTGUP00000008078	SINCAM007617
ENSTGUP00000008079	SINCAM900104
ENSTGUP00000008080	SINCAM005763
ENSTGUP00000008082	SINCAM006739
ENSTGUP00000008084	SINCAM001763
ENSTGUP00000008086	SINCAM006744
ENSTGUP00000008087	SINCAM922153
ENSTGUP00000008088	SINCAM006904
ENSTGUP00000008090	SINCAM012705
ENSTGUP00000008091	SINCAM005762
ENSTGUP00000008092	SINCAM000545
ENSTGUP00000008093	SINCAM005488
ENSTGUP00000008094	SINCAM000544
ENSTGUP00000008095	SINCAM012062
ENSTGUP00000008097	SINCAM001764
ENSTGUP00000008098	SINCAM006740
ENSTGUP00000008102	SINCAM000543
ENSTGUP00000008103	SINCAM006968
ENSTGUP00000008105	SINCAM900105
ENSTGUP00000008106	SINCAM010454
ENSTGUP00000008107	SINCAM006741
ENSTGUP00000008109	SINCAM007696
ENSTGUP00000008110	SINCAM921203
ENSTGUP00000008111	SINCAM009811
ENSTGUP00000008112	SINCAM008762
ENSTGUP00000008113	SINCAM000542
ENSTGUP00000008114	SINCAM002690
ENSTGUP00000008115	SINCAM004370
ENSTGUP00000008116	SINCAM005487
ENSTGUP00000008117	SINCAM006971
ENSTGUP00000008118	SINCAM005444
ENSTGUP00000008119	SINCAM001920
ENSTGUP00000008120	SINCAM005761
ENSTGUP00000008121	SINCAM007225
ENSTGUP00000008122	SINCAM000541
ENSTGUP00000008123	SINCAM012060
ENSTGUP00000008124	SINCAM009809
ENSTGUP00000008125	SINCAM010455
ENSTGUP00000008127	SINCAM008763
ENSTGUP00000008128	SINCAM005759
ENSTGUP00000008129	SINCAM009495
ENSTGUP00000008130	SINCAM005758
ENSTGUP00000008131	SINCAM009496
ENSTGUP00000008133	SINCAM011120
ENSTGUP00000008135	SINCAM009497
ENSTGUP00000008136	SINCAM900108
ENSTGUP00000008137	SINCAM002145
ENSTGUP00000008138	SINCAM922265
ENSTGUP00000008139	SINCAM012059
ENSTGUP00000008140	SINCAM012097
ENSTGUP00000008141	SINCAM002146
ENSTGUP00000008142	SINCAM922261
ENSTGUP00000008144	SINCAM900109
ENSTGUP00000008145	SINCAM009807
ENSTGUP00000008146	SINCAM006972
ENSTGUP00000008147	SINCAM010407
ENSTGUP00000008149	SINCAM003737
ENSTGUP00000008150	SINCAM012708
ENSTGUP00000008151	SINCAM000540
ENSTGUP00000008153	SINCAM006742
ENSTGUP00000008154	SINCAM921202
ENSTGUP00000008155	SINCAM011387
ENSTGUP00000008156	SINCAM922824
ENSTGUP00000008157	SINCAM007099
ENSTGUP00000008158	SINCAM002148
ENSTGUP00000008159	SINCAM005467
ENSTGUP00000008161	SINCAM002149
ENSTGUP00000008162	SINCAM004371
ENSTGUP00000008163	SINCAM900110
ENSTGUP00000008165	SINCAM005468
ENSTGUP00000008167	SINCAM008722
ENSTGUP00000008168	SINCAM006743
ENSTGUP00000008170	SINCAM002151
ENSTGUP00000008171	SINCAM007425
ENSTGUP00000008173	SINCAM005756
ENSTGUP00000008175	SINCAM006745
ENSTGUP00000008176	SINCAM009499
ENSTGUP00000008177	SINCAM004372
ENSTGUP00000008181	SINCAM003788
ENSTGUP00000008182	SINCAM005469
ENSTGUP00000008183	SINCAM012709
ENSTGUP00000008184	SINCAM007457
ENSTGUP00000008186	SINCAM900111
ENSTGUP00000008187	SINCAM011526
ENSTGUP00000008190	SINCAM000539
ENSTGUP00000008191	SINCAM900112
ENSTGUP00000008192	SINCAM007456
ENSTGUP00000008193	SINCAM009806
ENSTGUP00000008194	SINCAM003745
ENSTGUP00000008195	SINCAM010408
ENSTGUP00000008196	SINCAM921195
ENSTGUP00000008197	SINCAM920970
ENSTGUP00000008198	SINCAM005472
ENSTGUP00000008199	SINCAM921308
ENSTGUP00000008202	SINCAM900113
ENSTGUP00000008203	SINCAM000538
ENSTGUP00000008205	SINCAM007455
ENSTGUP00000008206	SINCAM003746
ENSTGUP00000008207	SINCAM010463
ENSTGUP00000008209	SINCAM003747
ENSTGUP00000008210	SINCAM000537
ENSTGUP00000008211	SINCAM004358
ENSTGUP00000008212	SINCAM920744
ENSTGUP00000008213	SINCAM008725
ENSTGUP00000008214	SINCAM009500
ENSTGUP00000008215	SINCAM011983
ENSTGUP00000008216	SINCAM011525
ENSTGUP00000008220	SINCAM011884
ENSTGUP00000008222	SINCAM007454
ENSTGUP00000008225	SINCAM000536
ENSTGUP00000008227	SINCAM009804
ENSTGUP00000008228	SINCAM920745
ENSTGUP00000008229	SINCAM014476
ENSTGUP00000008231	SINCAM006746
ENSTGUP00000008232	SINCAM012704
ENSTGUP00000008233	SINCAM008740
ENSTGUP00000008234	SINCAM001806
ENSTGUP00000008235	SINCAM010464
ENSTGUP00000008237	SINCAM011523
ENSTGUP00000008238	SINCAM009803
ENSTGUP00000008239	SINCAM009504
ENSTGUP00000008240	SINCAM011879
ENSTGUP00000008241	SINCAM003749
ENSTGUP00000008242	SINCAM900114
ENSTGUP00000008244	SINCAM922400
ENSTGUP00000008249	SINCAM006747
ENSTGUP00000008250	SINCAM011882
ENSTGUP00000008251	SINCAM922684
ENSTGUP00000008252	SINCAM008739
ENSTGUP00000008253	SINCAM001809
ENSTGUP00000008254	SINCAM008738
ENSTGUP00000008255	SINCAM012703
ENSTGUP00000008256	SINCAM922217
ENSTGUP00000008257	SINCAM009802
ENSTGUP00000008258	SINCAM011388
ENSTGUP00000008259	SINCAM011123
ENSTGUP00000008260	SINCAM010466
ENSTGUP00000008261	SINCAM011636
ENSTGUP00000008263	SINCAM005684
ENSTGUP00000008266	SINCAM010446
ENSTGUP00000008267	SINCAM009801
ENSTGUP00000008268	SINCAM920921
ENSTGUP00000008269	SINCAM011907
ENSTGUP00000008270	SINCAM922059
ENSTGUP00000008272	SINCAM004276
ENSTGUP00000008273	SINCAM001810
ENSTGUP00000008274	SINCAM921601
ENSTGUP00000008275	SINCAM005686
ENSTGUP00000008276	SINCAM011906
ENSTGUP00000008277	SINCAM008737
ENSTGUP00000008278	SINCAM001870
ENSTGUP00000008279	SINCAM920920
ENSTGUP00000008280	SINCAM005464
ENSTGUP00000008281	SINCAM009799
ENSTGUP00000008282	SINCAM900116
ENSTGUP00000008283	SINCAM008735
ENSTGUP00000008284	SINCAM011893
ENSTGUP00000008285	SINCAM011124
ENSTGUP00000008286	SINCAM006941
ENSTGUP00000008288	SINCAM008698
ENSTGUP00000008289	SINCAM006940
ENSTGUP00000008290	SINCAM005687
ENSTGUP00000008291	SINCAM011125
ENSTGUP00000008292	SINCAM007475
ENSTGUP00000008293	SINCAM005463
ENSTGUP00000008294	SINCAM921602
ENSTGUP00000008295	SINCAM009798
ENSTGUP00000008297	SINCAM920919
ENSTGUP00000008298	SINCAM006939
ENSTGUP00000008299	SINCAM005688
ENSTGUP00000008300	SINCAM000535
ENSTGUP00000008302	SINCAM010310
ENSTGUP00000008305	SINCAM921444
ENSTGUP00000008307	SINCAM002134
ENSTGUP00000008308	SINCAM006936
ENSTGUP00000008309	SINCAM922685
ENSTGUP00000008310	SINCAM010432
ENSTGUP00000008311	SINCAM008696
ENSTGUP00000008312	SINCAM921445
ENSTGUP00000008313	SINCAM005462
ENSTGUP00000008314	SINCAM012557
ENSTGUP00000008315	SINCAM000533
ENSTGUP00000008316	SINCAM004357
ENSTGUP00000008318	SINCAM005461
ENSTGUP00000008319	SINCAM011892
ENSTGUP00000008320	SINCAM012679
ENSTGUP00000008322	SINCAM900122
ENSTGUP00000008323	SINCAM002135
ENSTGUP00000008324	SINCAM013358
ENSTGUP00000008325	SINCAM010460
ENSTGUP00000008328	SINCAM010418
ENSTGUP00000008329	SINCAM900031
ENSTGUP00000008330	SINCAM000531
ENSTGUP00000008332	SINCAM900123
ENSTGUP00000008334	SINCAM002136
ENSTGUP00000008337	SINCAM921306
ENSTGUP00000008338	SINCAM010419
ENSTGUP00000008339	SINCAM002137
ENSTGUP00000008340	SINCAM900124
ENSTGUP00000008341	SINCAM006935
ENSTGUP00000008342	SINCAM004352
ENSTGUP00000008345	SINCAM003783
ENSTGUP00000008346	SINCAM011410
ENSTGUP00000008347	SINCAM013062
ENSTGUP00000008348	SINCAM011635
ENSTGUP00000008350	SINCAM017984
ENSTGUP00000008351	SINCAM011160
ENSTGUP00000008353	SINCAM002139
ENSTGUP00000008354	SINCAM007609
ENSTGUP00000008357	SINCAM012421
ENSTGUP00000008359	SINCAM004351
ENSTGUP00000008362	SINCAM006749
ENSTGUP00000008363	SINCAM920575
ENSTGUP00000008364	SINCAM922029
ENSTGUP00000008365	SINCAM005460
ENSTGUP00000008367	SINCAM010422
ENSTGUP00000008368	SINCAM004350
ENSTGUP00000008370	SINCAM011634
ENSTGUP00000008371	SINCAM010433
ENSTGUP00000008372	SINCAM009507
ENSTGUP00000008373	SINCAM922587
ENSTGUP00000008375	SINCAM011406
ENSTGUP00000008376	SINCAM009290
ENSTGUP00000008377	SINCAM003650
ENSTGUP00000008379	SINCAM011407
ENSTGUP00000008380	SINCAM003649
ENSTGUP00000008381	SINCAM011408
ENSTGUP00000008382	SINCAM012420
ENSTGUP00000008383	SINCAM009288
ENSTGUP00000008384	SINCAM922028
ENSTGUP00000008385	SINCAM003648
ENSTGUP00000008386	SINCAM014216
ENSTGUP00000008387	SINCAM004349
ENSTGUP00000008388	SINCAM920502
ENSTGUP00000008389	SINCAM011901
ENSTGUP00000008390	SINCAM009287
ENSTGUP00000008391	SINCAM006934
ENSTGUP00000008392	SINCAM004348
ENSTGUP00000008393	SINCAM003647
ENSTGUP00000008394	SINCAM006350
ENSTGUP00000008395	SINCAM009794
ENSTGUP00000008396	SINCAM922239
ENSTGUP00000008398	SINCAM013056
ENSTGUP00000008399	SINCAM003646
ENSTGUP00000008400	SINCAM012142
ENSTGUP00000008402	SINCAM002142
ENSTGUP00000008403	SINCAM921585
ENSTGUP00000008404	SINCAM007726
ENSTGUP00000008406	SINCAM004347
ENSTGUP00000008407	SINCAM006932
ENSTGUP00000008408	SINCAM005459
ENSTGUP00000008409	SINCAM014020
ENSTGUP00000008410	SINCAM003479
ENSTGUP00000008411	SINCAM004346
ENSTGUP00000008413	SINCAM922030
ENSTGUP00000008414	SINCAM006929
ENSTGUP00000008416	SINCAM000527
ENSTGUP00000008419	SINCAM921571
ENSTGUP00000008420	SINCAM921931
ENSTGUP00000008421	SINCAM005691
ENSTGUP00000008423	SINCAM005692
ENSTGUP00000008424	SINCAM005458
ENSTGUP00000008425	SINCAM011159
ENSTGUP00000008426	SINCAM007725
ENSTGUP00000008427	SINCAM002144
ENSTGUP00000008428	SINCAM011158
ENSTGUP00000008429	SINCAM010415
ENSTGUP00000008430	SINCAM921605
ENSTGUP00000008431	SINCAM000525
ENSTGUP00000008432	SINCAM011157
ENSTGUP00000008434	SINCAM922238
ENSTGUP00000008435	SINCAM922154
ENSTGUP00000008436	SINCAM003478
ENSTGUP00000008437	SINCAM004345
ENSTGUP00000008438	SINCAM010412
ENSTGUP00000008439	SINCAM002663
ENSTGUP00000008441	SINCAM920743
ENSTGUP00000008442	SINCAM013055
ENSTGUP00000008443	SINCAM922155
ENSTGUP00000008445	SINCAM921606
ENSTGUP00000008448	SINCAM005693
ENSTGUP00000008449	SINCAM011156
ENSTGUP00000008450	SINCAM006928
ENSTGUP00000008451	SINCAM005695
ENSTGUP00000008452	SINCAM011152
ENSTGUP00000008453	SINCAM006926
ENSTGUP00000008454	SINCAM011898
ENSTGUP00000008455	SINCAM003477
ENSTGUP00000008456	SINCAM005544
ENSTGUP00000008457	SINCAM009813
ENSTGUP00000008458	SINCAM004344
ENSTGUP00000008459	SINCAM007724
ENSTGUP00000008462	SINCAM009815
ENSTGUP00000008463	SINCAM007723
ENSTGUP00000008464	SINCAM921607
ENSTGUP00000008465	SINCAM004343
ENSTGUP00000008466	SINCAM012417
ENSTGUP00000008467	SINCAM011632
ENSTGUP00000008468	SINCAM921929
ENSTGUP00000008469	SINCAM921608
ENSTGUP00000008470	SINCAM009817
ENSTGUP00000008471	SINCAM921305
ENSTGUP00000008472	SINCAM920742
ENSTGUP00000008473	SINCAM921304
ENSTGUP00000008474	SINCAM005457
ENSTGUP00000008475	SINCAM011151
ENSTGUP00000008476	SINCAM000524
ENSTGUP00000008477	SINCAM005456
ENSTGUP00000008478	SINCAM009284
ENSTGUP00000008479	SINCAM011631
ENSTGUP00000008480	SINCAM008695
ENSTGUP00000008481	SINCAM011149
ENSTGUP00000008483	SINCAM012415
ENSTGUP00000008484	SINCAM006925
ENSTGUP00000008485	SINCAM004342
ENSTGUP00000008486	SINCAM011897
ENSTGUP00000008487	SINCAM003411
ENSTGUP00000008488	SINCAM921836
ENSTGUP00000008492	SINCAM010396
ENSTGUP00000008493	SINCAM010413
ENSTGUP00000008494	SINCAM921641
ENSTGUP00000008495	SINCAM005543
ENSTGUP00000008496	SINCAM004340
ENSTGUP00000008497	SINCAM011895
ENSTGUP00000008498	SINCAM007001
ENSTGUP00000008499	SINCAM010414
ENSTGUP00000008500	SINCAM009819
ENSTGUP00000008501	SINCAM010430
ENSTGUP00000008502	SINCAM013054
ENSTGUP00000008503	SINCAM921928
ENSTGUP00000008504	SINCAM005425
ENSTGUP00000008505	SINCAM005542
ENSTGUP00000008506	SINCAM921716
ENSTGUP00000008507	SINCAM008659
ENSTGUP00000008510	SINCAM007721
ENSTGUP00000008511	SINCAM921927
ENSTGUP00000008512	SINCAM922177
ENSTGUP00000008513	SINCAM922588
ENSTGUP00000008514	SINCAM009448
ENSTGUP00000008515	SINCAM920946
ENSTGUP00000008516	SINCAM009820
ENSTGUP00000008517	SINCAM921463
ENSTGUP00000008518	SINCAM011890
ENSTGUP00000008519	SINCAM011630
ENSTGUP00000008520	SINCAM010429
ENSTGUP00000008521	SINCAM005426
ENSTGUP00000008522	SINCAM922176
ENSTGUP00000008523	SINCAM920945
ENSTGUP00000008524	SINCAM009821
ENSTGUP00000008525	SINCAM013058
ENSTGUP00000008526	SINCAM012561
ENSTGUP00000008527	SINCAM922520
ENSTGUP00000008528	SINCAM009310
ENSTGUP00000008529	SINCAM010435
ENSTGUP00000008530	SINCAM004338
ENSTGUP00000008532	SINCAM003473
ENSTGUP00000008533	SINCAM014232
ENSTGUP00000008537	SINCAM002088
ENSTGUP00000008538	SINCAM921462
ENSTGUP00000008539	SINCAM001693
ENSTGUP00000008540	SINCAM000521
ENSTGUP00000008542	SINCAM001692
ENSTGUP00000008543	SINCAM003458
ENSTGUP00000008544	SINCAM009311
ENSTGUP00000008546	SINCAM008658
ENSTGUP00000008547	SINCAM013059
ENSTGUP00000008549	SINCAM009822
ENSTGUP00000008550	SINCAM004336
ENSTGUP00000008553	SINCAM003460
ENSTGUP00000008554	SINCAM007719
ENSTGUP00000008555	SINCAM009272
ENSTGUP00000008556	SINCAM921995
ENSTGUP00000008557	SINCAM007140
ENSTGUP00000008558	SINCAM005540
ENSTGUP00000008560	SINCAM009273
ENSTGUP00000008561	SINCAM007143
ENSTGUP00000008562	SINCAM005432
ENSTGUP00000008563	SINCAM921868
ENSTGUP00000008564	SINCAM011195
ENSTGUP00000008565	SINCAM012445
ENSTGUP00000008566	SINCAM011628
ENSTGUP00000008567	SINCAM005431
ENSTGUP00000008569	SINCAM922237
ENSTGUP00000008570	SINCAM004381
ENSTGUP00000008572	SINCAM009823
ENSTGUP00000008573	SINCAM922235
ENSTGUP00000008574	SINCAM010478
ENSTGUP00000008575	SINCAM005539
ENSTGUP00000008576	SINCAM921987
ENSTGUP00000008577	SINCAM011887
ENSTGUP00000008579	SINCAM016660
ENSTGUP00000008580	SINCAM013060
ENSTGUP00000008581	SINCAM011144
ENSTGUP00000008583	SINCAM006734
ENSTGUP00000008584	SINCAM013068
ENSTGUP00000008585	SINCAM007714
ENSTGUP00000008586	SINCAM017915
ENSTGUP00000008588	SINCAM012444
ENSTGUP00000008589	SINCAM005538
ENSTGUP00000008590	SINCAM013053
ENSTGUP00000008591	SINCAM000520
ENSTGUP00000008593	SINCAM011886
ENSTGUP00000008594	SINCAM011129
ENSTGUP00000008595	SINCAM007713
ENSTGUP00000008597	SINCAM011132
ENSTGUP00000008600	SINCAM007139
ENSTGUP00000008601	SINCAM007144
ENSTGUP00000008602	SINCAM001811
ENSTGUP00000008603	SINCAM005429
ENSTGUP00000008605	SINCAM922769
ENSTGUP00000008606	SINCAM013052
ENSTGUP00000008607	SINCAM921869
ENSTGUP00000008608	SINCAM005537
ENSTGUP00000008609	SINCAM004382
ENSTGUP00000008610	SINCAM013051
ENSTGUP00000008611	SINCAM003461
ENSTGUP00000008612	SINCAM009274
ENSTGUP00000008613	SINCAM008657
ENSTGUP00000008614	SINCAM011624
ENSTGUP00000008615	SINCAM010479
ENSTGUP00000008616	SINCAM009824
ENSTGUP00000008618	SINCAM006733
ENSTGUP00000008619	SINCAM010480
ENSTGUP00000008620	SINCAM921870
ENSTGUP00000008621	SINCAM009276
ENSTGUP00000008623	SINCAM011877
ENSTGUP00000008624	SINCAM009277
ENSTGUP00000008625	SINCAM000518
ENSTGUP00000008626	SINCAM006732
ENSTGUP00000008627	SINCAM001812
ENSTGUP00000008628	SINCAM013391
ENSTGUP00000008629	SINCAM011623
ENSTGUP00000008630	SINCAM003464
ENSTGUP00000008631	SINCAM920908
ENSTGUP00000008632	SINCAM007712
ENSTGUP00000008633	SINCAM007147
ENSTGUP00000008634	SINCAM013049
ENSTGUP00000008636	SINCAM016691
ENSTGUP00000008637	SINCAM010303
ENSTGUP00000008638	SINCAM920907
ENSTGUP00000008639	SINCAM007711
ENSTGUP00000008643	SINCAM007146
ENSTGUP00000008644	SINCAM920943
ENSTGUP00000008645	SINCAM016083
ENSTGUP00000008646	SINCAM011620
ENSTGUP00000008647	SINCAM922170
ENSTGUP00000008649	SINCAM003465
ENSTGUP00000008650	SINCAM009874
ENSTGUP00000008651	SINCAM013047
ENSTGUP00000008652	SINCAM003467
ENSTGUP00000008653	SINCAM011619
ENSTGUP00000008654	SINCAM005427
ENSTGUP00000008657	SINCAM007710
ENSTGUP00000008659	SINCAM005066
ENSTGUP00000008660	SINCAM008656
ENSTGUP00000008661	SINCAM921715
ENSTGUP00000008662	SINCAM007148
ENSTGUP00000008663	SINCAM005048
ENSTGUP00000008664	SINCAM000517
ENSTGUP00000008665	SINCAM920942
ENSTGUP00000008666	SINCAM009278
ENSTGUP00000008667	SINCAM008655
ENSTGUP00000008668	SINCAM011618
ENSTGUP00000008669	SINCAM011046
