PMZ_0000016-RA	SINLEJ014510
PMZ_0038690-RA	SINLEJ011717
PMZ_0038694-RA	SINLEJ003472
PMZ_0038702-RA	SINLEJ001094
PMZ_0038704-RA	SINLEJ019376
PMZ_0038715-RA	SINLEJ000276
PMZ_0038726-RA	SINLEJ017648
PMZ_0038731-RA	SINLEJ015967
PMZ_0038733-RA	SINLEJ010066
PMZ_0038737-RA	SINLEJ017500
PMZ_0038741-RA	SINLEJ005708
PMZ_0038743-RA	SINLEJ017444
PMZ_0038744-RA	SINLEJ002692
PMZ_0038745-RA	SINLEJ018183
PMZ_0038749-RA	SINLEJ000600
PMZ_0038751-RA	SINLEJ014726
PMZ_0038752-RA	SINLEJ018673
PMZ_0038754-RA	SINLEJ600495
PMZ_0038760-RA	SINLEJ015716
PMZ_0038762-RA	SINLEJ007920
PMZ_0038765-RA	SINLEJ019224
PMZ_0038776-RA	SINLEJ017205
PMZ_0038778-RA	SINLEJ012684
PMZ_0038783-RA	SINLEJ001301
PMZ_0038795-RA	SINLEJ014725
PMZ_0038805-RA	SINLEJ014998
PMZ_0038807-RA	SINLEJ012378
PMZ_0038829-RA	SINLEJ017932
PMZ_0038831-RA	SINLEJ016887
PMZ_0038835-RA	SINLEJ017446
PMZ_0038837-RA	SINLEJ019327
PMZ_0038838-RA	SINLEJ015411
PMZ_0038839-RA	SINLEJ018308
PMZ_0038844-RA	SINLEJ017323
PMZ_0038864-RA	SINLEJ005023
PMZ_0038866-RA	SINLEJ006303
PMZ_0038867-RA	SINLEJ017649
PMZ_0038869-RA	SINLEJ011852
PMZ_0038878-RA	SINLEJ013808
PMZ_0038879-RA	SINLEJ000933
PMZ_0038902-RA	SINLEJ017937
PMZ_0038903-RA	SINLEJ016957
PMZ_0038907-RA	SINLEJ018732
PMZ_0038908-RA	SINLEJ006699
PMZ_0038914-RA	SINLEJ004851
PMZ_0038918-RA	SINLEJ012921
PMZ_0038921-RA	SINLEJ005767
PMZ_0038923-RA	SINLEJ019225
PMZ_0038926-RA	SINLEJ011919
PMZ_0038939-RA	SINLEJ006146
PMZ_0038951-RA	SINLEJ017231
PMZ_0038952-RA	SINLEJ015555
PMZ_0038959-RA	SINLEJ005874
PMZ_0038961-RA	SINLEJ019343
PMZ_0038965-RA	SINLEJ018734
PMZ_0038967-RA	SINLEJ018946
PMZ_0038977-RA	SINLEJ016506
PMZ_0038983-RA	SINLEJ019288
PMZ_0038986-RA	SINLEJ016923
PMZ_0039002-RA	SINLEJ018918
PMZ_0039003-RA	SINLEJ018789
PMZ_0039012-RA	SINLEJ018999
PMZ_0039016-RA	SINLEJ014071
PMZ_0039019-RA	SINLEJ015100
PMZ_0039025-RA	SINLEJ003308
PMZ_0039032-RA	SINLEJ018420
PMZ_0039033-RA	SINLEJ016005
PMZ_0039043-RA	SINLEJ002086
PMZ_0039067-RA	SINLEJ014729
PMZ_0039076-RA	SINLEJ015545
PMZ_0039077-RA	SINLEJ017385
PMZ_0039084-RA	SINLEJ018853
PMZ_0039085-RA	SINLEJ014546
PMZ_0039088-RA	SINLEJ600491
PMZ_0039089-RA	SINLEJ001601
PMZ_0039104-RA	SINLEJ014352
PMZ_0039106-RA	SINLEJ006877
PMZ_0039109-RA	SINLEJ018936
PMZ_0039124-RA	SINLEJ014083
PMZ_0039126-RA	SINLEJ019363
PMZ_0039138-RA	SINLEJ008701
PMZ_0039144-RA	SINLEJ019419
PMZ_0039145-RA	SINLEJ018798
PMZ_0039148-RA	SINLEJ004822
PMZ_0039151-RA	SINLEJ017130
PMZ_0039160-RA	SINLEJ019441
PMZ_0039166-RA	SINLEJ004557
PMZ_0039170-RA	SINLEJ003752
PMZ_0039183-RA	SINLEJ019067
PMZ_0039201-RA	SINLEJ018619
PMZ_0039203-RA	SINLEJ018253
PMZ_0039217-RA	SINLEJ016502
PMZ_0039238-RA	SINLEJ015569
PMZ_0039241-RA	SINLEJ019203
PMZ_0039255-RA	SINLEJ014514
PMZ_0039260-RA	SINLEJ010576
PMZ_0039269-RA	SINLEJ011013
PMZ_0039278-RA	SINLEJ008000
PMZ_0039300-RA	SINLEJ018597
PMZ_0039303-RA	SINLEJ013831
PMZ_0039331-RA	SINLEJ008759
PMZ_0039338-RA	SINLEJ017279
PMZ_0039340-RA	SINLEJ007700
PMZ_0039341-RA	SINLEJ012487
PMZ_0039346-RA	SINLEJ019398
PMZ_0039349-RA	SINLEJ018768
PMZ_0039364-RA	SINLEJ016879
PMZ_0039376-RA	SINLEJ002955
PMZ_0039378-RA	SINLEJ016395
PMZ_0039383-RA	SINLEJ011494
PMZ_0039392-RA	SINLEJ018596
PMZ_0039393-RA	SINLEJ019455
PMZ_0039400-RA	SINLEJ014808
PMZ_0039403-RA	SINLEJ011682
PMZ_0039408-RA	SINLEJ007994
PMZ_0039415-RA	SINLEJ007995
PMZ_0039418-RA	SINLEJ011710
PMZ_0039423-RA	SINLEJ017327
PMZ_0039424-RA	SINLEJ018661
PMZ_0040002-RA	SINLEJ002670
PMZ_0040003-RA	SINLEJ008626
PMZ_0040004-RA	SINLEJ019417
PMZ_0040005-RA	SINLEJ002668
PMZ_0040006-RA	SINLEJ002667
PMZ_0040007-RA	SINLEJ017039
PMZ_0040008-RA	SINLEJ017041
PMZ_0040010-RA	SINLEJ017043
PMZ_0040011-RA	SINLEJ017048
PMZ_0040012-RA	SINLEJ017472
PMZ_0040013-RA	SINLEJ017470
PMZ_0040014-RA	SINLEJ017468
PMZ_0040015-RA	SINLEJ016111
PMZ_0040017-RA	SINLEJ016125
PMZ_0040022-RA	SINLEJ016140
PMZ_0040024-RA	SINLEJ016146
PMZ_0040026-RA	SINLEJ016148
PMZ_0040027-RA	SINLEJ002693
PMZ_0040028-RA	SINLEJ002696
PMZ_0040029-RA	SINLEJ002698
PMZ_0040032-RA	SINLEJ002705
PMZ_0040035-RA	SINLEJ019238
PMZ_0040038-RA	SINLEJ002716
PMZ_0040039-RA	SINLEJ002729
PMZ_0040040-RA	SINLEJ002730
PMZ_0040043-RA	SINLEJ002738
PMZ_0040044-RA	SINLEJ002745
PMZ_0040045-RA	SINLEJ002746
PMZ_0040046-RA	SINLEJ002748
PMZ_0040047-RA	SINLEJ002750
PMZ_0040049-RA	SINLEJ002752
PMZ_0040051-RA	SINLEJ002759
PMZ_0040053-RA	SINLEJ002761
PMZ_0040054-RA	SINLEJ002767
PMZ_0040055-RA	SINLEJ002768
PMZ_0040056-RA	SINLEJ002769
PMZ_0040060-RA	SINLEJ002775
PMZ_0040061-RA	SINLEJ002776
PMZ_0040062-RA	SINLEJ002777
PMZ_0040065-RA	SINLEJ013563
PMZ_0040067-RA	SINLEJ002785
PMZ_0040068-RA	SINLEJ002786
PMZ_0040071-RA	SINLEJ002791
PMZ_0040073-RA	SINLEJ002794
PMZ_0040074-RA	SINLEJ002796
PMZ_0040075-RA	SINLEJ002799
PMZ_0040077-RA	SINLEJ002807
PMZ_0040078-RA	SINLEJ002810
PMZ_0040079-RA	SINLEJ002813
PMZ_0040080-RA	SINLEJ002814
PMZ_0040081-RA	SINLEJ002822
PMZ_0040083-RA	SINLEJ002826
PMZ_0040084-RA	SINLEJ002828
PMZ_0040085-RA	SINLEJ002831
PMZ_0040087-RA	SINLEJ002835
PMZ_0040088-RA	SINLEJ002836
PMZ_0040090-RA	SINLEJ002839
PMZ_0040091-RA	SINLEJ002843
PMZ_0040094-RA	SINLEJ002862
PMZ_0040095-RA	SINLEJ002863
PMZ_0040098-RA	SINLEJ002869
PMZ_0040099-RA	SINLEJ002870
PMZ_0040101-RA	SINLEJ002871
PMZ_0040102-RA	SINLEJ002872
PMZ_0040103-RA	SINLEJ002874
PMZ_0040104-RA	SINLEJ002884
PMZ_0040105-RA	SINLEJ002885
PMZ_0040106-RA	SINLEJ002886
PMZ_0040107-RA	SINLEJ002889
PMZ_0040108-RA	SINLEJ003054
PMZ_0040109-RA	SINLEJ003053
PMZ_0040110-RA	SINLEJ003052
PMZ_0040112-RA	SINLEJ003050
PMZ_0040114-RA	SINLEJ003046
PMZ_0040115-RA	SINLEJ003043
PMZ_0040116-RA	SINLEJ003042
PMZ_0040117-RA	SINLEJ003040
PMZ_0040119-RA	SINLEJ003037
PMZ_0040120-RA	SINLEJ003035
PMZ_0040121-RA	SINLEJ003034
PMZ_0040122-RA	SINLEJ003033
PMZ_0040123-RA	SINLEJ003055
PMZ_0040124-RA	SINLEJ003031
PMZ_0040125-RA	SINLEJ003028
PMZ_0040127-RA	SINLEJ003011
PMZ_0040130-RA	SINLEJ003010
PMZ_0040131-RA	SINLEJ003008
PMZ_0040132-RA	SINLEJ003005
PMZ_0040133-RA	SINLEJ003004
PMZ_0040135-RA	SINLEJ003001
PMZ_0040136-RA	SINLEJ003000
PMZ_0040138-RA	SINLEJ002982
PMZ_0040140-RA	SINLEJ002971
PMZ_0040144-RA	SINLEJ003021
PMZ_0040145-RA	SINLEJ003020
PMZ_0040146-RA	SINLEJ003019
PMZ_0040147-RA	SINLEJ003018
PMZ_0040148-RA	SINLEJ003017
PMZ_0040149-RA	SINLEJ003016
PMZ_0040150-RA	SINLEJ003015
PMZ_0040151-RA	SINLEJ002951
PMZ_0040152-RA	SINLEJ002945
PMZ_0040153-RA	SINLEJ011011
PMZ_0040155-RA	SINLEJ002943
PMZ_0040156-RA	SINLEJ002942
PMZ_0040157-RA	SINLEJ002936
PMZ_0040158-RA	SINLEJ002934
PMZ_0040159-RA	SINLEJ002931
PMZ_0040160-RA	SINLEJ002929
PMZ_0040161-RA	SINLEJ002927
PMZ_0040162-RA	SINLEJ002926
PMZ_0040163-RA	SINLEJ002924
PMZ_0040164-RA	SINLEJ002922
PMZ_0040165-RA	SINLEJ002921
PMZ_0040167-RA	SINLEJ002920
PMZ_0040168-RA	SINLEJ002917
PMZ_0040169-RA	SINLEJ002912
PMZ_0040170-RA	SINLEJ002911
PMZ_0040172-RA	SINLEJ002906
PMZ_0040174-RA	SINLEJ002902
PMZ_0040175-RA	SINLEJ002901
PMZ_0040176-RA	SINLEJ002899
PMZ_0040177-RA	SINLEJ017975
PMZ_0040178-RA	SINLEJ017799
PMZ_0040179-RA	SINLEJ002892
PMZ_0040180-RA	SINLEJ002890
PMZ_0040183-RA	SINLEJ003063
PMZ_0040184-RA	SINLEJ003064
PMZ_0040185-RA	SINLEJ003065
PMZ_0040186-RA	SINLEJ003071
PMZ_0040187-RA	SINLEJ003067
PMZ_0040188-RA	SINLEJ003073
PMZ_0040190-RA	SINLEJ003075
PMZ_0040191-RA	SINLEJ003076
PMZ_0040192-RA	SINLEJ003077
PMZ_0040193-RA	SINLEJ003078
PMZ_0040195-RA	SINLEJ003081
PMZ_0040196-RA	SINLEJ003083
PMZ_0040198-RA	SINLEJ003091
PMZ_0040199-RA	SINLEJ003093
PMZ_0040201-RA	SINLEJ003099
PMZ_0040202-RA	SINLEJ003101
PMZ_0040203-RA	SINLEJ003105
PMZ_0040205-RA	SINLEJ019200
PMZ_0040208-RA	SINLEJ003120
PMZ_0040210-RA	SINLEJ003121
PMZ_0040213-RA	SINLEJ003126
PMZ_0040214-RA	SINLEJ003129
PMZ_0040215-RA	SINLEJ003132
PMZ_0040216-RA	SINLEJ003133
PMZ_0040218-RA	SINLEJ003135
PMZ_0040219-RA	SINLEJ005738
PMZ_0040220-RA	SINLEJ015142
PMZ_0040222-RA	SINLEJ003138
PMZ_0040224-RA	SINLEJ600509
PMZ_0040225-RA	SINLEJ001257
PMZ_0040226-RA	SINLEJ001234
PMZ_0040228-RA	SINLEJ001227
PMZ_0040229-RA	SINLEJ001222
PMZ_0040230-RA	SINLEJ016762
PMZ_0040231-RA	SINLEJ001206
PMZ_0040232-RA	SINLEJ001264
PMZ_0040233-RA	SINLEJ001218
PMZ_0040234-RA	SINLEJ001217
PMZ_0040237-RA	SINLEJ001213
PMZ_0040238-RA	SINLEJ001269
PMZ_0040239-RA	SINLEJ001271
PMZ_0040241-RA	SINLEJ001199
PMZ_0040243-RA	SINLEJ004753
PMZ_0040244-RA	SINLEJ001285
PMZ_0040245-RA	SINLEJ013881
PMZ_0040246-RA	SINLEJ001290
PMZ_0040247-RA	SINLEJ001293
PMZ_0040249-RA	SINLEJ001322
PMZ_0040253-RA	SINLEJ001336
PMZ_0040254-RA	SINLEJ001337
PMZ_0040257-RA	SINLEJ001339
PMZ_0040258-RA	SINLEJ001342
PMZ_0040260-RA	SINLEJ001345
PMZ_0040261-RA	SINLEJ001347
PMZ_0040262-RA	SINLEJ001348
PMZ_0040263-RA	SINLEJ001355
PMZ_0040265-RA	SINLEJ001356
PMZ_0040266-RA	SINLEJ001357
PMZ_0040267-RA	SINLEJ001358
PMZ_0040274-RA	SINLEJ001390
PMZ_0040275-RA	SINLEJ001391
PMZ_0040276-RA	SINLEJ001394
PMZ_0040277-RA	SINLEJ001396
PMZ_0040278-RA	SINLEJ001410
PMZ_0040279-RA	SINLEJ001414
PMZ_0040282-RA	SINLEJ001435
PMZ_0040283-RA	SINLEJ001444
PMZ_0040284-RA	SINLEJ001451
PMZ_0040285-RA	SINLEJ001456
PMZ_0040286-RA	SINLEJ001457
PMZ_0040287-RA	SINLEJ001466
PMZ_0040288-RA	SINLEJ001469
PMZ_0040289-RA	SINLEJ001471
PMZ_0040293-RA	SINLEJ001479
PMZ_0040294-RA	SINLEJ001480
PMZ_0040295-RA	SINLEJ001482
PMZ_0040296-RA	SINLEJ001483
PMZ_0040297-RA	SINLEJ001486
PMZ_0040298-RA	SINLEJ001488
PMZ_0040299-RA	SINLEJ001492
PMZ_0040300-RA	SINLEJ001493
PMZ_0040302-RA	SINLEJ001505
PMZ_0040307-RA	SINLEJ001518
PMZ_0040308-RA	SINLEJ001525
PMZ_0040310-RA	SINLEJ001527
PMZ_0040312-RA	SINLEJ001538
PMZ_0040313-RA	SINLEJ001540
PMZ_0040314-RA	SINLEJ001542
PMZ_0040315-RA	SINLEJ001543
PMZ_0040316-RA	SINLEJ001547
PMZ_0040321-RA	SINLEJ001573
PMZ_0040323-RA	SINLEJ001588
PMZ_0040325-RA	SINLEJ001590
PMZ_0040326-RA	SINLEJ001596
PMZ_0040327-RA	SINLEJ001597
PMZ_0040329-RA	SINLEJ001602
PMZ_0040330-RA	SINLEJ001607
PMZ_0040331-RA	SINLEJ001609
PMZ_0040333-RA	SINLEJ001205
PMZ_0040336-RA	SINLEJ001655
PMZ_0040338-RA	SINLEJ001656
PMZ_0040339-RA	SINLEJ001663
PMZ_0040340-RA	SINLEJ001666
PMZ_0040341-RA	SINLEJ001667
PMZ_0040342-RA	SINLEJ001674
PMZ_0040344-RA	SINLEJ003541
PMZ_0040345-RA	SINLEJ001679
PMZ_0040346-RA	SINLEJ001683
PMZ_0040347-RA	SINLEJ001682
PMZ_0040348-RA	SINLEJ001687
PMZ_0040349-RA	SINLEJ001697
PMZ_0040351-RA	SINLEJ001700
PMZ_0040353-RA	SINLEJ001703
PMZ_0040354-RA	SINLEJ001704
PMZ_0040357-RA	SINLEJ001711
PMZ_0040358-RA	SINLEJ001712
PMZ_0040359-RA	SINLEJ001715
PMZ_0040361-RA	SINLEJ000197
PMZ_0040362-RA	SINLEJ000204
PMZ_0040367-RA	SINLEJ000214
PMZ_0040368-RA	SINLEJ000215
PMZ_0040370-RA	SINLEJ000217
PMZ_0040372-RA	SINLEJ000218
PMZ_0040373-RA	SINLEJ000220
PMZ_0040375-RA	SINLEJ000222
PMZ_0040376-RA	SINLEJ000223
PMZ_0040378-RA	SINLEJ000226
PMZ_0040379-RA	SINLEJ000228
PMZ_0040380-RA	SINLEJ000230
PMZ_0040381-RA	SINLEJ000233
PMZ_0040382-RA	SINLEJ000234
PMZ_0040383-RA	SINLEJ000235
PMZ_0040385-RA	SINLEJ000238
PMZ_0040386-RA	SINLEJ000239
PMZ_0040387-RA	SINLEJ000240
PMZ_0040388-RA	SINLEJ000243
PMZ_0040389-RA	SINLEJ000245
PMZ_0040391-RA	SINLEJ000251
PMZ_0040394-RA	SINLEJ000262
PMZ_0040396-RA	SINLEJ000274
PMZ_0040397-RA	SINLEJ000275
PMZ_0040398-RA	SINLEJ000278
PMZ_0040399-RA	SINLEJ000282
PMZ_0040400-RA	SINLEJ000286
PMZ_0040401-RA	SINLEJ000287
PMZ_0040402-RA	SINLEJ000288
PMZ_0040403-RA	SINLEJ000292
PMZ_0040404-RA	SINLEJ000293
PMZ_0040405-RA	SINLEJ000294
PMZ_0040406-RA	SINLEJ000330
PMZ_0040407-RA	SINLEJ000333
PMZ_0040409-RA	SINLEJ000334
PMZ_0040411-RA	SINLEJ000335
PMZ_0040412-RA	SINLEJ000336
PMZ_0040413-RA	SINLEJ000337
PMZ_0040414-RA	SINLEJ000339
PMZ_0040418-RA	SINLEJ000344
PMZ_0040420-RA	SINLEJ000348
PMZ_0040422-RA	SINLEJ000350
PMZ_0040424-RA	SINLEJ000351
PMZ_0040425-RA	SINLEJ000352
PMZ_0040426-RA	SINLEJ000355
PMZ_0040427-RA	SINLEJ000356
PMZ_0040428-RA	SINLEJ000357
PMZ_0040430-RA	SINLEJ000365
PMZ_0040433-RA	SINLEJ000376
PMZ_0040437-RA	SINLEJ000383
PMZ_0040440-RA	SINLEJ000398
PMZ_0040443-RA	SINLEJ000426
PMZ_0040444-RA	SINLEJ000434
PMZ_0040445-RA	SINLEJ000435
PMZ_0040447-RA	SINLEJ000443
PMZ_0040450-RA	SINLEJ000448
PMZ_0040451-RA	SINLEJ000455
PMZ_0040452-RA	SINLEJ000458
PMZ_0040453-RA	SINLEJ000459
PMZ_0040456-RA	SINLEJ000463
PMZ_0040458-RA	SINLEJ000465
PMZ_0040459-RA	SINLEJ000467
PMZ_0040462-RA	SINLEJ000471
PMZ_0040463-RA	SINLEJ000476
PMZ_0040466-RA	SINLEJ000497
PMZ_0040468-RA	SINLEJ000507
PMZ_0040470-RA	SINLEJ000508
PMZ_0040471-RA	SINLEJ000513
PMZ_0040474-RA	SINLEJ000518
PMZ_0040475-RA	SINLEJ000528
PMZ_0040476-RA	SINLEJ000532
PMZ_0040477-RA	SINLEJ000535
PMZ_0040478-RA	SINLEJ000536
PMZ_0040479-RA	SINLEJ000537
PMZ_0040480-RA	SINLEJ000539
PMZ_0040481-RA	SINLEJ000541
PMZ_0040482-RA	SINLEJ000542
PMZ_0040483-RA	SINLEJ000544
PMZ_0040484-RA	SINLEJ000545
PMZ_0040487-RA	SINLEJ000553
PMZ_0040488-RA	SINLEJ000556
PMZ_0040489-RA	SINLEJ000558
PMZ_0040490-RA	SINLEJ000567
PMZ_0040493-RA	SINLEJ000572
PMZ_0040495-RA	SINLEJ000573
PMZ_0040497-RA	SINLEJ000578
PMZ_0040498-RA	SINLEJ000579
PMZ_0040501-RA	SINLEJ018287
PMZ_0040502-RA	SINLEJ000584
PMZ_0040504-RA	SINLEJ000587
PMZ_0040506-RA	SINLEJ016410
PMZ_0040507-RA	SINLEJ016435
PMZ_0040508-RA	SINLEJ016440
PMZ_0040509-RA	SINLEJ000630
PMZ_0040510-RA	SINLEJ000628
PMZ_0040511-RA	SINLEJ000618
PMZ_0040512-RA	SINLEJ000617
PMZ_0040514-RA	SINLEJ000624
PMZ_0040515-RA	SINLEJ000623
PMZ_0040516-RA	SINLEJ000613
PMZ_0040519-RA	SINLEJ000599
PMZ_0040520-RA	SINLEJ000598
PMZ_0040522-RA	SINLEJ000595
PMZ_0040523-RA	SINLEJ000594
PMZ_0040524-RA	SINLEJ000593
PMZ_0040526-RA	SINLEJ000592
PMZ_0040527-RA	SINLEJ000591
PMZ_0040532-RA	SINLEJ600486
PMZ_0040535-RA	SINLEJ600483
PMZ_0040536-RA	SINLEJ600482
PMZ_0040538-RA	SINLEJ600481
PMZ_0040539-RA	SINLEJ600479
PMZ_0040540-RA	SINLEJ600478
PMZ_0040541-RA	SINLEJ600477
PMZ_0040544-RA	SINLEJ600469
PMZ_0040547-RA	SINLEJ600459
PMZ_0040549-RA	SINLEJ600453
PMZ_0040550-RA	SINLEJ600452
PMZ_0040551-RA	SINLEJ600446
PMZ_0040552-RA	SINLEJ003374
PMZ_0040553-RA	SINLEJ600437
PMZ_0040554-RA	SINLEJ600334
PMZ_0040555-RA	SINLEJ600333
PMZ_0040557-RA	SINLEJ600412
PMZ_0040558-RA	SINLEJ600411
PMZ_0040560-RA	SINLEJ600413
PMZ_0040561-RA	SINLEJ600410
PMZ_0040562-RA	SINLEJ600408
PMZ_0040564-RA	SINLEJ600415
PMZ_0040565-RA	SINLEJ600414
PMZ_0040566-RA	SINLEJ600399
PMZ_0040567-RA	SINLEJ600260
PMZ_0040569-RA	SINLEJ600395
PMZ_0040570-RA	SINLEJ600394
PMZ_0040573-RA	SINLEJ600383
PMZ_0040575-RA	SINLEJ600359
PMZ_0040576-RA	SINLEJ002084
PMZ_0040577-RA	SINLEJ600350
PMZ_0040578-RA	SINLEJ600349
PMZ_0040581-RA	SINLEJ600338
PMZ_0040583-RA	SINLEJ600330
PMZ_0040586-RA	SINLEJ600329
PMZ_0040587-RA	SINLEJ600328
PMZ_0040589-RA	SINLEJ600324
PMZ_0040590-RA	SINLEJ600322
PMZ_0040591-RA	SINLEJ600320
PMZ_0040592-RA	SINLEJ600319
PMZ_0040593-RA	SINLEJ600316
PMZ_0040594-RA	SINLEJ600315
PMZ_0040596-RA	SINLEJ600314
PMZ_0040597-RA	SINLEJ600307
PMZ_0040599-RA	SINLEJ600293
PMZ_0040600-RA	SINLEJ600196
PMZ_0040601-RA	SINLEJ600199
PMZ_0040603-RA	SINLEJ600202
PMZ_0040605-RA	SINLEJ600205
PMZ_0040606-RA	SINLEJ600206
PMZ_0040607-RA	SINLEJ600207
PMZ_0040609-RA	SINLEJ600213
PMZ_0040610-RA	SINLEJ600214
PMZ_0040611-RA	SINLEJ600215
PMZ_0040612-RA	SINLEJ600216
PMZ_0040613-RA	SINLEJ600219
PMZ_0040614-RA	SINLEJ600224
PMZ_0040615-RA	SINLEJ600227
PMZ_0040619-RA	SINLEJ600246
PMZ_0040620-RA	SINLEJ600250
PMZ_0040621-RA	SINLEJ600251
PMZ_0040622-RA	SINLEJ600252
PMZ_0040623-RA	SINLEJ600253
PMZ_0040625-RA	SINLEJ600261
PMZ_0040626-RA	SINLEJ600262
PMZ_0040627-RA	SINLEJ600264
PMZ_0040628-RA	SINLEJ600266
PMZ_0040630-RA	SINLEJ600276
PMZ_0040633-RA	SINLEJ600282
PMZ_0040634-RA	SINLEJ600284
PMZ_0040635-RA	SINLEJ600285
PMZ_0040639-RA	SINLEJ600190
PMZ_0040640-RA	SINLEJ600185
PMZ_0040641-RA	SINLEJ600183
PMZ_0040643-RA	SINLEJ600182
PMZ_0040645-RA	SINLEJ600181
PMZ_0040646-RA	SINLEJ600180
PMZ_0040647-RA	SINLEJ600179
PMZ_0040648-RA	SINLEJ600178
PMZ_0040649-RA	SINLEJ600155
PMZ_0040651-RA	SINLEJ600153
PMZ_0040653-RA	SINLEJ600150
PMZ_0040654-RA	SINLEJ600149
PMZ_0040655-RA	SINLEJ600147
PMZ_0040656-RA	SINLEJ600143
PMZ_0040659-RA	SINLEJ600132
PMZ_0040661-RA	SINLEJ600122
PMZ_0040663-RA	SINLEJ600120
PMZ_0040664-RA	SINLEJ600103
PMZ_0040666-RA	SINLEJ600092
PMZ_0040667-RA	SINLEJ600089
PMZ_0040669-RA	SINLEJ600081
PMZ_0040670-RA	SINLEJ600080
PMZ_0040671-RA	SINLEJ600079
PMZ_0040672-RA	SINLEJ600077
PMZ_0040676-RA	SINLEJ011887
PMZ_0040677-RA	SINLEJ600070
PMZ_0040679-RA	SINLEJ600063
PMZ_0040680-RA	SINLEJ600060
PMZ_0040681-RA	SINLEJ600057
PMZ_0040682-RA	SINLEJ600054
PMZ_0040683-RA	SINLEJ600053
PMZ_0040685-RA	SINLEJ600050
PMZ_0040686-RA	SINLEJ600046
PMZ_0040687-RA	SINLEJ015349
PMZ_0040689-RA	SINLEJ015342
PMZ_0040690-RA	SINLEJ015325
PMZ_0040691-RA	SINLEJ003219
PMZ_0040693-RA	SINLEJ006511
PMZ_0040694-RA	SINLEJ001716
PMZ_0040695-RA	SINLEJ001733
PMZ_0040696-RA	SINLEJ001749
PMZ_0040700-RA	SINLEJ001756
PMZ_0040701-RA	SINLEJ001789
PMZ_0040702-RA	SINLEJ001793
PMZ_0040703-RA	SINLEJ016999
PMZ_0040704-RA	SINLEJ001800
PMZ_0040705-RA	SINLEJ001804
PMZ_0040706-RA	SINLEJ001807
PMZ_0040707-RA	SINLEJ001816
PMZ_0040709-RA	SINLEJ001835
PMZ_0040710-RA	SINLEJ001839
PMZ_0040711-RA	SINLEJ001854
PMZ_0040712-RA	SINLEJ001856
PMZ_0040715-RA	SINLEJ001860
PMZ_0040716-RA	SINLEJ001865
PMZ_0040717-RA	SINLEJ001872
PMZ_0040721-RA	SINLEJ001907
PMZ_0040723-RA	SINLEJ001966
PMZ_0040724-RA	SINLEJ001976
PMZ_0040725-RA	SINLEJ001983
PMZ_0040727-RA	SINLEJ001987
PMZ_0040729-RA	SINLEJ001997
PMZ_0040730-RA	SINLEJ013480
PMZ_0040731-RA	SINLEJ017301
PMZ_0040732-RA	SINLEJ017302
PMZ_0040734-RA	SINLEJ017304
PMZ_0040735-RA	SINLEJ002007
PMZ_0040736-RA	SINLEJ002009
PMZ_0040738-RA	SINLEJ002008
PMZ_0040739-RA	SINLEJ002011
PMZ_0040741-RA	SINLEJ002014
PMZ_0040743-RA	SINLEJ002015
PMZ_0040744-RA	SINLEJ002019
PMZ_0040745-RA	SINLEJ002021
PMZ_0040746-RA	SINLEJ002026
PMZ_0040748-RA	SINLEJ002083
PMZ_0040749-RA	SINLEJ002081
PMZ_0040751-RA	SINLEJ002076
PMZ_0040752-RA	SINLEJ002089
PMZ_0040753-RA	SINLEJ002075
PMZ_0040754-RA	SINLEJ002070
PMZ_0040755-RA	SINLEJ002063
PMZ_0040756-RA	SINLEJ002051
PMZ_0040757-RA	SINLEJ014499
PMZ_0040758-RA	SINLEJ002041
PMZ_0040759-RA	SINLEJ002039
PMZ_0040760-RA	SINLEJ002038
PMZ_0040761-RA	SINLEJ002035
PMZ_0040762-RA	SINLEJ002034
PMZ_0040764-RA	SINLEJ007450
PMZ_0040766-RA	SINLEJ002100
PMZ_0040767-RA	SINLEJ002103
PMZ_0040768-RA	SINLEJ002106
PMZ_0040769-RA	SINLEJ002107
PMZ_0040770-RA	SINLEJ002108
PMZ_0040771-RA	SINLEJ002109
PMZ_0040772-RA	SINLEJ002110
PMZ_0040773-RA	SINLEJ002113
PMZ_0040774-RA	SINLEJ000921
PMZ_0040775-RA	SINLEJ002127
PMZ_0040776-RA	SINLEJ002128
PMZ_0040777-RA	SINLEJ002149
PMZ_0040779-RA	SINLEJ002151
PMZ_0040780-RA	SINLEJ002152
PMZ_0040781-RA	SINLEJ002153
PMZ_0040782-RA	SINLEJ002155
PMZ_0040783-RA	SINLEJ002157
PMZ_0040784-RA	SINLEJ002158
PMZ_0040787-RA	SINLEJ002161
PMZ_0040788-RA	SINLEJ002163
PMZ_0040790-RA	SINLEJ002176
PMZ_0040791-RA	SINLEJ002185
PMZ_0040792-RA	SINLEJ002186
PMZ_0040793-RA	SINLEJ002187
PMZ_0040796-RA	SINLEJ017342
PMZ_0040798-RA	SINLEJ017336
PMZ_0040800-RA	SINLEJ002192
PMZ_0040801-RA	SINLEJ008679
PMZ_0040802-RA	SINLEJ008646
PMZ_0040804-RA	SINLEJ008642
PMZ_0040805-RA	SINLEJ008639
PMZ_0040807-RA	SINLEJ008636
PMZ_0040808-RA	SINLEJ008635
PMZ_0040809-RA	SINLEJ008629
PMZ_0040810-RA	SINLEJ008627
PMZ_0040811-RA	SINLEJ008625
