ENSPMAP00000002486	TriadP1002
ENSPMAP00000000856	TriadP53512
ENSPMAP00000008548	TriadP53512
ENSPMAP00000008187	TriadP53513
ENSPMAP00000005159	TriadP53519
ENSPMAP00000009745	TriadP53529
ENSPMAP00000001887	TriadP53531
ENSPMAP00000009649	TriadP53538
ENSPMAP00000005648	TriadP53541
ENSPMAP00000010192	TriadP53542
ENSPMAP00000002172	TriadP53542
ENSPMAP00000010198	TriadP53544
ENSPMAP00000003925	TriadP53544
ENSPMAP00000008999	TriadP53544
ENSPMAP00000010564	TriadP53546
ENSPMAP00000011145	TriadP53546
ENSPMAP00000001938	TriadP53547
ENSPMAP00000010958	TriadP53547
ENSPMAP00000009783	TriadP53548
ENSPMAP00000008584	TriadP53552
ENSPMAP00000006070	TriadP53556
ENSPMAP00000006562	TriadP53556
ENSPMAP00000010315	TriadP53557
ENSPMAP00000009907	TriadP53559
ENSPMAP00000007221	TriadP53561
ENSPMAP00000007989	TriadP53561
ENSPMAP00000010277	TriadP53561
ENSPMAP00000008845	TriadP53561
ENSPMAP00000001512	TriadP53566
ENSPMAP00000006991	TriadP53567
ENSPMAP00000001413	TriadP53568
ENSPMAP00000000608	TriadP53571
ENSPMAP00000010239	TriadP53571
ENSPMAP00000005657	TriadP53572
ENSPMAP00000008165	TriadP53572
ENSPMAP00000005560	TriadP53573
ENSPMAP00000003986	TriadP53574
ENSPMAP00000006781	TriadP53574
ENSPMAP00000003924	TriadP53574
ENSPMAP00000001591	TriadP53574
ENSPMAP00000009772	TriadP53577
ENSPMAP00000009809	TriadP53577
ENSPMAP00000000240	TriadP53577
ENSPMAP00000011151	TriadP53580
ENSPMAP00000011337	TriadP53580
ENSPMAP00000001493	TriadP53583
ENSPMAP00000010792	TriadP53587
ENSPMAP00000002660	TriadP53587
ENSPMAP00000004341	TriadP53587
ENSPMAP00000007025	TriadP53591
ENSPMAP00000008113	TriadP53592
ENSPMAP00000001785	TriadP53594
ENSPMAP00000003906	TriadP53594
ENSPMAP00000007274	TriadP53596
ENSPMAP00000010608	TriadP53596
ENSPMAP00000000688	TriadP53596
ENSPMAP00000000005	TriadP53602
ENSPMAP00000004621	TriadP53604
ENSPMAP00000008035	TriadP53605
ENSPMAP00000005221	TriadP53605
ENSPMAP00000007563	TriadP53607
ENSPMAP00000010994	TriadP53608
ENSPMAP00000007000	TriadP53608
ENSPMAP00000004393	TriadP53608
ENSPMAP00000007012	TriadP53609
ENSPMAP00000001463	TriadP53609
ENSPMAP00000002799	TriadP53613
ENSPMAP00000003095	TriadP53614
ENSPMAP00000001342	TriadP53615
ENSPMAP00000006617	TriadP53617
ENSPMAP00000006628	TriadP53617
ENSPMAP00000001167	TriadP53618
ENSPMAP00000008446	TriadP53618
ENSPMAP00000010498	TriadP53621
ENSPMAP00000009634	TriadP53628
ENSPMAP00000001242	TriadP53629
ENSPMAP00000008780	TriadP53632
ENSPMAP00000010150	TriadP53635
ENSPMAP00000005749	TriadP53635
ENSPMAP00000009699	TriadP53641
ENSPMAP00000001236	TriadP53645
ENSPMAP00000011101	TriadP53645
ENSPMAP00000003448	TriadP53648
ENSPMAP00000008863	TriadP53651
ENSPMAP00000000086	TriadP53651
ENSPMAP00000010621	TriadP53651
ENSPMAP00000003553	TriadP53651
ENSPMAP00000004187	TriadP53654
ENSPMAP00000004768	TriadP53655
ENSPMAP00000008639	TriadP53657
ENSPMAP00000010450	TriadP53660
ENSPMAP00000010448	TriadP53660
ENSPMAP00000003350	TriadP53660
ENSPMAP00000004662	TriadP53660
ENSPMAP00000005695	TriadP53661
ENSPMAP00000001091	TriadP53663
ENSPMAP00000008141	TriadP53666
ENSPMAP00000001322	TriadP53666
ENSPMAP00000011419	TriadP53666
ENSPMAP00000000763	TriadP53673
ENSPMAP00000007862	TriadP53673
ENSPMAP00000001182	TriadP53676
ENSPMAP00000006958	TriadP53677
ENSPMAP00000004721	TriadP53677
ENSPMAP00000002171	TriadP53679
ENSPMAP00000002609	TriadP53680
ENSPMAP00000001765	TriadP53684
ENSPMAP00000003593	TriadP53686
ENSPMAP00000004248	TriadP53686
ENSPMAP00000004766	TriadP53693
ENSPMAP00000006469	TriadP53693
ENSPMAP00000003560	TriadP53698
ENSPMAP00000009574	TriadP53710
ENSPMAP00000006850	TriadP53710
ENSPMAP00000006780	TriadP53711
ENSPMAP00000009377	TriadP53715
ENSPMAP00000004853	TriadP53715
ENSPMAP00000005385	TriadP53717
ENSPMAP00000001524	TriadP53720
ENSPMAP00000005128	TriadP53720
ENSPMAP00000001006	TriadP53723
ENSPMAP00000011001	TriadP53723
ENSPMAP00000009471	TriadP53727
ENSPMAP00000010991	TriadP53727
ENSPMAP00000009626	TriadP53731
ENSPMAP00000010530	TriadP53733
ENSPMAP00000005309	TriadP53733
ENSPMAP00000010972	TriadP53733
ENSPMAP00000011020	TriadP53735
ENSPMAP00000011062	TriadP53735
ENSPMAP00000011010	TriadP53735
ENSPMAP00000011056	TriadP53735
ENSPMAP00000000447	TriadP53736
ENSPMAP00000009556	TriadP53736
ENSPMAP00000006372	TriadP53736
ENSPMAP00000004195	TriadP53746
ENSPMAP00000004943	TriadP53746
ENSPMAP00000001180	TriadP53746
ENSPMAP00000005108	TriadP53748
ENSPMAP00000002101	TriadP53748
ENSPMAP00000001005	TriadP53748
ENSPMAP00000005464	TriadP53750
ENSPMAP00000001410	TriadP53751
ENSPMAP00000005162	TriadP53751
ENSPMAP00000010106	TriadP53754
ENSPMAP00000010242	TriadP53756
ENSPMAP00000001247	TriadP53757
ENSPMAP00000005917	TriadP53759
ENSPMAP00000009945	TriadP53760
ENSPMAP00000005807	TriadP53760
ENSPMAP00000003870	TriadP53760
ENSPMAP00000006003	TriadP53766
ENSPMAP00000000330	TriadP53768
ENSPMAP00000003437	TriadP53769
ENSPMAP00000001152	TriadP53774
ENSPMAP00000005361	TriadP53774
ENSPMAP00000005075	TriadP53774
ENSPMAP00000007839	TriadP53774
ENSPMAP00000004919	TriadP53780
ENSPMAP00000004905	TriadP53780
ENSPMAP00000006823	TriadP53785
ENSPMAP00000008143	TriadP53787
ENSPMAP00000000651	TriadP53787
ENSPMAP00000008581	TriadP53787
ENSPMAP00000002607	TriadP53791
ENSPMAP00000010965	TriadP53792
ENSPMAP00000010976	TriadP53792
ENSPMAP00000011375	TriadP53792
ENSPMAP00000011230	TriadP53792
ENSPMAP00000011382	TriadP53793
ENSPMAP00000011283	TriadP53793
ENSPMAP00000003144	TriadP53793
ENSPMAP00000001680	TriadP53793
ENSPMAP00000011216	TriadP53796
ENSPMAP00000007224	TriadP53797
ENSPMAP00000002308	TriadP53798
ENSPMAP00000006445	TriadP53799
ENSPMAP00000008698	TriadP53799
ENSPMAP00000002688	TriadP53801
ENSPMAP00000000673	TriadP53801
ENSPMAP00000006224	TriadP53804
ENSPMAP00000001235	TriadP53805
ENSPMAP00000001503	TriadP53805
ENSPMAP00000010054	TriadP53807
ENSPMAP00000006356	TriadP53808
ENSPMAP00000000733	TriadP53813
ENSPMAP00000010634	TriadP53824
ENSPMAP00000008808	TriadP53825
ENSPMAP00000002370	TriadP53828
ENSPMAP00000007818	TriadP53828
ENSPMAP00000003154	TriadP53828
ENSPMAP00000007809	TriadP53828
ENSPMAP00000007533	TriadP53841
ENSPMAP00000006204	TriadP53843
ENSPMAP00000000877	TriadP53843
ENSPMAP00000008865	TriadP53856
ENSPMAP00000005848	TriadP53857
ENSPMAP00000006264	TriadP53863
ENSPMAP00000005220	TriadP53871
ENSPMAP00000007149	TriadP53874
ENSPMAP00000004495	TriadP53875
ENSPMAP00000009455	TriadP53875
ENSPMAP00000010749	TriadP53875
ENSPMAP00000003644	TriadP53875
ENSPMAP00000004124	TriadP53879
ENSPMAP00000001517	TriadP53879
ENSPMAP00000006301	TriadP53879
ENSPMAP00000001187	TriadP53879
ENSPMAP00000004864	TriadP53881
ENSPMAP00000004466	TriadP53882
ENSPMAP00000002360	TriadP53884
ENSPMAP00000006744	TriadP53884
ENSPMAP00000009410	TriadP53884
ENSPMAP00000007279	TriadP53884
ENSPMAP00000003643	TriadP53886
ENSPMAP00000011405	TriadP53886
ENSPMAP00000011322	TriadP53886
ENSPMAP00000008207	TriadP53886
ENSPMAP00000008226	TriadP53888
ENSPMAP00000003321	TriadP53889
ENSPMAP00000004004	TriadP53902
ENSPMAP00000004277	TriadP53907
ENSPMAP00000006630	TriadP53907
ENSPMAP00000003669	TriadP53909
ENSPMAP00000002514	TriadP53916
ENSPMAP00000009956	TriadP53918
ENSPMAP00000007323	TriadP53918
ENSPMAP00000003156	TriadP53918
ENSPMAP00000000297	TriadP53918
ENSPMAP00000001296	TriadP5392
ENSPMAP00000006633	TriadP53920
ENSPMAP00000009488	TriadP53926
ENSPMAP00000007780	TriadP53926
ENSPMAP00000009983	TriadP53928
ENSPMAP00000004930	TriadP5393
ENSPMAP00000001168	TriadP5393
ENSPMAP00000010267	TriadP53937
ENSPMAP00000010835	TriadP53937
ENSPMAP00000007174	TriadP53937
ENSPMAP00000006614	TriadP53937
ENSPMAP00000008638	TriadP53943
ENSPMAP00000005790	TriadP53944
ENSPMAP00000007746	TriadP53948
ENSPMAP00000005635	TriadP53958
ENSPMAP00000006703	TriadP53958
ENSPMAP00000005399	TriadP53964
ENSPMAP00000001747	TriadP53969
ENSPMAP00000005775	TriadP53971
ENSPMAP00000004577	TriadP53974
ENSPMAP00000001729	TriadP53975
ENSPMAP00000001776	TriadP53978
ENSPMAP00000004897	TriadP53978
ENSPMAP00000000078	TriadP53978
ENSPMAP00000003202	TriadP53978
ENSPMAP00000002876	TriadP5398
ENSPMAP00000009748	TriadP53982
ENSPMAP00000000822	TriadP53982
ENSPMAP00000003663	TriadP53984
ENSPMAP00000006210	TriadP53994
ENSPMAP00000005262	TriadP53995
ENSPMAP00000002503	TriadP53995
ENSPMAP00000005825	TriadP53998
ENSPMAP00000009411	TriadP53998
ENSPMAP00000001762	TriadP54002
ENSPMAP00000004423	TriadP54006
ENSPMAP00000001500	TriadP54007
ENSPMAP00000005544	TriadP54011
ENSPMAP00000002064	TriadP54013
ENSPMAP00000002727	TriadP54013
ENSPMAP00000010947	TriadP54016
ENSPMAP00000003798	TriadP54017
ENSPMAP00000003549	TriadP54022
ENSPMAP00000005957	TriadP54022
ENSPMAP00000005536	TriadP54022
ENSPMAP00000003132	TriadP54022
ENSPMAP00000005120	TriadP54030
ENSPMAP00000008889	TriadP54030
ENSPMAP00000001459	TriadP54034
ENSPMAP00000001435	TriadP54035
ENSPMAP00000008264	TriadP54042
ENSPMAP00000010796	TriadP54042
ENSPMAP00000008241	TriadP54042
ENSPMAP00000003431	TriadP54043
ENSPMAP00000006278	TriadP54043
ENSPMAP00000010650	TriadP54043
ENSPMAP00000004324	TriadP54043
ENSPMAP00000001098	TriadP54045
ENSPMAP00000001802	TriadP54045
ENSPMAP00000004440	TriadP54045
ENSPMAP00000010431	TriadP54045
ENSPMAP00000002241	TriadP54046
ENSPMAP00000005484	TriadP54049
ENSPMAP00000008184	TriadP54053
ENSPMAP00000005241	TriadP54056
ENSPMAP00000001485	TriadP54057
ENSPMAP00000008106	TriadP54057
ENSPMAP00000002055	TriadP54057
ENSPMAP00000005720	TriadP54059
ENSPMAP00000006208	TriadP54060
ENSPMAP00000003140	TriadP54061
ENSPMAP00000005629	TriadP54062
ENSPMAP00000001122	TriadP54062
ENSPMAP00000006657	TriadP54062
ENSPMAP00000002926	TriadP54062
ENSPMAP00000001698	TriadP54064
ENSPMAP00000008905	TriadP54065
ENSPMAP00000002574	TriadP54071
ENSPMAP00000010036	TriadP54073
ENSPMAP00000006641	TriadP54073
ENSPMAP00000010786	TriadP54088
ENSPMAP00000000475	TriadP54089
ENSPMAP00000007510	TriadP54089
ENSPMAP00000002168	TriadP54096
ENSPMAP00000007013	TriadP54096
ENSPMAP00000006833	TriadP54105
ENSPMAP00000004047	TriadP54106
ENSPMAP00000009452	TriadP54107
ENSPMAP00000004519	TriadP54107
ENSPMAP00000004235	TriadP54115
ENSPMAP00000000543	TriadP54118
ENSPMAP00000003569	TriadP54119
ENSPMAP00000002826	TriadP54121
ENSPMAP00000007459	TriadP54130
ENSPMAP00000002949	TriadP54130
ENSPMAP00000003611	TriadP54138
ENSPMAP00000002049	TriadP54138
ENSPMAP00000005377	TriadP54139
ENSPMAP00000000238	TriadP54139
ENSPMAP00000002606	TriadP54139
ENSPMAP00000010435	TriadP54139
ENSPMAP00000007728	TriadP54142
ENSPMAP00000003638	TriadP54142
ENSPMAP00000005591	TriadP54144
ENSPMAP00000007010	TriadP54150
ENSPMAP00000008564	TriadP54150
ENSPMAP00000000640	TriadP54150
ENSPMAP00000010299	TriadP54150
ENSPMAP00000003279	TriadP54163
ENSPMAP00000007670	TriadP54168
ENSPMAP00000003122	TriadP54168
ENSPMAP00000002304	TriadP54168
ENSPMAP00000003648	TriadP54168
ENSPMAP00000005716	TriadP54169
ENSPMAP00000002731	TriadP54170
ENSPMAP00000007485	TriadP54170
ENSPMAP00000009673	TriadP54171
ENSPMAP00000010046	TriadP54175
ENSPMAP00000004322	TriadP54176
ENSPMAP00000008597	TriadP54176
ENSPMAP00000011256	TriadP54182
ENSPMAP00000007757	TriadP54183
ENSPMAP00000007886	TriadP54185
ENSPMAP00000005099	TriadP54187
ENSPMAP00000010977	TriadP54187
ENSPMAP00000007712	TriadP54190
ENSPMAP00000008389	TriadP54191
ENSPMAP00000007737	TriadP54192
ENSPMAP00000009106	TriadP54192
ENSPMAP00000009069	TriadP54192
ENSPMAP00000008169	TriadP54202
ENSPMAP00000006010	TriadP54205
ENSPMAP00000001534	TriadP54209
ENSPMAP00000003259	TriadP54211
ENSPMAP00000004175	TriadP54215
ENSPMAP00000005008	TriadP54221
ENSPMAP00000008437	TriadP54221
ENSPMAP00000003048	TriadP54221
ENSPMAP00000005441	TriadP54228
ENSPMAP00000000211	TriadP54228
ENSPMAP00000008840	TriadP54228
ENSPMAP00000004961	TriadP54231
ENSPMAP00000001353	TriadP54231
ENSPMAP00000002672	TriadP54231
ENSPMAP00000008810	TriadP54231
ENSPMAP00000006031	TriadP54233
ENSPMAP00000000595	TriadP54233
ENSPMAP00000009834	TriadP54233
ENSPMAP00000003037	TriadP54234
ENSPMAP00000001166	TriadP54234
ENSPMAP00000000860	TriadP54234
ENSPMAP00000009325	TriadP54234
ENSPMAP00000006637	TriadP54249
ENSPMAP00000000532	TriadP54253
ENSPMAP00000007940	TriadP54253
ENSPMAP00000006912	TriadP54253
ENSPMAP00000001983	TriadP54258
ENSPMAP00000004518	TriadP54259
ENSPMAP00000005968	TriadP54259
ENSPMAP00000010800	TriadP54260
ENSPMAP00000000398	TriadP54261
ENSPMAP00000001488	TriadP54261
ENSPMAP00000004805	TriadP54261
ENSPMAP00000009981	TriadP54261
ENSPMAP00000006236	TriadP54263
ENSPMAP00000000870	TriadP54274
ENSPMAP00000002968	TriadP54276
ENSPMAP00000002612	TriadP54276
ENSPMAP00000009878	TriadP54276
ENSPMAP00000008253	TriadP54276
ENSPMAP00000002961	TriadP54284
ENSPMAP00000007624	TriadP54284
ENSPMAP00000009540	TriadP54284
ENSPMAP00000007657	TriadP54285
ENSPMAP00000005215	TriadP54290
ENSPMAP00000004305	TriadP54290
ENSPMAP00000010256	TriadP54291
ENSPMAP00000010252	TriadP54291
ENSPMAP00000008478	TriadP54294
ENSPMAP00000002320	TriadP54305
ENSPMAP00000006881	TriadP54305
ENSPMAP00000005124	TriadP54306
ENSPMAP00000001014	TriadP54306
ENSPMAP00000007912	TriadP54306
ENSPMAP00000002732	TriadP54308
ENSPMAP00000004385	TriadP54308
ENSPMAP00000002739	TriadP54308
ENSPMAP00000009292	TriadP54308
ENSPMAP00000007152	TriadP54315
ENSPMAP00000009210	TriadP54326
ENSPMAP00000000672	TriadP54332
ENSPMAP00000001334	TriadP54339
ENSPMAP00000006068	TriadP54339
ENSPMAP00000002326	TriadP54341
ENSPMAP00000001388	TriadP54342
ENSPMAP00000006100	TriadP54346
ENSPMAP00000002772	TriadP54346
ENSPMAP00000005029	TriadP54346
ENSPMAP00000000997	TriadP54348
ENSPMAP00000004855	TriadP54353
ENSPMAP00000007453	TriadP54358
ENSPMAP00000002271	TriadP54362
ENSPMAP00000003531	TriadP54364
ENSPMAP00000004752	TriadP54364
ENSPMAP00000008745	TriadP54364
ENSPMAP00000009722	TriadP54364
ENSPMAP00000000589	TriadP54369
ENSPMAP00000002652	TriadP54370
ENSPMAP00000000593	TriadP54370
ENSPMAP00000006231	TriadP54370
ENSPMAP00000010437	TriadP54379
ENSPMAP00000005838	TriadP54385
ENSPMAP00000000645	TriadP54391
ENSPMAP00000001763	TriadP54394
ENSPMAP00000009335	TriadP54394
ENSPMAP00000000058	TriadP54394
ENSPMAP00000005606	TriadP54394
ENSPMAP00000006578	TriadP54395
ENSPMAP00000003852	TriadP54401
ENSPMAP00000003504	TriadP54402
ENSPMAP00000010286	TriadP54404
ENSPMAP00000000829	TriadP54405
ENSPMAP00000005336	TriadP54405
ENSPMAP00000000192	TriadP54405
ENSPMAP00000004640	TriadP54408
ENSPMAP00000008397	TriadP54413
ENSPMAP00000010793	TriadP54413
ENSPMAP00000000897	TriadP54414
ENSPMAP00000000950	TriadP54421
ENSPMAP00000002824	TriadP54421
ENSPMAP00000003844	TriadP54423
ENSPMAP00000006936	TriadP54423
ENSPMAP00000001777	TriadP54423
ENSPMAP00000010375	TriadP54423
ENSPMAP00000005916	TriadP54426
ENSPMAP00000002951	TriadP54429
ENSPMAP00000007534	TriadP54433
ENSPMAP00000007007	TriadP54433
ENSPMAP00000002515	TriadP54436
ENSPMAP00000006394	TriadP54436
ENSPMAP00000001329	TriadP54443
ENSPMAP00000005492	TriadP54443
ENSPMAP00000003452	TriadP54443
ENSPMAP00000003274	TriadP54443
ENSPMAP00000010095	TriadP54447
ENSPMAP00000001290	TriadP54447
ENSPMAP00000001087	TriadP54453
ENSPMAP00000007568	TriadP54454
ENSPMAP00000000096	TriadP54454
ENSPMAP00000009661	TriadP54454
ENSPMAP00000009671	TriadP54455
ENSPMAP00000006418	TriadP54458
ENSPMAP00000005014	TriadP54458
ENSPMAP00000011385	TriadP54462
ENSPMAP00000005934	TriadP54463
ENSPMAP00000004902	TriadP54464
ENSPMAP00000005988	TriadP54465
ENSPMAP00000004723	TriadP54467
ENSPMAP00000002678	TriadP54468
ENSPMAP00000006129	TriadP54475
ENSPMAP00000011355	TriadP54479
ENSPMAP00000010060	TriadP54480
ENSPMAP00000003662	TriadP54487
ENSPMAP00000003473	TriadP54488
ENSPMAP00000002748	TriadP54488
ENSPMAP00000007102	TriadP54491
ENSPMAP00000003855	TriadP54493
ENSPMAP00000001186	TriadP54494
ENSPMAP00000008922	TriadP54498
ENSPMAP00000005711	TriadP54505
ENSPMAP00000010600	TriadP54505
ENSPMAP00000010438	TriadP54505
ENSPMAP00000003637	TriadP54505
ENSPMAP00000005773	TriadP54506
ENSPMAP00000005404	TriadP54506
ENSPMAP00000001590	TriadP54506
ENSPMAP00000003543	TriadP54508
ENSPMAP00000010677	TriadP54508
ENSPMAP00000008124	TriadP54511
ENSPMAP00000003519	TriadP54517
ENSPMAP00000004508	TriadP54522
ENSPMAP00000004493	TriadP54522
ENSPMAP00000001097	TriadP54522
ENSPMAP00000008543	TriadP54522
ENSPMAP00000009558	TriadP54526
ENSPMAP00000005331	TriadP54528
ENSPMAP00000002499	TriadP54534
ENSPMAP00000011064	TriadP54537
ENSPMAP00000004870	TriadP54540
ENSPMAP00000006889	TriadP54540
ENSPMAP00000002070	TriadP54543
ENSPMAP00000002081	TriadP54544
ENSPMAP00000001515	TriadP54551
ENSPMAP00000002156	TriadP54553
ENSPMAP00000004237	TriadP54568
ENSPMAP00000007598	TriadP54568
ENSPMAP00000005232	TriadP54568
ENSPMAP00000005641	TriadP54571
ENSPMAP00000006622	TriadP54571
ENSPMAP00000009737	TriadP54575
ENSPMAP00000003352	TriadP54575
ENSPMAP00000001783	TriadP54576
ENSPMAP00000006789	TriadP54576
ENSPMAP00000003325	TriadP54576
ENSPMAP00000010172	TriadP54579
ENSPMAP00000005594	TriadP54579
ENSPMAP00000008443	TriadP54579
ENSPMAP00000000586	TriadP54579
ENSPMAP00000004706	TriadP54589
ENSPMAP00000000667	TriadP54589
ENSPMAP00000010771	TriadP54589
ENSPMAP00000000553	TriadP54590
ENSPMAP00000005238	TriadP54591
ENSPMAP00000009139	TriadP54591
ENSPMAP00000008868	TriadP54597
ENSPMAP00000002157	TriadP54601
ENSPMAP00000010509	TriadP54602
ENSPMAP00000010420	TriadP54605
ENSPMAP00000002277	TriadP54605
ENSPMAP00000009750	TriadP54612
ENSPMAP00000002795	TriadP54612
ENSPMAP00000008795	TriadP54612
ENSPMAP00000004827	TriadP54612
ENSPMAP00000007964	TriadP54614
ENSPMAP00000002114	TriadP54615
ENSPMAP00000000730	TriadP54619
ENSPMAP00000007446	TriadP54621
ENSPMAP00000002707	TriadP54622
ENSPMAP00000007603	TriadP54626
ENSPMAP00000002950	TriadP54633
ENSPMAP00000002122	TriadP54638
ENSPMAP00000003233	TriadP54639
ENSPMAP00000001338	TriadP54641
ENSPMAP00000009479	TriadP54641
ENSPMAP00000008627	TriadP54641
ENSPMAP00000000975	TriadP54641
ENSPMAP00000009077	TriadP54645
ENSPMAP00000007371	TriadP54646
ENSPMAP00000002677	TriadP54658
ENSPMAP00000001864	TriadP54659
ENSPMAP00000003897	TriadP54660
ENSPMAP00000002642	TriadP54660
ENSPMAP00000008420	TriadP54665
ENSPMAP00000000797	TriadP54665
ENSPMAP00000006108	TriadP54666
ENSPMAP00000007843	TriadP54680
ENSPMAP00000010040	TriadP54699
ENSPMAP00000008725	TriadP54699
ENSPMAP00000002183	TriadP54699
ENSPMAP00000003525	TriadP54699
ENSPMAP00000007920	TriadP54700
ENSPMAP00000009072	TriadP54712
ENSPMAP00000011315	TriadP54712
ENSPMAP00000003397	TriadP54713
ENSPMAP00000010223	TriadP54713
ENSPMAP00000010385	TriadP54713
ENSPMAP00000004962	TriadP54715
ENSPMAP00000005728	TriadP54717
ENSPMAP00000001443	TriadP54719
ENSPMAP00000010274	TriadP54724
ENSPMAP00000003641	TriadP54747
ENSPMAP00000010702	TriadP54749
ENSPMAP00000002551	TriadP54751
ENSPMAP00000001025	TriadP54752
ENSPMAP00000001019	TriadP54753
ENSPMAP00000005411	TriadP54753
ENSPMAP00000010697	TriadP54753
ENSPMAP00000001838	TriadP54760
ENSPMAP00000004146	TriadP54760
ENSPMAP00000003379	TriadP54761
ENSPMAP00000009543	TriadP54761
ENSPMAP00000008930	TriadP54769
ENSPMAP00000010620	TriadP54769
ENSPMAP00000008265	TriadP54769
ENSPMAP00000000579	TriadP54771
ENSPMAP00000009532	TriadP54772
ENSPMAP00000001178	TriadP54772
ENSPMAP00000006000	TriadP54773
ENSPMAP00000000704	TriadP54786
ENSPMAP00000010673	TriadP54788
ENSPMAP00000004728	TriadP54788
ENSPMAP00000003359	TriadP54788
ENSPMAP00000008097	TriadP54791
ENSPMAP00000010406	TriadP54793
ENSPMAP00000009253	TriadP54795
ENSPMAP00000003522	TriadP54797
ENSPMAP00000002323	TriadP54798
ENSPMAP00000010441	TriadP54802
ENSPMAP00000006492	TriadP54802
ENSPMAP00000002524	TriadP54802
ENSPMAP00000007814	TriadP54802
ENSPMAP00000008181	TriadP54804
ENSPMAP00000002765	TriadP54804
ENSPMAP00000003038	TriadP54806
ENSPMAP00000008401	TriadP54806
ENSPMAP00000006473	TriadP54806
ENSPMAP00000001031	TriadP54810
ENSPMAP00000009487	TriadP54812
ENSPMAP00000007001	TriadP54814
ENSPMAP00000009131	TriadP54817
ENSPMAP00000004334	TriadP54820
ENSPMAP00000006377	TriadP54820
ENSPMAP00000002862	TriadP54820
ENSPMAP00000007577	TriadP54830
ENSPMAP00000005837	TriadP54836
ENSPMAP00000005846	TriadP54836
ENSPMAP00000011048	TriadP54837
ENSPMAP00000003529	TriadP54838
ENSPMAP00000001920	TriadP54838
ENSPMAP00000006341	TriadP54841
ENSPMAP00000007403	TriadP54844
ENSPMAP00000004569	TriadP54847
ENSPMAP00000000338	TriadP54847
ENSPMAP00000004300	TriadP54847
ENSPMAP00000004308	TriadP54847
ENSPMAP00000007659	TriadP54858
ENSPMAP00000004901	TriadP54868
ENSPMAP00000001617	TriadP54870
ENSPMAP00000010222	TriadP54871
ENSPMAP00000003795	TriadP54871
ENSPMAP00000006261	TriadP54877
ENSPMAP00000000265	TriadP54882
ENSPMAP00000004298	TriadP54882
ENSPMAP00000008213	TriadP54882
ENSPMAP00000008046	TriadP54882
ENSPMAP00000009229	TriadP54888
ENSPMAP00000001068	TriadP54889
ENSPMAP00000005045	TriadP54891
ENSPMAP00000007893	TriadP54892
ENSPMAP00000003149	TriadP54906
ENSPMAP00000001615	TriadP54908
ENSPMAP00000001550	TriadP54908
ENSPMAP00000009687	TriadP54908
ENSPMAP00000005738	TriadP54908
ENSPMAP00000007456	TriadP54910
ENSPMAP00000007965	TriadP54917
ENSPMAP00000006038	TriadP54917
ENSPMAP00000007314	TriadP54918
ENSPMAP00000002331	TriadP54919
ENSPMAP00000010726	TriadP54920
ENSPMAP00000003893	TriadP54925
ENSPMAP00000006220	TriadP54925
ENSPMAP00000001811	TriadP54930
ENSPMAP00000009401	TriadP54930
ENSPMAP00000007952	TriadP54934
ENSPMAP00000004894	TriadP54935
ENSPMAP00000001789	TriadP54935
ENSPMAP00000010180	TriadP54935
ENSPMAP00000006149	TriadP54943
ENSPMAP00000007215	TriadP54946
ENSPMAP00000010778	TriadP54946
ENSPMAP00000005955	TriadP54951
ENSPMAP00000007546	TriadP54957
ENSPMAP00000004037	TriadP54957
ENSPMAP00000003976	TriadP54960
ENSPMAP00000001260	TriadP54960
ENSPMAP00000006926	TriadP54962
ENSPMAP00000010151	TriadP54962
ENSPMAP00000007570	TriadP54964
ENSPMAP00000005697	TriadP54965
ENSPMAP00000009910	TriadP54966
ENSPMAP00000000477	TriadP54968
ENSPMAP00000006465	TriadP54968
ENSPMAP00000006872	TriadP54968
ENSPMAP00000001444	TriadP54969
ENSPMAP00000007763	TriadP54969
ENSPMAP00000007995	TriadP54969
ENSPMAP00000008422	TriadP54969
ENSPMAP00000001200	TriadP5497
ENSPMAP00000005118	TriadP54975
ENSPMAP00000008160	TriadP54975
ENSPMAP00000000156	TriadP54976
ENSPMAP00000000155	TriadP54976
ENSPMAP00000008015	TriadP54978
ENSPMAP00000006430	TriadP54980
ENSPMAP00000005779	TriadP54984
ENSPMAP00000003050	TriadP54985
ENSPMAP00000010051	TriadP54995
ENSPMAP00000009228	TriadP55003
ENSPMAP00000004687	TriadP55006
ENSPMAP00000003033	TriadP55007
ENSPMAP00000007093	TriadP55007
ENSPMAP00000006128	TriadP55009
ENSPMAP00000003887	TriadP55011
ENSPMAP00000007600	TriadP55011
ENSPMAP00000011110	TriadP55011
ENSPMAP00000006006	TriadP55011
ENSPMAP00000007292	TriadP55014
ENSPMAP00000011367	TriadP55016
ENSPMAP00000009383	TriadP55017
