SINCAM003135	ENSCAFP00000000001
SINCAM007217	ENSCAFP00000019045
SINCAM000736	ENSCAFP00000019047
SINCAM017510	ENSCAFP00000019049
SINCAM006732	ENSCAFP00000019056
SINCAM007117	ENSCAFP00000019062
SINCAM003576	ENSCAFP00000019063
SINCAM009317	ENSCAFP00000019067
SINCAM013482	ENSCAFP00000019068
SINCAM008914	ENSCAFP00000019069
SINCAM009401	ENSCAFP00000019070
SINCAM012645	ENSCAFP00000019071
SINCAM008843	ENSCAFP00000019072
SINCAM922432	ENSCAFP00000019074
SINCAM013258	ENSCAFP00000019075
SINCAM014778	ENSCAFP00000019076
SINCAM008844	ENSCAFP00000019077
SINCAM007642	ENSCAFP00000019079
SINCAM004553	ENSCAFP00000019082
SINCAM004360	ENSCAFP00000019085
SINCAM012646	ENSCAFP00000019086
SINCAM009068	ENSCAFP00000019089
SINCAM012647	ENSCAFP00000019092
SINCAM009400	ENSCAFP00000019094
SINCAM008917	ENSCAFP00000019095
SINCAM013962	ENSCAFP00000019097
SINCAM013481	ENSCAFP00000019098
SINCAM011986	ENSCAFP00000019101
SINCAM921910	ENSCAFP00000019102
SINCAM008786	ENSCAFP00000019103
SINCAM008705	ENSCAFP00000019117
SINCAM012368	ENSCAFP00000019121
SINCAM017948	ENSCAFP00000019123
SINCAM004373	ENSCAFP00000019125
SINCAM015190	ENSCAFP00000019126
SINCAM011190	ENSCAFP00000019130
SINCAM013480	ENSCAFP00000019133
SINCAM007337	ENSCAFP00000019138
SINCAM007216	ENSCAFP00000019145
SINCAM007114	ENSCAFP00000019146
SINCAM013564	ENSCAFP00000019153
SINCAM010798	ENSCAFP00000019154
SINCAM008918	ENSCAFP00000019155
SINCAM009419	ENSCAFP00000019156
SINCAM007215	ENSCAFP00000019162
SINCAM012367	ENSCAFP00000019165
SINCAM922413	ENSCAFP00000019166
SINCAM009418	ENSCAFP00000019168
SINCAM009425	ENSCAFP00000019175
SINCAM921940	ENSCAFP00000019176
SINCAM922657	ENSCAFP00000019177
SINCAM009429	ENSCAFP00000019182
SINCAM007113	ENSCAFP00000019185
SINCAM922414	ENSCAFP00000019186
SINCAM008860	ENSCAFP00000019190
SINCAM012366	ENSCAFP00000019194
SINCAM013123	ENSCAFP00000019197
SINCAM921863	ENSCAFP00000019198
SINCAM013958	ENSCAFP00000019200
SINCAM922415	ENSCAFP00000019203
SINCAM009431	ENSCAFP00000019204
SINCAM009432	ENSCAFP00000019210
SINCAM004374	ENSCAFP00000019212
SINCAM006730	ENSCAFP00000019213
SINCAM011990	ENSCAFP00000019223
SINCAM002781	ENSCAFP00000019224
SINCAM008947	ENSCAFP00000019227
SINCAM005185	ENSCAFP00000019228
SINCAM012028	ENSCAFP00000019232
SINCAM013534	ENSCAFP00000019236
SINCAM005129	ENSCAFP00000019238
SINCAM014912	ENSCAFP00000019240
SINCAM007338	ENSCAFP00000019243
SINCAM009426	ENSCAFP00000019248
SINCAM005151	ENSCAFP00000019250
SINCAM012030	ENSCAFP00000019252
SINCAM008944	ENSCAFP00000019256
SINCAM009427	ENSCAFP00000019259
SINCAM007339	ENSCAFP00000019262
SINCAM004378	ENSCAFP00000019271
SINCAM012667	ENSCAFP00000019272
SINCAM013957	ENSCAFP00000019275
SINCAM007353	ENSCAFP00000019277
SINCAM012021	ENSCAFP00000019279
SINCAM009201	ENSCAFP00000019282
SINCAM921953	ENSCAFP00000019285
SINCAM004198	ENSCAFP00000019286
SINCAM007110	ENSCAFP00000019288
SINCAM921954	ENSCAFP00000019298
SINCAM008842	ENSCAFP00000019299
SINCAM009306	ENSCAFP00000019300
SINCAM005261	ENSCAFP00000019303
SINCAM012666	ENSCAFP00000019304
SINCAM921749	ENSCAFP00000019305
SINCAM009305	ENSCAFP00000019306
SINCAM001254	ENSCAFP00000019308
SINCAM009302	ENSCAFP00000019309
SINCAM012664	ENSCAFP00000019310
SINCAM004376	ENSCAFP00000019314
SINCAM006725	ENSCAFP00000019315
SINCAM012017	ENSCAFP00000019316
SINCAM011402	ENSCAFP00000019317
SINCAM007214	ENSCAFP00000019326
SINCAM009301	ENSCAFP00000019330
SINCAM013956	ENSCAFP00000019332
SINCAM014898	ENSCAFP00000019333
SINCAM007213	ENSCAFP00000019339
SINCAM012016	ENSCAFP00000019341
SINCAM920852	ENSCAFP00000019342
SINCAM016047	ENSCAFP00000019345
SINCAM005257	ENSCAFP00000019348
SINCAM009842	ENSCAFP00000019349
SINCAM007210	ENSCAFP00000019352
SINCAM003819	ENSCAFP00000019367
SINCAM922654	ENSCAFP00000019369
SINCAM013122	ENSCAFP00000019371
SINCAM008282	ENSCAFP00000019372
SINCAM002780	ENSCAFP00000019375
SINCAM006724	ENSCAFP00000019377
SINCAM012075	ENSCAFP00000019378
SINCAM013981	ENSCAFP00000019381
SINCAM013121	ENSCAFP00000019385
SINCAM008283	ENSCAFP00000019389
SINCAM014915	ENSCAFP00000019393
SINCAM920829	ENSCAFP00000019394
SINCAM921955	ENSCAFP00000019398
SINCAM015317	ENSCAFP00000019400
SINCAM005215	ENSCAFP00000019403
SINCAM013980	ENSCAFP00000019405
SINCAM007355	ENSCAFP00000019409
SINCAM008284	ENSCAFP00000019411
SINCAM921600	ENSCAFP00000019415
SINCAM012014	ENSCAFP00000019418
SINCAM015275	ENSCAFP00000019419
SINCAM013119	ENSCAFP00000019420
SINCAM013170	ENSCAFP00000019422
SINCAM921748	ENSCAFP00000019424
SINCAM015318	ENSCAFP00000019426
SINCAM013118	ENSCAFP00000019433
SINCAM006459	ENSCAFP00000019434
SINCAM017873	ENSCAFP00000019435
SINCAM004380	ENSCAFP00000019441
SINCAM013117	ENSCAFP00000019445
SINCAM900084	ENSCAFP00000019448
SINCAM005256	ENSCAFP00000019449
SINCAM900097	ENSCAFP00000019451
SINCAM006458	ENSCAFP00000019455
SINCAM900098	ENSCAFP00000019457
SINCAM014782	ENSCAFP00000019460
SINCAM001488	ENSCAFP00000019461
SINCAM008935	ENSCAFP00000019462
SINCAM007357	ENSCAFP00000019466
SINCAM014769	ENSCAFP00000019467
SINCAM922736	ENSCAFP00000019474
SINCAM005255	ENSCAFP00000019475
SINCAM005211	ENSCAFP00000019476
SINCAM005253	ENSCAFP00000019478
SINCAM921747	ENSCAFP00000019484
SINCAM005209	ENSCAFP00000019488
SINCAM923014	ENSCAFP00000019489
SINCAM923013	ENSCAFP00000019492
SINCAM005207	ENSCAFP00000019493
SINCAM007359	ENSCAFP00000019494
SINCAM014772	ENSCAFP00000019496
SINCAM922735	ENSCAFP00000019498
SINCAM005818	ENSCAFP00000019502
SINCAM007361	ENSCAFP00000019504
SINCAM007209	ENSCAFP00000019505
SINCAM012033	ENSCAFP00000019510
SINCAM005816	ENSCAFP00000019511
SINCAM006719	ENSCAFP00000019512
SINCAM008838	ENSCAFP00000019518
SINCAM014510	ENSCAFP00000019519
SINCAM004111	ENSCAFP00000019522
SINCAM007208	ENSCAFP00000019524
SINCAM004517	ENSCAFP00000019525
SINCAM004518	ENSCAFP00000019532
SINCAM007107	ENSCAFP00000019533
SINCAM004519	ENSCAFP00000019537
SINCAM012032	ENSCAFP00000019539
SINCAM921597	ENSCAFP00000019541
SINCAM921783	ENSCAFP00000019544
SINCAM921862	ENSCAFP00000019546
SINCAM007206	ENSCAFP00000019548
SINCAM016045	ENSCAFP00000019549
SINCAM005262	ENSCAFP00000019550
SINCAM006539	ENSCAFP00000019551
SINCAM921280	ENSCAFP00000019552
SINCAM009008	ENSCAFP00000019556
SINCAM013977	ENSCAFP00000019557
SINCAM008288	ENSCAFP00000019559
SINCAM921596	ENSCAFP00000019560
SINCAM900100	ENSCAFP00000019561
SINCAM015379	ENSCAFP00000019563
SINCAM007204	ENSCAFP00000019565
SINCAM006717	ENSCAFP00000019569
SINCAM922973	ENSCAFP00000019570
SINCAM001422	ENSCAFP00000019572
SINCAM921777	ENSCAFP00000019574
SINCAM922974	ENSCAFP00000019575
SINCAM001423	ENSCAFP00000019582
SINCAM900102	ENSCAFP00000019591
SINCAM005203	ENSCAFP00000019592
SINCAM921281	ENSCAFP00000019593
SINCAM005815	ENSCAFP00000019598
SINCAM900104	ENSCAFP00000019601
SINCAM005147	ENSCAFP00000019606
SINCAM013999	ENSCAFP00000019615
SINCAM007105	ENSCAFP00000019617
SINCAM016046	ENSCAFP00000019618
SINCAM008290	ENSCAFP00000019619
SINCAM006540	ENSCAFP00000019622
SINCAM013976	ENSCAFP00000019630
SINCAM002782	ENSCAFP00000019632
SINCAM008839	ENSCAFP00000019633
SINCAM005148	ENSCAFP00000019634
SINCAM008969	ENSCAFP00000019636
SINCAM008291	ENSCAFP00000019637
SINCAM003538	ENSCAFP00000019638
SINCAM005202	ENSCAFP00000019642
SINCAM008970	ENSCAFP00000019645
SINCAM921282	ENSCAFP00000019648
SINCAM008292	ENSCAFP00000019649
SINCAM008311	ENSCAFP00000019652
SINCAM900083	ENSCAFP00000019653
SINCAM006541	ENSCAFP00000019660
SINCAM009300	ENSCAFP00000019662
SINCAM015664	ENSCAFP00000019665
SINCAM005200	ENSCAFP00000019669
SINCAM005810	ENSCAFP00000019674
SINCAM920859	ENSCAFP00000019679
SINCAM004256	ENSCAFP00000019682
SINCAM922874	ENSCAFP00000019683
SINCAM005808	ENSCAFP00000019685
SINCAM005252	ENSCAFP00000019687
SINCAM009297	ENSCAFP00000019689
SINCAM006715	ENSCAFP00000019690
SINCAM012077	ENSCAFP00000019692
SINCAM007489	ENSCAFP00000019696
SINCAM002785	ENSCAFP00000019698
SINCAM014089	ENSCAFP00000019699
SINCAM008310	ENSCAFP00000019700
SINCAM921934	ENSCAFP00000019702
SINCAM008971	ENSCAFP00000019705
SINCAM013998	ENSCAFP00000019707
SINCAM004257	ENSCAFP00000019709
SINCAM921020	ENSCAFP00000019713
SINCAM004258	ENSCAFP00000019731
SINCAM017662	ENSCAFP00000019733
SINCAM921344	ENSCAFP00000019735
SINCAM006713	ENSCAFP00000019738
SINCAM002784	ENSCAFP00000019740
SINCAM004604	ENSCAFP00000019741
SINCAM006712	ENSCAFP00000019743
SINCAM017603	ENSCAFP00000019744
SINCAM013997	ENSCAFP00000019749
SINCAM004554	ENSCAFP00000019757
SINCAM008309	ENSCAFP00000019758
SINCAM005231	ENSCAFP00000019759
SINCAM921840	ENSCAFP00000019760
SINCAM006531	ENSCAFP00000019761
SINCAM013181	ENSCAFP00000019763
SINCAM013539	ENSCAFP00000019771
SINCAM008308	ENSCAFP00000019772
SINCAM006701	ENSCAFP00000019775
SINCAM921841	ENSCAFP00000019776
SINCAM009185	ENSCAFP00000019781
SINCAM007008	ENSCAFP00000019782
SINCAM922596	ENSCAFP00000019785
SINCAM009186	ENSCAFP00000019786
SINCAM004555	ENSCAFP00000019787
SINCAM920865	ENSCAFP00000019790
SINCAM013540	ENSCAFP00000019792
SINCAM921587	ENSCAFP00000019797
SINCAM921877	ENSCAFP00000019799
SINCAM013541	ENSCAFP00000019801
SINCAM921918	ENSCAFP00000019804
SINCAM006709	ENSCAFP00000019805
SINCAM005228	ENSCAFP00000019814
SINCAM012079	ENSCAFP00000019815
SINCAM920858	ENSCAFP00000019818
SINCAM006506	ENSCAFP00000019819
SINCAM009189	ENSCAFP00000019820
SINCAM006704	ENSCAFP00000019824
SINCAM003517	ENSCAFP00000019838
SINCAM920864	ENSCAFP00000019839
SINCAM013098	ENSCAFP00000019847
SINCAM005227	ENSCAFP00000019848
SINCAM005980	ENSCAFP00000019853
SINCAM004552	ENSCAFP00000019855
SINCAM006543	ENSCAFP00000019856
SINCAM921485	ENSCAFP00000019858
SINCAM005249	ENSCAFP00000019861
SINCAM005226	ENSCAFP00000019862
SINCAM004551	ENSCAFP00000019864
SINCAM005225	ENSCAFP00000019876
SINCAM013542	ENSCAFP00000019878
SINCAM006700	ENSCAFP00000019879
SINCAM007103	ENSCAFP00000019882
SINCAM006699	ENSCAFP00000019894
SINCAM013900	ENSCAFP00000019904
SINCAM013097	ENSCAFP00000019905
SINCAM921588	ENSCAFP00000019906
SINCAM006536	ENSCAFP00000019912
SINCAM013901	ENSCAFP00000019913
SINCAM003708	ENSCAFP00000019917
SINCAM007363	ENSCAFP00000019918
SINCAM006569	ENSCAFP00000019924
SINCAM008590	ENSCAFP00000019927
SINCAM005224	ENSCAFP00000019929
SINCAM004550	ENSCAFP00000019931
SINCAM008753	ENSCAFP00000019939
SINCAM006534	ENSCAFP00000019941
SINCAM013944	ENSCAFP00000019943
SINCAM007459	ENSCAFP00000019945
SINCAM010894	ENSCAFP00000019946
SINCAM007102	ENSCAFP00000019952
SINCAM003709	ENSCAFP00000019953
SINCAM013096	ENSCAFP00000019955
SINCAM921577	ENSCAFP00000019956
SINCAM008751	ENSCAFP00000019958
SINCAM011375	ENSCAFP00000019961
SINCAM006028	ENSCAFP00000019962
SINCAM921861	ENSCAFP00000019963
SINCAM921586	ENSCAFP00000019966
SINCAM002857	ENSCAFP00000019967
SINCAM006533	ENSCAFP00000019972
SINCAM013945	ENSCAFP00000019975
SINCAM017807	ENSCAFP00000019980
SINCAM921935	ENSCAFP00000019983
SINCAM006585	ENSCAFP00000019994
SINCAM013946	ENSCAFP00000019996
SINCAM013094	ENSCAFP00000019998
SINCAM006573	ENSCAFP00000020000
SINCAM921936	ENSCAFP00000020007
SINCAM005221	ENSCAFP00000020008
SINCAM013524	ENSCAFP00000020013
SINCAM013529	ENSCAFP00000020015
SINCAM921189	ENSCAFP00000020028
SINCAM006697	ENSCAFP00000020029
SINCAM013093	ENSCAFP00000020032
SINCAM015261	ENSCAFP00000020042
SINCAM006598	ENSCAFP00000020046
SINCAM008828	ENSCAFP00000020047
SINCAM003977	ENSCAFP00000020048
SINCAM016967	ENSCAFP00000020056
SINCAM002452	ENSCAFP00000020065
SINCAM010945	ENSCAFP00000020069
SINCAM003978	ENSCAFP00000020070
SINCAM007396	ENSCAFP00000020081
SINCAM004546	ENSCAFP00000020084
SINCAM003979	ENSCAFP00000020085
SINCAM008750	ENSCAFP00000020093
SINCAM006696	ENSCAFP00000020095
SINCAM010672	ENSCAFP00000020101
SINCAM012105	ENSCAFP00000020107
SINCAM008829	ENSCAFP00000020110
SINCAM017108	ENSCAFP00000020113
SINCAM003258	ENSCAFP00000020117
SINCAM922696	ENSCAFP00000020123
SINCAM012103	ENSCAFP00000020125
SINCAM004545	ENSCAFP00000020132
SINCAM002948	ENSCAFP00000020133
SINCAM012101	ENSCAFP00000020134
SINCAM007368	ENSCAFP00000020136
SINCAM921926	ENSCAFP00000020138
SINCAM007370	ENSCAFP00000020139
SINCAM013216	ENSCAFP00000020140
SINCAM005219	ENSCAFP00000020141
SINCAM008830	ENSCAFP00000020142
SINCAM008304	ENSCAFP00000020143
SINCAM012495	ENSCAFP00000020146
SINCAM013525	ENSCAFP00000020147
SINCAM008301	ENSCAFP00000020158
SINCAM008831	ENSCAFP00000020159
SINCAM017380	ENSCAFP00000020160
SINCAM009282	ENSCAFP00000020162
SINCAM005217	ENSCAFP00000020163
SINCAM009458	ENSCAFP00000020166
SINCAM921813	ENSCAFP00000020169
SINCAM006599	ENSCAFP00000020170
SINCAM013947	ENSCAFP00000020175
SINCAM921878	ENSCAFP00000020177
SINCAM006600	ENSCAFP00000020180
SINCAM009459	ENSCAFP00000020181
SINCAM013217	ENSCAFP00000020183
SINCAM900105	ENSCAFP00000020184
SINCAM008826	ENSCAFP00000020197
SINCAM013526	ENSCAFP00000020198
SINCAM008827	ENSCAFP00000020199
SINCAM921833	ENSCAFP00000020204
SINCAM008823	ENSCAFP00000020205
SINCAM001017	ENSCAFP00000020206
SINCAM013213	ENSCAFP00000020209
SINCAM013953	ENSCAFP00000020211
SINCAM013528	ENSCAFP00000020216
SINCAM013155	ENSCAFP00000020218
SINCAM006997	ENSCAFP00000020223
SINCAM921335	ENSCAFP00000020225
SINCAM005216	ENSCAFP00000020227
SINCAM008299	ENSCAFP00000020228
SINCAM013950	ENSCAFP00000020231
SINCAM013125	ENSCAFP00000020232
SINCAM922603	ENSCAFP00000020241
SINCAM005192	ENSCAFP00000020243
SINCAM006602	ENSCAFP00000020248
SINCAM013134	ENSCAFP00000020252
SINCAM008298	ENSCAFP00000020254
SINCAM005196	ENSCAFP00000020258
SINCAM920846	ENSCAFP00000020261
SINCAM004543	ENSCAFP00000020263
SINCAM008566	ENSCAFP00000020266
SINCAM921657	ENSCAFP00000020273
SINCAM017532	ENSCAFP00000020284
SINCAM006908	ENSCAFP00000020295
SINCAM006910	ENSCAFP00000020299
SINCAM013548	ENSCAFP00000020301
SINCAM009105	ENSCAFP00000020303
SINCAM921702	ENSCAFP00000020305
SINCAM010691	ENSCAFP00000020307
SINCAM013133	ENSCAFP00000020309
SINCAM900108	ENSCAFP00000020315
SINCAM005199	ENSCAFP00000020325
SINCAM006603	ENSCAFP00000020332
SINCAM007735	ENSCAFP00000020337
SINCAM008563	ENSCAFP00000020339
SINCAM900109	ENSCAFP00000020342
SINCAM921811	ENSCAFP00000020343
SINCAM920757	ENSCAFP00000020344
SINCAM004540	ENSCAFP00000020352
SINCAM921812	ENSCAFP00000020358
SINCAM005170	ENSCAFP00000020360
SINCAM002235	ENSCAFP00000020366
SINCAM006604	ENSCAFP00000020367
SINCAM011113	ENSCAFP00000020370
SINCAM006695	ENSCAFP00000020372
SINCAM921464	ENSCAFP00000020374
SINCAM006913	ENSCAFP00000020377
SINCAM920856	ENSCAFP00000020384
SINCAM008293	ENSCAFP00000020386
SINCAM921589	ENSCAFP00000020392
SINCAM006915	ENSCAFP00000020394
SINCAM900110	ENSCAFP00000020395
SINCAM003783	ENSCAFP00000020396
SINCAM007733	ENSCAFP00000020398
SINCAM900111	ENSCAFP00000020403
SINCAM900112	ENSCAFP00000020404
SINCAM002704	ENSCAFP00000020407
SINCAM006694	ENSCAFP00000020409
SINCAM007732	ENSCAFP00000020410
SINCAM007731	ENSCAFP00000020415
SINCAM008315	ENSCAFP00000020420
SINCAM005046	ENSCAFP00000020422
SINCAM009111	ENSCAFP00000020424
SINCAM900114	ENSCAFP00000020430
SINCAM002236	ENSCAFP00000020432
SINCAM920855	ENSCAFP00000020434
SINCAM008314	ENSCAFP00000020438
SINCAM013911	ENSCAFP00000020441
SINCAM921590	ENSCAFP00000020445
SINCAM921661	ENSCAFP00000020449
SINCAM013518	ENSCAFP00000020455
SINCAM013575	ENSCAFP00000020456
SINCAM920751	ENSCAFP00000020457
SINCAM009116	ENSCAFP00000020465
SINCAM002238	ENSCAFP00000020468
SINCAM004600	ENSCAFP00000020469
SINCAM013465	ENSCAFP00000020473
SINCAM920854	ENSCAFP00000020479
SINCAM921771	ENSCAFP00000020481
SINCAM015265	ENSCAFP00000020484
SINCAM013949	ENSCAFP00000020487
SINCAM015264	ENSCAFP00000020489
SINCAM015266	ENSCAFP00000020492
SINCAM013910	ENSCAFP00000020494
SINCAM921659	ENSCAFP00000020504
SINCAM005183	ENSCAFP00000020505
SINCAM008312	ENSCAFP00000020510
SINCAM005182	ENSCAFP00000020513
SINCAM007454	ENSCAFP00000020517
SINCAM005157	ENSCAFP00000020520
SINCAM013519	ENSCAFP00000020523
SINCAM014549	ENSCAFP00000020525
SINCAM900116	ENSCAFP00000020531
SINCAM004620	ENSCAFP00000020532
SINCAM008316	ENSCAFP00000020539
SINCAM006916	ENSCAFP00000020540
SINCAM013516	ENSCAFP00000020543
SINCAM922665	ENSCAFP00000020549
SINCAM004621	ENSCAFP00000020551
SINCAM001913	ENSCAFP00000020559
SINCAM921814	ENSCAFP00000020560
SINCAM922685	ENSCAFP00000020561
SINCAM015001	ENSCAFP00000020568
SINCAM900018	ENSCAFP00000020571
SINCAM900122	ENSCAFP00000020574
SINCAM004622	ENSCAFP00000020576
SINCAM008112	ENSCAFP00000020578
SINCAM013941	ENSCAFP00000020579
SINCAM015075	ENSCAFP00000020581
SINCAM015002	ENSCAFP00000020586
SINCAM006306	ENSCAFP00000020590
SINCAM013566	ENSCAFP00000020595
SINCAM900031	ENSCAFP00000020596
SINCAM015003	ENSCAFP00000020597
SINCAM013567	ENSCAFP00000020601
SINCAM004623	ENSCAFP00000020602
SINCAM900123	ENSCAFP00000020604
SINCAM005912	ENSCAFP00000020605
SINCAM007062	ENSCAFP00000020609
SINCAM900124	ENSCAFP00000020610
SINCAM922734	ENSCAFP00000020611
SINCAM006254	ENSCAFP00000020616
SINCAM005156	ENSCAFP00000020625
SINCAM012983	ENSCAFP00000020626
SINCAM013918	ENSCAFP00000020627
SINCAM005155	ENSCAFP00000020634
SINCAM008114	ENSCAFP00000020635
SINCAM006606	ENSCAFP00000020636
SINCAM001912	ENSCAFP00000020638
SINCAM007063	ENSCAFP00000020643
SINCAM013605	ENSCAFP00000020647
SINCAM007352	ENSCAFP00000020648
SINCAM007032	ENSCAFP00000020649
SINCAM016662	ENSCAFP00000020650
SINCAM001911	ENSCAFP00000020651
SINCAM922933	ENSCAFP00000020659
SINCAM920994	ENSCAFP00000020668
SINCAM922739	ENSCAFP00000020671
SINCAM009148	ENSCAFP00000020672
SINCAM008117	ENSCAFP00000020674
SINCAM007611	ENSCAFP00000020682
SINCAM921591	ENSCAFP00000020684
SINCAM001910	ENSCAFP00000020686
SINCAM004625	ENSCAFP00000020690
SINCAM922909	ENSCAFP00000020691
SINCAM922585	ENSCAFP00000020693
SINCAM000831	ENSCAFP00000020696
SINCAM007698	ENSCAFP00000020698
SINCAM001909	ENSCAFP00000020704
SINCAM006995	ENSCAFP00000020706
SINCAM921828	ENSCAFP00000020710
SINCAM008115	ENSCAFP00000020711
SINCAM006949	ENSCAFP00000020713
SINCAM004626	ENSCAFP00000020714
SINCAM001792	ENSCAFP00000020717
SINCAM003987	ENSCAFP00000020719
SINCAM001907	ENSCAFP00000020720
SINCAM005164	ENSCAFP00000020724
SINCAM009120	ENSCAFP00000020725
SINCAM006690	ENSCAFP00000020728
SINCAM922599	ENSCAFP00000020729
SINCAM922738	ENSCAFP00000020741
SINCAM006948	ENSCAFP00000020744
SINCAM001906	ENSCAFP00000020747
SINCAM920706	ENSCAFP00000020750
SINCAM009147	ENSCAFP00000020755
SINCAM013993	ENSCAFP00000020757
SINCAM013412	ENSCAFP00000020765
SINCAM006947	ENSCAFP00000020766
SINCAM008122	ENSCAFP00000020768
SINCAM922913	ENSCAFP00000020769
SINCAM921415	ENSCAFP00000020770
SINCAM921825	ENSCAFP00000020775
SINCAM013413	ENSCAFP00000020776
SINCAM007066	ENSCAFP00000020786
SINCAM004630	ENSCAFP00000020788
SINCAM007067	ENSCAFP00000020792
SINCAM012065	ENSCAFP00000020796
SINCAM921416	ENSCAFP00000020798
SINCAM006685	ENSCAFP00000020799
SINCAM002681	ENSCAFP00000020802
SINCAM001904	ENSCAFP00000020805
SINCAM004632	ENSCAFP00000020806
SINCAM007331	ENSCAFP00000020807
SINCAM013416	ENSCAFP00000020811
SINCAM007347	ENSCAFP00000020817
SINCAM013089	ENSCAFP00000020818
SINCAM002828	ENSCAFP00000020819
SINCAM004633	ENSCAFP00000020821
SINCAM003885	ENSCAFP00000020823
SINCAM001763	ENSCAFP00000020824
SINCAM001903	ENSCAFP00000020826
SINCAM013418	ENSCAFP00000020828
SINCAM922737	ENSCAFP00000020829
SINCAM922636	ENSCAFP00000020830
SINCAM005133	ENSCAFP00000020839
SINCAM014930	ENSCAFP00000020844
SINCAM004635	ENSCAFP00000020847
SINCAM921458	ENSCAFP00000020852
SINCAM013091	ENSCAFP00000020856
SINCAM006684	ENSCAFP00000020859
SINCAM923003	ENSCAFP00000020861
SINCAM009196	ENSCAFP00000020865
SINCAM900160	ENSCAFP00000020866
SINCAM006683	ENSCAFP00000020867
SINCAM921593	ENSCAFP00000020872
SINCAM014443	ENSCAFP00000020874
SINCAM002022	ENSCAFP00000020876
SINCAM008125	ENSCAFP00000020878
SINCAM008127	ENSCAFP00000020889
SINCAM007719	ENSCAFP00000020890
SINCAM009512	ENSCAFP00000020891
SINCAM921968	ENSCAFP00000020897
SINCAM008129	ENSCAFP00000020900
SINCAM006682	ENSCAFP00000020903
SINCAM007718	ENSCAFP00000020906
SINCAM006680	ENSCAFP00000020908
SINCAM016869	ENSCAFP00000020910
SINCAM005177	ENSCAFP00000020913
SINCAM009515	ENSCAFP00000020915
SINCAM012844	ENSCAFP00000020918
SINCAM007717	ENSCAFP00000020922
SINCAM013989	ENSCAFP00000020936
SINCAM008131	ENSCAFP00000020944
SINCAM013973	ENSCAFP00000020945
SINCAM013974	ENSCAFP00000020946
SINCAM007716	ENSCAFP00000020948
SINCAM008132	ENSCAFP00000020956
SINCAM004202	ENSCAFP00000020961
SINCAM008133	ENSCAFP00000020962
SINCAM004795	ENSCAFP00000020966
SINCAM004794	ENSCAFP00000020973
SINCAM900165	ENSCAFP00000020974
SINCAM921351	ENSCAFP00000020977
SINCAM012929	ENSCAFP00000020979
SINCAM009517	ENSCAFP00000020981
SINCAM006677	ENSCAFP00000020984
SINCAM012946	ENSCAFP00000020988
SINCAM005171	ENSCAFP00000020996
SINCAM006609	ENSCAFP00000020999
SINCAM017880	ENSCAFP00000021003
SINCAM012945	ENSCAFP00000021004
SINCAM921642	ENSCAFP00000021013
SINCAM007714	ENSCAFP00000021019
SINCAM008193	ENSCAFP00000021020
SINCAM921352	ENSCAFP00000021027
SINCAM921353	ENSCAFP00000021028
SINCAM007713	ENSCAFP00000021031
SINCAM006610	ENSCAFP00000021040
SINCAM922633	ENSCAFP00000021044
SINCAM007072	ENSCAFP00000021050
SINCAM006612	ENSCAFP00000021054
SINCAM000277	ENSCAFP00000021055
SINCAM005132	ENSCAFP00000021058
SINCAM920772	ENSCAFP00000021060
SINCAM012943	ENSCAFP00000021062
SINCAM013279	ENSCAFP00000021063
SINCAM013402	ENSCAFP00000021066
SINCAM011106	ENSCAFP00000021068
SINCAM013401	ENSCAFP00000021073
SINCAM013281	ENSCAFP00000021075
SINCAM922632	ENSCAFP00000021077
SINCAM008194	ENSCAFP00000021080
SINCAM008196	ENSCAFP00000021086
SINCAM013400	ENSCAFP00000021088
SINCAM001926	ENSCAFP00000021091
SINCAM004793	ENSCAFP00000021092
SINCAM921643	ENSCAFP00000021096
SINCAM012944	ENSCAFP00000021099
SINCAM004792	ENSCAFP00000021101
SINCAM006675	ENSCAFP00000021105
SINCAM009518	ENSCAFP00000021110
SINCAM005131	ENSCAFP00000021113
SINCAM006613	ENSCAFP00000021114
SINCAM015279	ENSCAFP00000021123
SINCAM002768	ENSCAFP00000021124
SINCAM920469	ENSCAFP00000021130
SINCAM010020	ENSCAFP00000021131
SINCAM009520	ENSCAFP00000021134
SINCAM004788	ENSCAFP00000021138
SINCAM007068	ENSCAFP00000021140
SINCAM012968	ENSCAFP00000021142
SINCAM012931	ENSCAFP00000021145
SINCAM015160	ENSCAFP00000021146
SINCAM012991	ENSCAFP00000021149
SINCAM004409	ENSCAFP00000021150
SINCAM007069	ENSCAFP00000021152
SINCAM012932	ENSCAFP00000021154
SINCAM920471	ENSCAFP00000021155
SINCAM004787	ENSCAFP00000021166
SINCAM012936	ENSCAFP00000021167
SINCAM013450	ENSCAFP00000021172
SINCAM007071	ENSCAFP00000021174
SINCAM920472	ENSCAFP00000021175
SINCAM006615	ENSCAFP00000021176
SINCAM014777	ENSCAFP00000021177
SINCAM009521	ENSCAFP00000021181
SINCAM920453	ENSCAFP00000021182
SINCAM921972	ENSCAFP00000021183
SINCAM000178	ENSCAFP00000021192
SINCAM016667	ENSCAFP00000021199
SINCAM005143	ENSCAFP00000021200
SINCAM006287	ENSCAFP00000021201
SINCAM014999	ENSCAFP00000021202
SINCAM013452	ENSCAFP00000021204
SINCAM013453	ENSCAFP00000021219
SINCAM923095	ENSCAFP00000021225
SINCAM013455	ENSCAFP00000021226
SINCAM013456	ENSCAFP00000021231
