ENSMGAP00000000006	SINCAM000417
ENSMGAP00000009580	SINCAM010213
ENSMGAP00000009581	SINCAM009677
ENSMGAP00000009584	SINCAM011959
ENSMGAP00000009586	SINCAM006685
ENSMGAP00000009588	SINCAM009676
ENSMGAP00000009589	SINCAM007186
ENSMGAP00000009594	SINCAM017987
ENSMGAP00000009595	SINCAM011964
ENSMGAP00000009600	SINCAM920610
ENSMGAP00000009603	SINCAM009171
ENSMGAP00000009606	SINCAM002651
ENSMGAP00000009608	SINCAM921878
ENSMGAP00000009610	SINCAM900086
ENSMGAP00000009612	SINCAM922178
ENSMGAP00000009614	SINCAM900087
ENSMGAP00000009615	SINCAM009965
ENSMGAP00000009616	SINCAM007640
ENSMGAP00000009617	SINCAM011638
ENSMGAP00000009618	SINCAM010736
ENSMGAP00000009619	SINCAM009306
ENSMGAP00000009620	SINCAM920515
ENSMGAP00000009621	SINCAM009675
ENSMGAP00000009622	SINCAM007188
ENSMGAP00000009623	SINCAM000818
ENSMGAP00000009624	SINCAM005336
ENSMGAP00000009625	SINCAM922128
ENSMGAP00000009628	SINCAM009674
ENSMGAP00000009629	SINCAM922407
ENSMGAP00000009630	SINCAM012447
ENSMGAP00000009631	SINCAM011272
ENSMGAP00000009632	SINCAM921935
ENSMGAP00000009639	SINCAM922686
ENSMGAP00000009640	SINCAM012448
ENSMGAP00000009641	SINCAM000412
ENSMGAP00000009642	SINCAM922888
ENSMGAP00000009644	SINCAM012142
ENSMGAP00000009647	SINCAM011276
ENSMGAP00000009648	SINCAM011966
ENSMGAP00000009650	SINCAM014414
ENSMGAP00000009653	SINCAM009966
ENSMGAP00000009654	SINCAM011967
ENSMGAP00000009655	SINCAM011550
ENSMGAP00000009656	SINCAM900128
ENSMGAP00000009657	SINCAM921900
ENSMGAP00000009660	SINCAM011644
ENSMGAP00000009664	SINCAM920499
ENSMGAP00000009665	SINCAM009673
ENSMGAP00000009666	SINCAM010739
ENSMGAP00000009669	SINCAM009969
ENSMGAP00000009673	SINCAM012429
ENSMGAP00000009676	SINCAM011968
ENSMGAP00000009678	SINCAM006793
ENSMGAP00000009680	SINCAM012139
ENSMGAP00000009683	SINCAM921895
ENSMGAP00000009684	SINCAM011969
ENSMGAP00000009686	SINCAM011971
ENSMGAP00000009687	SINCAM012775
ENSMGAP00000009688	SINCAM009672
ENSMGAP00000009689	SINCAM005335
ENSMGAP00000009690	SINCAM008709
ENSMGAP00000009691	SINCAM018006
ENSMGAP00000009693	SINCAM003872
ENSMGAP00000009697	SINCAM002648
ENSMGAP00000009699	SINCAM921894
ENSMGAP00000009701	SINCAM005855
ENSMGAP00000009702	SINCAM007637
ENSMGAP00000009703	SINCAM920881
ENSMGAP00000009704	SINCAM012430
ENSMGAP00000009705	SINCAM003873
ENSMGAP00000009706	SINCAM011293
ENSMGAP00000009708	SINCAM007632
ENSMGAP00000009709	SINCAM921926
ENSMGAP00000009710	SINCAM900130
ENSMGAP00000009711	SINCAM005857
ENSMGAP00000009714	SINCAM011278
ENSMGAP00000009715	SINCAM005333
ENSMGAP00000009716	SINCAM900131
ENSMGAP00000009717	SINCAM011294
ENSMGAP00000009718	SINCAM011972
ENSMGAP00000009720	SINCAM922267
ENSMGAP00000009721	SINCAM922848
ENSMGAP00000009722	SINCAM014158
ENSMGAP00000009723	SINCAM006688
ENSMGAP00000009724	SINCAM900132
ENSMGAP00000009725	SINCAM003874
ENSMGAP00000009726	SINCAM005858
ENSMGAP00000009727	SINCAM900133
ENSMGAP00000009728	SINCAM900248
ENSMGAP00000009729	SINCAM009282
ENSMGAP00000009730	SINCAM007418
ENSMGAP00000009735	SINCAM014847
ENSMGAP00000009736	SINCAM921449
ENSMGAP00000009737	SINCAM006690
ENSMGAP00000009738	SINCAM008992
ENSMGAP00000009741	SINCAM003876
ENSMGAP00000009742	SINCAM011295
ENSMGAP00000009743	SINCAM000751
ENSMGAP00000009744	SINCAM012426
ENSMGAP00000009745	SINCAM011973
ENSMGAP00000009748	SINCAM005863
ENSMGAP00000009749	SINCAM005201
ENSMGAP00000009750	SINCAM009671
ENSMGAP00000009755	SINCAM012634
ENSMGAP00000009758	SINCAM009670
ENSMGAP00000009761	SINCAM009024
ENSMGAP00000009762	SINCAM005860
ENSMGAP00000009763	SINCAM010200
ENSMGAP00000009765	SINCAM009669
ENSMGAP00000009767	SINCAM011976
ENSMGAP00000009768	SINCAM006695
ENSMGAP00000009769	SINCAM011977
ENSMGAP00000009770	SINCAM001059
ENSMGAP00000009771	SINCAM002502
ENSMGAP00000009772	SINCAM009043
ENSMGAP00000009773	SINCAM012635
ENSMGAP00000009774	SINCAM900136
ENSMGAP00000009775	SINCAM015494
ENSMGAP00000009777	SINCAM005862
ENSMGAP00000009778	SINCAM011303
ENSMGAP00000009780	SINCAM007296
ENSMGAP00000009782	SINCAM006693
ENSMGAP00000009783	SINCAM010214
ENSMGAP00000009784	SINCAM003475
ENSMGAP00000009785	SINCAM900137
ENSMGAP00000009787	SINCAM012636
ENSMGAP00000009788	SINCAM005331
ENSMGAP00000009790	SINCAM011309
ENSMGAP00000009793	SINCAM005865
ENSMGAP00000009795	SINCAM011567
ENSMGAP00000009796	SINCAM015819
ENSMGAP00000009799	SINCAM009280
ENSMGAP00000009800	SINCAM007295
ENSMGAP00000009801	SINCAM002500
ENSMGAP00000009802	SINCAM011563
ENSMGAP00000009804	SINCAM007294
ENSMGAP00000009806	SINCAM920880
ENSMGAP00000009807	SINCAM009668
ENSMGAP00000009808	SINCAM921459
ENSMGAP00000009809	SINCAM006696
ENSMGAP00000009810	SINCAM011375
ENSMGAP00000009811	SINCAM005966
ENSMGAP00000009812	SINCAM002498
ENSMGAP00000009813	SINCAM922687
ENSMGAP00000009814	SINCAM003877
ENSMGAP00000009815	SINCAM010143
ENSMGAP00000009816	SINCAM921458
ENSMGAP00000009817	SINCAM003878
ENSMGAP00000009818	SINCAM011560
ENSMGAP00000009819	SINCAM920879
ENSMGAP00000009821	SINCAM012410
ENSMGAP00000009823	SINCAM005799
ENSMGAP00000009827	SINCAM007326
ENSMGAP00000009829	SINCAM004004
ENSMGAP00000009831	SINCAM009166
ENSMGAP00000009832	SINCAM006698
ENSMGAP00000009833	SINCAM009667
ENSMGAP00000009834	SINCAM010179
ENSMGAP00000009835	SINCAM014801
ENSMGAP00000009836	SINCAM900016
ENSMGAP00000009837	SINCAM009018
ENSMGAP00000009841	SINCAM005798
ENSMGAP00000009842	SINCAM922664
ENSMGAP00000009843	SINCAM923023
ENSMGAP00000009848	SINCAM900014
ENSMGAP00000009849	SINCAM011292
ENSMGAP00000009850	SINCAM006823
ENSMGAP00000009851	SINCAM922127
ENSMGAP00000009854	SINCAM002099
ENSMGAP00000009855	SINCAM000409
ENSMGAP00000009856	SINCAM005731
ENSMGAP00000009858	SINCAM012409
ENSMGAP00000009862	SINCAM010141
ENSMGAP00000009863	SINCAM006699
ENSMGAP00000009864	SINCAM002095
ENSMGAP00000009865	SINCAM009664
ENSMGAP00000009869	SINCAM007422
ENSMGAP00000009871	SINCAM921789
ENSMGAP00000009874	SINCAM006821
ENSMGAP00000009875	SINCAM922662
ENSMGAP00000009877	SINCAM012408
ENSMGAP00000009878	SINCAM921790
ENSMGAP00000009880	SINCAM012582
ENSMGAP00000009883	SINCAM006830
ENSMGAP00000009884	SINCAM014400
ENSMGAP00000009885	SINCAM922189
ENSMGAP00000009887	SINCAM900006
ENSMGAP00000009889	SINCAM002497
ENSMGAP00000009890	SINCAM922636
ENSMGAP00000009891	SINCAM013139
ENSMGAP00000009892	SINCAM013142
ENSMGAP00000009893	SINCAM007492
ENSMGAP00000009894	SINCAM002499
ENSMGAP00000009895	SINCAM009163
ENSMGAP00000009896	SINCAM011301
ENSMGAP00000009897	SINCAM011568
ENSMGAP00000009898	SINCAM000905
ENSMGAP00000009899	SINCAM920877
ENSMGAP00000009900	SINCAM002094
ENSMGAP00000009907	SINCAM006700
ENSMGAP00000009908	SINCAM004000
ENSMGAP00000009911	SINCAM002093
ENSMGAP00000009913	SINCAM011307
ENSMGAP00000009914	SINCAM001285
ENSMGAP00000009921	SINCAM005729
ENSMGAP00000009925	SINCAM012583
ENSMGAP00000009929	SINCAM011564
ENSMGAP00000009930	SINCAM922660
ENSMGAP00000009931	SINCAM010731
ENSMGAP00000009932	SINCAM002495
ENSMGAP00000009933	SINCAM007292
ENSMGAP00000009937	SINCAM005328
ENSMGAP00000009938	SINCAM002494
ENSMGAP00000009939	SINCAM001075
ENSMGAP00000009941	SINCAM003999
ENSMGAP00000009942	SINCAM009663
ENSMGAP00000009943	SINCAM011072
ENSMGAP00000009944	SINCAM005326
ENSMGAP00000009945	SINCAM010697
ENSMGAP00000009948	SINCAM009660
ENSMGAP00000009952	SINCAM003998
ENSMGAP00000009954	SINCAM006697
ENSMGAP00000009956	SINCAM010886
ENSMGAP00000009957	SINCAM003058
ENSMGAP00000009958	SINCAM900012
ENSMGAP00000009961	SINCAM921779
ENSMGAP00000009962	SINCAM005327
ENSMGAP00000009963	SINCAM009659
ENSMGAP00000009964	SINCAM005728
ENSMGAP00000009966	SINCAM002092
ENSMGAP00000009968	SINCAM014786
ENSMGAP00000009970	SINCAM011071
ENSMGAP00000009971	SINCAM006701
ENSMGAP00000009972	SINCAM003997
ENSMGAP00000009974	SINCAM010696
ENSMGAP00000009976	SINCAM006833
ENSMGAP00000009977	SINCAM015336
ENSMGAP00000009979	SINCAM005325
ENSMGAP00000009981	SINCAM014085
ENSMGAP00000009984	SINCAM010728
ENSMGAP00000009986	SINCAM006709
ENSMGAP00000009990	SINCAM922125
ENSMGAP00000009991	SINCAM006710
ENSMGAP00000009996	SINCAM009159
ENSMGAP00000009998	SINCAM011118
ENSMGAP00000009999	SINCAM005727
ENSMGAP00000010001	SINCAM922661
ENSMGAP00000010002	SINCAM010139
ENSMGAP00000010007	SINCAM005424
ENSMGAP00000010011	SINCAM922124
ENSMGAP00000010012	SINCAM003995
ENSMGAP00000010013	SINCAM013116
ENSMGAP00000010014	SINCAM921803
ENSMGAP00000010015	SINCAM006735
ENSMGAP00000010017	SINCAM010742
ENSMGAP00000010019	SINCAM002493
ENSMGAP00000010020	SINCAM014272
ENSMGAP00000010022	SINCAM005455
ENSMGAP00000010023	SINCAM006713
ENSMGAP00000010026	SINCAM010127
ENSMGAP00000010027	SINCAM003992
ENSMGAP00000010028	SINCAM009656
ENSMGAP00000010031	SINCAM920977
ENSMGAP00000010032	SINCAM003990
ENSMGAP00000010035	SINCAM013115
ENSMGAP00000010036	SINCAM920901
ENSMGAP00000010038	SINCAM003989
ENSMGAP00000010039	SINCAM005409
ENSMGAP00000010041	SINCAM920932
ENSMGAP00000010044	SINCAM009569
ENSMGAP00000010045	SINCAM014089
ENSMGAP00000010046	SINCAM013114
ENSMGAP00000010047	SINCAM003988
ENSMGAP00000010048	SINCAM009568
ENSMGAP00000010049	SINCAM011283
ENSMGAP00000010052	SINCAM007290
ENSMGAP00000010054	SINCAM920560
ENSMGAP00000010059	SINCAM004250
ENSMGAP00000010063	SINCAM920903
ENSMGAP00000010064	SINCAM009567
ENSMGAP00000010065	SINCAM010743
ENSMGAP00000010066	SINCAM922274
ENSMGAP00000010067	SINCAM011108
ENSMGAP00000010069	SINCAM002085
ENSMGAP00000010070	SINCAM006839
ENSMGAP00000010071	SINCAM010719
ENSMGAP00000010073	SINCAM006716
ENSMGAP00000010075	SINCAM011150
ENSMGAP00000010078	SINCAM010118
ENSMGAP00000010079	SINCAM006840
ENSMGAP00000010082	SINCAM920904
ENSMGAP00000010084	SINCAM011104
ENSMGAP00000010085	SINCAM003987
ENSMGAP00000010086	SINCAM002084
ENSMGAP00000010088	SINCAM010120
ENSMGAP00000010089	SINCAM002083
ENSMGAP00000010090	SINCAM016595
ENSMGAP00000010091	SINCAM005092
ENSMGAP00000010093	SINCAM011107
ENSMGAP00000010100	SINCAM013113
ENSMGAP00000010101	SINCAM920976
ENSMGAP00000010105	SINCAM006717
ENSMGAP00000010106	SINCAM920905
ENSMGAP00000010109	SINCAM009566
ENSMGAP00000010110	SINCAM002490
ENSMGAP00000010114	SINCAM012278
ENSMGAP00000010116	SINCAM011075
ENSMGAP00000010117	SINCAM010703
ENSMGAP00000010118	SINCAM921596
ENSMGAP00000010119	SINCAM003986
ENSMGAP00000010120	SINCAM920619
ENSMGAP00000010121	SINCAM920792
ENSMGAP00000010123	SINCAM011077
ENSMGAP00000010124	SINCAM007491
ENSMGAP00000010126	SINCAM005413
ENSMGAP00000010127	SINCAM001008
ENSMGAP00000010128	SINCAM011078
ENSMGAP00000010129	SINCAM005415
ENSMGAP00000010130	SINCAM920791
ENSMGAP00000010132	SINCAM010715
ENSMGAP00000010133	SINCAM011079
ENSMGAP00000010134	SINCAM007284
ENSMGAP00000010136	SINCAM013112
ENSMGAP00000010137	SINCAM000900
ENSMGAP00000010138	SINCAM921597
ENSMGAP00000010139	SINCAM005412
ENSMGAP00000010143	SINCAM920790
ENSMGAP00000010144	SINCAM011110
ENSMGAP00000010145	SINCAM009653
ENSMGAP00000010147	SINCAM007285
ENSMGAP00000010148	SINCAM921237
ENSMGAP00000010150	SINCAM007490
ENSMGAP00000010151	SINCAM002081
ENSMGAP00000010152	SINCAM921236
ENSMGAP00000010154	SINCAM013109
ENSMGAP00000010155	SINCAM000404
ENSMGAP00000010156	SINCAM921761
ENSMGAP00000010157	SINCAM007488
ENSMGAP00000010158	SINCAM011100
ENSMGAP00000010159	SINCAM006720
ENSMGAP00000010160	SINCAM009281
ENSMGAP00000010161	SINCAM002078
ENSMGAP00000010162	SINCAM014409
ENSMGAP00000010165	SINCAM003984
ENSMGAP00000010166	SINCAM920934
ENSMGAP00000010169	SINCAM003982
ENSMGAP00000010171	SINCAM000403
ENSMGAP00000010172	SINCAM002485
ENSMGAP00000010174	SINCAM921700
ENSMGAP00000010175	SINCAM002076
ENSMGAP00000010180	SINCAM920740
ENSMGAP00000010182	SINCAM015263
ENSMGAP00000010185	SINCAM007487
ENSMGAP00000010187	SINCAM921600
ENSMGAP00000010188	SINCAM013105
ENSMGAP00000010189	SINCAM005416
ENSMGAP00000010190	SINCAM007322
ENSMGAP00000010191	SINCAM004362
ENSMGAP00000010192	SINCAM011097
ENSMGAP00000010194	SINCAM000401
ENSMGAP00000010195	SINCAM013104
ENSMGAP00000010197	SINCAM007316
ENSMGAP00000010198	SINCAM006723
ENSMGAP00000010200	SINCAM002075
ENSMGAP00000010201	SINCAM920786
ENSMGAP00000010202	SINCAM013108
ENSMGAP00000010203	SINCAM008552
ENSMGAP00000010204	SINCAM003863
ENSMGAP00000010207	SINCAM005420
ENSMGAP00000010209	SINCAM002464
ENSMGAP00000010210	SINCAM006724
ENSMGAP00000010211	SINCAM012238
ENSMGAP00000010212	SINCAM009562
ENSMGAP00000010214	SINCAM011559
ENSMGAP00000010215	SINCAM013106
ENSMGAP00000010216	SINCAM000399
ENSMGAP00000010218	SINCAM013070
ENSMGAP00000010221	SINCAM009561
ENSMGAP00000010225	SINCAM007493
ENSMGAP00000010229	SINCAM011373
ENSMGAP00000010230	SINCAM006725
ENSMGAP00000010231	SINCAM009560
ENSMGAP00000010234	SINCAM922023
ENSMGAP00000010235	SINCAM002072
ENSMGAP00000010238	SINCAM005418
ENSMGAP00000010240	SINCAM920787
ENSMGAP00000010241	SINCAM011351
ENSMGAP00000010242	SINCAM003862
ENSMGAP00000010244	SINCAM920935
ENSMGAP00000010247	SINCAM011349
ENSMGAP00000010248	SINCAM009654
ENSMGAP00000010250	SINCAM011698
ENSMGAP00000010252	SINCAM009559
ENSMGAP00000010253	SINCAM003861
ENSMGAP00000010254	SINCAM014090
ENSMGAP00000010257	SINCAM003860
ENSMGAP00000010258	SINCAM006728
ENSMGAP00000010259	SINCAM009556
ENSMGAP00000010260	SINCAM000854
ENSMGAP00000010263	SINCAM922200
ENSMGAP00000010264	SINCAM011700
ENSMGAP00000010265	SINCAM011701
ENSMGAP00000010269	SINCAM013072
ENSMGAP00000010272	SINCAM920916
ENSMGAP00000010274	SINCAM002487
ENSMGAP00000010275	SINCAM009554
ENSMGAP00000010277	SINCAM922592
ENSMGAP00000010278	SINCAM007496
ENSMGAP00000010280	SINCAM000851
ENSMGAP00000010281	SINCAM922019
ENSMGAP00000010285	SINCAM922025
ENSMGAP00000010288	SINCAM003859
ENSMGAP00000010289	SINCAM007466
ENSMGAP00000010290	SINCAM011259
ENSMGAP00000010291	SINCAM005517
ENSMGAP00000010292	SINCAM010136
ENSMGAP00000010293	SINCAM015509
ENSMGAP00000010294	SINCAM007289
ENSMGAP00000010297	SINCAM000852
ENSMGAP00000010298	SINCAM920788
ENSMGAP00000010299	SINCAM005445
ENSMGAP00000010301	SINCAM015945
ENSMGAP00000010302	SINCAM007287
ENSMGAP00000010306	SINCAM015601
ENSMGAP00000010308	SINCAM001230
ENSMGAP00000010309	SINCAM006043
ENSMGAP00000010310	SINCAM011260
ENSMGAP00000010316	SINCAM920789
ENSMGAP00000010317	SINCAM007477
ENSMGAP00000010318	SINCAM002066
ENSMGAP00000010319	SINCAM005484
ENSMGAP00000010322	SINCAM012612
ENSMGAP00000010324	SINCAM002070
ENSMGAP00000010325	SINCAM009652
ENSMGAP00000010328	SINCAM005725
ENSMGAP00000010330	SINCAM013074
ENSMGAP00000010331	SINCAM011263
ENSMGAP00000010332	SINCAM007476
ENSMGAP00000010333	SINCAM007301
ENSMGAP00000010334	SINCAM003854
ENSMGAP00000010336	SINCAM011705
ENSMGAP00000010338	SINCAM000006
ENSMGAP00000010339	SINCAM011706
ENSMGAP00000010340	SINCAM014777
ENSMGAP00000010341	SINCAM013572
ENSMGAP00000010343	SINCAM005483
ENSMGAP00000010344	SINCAM011269
ENSMGAP00000010346	SINCAM003851
ENSMGAP00000010347	SINCAM921427
ENSMGAP00000010348	SINCAM002505
ENSMGAP00000010349	SINCAM002067
ENSMGAP00000010351	SINCAM011270
ENSMGAP00000010353	SINCAM013391
ENSMGAP00000010355	SINCAM005724
ENSMGAP00000010357	SINCAM009553
ENSMGAP00000010358	SINCAM003849
ENSMGAP00000010359	SINCAM011281
ENSMGAP00000010360	SINCAM921428
ENSMGAP00000010361	SINCAM007299
ENSMGAP00000010362	SINCAM011290
ENSMGAP00000010363	SINCAM005723
ENSMGAP00000010365	SINCAM006733
ENSMGAP00000010366	SINCAM003848
ENSMGAP00000010367	SINCAM007470
ENSMGAP00000010368	SINCAM009552
ENSMGAP00000010369	SINCAM922753
ENSMGAP00000010371	SINCAM009650
ENSMGAP00000010372	SINCAM002065
ENSMGAP00000010375	SINCAM014048
ENSMGAP00000010377	SINCAM921909
ENSMGAP00000010378	SINCAM003846
ENSMGAP00000010379	SINCAM015546
ENSMGAP00000010383	SINCAM000849
ENSMGAP00000010385	SINCAM921899
ENSMGAP00000010386	SINCAM008557
ENSMGAP00000010387	SINCAM011299
ENSMGAP00000010388	SINCAM013076
ENSMGAP00000010389	SINCAM922769
ENSMGAP00000010391	SINCAM011708
ENSMGAP00000010392	SINCAM005481
ENSMGAP00000010394	SINCAM001403
ENSMGAP00000010396	SINCAM922594
ENSMGAP00000010397	SINCAM920796
ENSMGAP00000010398	SINCAM005722
ENSMGAP00000010399	SINCAM001050
ENSMGAP00000010402	SINCAM006734
ENSMGAP00000010403	SINCAM011298
ENSMGAP00000010405	SINCAM005721
ENSMGAP00000010408	SINCAM005475
ENSMGAP00000010412	SINCAM922595
ENSMGAP00000010413	SINCAM007471
ENSMGAP00000010414	SINCAM002475
ENSMGAP00000010419	SINCAM013078
ENSMGAP00000010420	SINCAM003844
ENSMGAP00000010422	SINCAM007298
ENSMGAP00000010424	SINCAM002474
ENSMGAP00000010426	SINCAM921908
ENSMGAP00000010428	SINCAM011304
ENSMGAP00000010429	SINCAM013012
ENSMGAP00000010430	SINCAM007473
ENSMGAP00000010433	SINCAM005474
ENSMGAP00000010434	SINCAM007472
ENSMGAP00000010435	SINCAM002062
ENSMGAP00000010436	SINCAM011305
ENSMGAP00000010437	SINCAM003842
ENSMGAP00000010441	SINCAM002441
ENSMGAP00000010442	SINCAM007302
ENSMGAP00000010444	SINCAM011310
ENSMGAP00000010445	SINCAM002060
ENSMGAP00000010447	SINCAM009640
ENSMGAP00000010449	SINCAM013554
ENSMGAP00000010453	SINCAM002672
ENSMGAP00000010454	SINCAM002059
ENSMGAP00000010455	SINCAM016661
ENSMGAP00000010456	SINCAM002088
ENSMGAP00000010460	SINCAM011709
ENSMGAP00000010461	SINCAM007306
ENSMGAP00000010462	SINCAM005452
ENSMGAP00000010464	SINCAM010062
ENSMGAP00000010466	SINCAM013412
ENSMGAP00000010467	SINCAM004012
ENSMGAP00000010468	SINCAM007474
ENSMGAP00000010470	SINCAM011710
ENSMGAP00000010471	SINCAM009907
ENSMGAP00000010472	SINCAM921608
ENSMGAP00000010473	SINCAM009378
ENSMGAP00000010474	SINCAM003840
ENSMGAP00000010476	SINCAM005720
ENSMGAP00000010477	SINCAM921607
ENSMGAP00000010481	SINCAM002056
ENSMGAP00000010482	SINCAM001319
ENSMGAP00000010485	SINCAM007305
ENSMGAP00000010491	SINCAM922942
ENSMGAP00000010494	SINCAM011258
ENSMGAP00000010496	SINCAM921429
ENSMGAP00000010498	SINCAM007478
ENSMGAP00000010500	SINCAM920913
ENSMGAP00000010501	SINCAM922007
ENSMGAP00000010503	SINCAM002673
ENSMGAP00000010504	SINCAM005719
ENSMGAP00000010506	SINCAM007304
ENSMGAP00000010508	SINCAM013085
ENSMGAP00000010509	SINCAM002055
ENSMGAP00000010510	SINCAM922026
ENSMGAP00000010511	SINCAM013531
ENSMGAP00000010512	SINCAM002674
ENSMGAP00000010514	SINCAM009868
ENSMGAP00000010515	SINCAM002054
ENSMGAP00000010516	SINCAM010559
ENSMGAP00000010518	SINCAM920912
ENSMGAP00000010519	SINCAM921213
ENSMGAP00000010520	SINCAM015976
ENSMGAP00000010521	SINCAM012117
ENSMGAP00000010522	SINCAM005718
ENSMGAP00000010524	SINCAM921898
ENSMGAP00000010526	SINCAM013080
ENSMGAP00000010527	SINCAM003958
ENSMGAP00000010529	SINCAM005716
ENSMGAP00000010530	SINCAM014468
ENSMGAP00000010532	SINCAM921606
ENSMGAP00000010533	SINCAM920915
ENSMGAP00000010535	SINCAM007480
ENSMGAP00000010536	SINCAM012276
ENSMGAP00000010537	SINCAM002053
ENSMGAP00000010538	SINCAM012277
ENSMGAP00000010544	SINCAM010060
ENSMGAP00000010545	SINCAM003959
ENSMGAP00000010547	SINCAM011711
ENSMGAP00000010549	SINCAM013081
ENSMGAP00000010550	SINCAM922943
ENSMGAP00000010551	SINCAM014216
ENSMGAP00000010552	SINCAM009137
ENSMGAP00000010555	SINCAM921906
ENSMGAP00000010556	SINCAM005493
ENSMGAP00000010557	SINCAM005715
ENSMGAP00000010558	SINCAM017525
ENSMGAP00000010559	SINCAM002052
ENSMGAP00000010560	SINCAM922163
ENSMGAP00000010562	SINCAM005714
ENSMGAP00000010564	SINCAM005492
ENSMGAP00000010566	SINCAM003960
ENSMGAP00000010568	SINCAM009135
ENSMGAP00000010569	SINCAM007310
ENSMGAP00000010570	SINCAM009134
ENSMGAP00000010572	SINCAM922240
ENSMGAP00000010573	SINCAM005712
ENSMGAP00000010575	SINCAM013083
ENSMGAP00000010578	SINCAM007309
ENSMGAP00000010581	SINCAM009878
ENSMGAP00000010582	SINCAM009343
ENSMGAP00000010583	SINCAM013084
ENSMGAP00000010584	SINCAM003962
ENSMGAP00000010586	SINCAM011111
ENSMGAP00000010590	SINCAM000056
ENSMGAP00000010591	SINCAM012397
ENSMGAP00000010592	SINCAM000003
ENSMGAP00000010593	SINCAM003963
ENSMGAP00000010594	SINCAM011650
ENSMGAP00000010595	SINCAM920661
ENSMGAP00000010597	SINCAM016158
ENSMGAP00000010598	SINCAM922409
ENSMGAP00000010599	SINCAM920972
ENSMGAP00000010601	SINCAM000159
ENSMGAP00000010602	SINCAM002051
ENSMGAP00000010603	SINCAM009344
ENSMGAP00000010604	SINCAM013358
ENSMGAP00000010605	SINCAM009875
ENSMGAP00000010606	SINCAM006891
ENSMGAP00000010607	SINCAM921232
ENSMGAP00000010608	SINCAM015543
ENSMGAP00000010609	SINCAM011101
ENSMGAP00000010610	SINCAM011651
ENSMGAP00000010611	SINCAM011403
ENSMGAP00000010612	SINCAM011106
ENSMGAP00000010613	SINCAM011102
ENSMGAP00000010614	SINCAM013086
ENSMGAP00000010615	SINCAM011979
ENSMGAP00000010616	SINCAM009346
ENSMGAP00000010618	SINCAM012067
ENSMGAP00000010619	SINCAM920971
ENSMGAP00000010620	SINCAM012428
ENSMGAP00000010622	SINCAM009876
ENSMGAP00000010623	SINCAM015544
ENSMGAP00000010624	SINCAM011103
ENSMGAP00000010625	SINCAM005491
ENSMGAP00000010626	SINCAM011980
ENSMGAP00000010627	SINCAM015536
ENSMGAP00000010628	SINCAM920926
ENSMGAP00000010629	SINCAM009879
ENSMGAP00000010630	SINCAM003965
ENSMGAP00000010631	SINCAM002680
ENSMGAP00000010633	SINCAM011474
ENSMGAP00000010634	SINCAM009881
ENSMGAP00000010640	SINCAM013023
ENSMGAP00000010641	SINCAM003967
ENSMGAP00000010642	SINCAM009348
ENSMGAP00000010645	SINCAM006813
ENSMGAP00000010646	SINCAM922243
ENSMGAP00000010648	SINCAM009115
ENSMGAP00000010650	SINCAM013087
ENSMGAP00000010651	SINCAM920927
ENSMGAP00000010652	SINCAM005777
ENSMGAP00000010653	SINCAM009114
ENSMGAP00000010654	SINCAM003969
ENSMGAP00000010659	SINCAM013097
ENSMGAP00000010662	SINCAM012275
ENSMGAP00000010664	SINCAM014293
ENSMGAP00000010665	SINCAM005710
ENSMGAP00000010667	SINCAM921602
ENSMGAP00000010669	SINCAM015963
ENSMGAP00000010671	SINCAM009113
ENSMGAP00000010672	SINCAM002223
ENSMGAP00000010673	SINCAM000082
ENSMGAP00000010675	SINCAM014948
ENSMGAP00000010676	SINCAM011459
ENSMGAP00000010678	SINCAM009882
ENSMGAP00000010680	SINCAM009112
ENSMGAP00000010681	SINCAM002685
ENSMGAP00000010682	SINCAM009292
ENSMGAP00000010684	SINCAM014947
ENSMGAP00000010685	SINCAM921601
ENSMGAP00000010687	SINCAM013096
ENSMGAP00000010688	SINCAM011353
ENSMGAP00000010689	SINCAM007627
ENSMGAP00000010690	SINCAM922830
ENSMGAP00000010691	SINCAM921061
ENSMGAP00000010692	SINCAM000083
ENSMGAP00000010694	SINCAM005780
ENSMGAP00000010697	SINCAM922166
ENSMGAP00000010698	SINCAM011460
ENSMGAP00000010699	SINCAM006816
ENSMGAP00000010700	SINCAM005782
ENSMGAP00000010701	SINCAM000864
ENSMGAP00000010703	SINCAM013094
ENSMGAP00000010705	SINCAM005489
ENSMGAP00000010707	SINCAM006747
ENSMGAP00000010712	SINCAM007550
ENSMGAP00000010713	SINCAM002687
ENSMGAP00000010715	SINCAM922211
ENSMGAP00000010719	SINCAM005785
ENSMGAP00000010721	SINCAM005488
ENSMGAP00000010722	SINCAM011069
ENSMGAP00000010723	SINCAM003970
ENSMGAP00000010727	SINCAM013093
ENSMGAP00000010731	SINCAM005787
ENSMGAP00000010735	SINCAM009293
ENSMGAP00000010737	SINCAM006746
ENSMGAP00000010738	SINCAM003972
ENSMGAP00000010739	SINCAM002688
ENSMGAP00000010740	SINCAM008685
ENSMGAP00000010742	SINCAM014858
ENSMGAP00000010743	SINCAM006745
ENSMGAP00000010744	SINCAM003973
ENSMGAP00000010745	SINCAM921800
ENSMGAP00000010746	SINCAM009884
ENSMGAP00000010747	SINCAM011068
ENSMGAP00000010748	SINCAM922801
ENSMGAP00000010749	SINCAM921211
ENSMGAP00000010750	SINCAM005487
ENSMGAP00000010751	SINCAM016455
