fgenesh2_pg.scaffold_351000043	ENSLOCP00000006075
e_gw.111.242.1	ENSLOCP00000021103
e_gw.111.242.1	ENSLOCP00000017528
e_gw.235.50.1	ENSLOCP00000007618
e_gw.235.26.1	ENSLOCP00000005939
e_gw.235.29.1	ENSLOCP00000016147
e_gw.235.36.1	ENSLOCP00000002609
e_gw.236.5.1	ENSLOCP00000017503
e_gw.236.37.1	ENSLOCP00000022312
e_gw.236.24.1	ENSLOCP00000003330
e_gw.237.3.1	ENSLOCP00000018080
e_gw.237.44.1	ENSLOCP00000017125
e_gw.237.44.1	ENSLOCP00000006041
e_gw.237.39.1	ENSLOCP00000005989
e_gw.237.39.1	ENSLOCP00000017406
e_gw.237.58.1	ENSLOCP00000016708
e_gw.237.119.1	ENSLOCP00000011709
e_gw.237.119.1	ENSLOCP00000021067
e_gw.237.138.1	ENSLOCP00000012033
e_gw.237.43.1	ENSLOCP00000004540
e_gw.237.43.1	ENSLOCP00000000268
e_gw.237.152.1	ENSLOCP00000016649
e_gw.238.151.1	ENSLOCP00000012490
e_gw.238.151.1	ENSLOCP00000021968
e_gw.238.47.1	ENSLOCP00000000428
e_gw.238.47.1	ENSLOCP00000005147
e_gw.238.122.1	ENSLOCP00000000562
e_gw.238.3.1	ENSLOCP00000003017
e_gw.238.16.1	ENSLOCP00000007703
e_gw.238.16.1	ENSLOCP00000002459
e_gw.238.16.1	ENSLOCP00000002400
e_gw.239.1.1	ENSLOCP00000019708
e_gw.239.7.1	ENSLOCP00000014413
e_gw.240.64.1	ENSLOCP00000014561
e_gw.240.62.1	ENSLOCP00000022371
e_gw.240.66.1	ENSLOCP00000004880
e_gw.240.29.1	ENSLOCP00000014196
e_gw.240.40.1	ENSLOCP00000013817
e_gw.240.69.1	ENSLOCP00000013718
e_gw.241.30.1	ENSLOCP00000019286
e_gw.241.86.1	ENSLOCP00000012228
e_gw.241.144.1	ENSLOCP00000006987
e_gw.241.50.1	ENSLOCP00000009247
e_gw.241.4.1	ENSLOCP00000015538
e_gw.242.18.1	ENSLOCP00000004128
e_gw.242.24.1	ENSLOCP00000019693
e_gw.242.24.1	ENSLOCP00000014736
e_gw.242.22.1	ENSLOCP00000020522
e_gw.242.22.1	ENSLOCP00000017816
e_gw.242.22.1	ENSLOCP00000017028
e_gw.243.6.1	ENSLOCP00000019657
e_gw.243.6.1	ENSLOCP00000018035
e_gw.243.18.1	ENSLOCP00000019688
e_gw.243.28.1	ENSLOCP00000020375
e_gw.244.94.1	ENSLOCP00000015408
e_gw.244.94.1	ENSLOCP00000003147
e_gw.244.41.1	ENSLOCP00000014988
e_gw.245.141.1	ENSLOCP00000015832
e_gw.245.235.1	ENSLOCP00000015120
e_gw.245.93.1	ENSLOCP00000014800
e_gw.245.80.1	ENSLOCP00000021639
e_gw.245.80.1	ENSLOCP00000022111
e_gw.245.80.1	ENSLOCP00000021523
e_gw.245.185.1	ENSLOCP00000006734
e_gw.245.132.1	ENSLOCP00000021966
e_gw.245.116.1	ENSLOCP00000008559
e_gw.245.91.1	ENSLOCP00000011528
e_gw.245.159.1	ENSLOCP00000000016
e_gw.245.232.1	ENSLOCP00000012971
e_gw.246.100.1	ENSLOCP00000020912
e_gw.246.52.1	ENSLOCP00000019706
e_gw.246.31.1	ENSLOCP00000005944
e_gw.247.62.1	ENSLOCP00000017512
e_gw.247.62.1	ENSLOCP00000001560
e_gw.247.53.1	ENSLOCP00000012120
e_gw.247.20.1	ENSLOCP00000016390
e_gw.248.13.1	ENSLOCP00000006194
e_gw.248.12.1	ENSLOCP00000009924
e_gw.248.28.1	ENSLOCP00000004478
e_gw.249.129.1	ENSLOCP00000010064
e_gw.249.81.1	ENSLOCP00000002040
e_gw.249.73.1	ENSLOCP00000008026
e_gw.250.50.1	ENSLOCP00000000163
e_gw.250.26.1	ENSLOCP00000008484
e_gw.250.147.1	ENSLOCP00000011083
e_gw.250.118.1	ENSLOCP00000017168
e_gw.251.51.1	ENSLOCP00000003270
e_gw.251.51.1	ENSLOCP00000006643
e_gw.251.63.1	ENSLOCP00000010375
e_gw.251.66.1	ENSLOCP00000001277
e_gw.251.66.1	ENSLOCP00000016739
e_gw.251.66.1	ENSLOCP00000019486
e_gw.251.57.1	ENSLOCP00000008276
e_gw.252.93.1	ENSLOCP00000017969
e_gw.253.9.1	ENSLOCP00000010325
e_gw.253.49.1	ENSLOCP00000005728
e_gw.253.3.1	ENSLOCP00000014818
e_gw.254.43.1	ENSLOCP00000000633
e_gw.254.41.1	ENSLOCP00000012475
e_gw.254.44.1	ENSLOCP00000000309
e_gw.254.149.1	ENSLOCP00000015063
e_gw.255.15.1	ENSLOCP00000001503
e_gw.256.15.1	ENSLOCP00000020381
e_gw.257.139.1	ENSLOCP00000010953
e_gw.257.23.1	ENSLOCP00000004846
e_gw.257.55.1	ENSLOCP00000012823
e_gw.258.153.1	ENSLOCP00000003529
e_gw.258.143.1	ENSLOCP00000009603
e_gw.258.31.1	ENSLOCP00000010868
e_gw.258.141.1	ENSLOCP00000016569
e_gw.258.55.1	ENSLOCP00000001308
e_gw.258.21.1	ENSLOCP00000014329
e_gw.259.41.1	ENSLOCP00000005052
e_gw.259.57.1	ENSLOCP00000006253
e_gw.259.37.1	ENSLOCP00000006620
e_gw.260.79.1	ENSLOCP00000008632
e_gw.260.82.1	ENSLOCP00000007640
e_gw.260.82.1	ENSLOCP00000008651
e_gw.260.66.1	ENSLOCP00000021187
e_gw.260.40.1	ENSLOCP00000007602
e_gw.260.32.1	ENSLOCP00000016579
e_gw.260.32.1	ENSLOCP00000008579
e_gw.260.36.1	ENSLOCP00000014570
e_gw.260.11.1	ENSLOCP00000016571
e_gw.260.11.1	ENSLOCP00000008561
e_gw.261.1.1	ENSLOCP00000008756
e_gw.261.42.1	ENSLOCP00000007030
e_gw.261.42.1	ENSLOCP00000007297
e_gw.261.7.1	ENSLOCP00000007192
e_gw.262.30.1	ENSLOCP00000013773
e_gw.262.16.1	ENSLOCP00000007610
e_gw.262.16.1	ENSLOCP00000015968
e_gw.262.16.1	ENSLOCP00000010078
e_gw.262.45.1	ENSLOCP00000012909
e_gw.263.16.1	ENSLOCP00000015256
e_gw.264.39.1	ENSLOCP00000006082
e_gw.264.39.1	ENSLOCP00000006318
e_gw.264.41.1	ENSLOCP00000012577
e_gw.264.60.1	ENSLOCP00000010670
e_gw.265.59.1	ENSLOCP00000010553
e_gw.265.18.1	ENSLOCP00000016502
e_gw.265.25.1	ENSLOCP00000011695
e_gw.265.49.1	ENSLOCP00000000983
e_gw.265.19.1	ENSLOCP00000012602
e_gw.266.94.1	ENSLOCP00000004182
e_gw.266.114.1	ENSLOCP00000002196
e_gw.266.270.1	ENSLOCP00000010112
e_gw.266.270.1	ENSLOCP00000010098
e_gw.266.196.1	ENSLOCP00000010144
e_gw.267.117.1	ENSLOCP00000019425
e_gw.268.23.1	ENSLOCP00000020039
e_gw.269.17.1	ENSLOCP00000008861
e_gw.269.17.1	ENSLOCP00000005409
e_gw.269.17.1	ENSLOCP00000010435
e_gw.269.20.1	ENSLOCP00000001523
e_gw.269.39.1	ENSLOCP00000004458
e_gw.269.9.1	ENSLOCP00000000416
e_gw.269.58.1	ENSLOCP00000010858
e_gw.269.58.1	ENSLOCP00000008042
e_gw.270.39.1	ENSLOCP00000008314
e_gw.270.42.1	ENSLOCP00000008016
e_gw.270.54.1	ENSLOCP00000004752
e_gw.270.33.1	ENSLOCP00000018793
e_gw.270.33.1	ENSLOCP00000018047
e_gw.270.69.1	ENSLOCP00000021422
e_gw.270.56.1	ENSLOCP00000014848
e_gw.271.1.1	ENSLOCP00000005556
e_gw.271.37.1	ENSLOCP00000021665
e_gw.271.43.1	ENSLOCP00000016930
e_gw.272.90.1	ENSLOCP00000004514
e_gw.272.1.1	ENSLOCP00000004053
e_gw.272.1.1	ENSLOCP00000019865
e_gw.272.4.1	ENSLOCP00000004964
e_gw.272.4.1	ENSLOCP00000007926
e_gw.272.3.1	ENSLOCP00000010024
e_gw.272.71.1	ENSLOCP00000001833
e_gw.272.10.1	ENSLOCP00000017589
e_gw.272.10.1	ENSLOCP00000000390
e_gw.272.67.1	ENSLOCP00000006458
e_gw.272.67.1	ENSLOCP00000000446
e_gw.272.67.1	ENSLOCP00000000829
e_gw.273.16.1	ENSLOCP00000016462
e_gw.273.15.1	ENSLOCP00000018541
e_gw.273.10.1	ENSLOCP00000013521
e_gw.273.10.1	ENSLOCP00000018433
e_gw.273.104.1	ENSLOCP00000018227
e_gw.273.54.1	ENSLOCP00000014247
e_gw.273.94.1	ENSLOCP00000013826
e_gw.274.36.1	ENSLOCP00000006307
e_gw.274.36.1	ENSLOCP00000006268
e_gw.274.36.1	ENSLOCP00000018511
e_gw.274.25.1	ENSLOCP00000002892
e_gw.275.51.1	ENSLOCP00000008218
e_gw.275.81.1	ENSLOCP00000019649
e_gw.275.81.1	ENSLOCP00000002405
e_gw.275.1.1	ENSLOCP00000000830
e_gw.276.13.1	ENSLOCP00000005888
e_gw.276.9.1	ENSLOCP00000011972
e_gw.276.37.1	ENSLOCP00000009487
e_gw.276.65.1	ENSLOCP00000021601
e_gw.276.49.1	ENSLOCP00000009841
e_gw.276.93.1	ENSLOCP00000001550
e_gw.276.28.1	ENSLOCP00000010332
e_gw.277.86.1	ENSLOCP00000002594
e_gw.277.78.1	ENSLOCP00000016127
e_gw.277.40.1	ENSLOCP00000010123
e_gw.277.122.1	ENSLOCP00000020501
e_gw.277.92.1	ENSLOCP00000015664
e_gw.277.101.1	ENSLOCP00000009430
e_gw.277.83.1	ENSLOCP00000014586
e_gw.277.50.1	ENSLOCP00000004174
e_gw.277.5.1	ENSLOCP00000017012
e_gw.277.87.1	ENSLOCP00000010780
e_gw.278.7.1	ENSLOCP00000020407
e_gw.278.1.1	ENSLOCP00000001964
e_gw.278.1.1	ENSLOCP00000000598
e_gw.278.51.1	ENSLOCP00000006819
e_gw.278.46.1	ENSLOCP00000019646
e_gw.278.13.1	ENSLOCP00000006933
e_gw.279.77.1	ENSLOCP00000020304
e_gw.279.92.1	ENSLOCP00000012903
e_gw.279.31.1	ENSLOCP00000018062
e_gw.279.83.1	ENSLOCP00000012821
e_gw.279.30.1	ENSLOCP00000003102
e_gw.279.14.1	ENSLOCP00000008184
e_gw.279.100.1	ENSLOCP00000012957
e_gw.279.79.1	ENSLOCP00000006746
e_gw.280.20.1	ENSLOCP00000000999
e_gw.280.28.1	ENSLOCP00000015791
e_gw.280.15.1	ENSLOCP00000002549
e_gw.280.7.1	ENSLOCP00000008160
e_gw.280.7.1	ENSLOCP00000009596
e_gw.281.88.1	ENSLOCP00000006921
e_gw.281.27.1	ENSLOCP00000001274
e_gw.282.27.1	ENSLOCP00000005532
e_gw.282.62.1	ENSLOCP00000003840
e_gw.283.26.1	ENSLOCP00000001019
e_gw.283.38.1	ENSLOCP00000000475
e_gw.283.55.1	ENSLOCP00000004362
e_gw.285.40.1	ENSLOCP00000010327
e_gw.285.19.1	ENSLOCP00000018594
e_gw.285.123.1	ENSLOCP00000010523
e_gw.285.86.1	ENSLOCP00000018411
e_gw.286.33.1	ENSLOCP00000010864
e_gw.286.39.1	ENSLOCP00000004060
e_gw.287.70.1	ENSLOCP00000002914
e_gw.287.135.1	ENSLOCP00000001325
e_gw.287.85.1	ENSLOCP00000021216
e_gw.287.85.1	ENSLOCP00000015436
e_gw.287.85.1	ENSLOCP00000000448
e_gw.287.85.1	ENSLOCP00000003244
e_gw.287.80.1	ENSLOCP00000001615
e_gw.287.64.1	ENSLOCP00000020448
e_gw.288.26.1	ENSLOCP00000005007
e_gw.288.28.1	ENSLOCP00000014097
e_gw.288.3.1	ENSLOCP00000019049
e_gw.288.65.1	ENSLOCP00000020486
e_gw.289.58.1	ENSLOCP00000003821
e_gw.289.37.1	ENSLOCP00000015331
e_gw.289.37.1	ENSLOCP00000005100
e_gw.289.20.1	ENSLOCP00000001629
e_gw.289.26.1	ENSLOCP00000013417
e_gw.289.26.1	ENSLOCP00000015739
e_gw.289.26.1	ENSLOCP00000008692
e_gw.289.26.1	ENSLOCP00000011763
e_gw.289.38.1	ENSLOCP00000020924
e_gw.290.8.1	ENSLOCP00000014039
e_gw.290.43.1	ENSLOCP00000021879
e_gw.290.69.1	ENSLOCP00000010369
e_gw.291.15.1	ENSLOCP00000020805
e_gw.291.15.1	ENSLOCP00000004883
e_gw.291.37.1	ENSLOCP00000000648
e_gw.291.69.1	ENSLOCP00000004847
e_gw.292.11.1	ENSLOCP00000011677
e_gw.292.43.1	ENSLOCP00000004959
e_gw.292.22.1	ENSLOCP00000009461
e_gw.293.34.1	ENSLOCP00000018894
e_gw.294.34.1	ENSLOCP00000011197
e_gw.294.8.1	ENSLOCP00000014309
e_gw.294.48.1	ENSLOCP00000018520
e_gw.294.21.1	ENSLOCP00000012227
e_gw.294.45.1	ENSLOCP00000002808
e_gw.295.51.1	ENSLOCP00000016783
e_gw.296.33.1	ENSLOCP00000020862
e_gw.296.33.1	ENSLOCP00000016193
e_gw.296.98.1	ENSLOCP00000021817
e_gw.296.98.1	ENSLOCP00000021668
e_gw.296.72.1	ENSLOCP00000002419
e_gw.296.18.1	ENSLOCP00000021011
e_gw.296.90.1	ENSLOCP00000022407
e_gw.297.120.1	ENSLOCP00000003250
e_gw.297.92.1	ENSLOCP00000021137
e_gw.297.137.1	ENSLOCP00000019519
e_gw.297.132.1	ENSLOCP00000006905
e_gw.297.75.1	ENSLOCP00000003343
e_gw.297.62.1	ENSLOCP00000009572
e_gw.297.54.1	ENSLOCP00000020811
e_gw.298.93.1	ENSLOCP00000013074
e_gw.298.93.1	ENSLOCP00000016071
e_gw.298.93.1	ENSLOCP00000006124
e_gw.299.54.1	ENSLOCP00000012165
e_gw.299.66.1	ENSLOCP00000012121
e_gw.299.89.1	ENSLOCP00000005297
e_gw.299.48.1	ENSLOCP00000014588
e_gw.299.23.1	ENSLOCP00000015437
e_gw.299.23.1	ENSLOCP00000008116
e_gw.299.23.1	ENSLOCP00000015422
e_gw.301.8.1	ENSLOCP00000016971
e_gw.301.8.1	ENSLOCP00000002755
e_gw.302.11.1	ENSLOCP00000021423
e_gw.302.21.1	ENSLOCP00000019704
e_gw.302.22.1	ENSLOCP00000022042
e_gw.302.54.1	ENSLOCP00000001465
e_gw.303.73.1	ENSLOCP00000009148
e_gw.303.60.1	ENSLOCP00000008608
e_gw.303.55.1	ENSLOCP00000001033
e_gw.303.99.1	ENSLOCP00000018979
e_gw.303.102.1	ENSLOCP00000002279
e_gw.304.29.1	ENSLOCP00000017232
e_gw.305.7.1	ENSLOCP00000020099
e_gw.305.54.1	ENSLOCP00000018234
e_gw.305.54.1	ENSLOCP00000018931
e_gw.305.48.1	ENSLOCP00000010964
e_gw.306.59.1	ENSLOCP00000014458
e_gw.306.59.1	ENSLOCP00000018762
e_gw.306.26.1	ENSLOCP00000011535
e_gw.306.26.1	ENSLOCP00000012332
e_gw.306.5.1	ENSLOCP00000009809
e_gw.306.7.1	ENSLOCP00000000044
e_gw.307.53.1	ENSLOCP00000006423
e_gw.307.53.1	ENSLOCP00000017238
e_gw.307.37.1	ENSLOCP00000009858
e_gw.307.80.1	ENSLOCP00000010328
e_gw.310.18.1	ENSLOCP00000010390
e_gw.310.11.1	ENSLOCP00000020930
e_gw.310.33.1	ENSLOCP00000021424
e_gw.311.76.1	ENSLOCP00000016025
e_gw.311.43.1	ENSLOCP00000016799
e_gw.311.93.1	ENSLOCP00000008060
e_gw.312.55.1	ENSLOCP00000009146
e_gw.312.55.1	ENSLOCP00000000418
e_gw.312.66.1	ENSLOCP00000016089
e_gw.312.31.1	ENSLOCP00000009711
e_gw.313.20.1	ENSLOCP00000019611
e_gw.313.40.1	ENSLOCP00000002189
e_gw.313.10.1	ENSLOCP00000000617
e_gw.314.10.1	ENSLOCP00000009136
e_gw.314.10.1	ENSLOCP00000005933
e_gw.314.22.1	ENSLOCP00000007499
e_gw.315.25.1	ENSLOCP00000013349
e_gw.315.17.1	ENSLOCP00000017161
e_gw.316.13.1	ENSLOCP00000018566
e_gw.317.55.1	ENSLOCP00000005665
e_gw.317.62.1	ENSLOCP00000002984
e_gw.317.41.1	ENSLOCP00000020979
e_gw.317.25.1	ENSLOCP00000003106
e_gw.317.73.1	ENSLOCP00000010979
e_gw.317.97.1	ENSLOCP00000005205
e_gw.317.72.1	ENSLOCP00000022445
e_gw.317.72.1	ENSLOCP00000022464
e_gw.317.3.1	ENSLOCP00000005434
e_gw.318.18.1	ENSLOCP00000014155
e_gw.318.18.1	ENSLOCP00000005326
e_gw.318.18.1	ENSLOCP00000006051
e_gw.318.18.1	ENSLOCP00000009769
e_gw.318.45.1	ENSLOCP00000010406
e_gw.318.29.1	ENSLOCP00000015131
e_gw.318.73.1	ENSLOCP00000009971
e_gw.318.40.1	ENSLOCP00000011355
e_gw.318.52.1	ENSLOCP00000013529
e_gw.319.25.1	ENSLOCP00000007395
e_gw.319.24.1	ENSLOCP00000007105
e_gw.319.19.1	ENSLOCP00000012640
e_gw.319.30.1	ENSLOCP00000004040
e_gw.320.110.1	ENSLOCP00000019295
e_gw.320.110.1	ENSLOCP00000019045
e_gw.320.110.1	ENSLOCP00000017842
e_gw.320.45.1	ENSLOCP00000019099
e_gw.320.65.1	ENSLOCP00000002231
e_gw.320.40.1	ENSLOCP00000015611
e_gw.320.52.1	ENSLOCP00000022351
e_gw.320.89.1	ENSLOCP00000019636
e_gw.321.53.1	ENSLOCP00000016114
e_gw.321.5.1	ENSLOCP00000019497
e_gw.321.90.1	ENSLOCP00000015100
e_gw.321.129.1	ENSLOCP00000008346
e_gw.321.1.1	ENSLOCP00000011321
e_gw.322.3.1	ENSLOCP00000005084
e_gw.322.34.1	ENSLOCP00000008705
e_gw.322.32.1	ENSLOCP00000008260
e_gw.323.57.1	ENSLOCP00000011747
e_gw.323.57.1	ENSLOCP00000010301
e_gw.323.57.1	ENSLOCP00000004403
e_gw.323.56.1	ENSLOCP00000003880
e_gw.324.28.1	ENSLOCP00000018437
e_gw.324.72.1	ENSLOCP00000007770
e_gw.324.15.1	ENSLOCP00000010954
e_gw.324.15.1	ENSLOCP00000004982
e_gw.324.15.1	ENSLOCP00000000345
e_gw.325.12.1	ENSLOCP00000019709
e_gw.325.40.1	ENSLOCP00000011354
e_gw.325.52.1	ENSLOCP00000015492
e_gw.325.15.1	ENSLOCP00000001772
e_gw.325.55.1	ENSLOCP00000016083
e_gw.325.59.1	ENSLOCP00000014390
e_gw.326.71.1	ENSLOCP00000012985
e_gw.326.55.1	ENSLOCP00000004803
e_gw.326.12.1	ENSLOCP00000016863
e_gw.326.12.1	ENSLOCP00000011237
e_gw.326.24.1	ENSLOCP00000015290
e_gw.326.79.1	ENSLOCP00000007336
e_gw.326.4.1	ENSLOCP00000016819
e_gw.326.51.1	ENSLOCP00000018286
e_gw.327.54.1	ENSLOCP00000008866
e_gw.327.20.1	ENSLOCP00000011758
e_gw.327.57.1	ENSLOCP00000016251
e_gw.327.57.1	ENSLOCP00000020167
e_gw.328.53.1	ENSLOCP00000006213
e_gw.328.53.1	ENSLOCP00000008025
e_gw.328.19.1	ENSLOCP00000002559
e_gw.328.38.1	ENSLOCP00000016790
e_gw.328.58.1	ENSLOCP00000022016
e_gw.329.82.1	ENSLOCP00000015655
e_gw.329.25.1	ENSLOCP00000015861
e_gw.329.61.1	ENSLOCP00000004948
e_gw.329.65.1	ENSLOCP00000013120
e_gw.330.10.1	ENSLOCP00000004538
e_gw.330.18.1	ENSLOCP00000008618
e_gw.330.21.1	ENSLOCP00000010620
e_gw.330.31.1	ENSLOCP00000006246
e_gw.330.23.1	ENSLOCP00000012311
e_gw.330.23.1	ENSLOCP00000004551
e_gw.330.23.1	ENSLOCP00000016358
e_gw.330.25.1	ENSLOCP00000007000
e_gw.331.20.1	ENSLOCP00000004649
e_gw.331.31.1	ENSLOCP00000020338
e_gw.331.68.1	ENSLOCP00000001923
e_gw.331.10.1	ENSLOCP00000021081
e_gw.332.24.1	ENSLOCP00000000960
e_gw.332.64.1	ENSLOCP00000021651
e_gw.333.24.1	ENSLOCP00000005489
e_gw.333.24.1	ENSLOCP00000010977
e_gw.333.24.1	ENSLOCP00000001918
e_gw.333.24.1	ENSLOCP00000003403
e_gw.333.47.1	ENSLOCP00000011539
e_gw.333.34.1	ENSLOCP00000009490
e_gw.333.131.1	ENSLOCP00000000909
e_gw.334.95.1	ENSLOCP00000003175
e_gw.334.40.1	ENSLOCP00000004465
e_gw.334.115.1	ENSLOCP00000006401
e_gw.334.83.1	ENSLOCP00000020394
e_gw.334.17.1	ENSLOCP00000005512
e_gw.335.4.1	ENSLOCP00000015259
e_gw.335.4.1	ENSLOCP00000001966
e_gw.335.42.1	ENSLOCP00000010085
e_gw.335.5.1	ENSLOCP00000008478
e_gw.336.18.1	ENSLOCP00000010000
e_gw.336.48.1	ENSLOCP00000010565
e_gw.336.15.1	ENSLOCP00000016243
e_gw.336.15.1	ENSLOCP00000021663
e_gw.336.33.1	ENSLOCP00000009612
e_gw.336.19.1	ENSLOCP00000009597
e_gw.337.41.1	ENSLOCP00000022363
e_gw.337.92.1	ENSLOCP00000006182
e_gw.337.19.1	ENSLOCP00000015258
e_gw.339.60.1	ENSLOCP00000017875
e_gw.339.60.1	ENSLOCP00000019262
e_gw.339.40.1	ENSLOCP00000009112
e_gw.340.5.1	ENSLOCP00000010165
e_gw.340.82.1	ENSLOCP00000011781
e_gw.340.77.1	ENSLOCP00000013487
e_gw.340.77.1	ENSLOCP00000015550
e_gw.340.1.1	ENSLOCP00000011515
e_gw.340.1.1	ENSLOCP00000015296
e_gw.341.27.1	ENSLOCP00000015891
e_gw.341.67.1	ENSLOCP00000010478
e_gw.341.74.1	ENSLOCP00000017534
e_gw.341.21.1	ENSLOCP00000019298
e_gw.341.21.1	ENSLOCP00000009268
e_gw.341.13.1	ENSLOCP00000007752
e_gw.341.1.1	ENSLOCP00000006223
e_gw.341.65.1	ENSLOCP00000005446
e_gw.341.85.1	ENSLOCP00000021687
e_gw.341.77.1	ENSLOCP00000011683
e_gw.342.20.1	ENSLOCP00000016492
e_gw.342.20.1	ENSLOCP00000013216
e_gw.342.20.1	ENSLOCP00000009080
e_gw.342.32.1	ENSLOCP00000013935
e_gw.342.44.1	ENSLOCP00000016557
e_gw.342.58.1	ENSLOCP00000021428
e_gw.342.65.1	ENSLOCP00000021529
e_gw.343.45.1	ENSLOCP00000008474
e_gw.343.49.1	ENSLOCP00000007823
e_gw.343.49.1	ENSLOCP00000002644
e_gw.343.23.1	ENSLOCP00000021159
e_gw.343.63.1	ENSLOCP00000018792
e_gw.343.47.1	ENSLOCP00000008019
e_gw.343.4.1	ENSLOCP00000008459
e_gw.343.4.1	ENSLOCP00000014913
e_gw.343.54.1	ENSLOCP00000007784
e_gw.344.27.1	ENSLOCP00000000672
e_gw.345.34.1	ENSLOCP00000021640
e_gw.346.68.1	ENSLOCP00000015933
e_gw.346.47.1	ENSLOCP00000014620
e_gw.346.50.1	ENSLOCP00000012661
e_gw.346.53.1	ENSLOCP00000014292
e_gw.346.53.1	ENSLOCP00000008446
e_gw.346.53.1	ENSLOCP00000017693
e_gw.347.99.1	ENSLOCP00000012519
e_gw.347.38.1	ENSLOCP00000015427
e_gw.347.90.1	ENSLOCP00000016113
e_gw.347.82.1	ENSLOCP00000020679
e_gw.347.109.1	ENSLOCP00000010628
e_gw.347.109.1	ENSLOCP00000021710
e_gw.347.124.1	ENSLOCP00000011838
e_gw.347.116.1	ENSLOCP00000018185
e_gw.347.116.1	ENSLOCP00000020346
e_gw.348.6.1	ENSLOCP00000001371
e_gw.348.57.1	ENSLOCP00000013570
e_gw.348.51.1	ENSLOCP00000013595
e_gw.348.59.1	ENSLOCP00000009993
e_gw.349.27.1	ENSLOCP00000003155
e_gw.349.108.1	ENSLOCP00000006621
e_gw.349.86.1	ENSLOCP00000007358
e_gw.349.130.1	ENSLOCP00000006021
e_gw.351.40.1	ENSLOCP00000021074
e_gw.351.112.1	ENSLOCP00000019579
e_gw.351.72.1	ENSLOCP00000022073
e_gw.351.88.1	ENSLOCP00000012015
e_gw.351.88.1	ENSLOCP00000019175
e_gw.351.62.1	ENSLOCP00000002163
e_gw.351.21.1	ENSLOCP00000002146
e_gw.351.41.1	ENSLOCP00000009122
e_gw.353.1.1	ENSLOCP00000005565
e_gw.354.101.1	ENSLOCP00000003335
e_gw.355.3.1	ENSLOCP00000008605
e_gw.355.33.1	ENSLOCP00000020795
e_gw.355.61.1	ENSLOCP00000001898
e_gw.355.37.1	ENSLOCP00000013257
e_gw.355.72.1	ENSLOCP00000008288
e_gw.355.1.1	ENSLOCP00000004144
e_gw.355.68.1	ENSLOCP00000006605
e_gw.355.103.1	ENSLOCP00000013796
e_gw.355.83.1	ENSLOCP00000017824
e_gw.356.32.1	ENSLOCP00000003847
e_gw.356.11.1	ENSLOCP00000022064
e_gw.356.3.1	ENSLOCP00000019219
e_gw.356.59.1	ENSLOCP00000019528
e_gw.356.59.1	ENSLOCP00000017755
e_gw.356.50.1	ENSLOCP00000020851
e_gw.356.112.1	ENSLOCP00000013895
e_gw.356.112.1	ENSLOCP00000020537
e_gw.356.6.1	ENSLOCP00000019016
e_gw.356.61.1	ENSLOCP00000016132
e_gw.357.40.1	ENSLOCP00000019810
e_gw.358.53.1	ENSLOCP00000000310
e_gw.358.52.1	ENSLOCP00000009291
e_gw.359.36.1	ENSLOCP00000011861
e_gw.359.28.1	ENSLOCP00000001198
e_gw.359.3.1	ENSLOCP00000000951
e_gw.359.41.1	ENSLOCP00000005367
e_gw.360.13.1	ENSLOCP00000022434
e_gw.360.17.1	ENSLOCP00000017641
e_gw.360.16.1	ENSLOCP00000018614
e_gw.360.23.1	ENSLOCP00000002191
e_gw.361.61.1	ENSLOCP00000002290
e_gw.361.55.1	ENSLOCP00000017029
e_gw.361.59.1	ENSLOCP00000002103
e_gw.361.2.1	ENSLOCP00000014513
e_gw.363.26.1	ENSLOCP00000022291
e_gw.363.54.1	ENSLOCP00000021664
e_gw.363.48.1	ENSLOCP00000015890
e_gw.363.53.1	ENSLOCP00000014192
e_gw.364.19.1	ENSLOCP00000005198
e_gw.364.59.1	ENSLOCP00000005561
e_gw.364.95.1	ENSLOCP00000013467
e_gw.364.26.1	ENSLOCP00000010284
e_gw.364.38.1	ENSLOCP00000010300
e_gw.364.41.1	ENSLOCP00000018577
e_gw.364.29.1	ENSLOCP00000007159
e_gw.364.77.1	ENSLOCP00000013724
e_gw.364.69.1	ENSLOCP00000004499
e_gw.366.16.1	ENSLOCP00000020002
e_gw.366.52.1	ENSLOCP00000003722
e_gw.367.76.1	ENSLOCP00000001075
e_gw.367.95.1	ENSLOCP00000007023
e_gw.368.2.1	ENSLOCP00000017524
e_gw.368.19.1	ENSLOCP00000017112
e_gw.369.160.1	ENSLOCP00000016885
e_gw.371.27.1	ENSLOCP00000015313
e_gw.371.95.1	ENSLOCP00000011700
e_gw.371.95.1	ENSLOCP00000001278
e_gw.371.54.1	ENSLOCP00000002186
e_gw.371.84.1	ENSLOCP00000009771
e_gw.372.6.1	ENSLOCP00000014294
e_gw.372.1.1	ENSLOCP00000011633
e_gw.372.1.1	ENSLOCP00000002223
e_gw.372.2.1	ENSLOCP00000013497
e_gw.373.23.1	ENSLOCP00000009314
e_gw.373.23.1	ENSLOCP00000012022
e_gw.373.51.1	ENSLOCP00000017223
e_gw.373.4.1	ENSLOCP00000012014
e_gw.373.4.1	ENSLOCP00000009358
e_gw.373.4.1	ENSLOCP00000018216
e_gw.373.1.1	ENSLOCP00000016982
e_gw.374.48.1	ENSLOCP00000000917
e_gw.374.41.1	ENSLOCP00000006453
e_gw.375.38.1	ENSLOCP00000006781
