ENSMODP00000000002	SINCAM921321
ENSMODP00000016707	SINCAM009786
ENSMODP00000016708	SINCAM014015
ENSMODP00000016709	SINCAM010646
ENSMODP00000016710	SINCAM009784
ENSMODP00000016711	SINCAM014013
ENSMODP00000016715	SINCAM922104
ENSMODP00000016719	SINCAM003788
ENSMODP00000016722	SINCAM922147
ENSMODP00000016726	SINCAM014012
ENSMODP00000016728	SINCAM922105
ENSMODP00000016729	SINCAM001011
ENSMODP00000016733	SINCAM920569
ENSMODP00000016734	SINCAM922149
ENSMODP00000016735	SINCAM001012
ENSMODP00000016737	SINCAM001502
ENSMODP00000016738	SINCAM000337
ENSMODP00000016740	SINCAM010645
ENSMODP00000016741	SINCAM009040
ENSMODP00000016745	SINCAM922150
ENSMODP00000016746	SINCAM001013
ENSMODP00000016759	SINCAM014873
ENSMODP00000016761	SINCAM009458
ENSMODP00000016765	SINCAM922099
ENSMODP00000016766	SINCAM008160
ENSMODP00000016770	SINCAM009853
ENSMODP00000016771	SINCAM001079
ENSMODP00000016773	SINCAM921391
ENSMODP00000016775	SINCAM001080
ENSMODP00000016777	SINCAM922731
ENSMODP00000016781	SINCAM016468
ENSMODP00000016783	SINCAM008563
ENSMODP00000016791	SINCAM001081
ENSMODP00000016792	SINCAM008164
ENSMODP00000016794	SINCAM013191
ENSMODP00000016796	SINCAM015356
ENSMODP00000016797	SINCAM008162
ENSMODP00000016798	SINCAM922790
ENSMODP00000016799	SINCAM015147
ENSMODP00000016800	SINCAM922732
ENSMODP00000016801	SINCAM009362
ENSMODP00000016802	SINCAM014786
ENSMODP00000016806	SINCAM001503
ENSMODP00000016807	SINCAM922742
ENSMODP00000016808	SINCAM011496
ENSMODP00000016810	SINCAM001505
ENSMODP00000016813	SINCAM009361
ENSMODP00000016814	SINCAM922098
ENSMODP00000016815	SINCAM013926
ENSMODP00000016825	SINCAM009829
ENSMODP00000016830	SINCAM009435
ENSMODP00000016831	SINCAM900253
ENSMODP00000016838	SINCAM015144
ENSMODP00000016841	SINCAM012230
ENSMODP00000016842	SINCAM010594
ENSMODP00000016844	SINCAM009725
ENSMODP00000016846	SINCAM009436
ENSMODP00000016849	SINCAM921647
ENSMODP00000016852	SINCAM009384
ENSMODP00000016853	SINCAM013927
ENSMODP00000016858	SINCAM922097
ENSMODP00000016859	SINCAM015145
ENSMODP00000016861	SINCAM012359
ENSMODP00000016865	SINCAM007204
ENSMODP00000016866	SINCAM900255
ENSMODP00000016870	SINCAM920588
ENSMODP00000016874	SINCAM013929
ENSMODP00000016877	SINCAM007203
ENSMODP00000016879	SINCAM008165
ENSMODP00000016886	SINCAM012231
ENSMODP00000016893	SINCAM012204
ENSMODP00000016895	SINCAM008166
ENSMODP00000016896	SINCAM922094
ENSMODP00000016899	SINCAM008167
ENSMODP00000016903	SINCAM010590
ENSMODP00000016904	SINCAM921702
ENSMODP00000016906	SINCAM922093
ENSMODP00000016907	SINCAM008169
ENSMODP00000016911	SINCAM009449
ENSMODP00000016916	SINCAM006066
ENSMODP00000016920	SINCAM008170
ENSMODP00000016921	SINCAM922524
ENSMODP00000016922	SINCAM011490
ENSMODP00000016923	SINCAM008172
ENSMODP00000016928	SINCAM007196
ENSMODP00000016929	SINCAM921269
ENSMODP00000016933	SINCAM008173
ENSMODP00000016940	SINCAM922528
ENSMODP00000016942	SINCAM001085
ENSMODP00000016946	SINCAM001086
ENSMODP00000016948	SINCAM013996
ENSMODP00000016950	SINCAM013995
ENSMODP00000016952	SINCAM008174
ENSMODP00000016955	SINCAM922527
ENSMODP00000016956	SINCAM010688
ENSMODP00000016957	SINCAM009788
ENSMODP00000016958	SINCAM012266
ENSMODP00000016965	SINCAM012263
ENSMODP00000016970	SINCAM001525
ENSMODP00000016971	SINCAM013921
ENSMODP00000016972	SINCAM001089
ENSMODP00000016975	SINCAM013925
ENSMODP00000016976	SINCAM008543
ENSMODP00000016985	SINCAM001522
ENSMODP00000016988	SINCAM001227
ENSMODP00000016991	SINCAM001521
ENSMODP00000016992	SINCAM008566
ENSMODP00000016993	SINCAM008544
ENSMODP00000016994	SINCAM006740
ENSMODP00000017001	SINCAM001519
ENSMODP00000017003	SINCAM008567
ENSMODP00000017005	SINCAM014796
ENSMODP00000017008	SINCAM001518
ENSMODP00000017009	SINCAM011424
ENSMODP00000017010	SINCAM013959
ENSMODP00000017011	SINCAM008823
ENSMODP00000017014	SINCAM010183
ENSMODP00000017016	SINCAM008827
ENSMODP00000017017	SINCAM001517
ENSMODP00000017019	SINCAM921357
ENSMODP00000017024	SINCAM005925
ENSMODP00000017025	SINCAM011617
ENSMODP00000017026	SINCAM921638
ENSMODP00000017027	SINCAM008826
ENSMODP00000017028	SINCAM922795
ENSMODP00000017029	SINCAM921639
ENSMODP00000017032	SINCAM008831
ENSMODP00000017046	SINCAM013802
ENSMODP00000017047	SINCAM014843
ENSMODP00000017054	SINCAM001093
ENSMODP00000017056	SINCAM008829
ENSMODP00000017057	SINCAM008176
ENSMODP00000017061	SINCAM006002
ENSMODP00000017064	SINCAM008177
ENSMODP00000017067	SINCAM006001
ENSMODP00000017069	SINCAM920440
ENSMODP00000017076	SINCAM005991
ENSMODP00000017078	SINCAM008750
ENSMODP00000017081	SINCAM008751
ENSMODP00000017082	SINCAM013961
ENSMODP00000017085	SINCAM012785
ENSMODP00000017086	SINCAM008183
ENSMODP00000017087	SINCAM011874
ENSMODP00000017088	SINCAM007459
ENSMODP00000017089	SINCAM001096
ENSMODP00000017092	SINCAM008184
ENSMODP00000017093	SINCAM011928
ENSMODP00000017094	SINCAM012215
ENSMODP00000017096	SINCAM006000
ENSMODP00000017098	SINCAM921640
ENSMODP00000017104	SINCAM011930
ENSMODP00000017108	SINCAM008590
ENSMODP00000017110	SINCAM014856
ENSMODP00000017111	SINCAM013958
ENSMODP00000017113	SINCAM014093
ENSMODP00000017114	SINCAM005907
ENSMODP00000017115	SINCAM011931
ENSMODP00000017120	SINCAM011196
ENSMODP00000017121	SINCAM013957
ENSMODP00000017124	SINCAM016179
ENSMODP00000017128	SINCAM005992
ENSMODP00000017132	SINCAM921641
ENSMODP00000017137	SINCAM009740
ENSMODP00000017139	SINCAM922112
ENSMODP00000017141	SINCAM016909
ENSMODP00000017143	SINCAM921018
ENSMODP00000017144	SINCAM011873
ENSMODP00000017146	SINCAM006487
ENSMODP00000017150	SINCAM011198
ENSMODP00000017151	SINCAM014787
ENSMODP00000017154	SINCAM011876
ENSMODP00000017156	SINCAM005955
ENSMODP00000017157	SINCAM013956
ENSMODP00000017160	SINCAM014750
ENSMODP00000017161	SINCAM016872
ENSMODP00000017163	SINCAM922403
ENSMODP00000017166	SINCAM011200
ENSMODP00000017168	SINCAM005956
ENSMODP00000017173	SINCAM001507
ENSMODP00000017175	SINCAM013981
ENSMODP00000017178	SINCAM922404
ENSMODP00000017180	SINCAM921034
ENSMODP00000017182	SINCAM013980
ENSMODP00000017184	SINCAM008899
ENSMODP00000017185	SINCAM008839
ENSMODP00000017186	SINCAM012195
ENSMODP00000017190	SINCAM922787
ENSMODP00000017194	SINCAM008838
ENSMODP00000017195	SINCAM008673
ENSMODP00000017196	SINCAM015318
ENSMODP00000017197	SINCAM014902
ENSMODP00000017198	SINCAM015317
ENSMODP00000017199	SINCAM012328
ENSMODP00000017201	SINCAM014900
ENSMODP00000017203	SINCAM015316
ENSMODP00000017205	SINCAM922736
ENSMODP00000017206	SINCAM014870
ENSMODP00000017208	SINCAM015314
ENSMODP00000017209	SINCAM012322
ENSMODP00000017211	SINCAM001511
ENSMODP00000017212	SINCAM922797
ENSMODP00000017215	SINCAM012294
ENSMODP00000017223	SINCAM001513
ENSMODP00000017224	SINCAM008860
ENSMODP00000017227	SINCAM012292
ENSMODP00000017230	SINCAM014397
ENSMODP00000017233	SINCAM005958
ENSMODP00000017236	SINCAM013977
ENSMODP00000017239	SINCAM008187
ENSMODP00000017240	SINCAM012291
ENSMODP00000017243	SINCAM920655
ENSMODP00000017244	SINCAM005012
ENSMODP00000017245	SINCAM013976
ENSMODP00000017251	SINCAM003576
ENSMODP00000017253	SINCAM014000
ENSMODP00000017256	SINCAM014130
ENSMODP00000017261	SINCAM005960
ENSMODP00000017266	SINCAM921011
ENSMODP00000017267	SINCAM014396
ENSMODP00000017268	SINCAM013998
ENSMODP00000017273	SINCAM001480
ENSMODP00000017278	SINCAM009927
ENSMODP00000017283	SINCAM014867
ENSMODP00000017284	SINCAM010190
ENSMODP00000017288	SINCAM012289
ENSMODP00000017297	SINCAM007262
ENSMODP00000017299	SINCAM008847
ENSMODP00000017301	SINCAM012287
ENSMODP00000017305	SINCAM001482
ENSMODP00000017312	SINCAM010189
ENSMODP00000017313	SINCAM008846
ENSMODP00000017317	SINCAM010188
ENSMODP00000017318	SINCAM001484
ENSMODP00000017320	SINCAM010187
ENSMODP00000017322	SINCAM008584
ENSMODP00000017332	SINCAM001790
ENSMODP00000017333	SINCAM006028
ENSMODP00000017334	SINCAM922356
ENSMODP00000017345	SINCAM011926
ENSMODP00000017347	SINCAM001485
ENSMODP00000017351	SINCAM013917
ENSMODP00000017355	SINCAM922359
ENSMODP00000017359	SINCAM005980
ENSMODP00000017364	SINCAM922399
ENSMODP00000017369	SINCAM011910
ENSMODP00000017370	SINCAM921728
ENSMODP00000017371	SINCAM014383
ENSMODP00000017375	SINCAM014354
ENSMODP00000017380	SINCAM011480
ENSMODP00000017384	SINCAM012284
ENSMODP00000017386	SINCAM922809
ENSMODP00000017389	SINCAM011481
ENSMODP00000017397	SINCAM012283
ENSMODP00000017399	SINCAM014409
ENSMODP00000017401	SINCAM013900
ENSMODP00000017403	SINCAM012282
ENSMODP00000017405	SINCAM013901
ENSMODP00000017410	SINCAM001784
ENSMODP00000017416	SINCAM012280
ENSMODP00000017417	SINCAM010216
ENSMODP00000017420	SINCAM010885
ENSMODP00000017421	SINCAM922521
ENSMODP00000017424	SINCAM008911
ENSMODP00000017429	SINCAM005783
ENSMODP00000017432	SINCAM006951
ENSMODP00000017435	SINCAM014777
ENSMODP00000017443	SINCAM911044
ENSMODP00000017446	SINCAM011985
ENSMODP00000017449	SINCAM007511
ENSMODP00000017456	SINCAM921734
ENSMODP00000017460	SINCAM013524
ENSMODP00000017467	SINCAM012241
ENSMODP00000017474	SINCAM921023
ENSMODP00000017475	SINCAM921005
ENSMODP00000017476	SINCAM010001
ENSMODP00000017485	SINCAM010002
ENSMODP00000017487	SINCAM003103
ENSMODP00000017488	SINCAM014726
ENSMODP00000017489	SINCAM922518
ENSMODP00000017492	SINCAM003100
ENSMODP00000017494	SINCAM922306
ENSMODP00000017496	SINCAM009163
ENSMODP00000017501	SINCAM012239
ENSMODP00000017504	SINCAM002786
ENSMODP00000017514	SINCAM004108
ENSMODP00000017520	SINCAM921765
ENSMODP00000017529	SINCAM921766
ENSMODP00000017530	SINCAM001311
ENSMODP00000017537	SINCAM009037
ENSMODP00000017539	SINCAM017700
ENSMODP00000017540	SINCAM010875
ENSMODP00000017542	SINCAM010873
ENSMODP00000017543	SINCAM011202
ENSMODP00000017544	SINCAM008415
ENSMODP00000017545	SINCAM009036
ENSMODP00000017549	SINCAM011166
ENSMODP00000017550	SINCAM010221
ENSMODP00000017551	SINCAM010637
ENSMODP00000017556	SINCAM011203
ENSMODP00000017559	SINCAM002784
ENSMODP00000017560	SINCAM011164
ENSMODP00000017562	SINCAM923023
ENSMODP00000017566	SINCAM010636
ENSMODP00000017573	SINCAM010870
ENSMODP00000017574	SINCAM013972
ENSMODP00000017578	SINCAM012462
ENSMODP00000017579	SINCAM005967
ENSMODP00000017580	SINCAM011163
ENSMODP00000017589	SINCAM006969
ENSMODP00000017590	SINCAM002785
ENSMODP00000017591	SINCAM010596
ENSMODP00000017592	SINCAM005968
ENSMODP00000017597	SINCAM010869
ENSMODP00000017600	SINCAM012238
ENSMODP00000017601	SINCAM005996
ENSMODP00000017602	SINCAM001550
ENSMODP00000017603	SINCAM002782
ENSMODP00000017606	SINCAM005998
ENSMODP00000017608	SINCAM012403
ENSMODP00000017612	SINCAM922345
ENSMODP00000017614	SINCAM921578
ENSMODP00000017615	SINCAM010458
ENSMODP00000017616	SINCAM012278
ENSMODP00000017619	SINCAM003077
ENSMODP00000017626	SINCAM921786
ENSMODP00000017631	SINCAM009041
ENSMODP00000017635	SINCAM014660
ENSMODP00000017636	SINCAM010732
ENSMODP00000017639	SINCAM009095
ENSMODP00000017643	SINCAM922344
ENSMODP00000017659	SINCAM005828
ENSMODP00000017661	SINCAM005599
ENSMODP00000017666	SINCAM014269
ENSMODP00000017667	SINCAM005600
ENSMODP00000017669	SINCAM008725
ENSMODP00000017670	SINCAM014601
ENSMODP00000017672	SINCAM001489
ENSMODP00000017676	SINCAM008722
ENSMODP00000017677	SINCAM009996
ENSMODP00000017683	SINCAM013944
ENSMODP00000017688	SINCAM014597
ENSMODP00000017689	SINCAM000585
ENSMODP00000017694	SINCAM006155
ENSMODP00000017695	SINCAM009015
ENSMODP00000017698	SINCAM001488
ENSMODP00000017699	SINCAM008763
ENSMODP00000017701	SINCAM009994
ENSMODP00000017702	SINCAM013945
ENSMODP00000017706	SINCAM013946
ENSMODP00000017708	SINCAM015930
ENSMODP00000017712	SINCAM010644
ENSMODP00000017714	SINCAM922342
ENSMODP00000017715	SINCAM002945
ENSMODP00000017716	SINCAM002073
ENSMODP00000017725	SINCAM922341
ENSMODP00000017729	SINCAM920829
ENSMODP00000017731	SINCAM002069
ENSMODP00000017732	SINCAM002068
ENSMODP00000017734	SINCAM009019
ENSMODP00000017737	SINCAM008762
ENSMODP00000017738	SINCAM009020
ENSMODP00000017739	SINCAM013947
ENSMODP00000017741	SINCAM014679
ENSMODP00000017744	SINCAM013950
ENSMODP00000017746	SINCAM002948
ENSMODP00000017747	SINCAM004600
ENSMODP00000017749	SINCAM921072
ENSMODP00000017750	SINCAM010682
ENSMODP00000017752	SINCAM009989
ENSMODP00000017753	SINCAM009021
ENSMODP00000017754	SINCAM921457
ENSMODP00000017756	SINCAM014681
ENSMODP00000017763	SINCAM009988
ENSMODP00000017766	SINCAM002780
ENSMODP00000017770	SINCAM011908
ENSMODP00000017775	SINCAM920739
ENSMODP00000017777	SINCAM008758
ENSMODP00000017783	SINCAM002949
ENSMODP00000017789	SINCAM013949
ENSMODP00000017792	SINCAM002950
ENSMODP00000017793	SINCAM010681
ENSMODP00000017794	SINCAM009024
ENSMODP00000017796	SINCAM002951
ENSMODP00000017799	SINCAM922861
ENSMODP00000017800	SINCAM009984
ENSMODP00000017801	SINCAM920532
ENSMODP00000017804	SINCAM009043
ENSMODP00000017805	SINCAM002952
ENSMODP00000017808	SINCAM009982
ENSMODP00000017809	SINCAM002953
ENSMODP00000017813	SINCAM014209
ENSMODP00000017818	SINCAM010680
ENSMODP00000017819	SINCAM008756
ENSMODP00000017820	SINCAM002955
ENSMODP00000017823	SINCAM002957
ENSMODP00000017825	SINCAM002064
ENSMODP00000017830	SINCAM920973
ENSMODP00000017831	SINCAM011602
ENSMODP00000017835	SINCAM922111
ENSMODP00000017836	SINCAM008755
ENSMODP00000017840	SINCAM010823
ENSMODP00000017845	SINCAM002958
ENSMODP00000017846	SINCAM012174
ENSMODP00000017855	SINCAM002781
ENSMODP00000017856	SINCAM007349
ENSMODP00000017858	SINCAM002959
ENSMODP00000017859	SINCAM005720
ENSMODP00000017863	SINCAM921729
ENSMODP00000017867	SINCAM010676
ENSMODP00000017872	SINCAM008593
ENSMODP00000017876	SINCAM002522
ENSMODP00000017877	SINCAM010822
ENSMODP00000017879	SINCAM000736
ENSMODP00000017880	SINCAM010820
ENSMODP00000017888	SINCAM013911
ENSMODP00000017897	SINCAM005719
ENSMODP00000017898	SINCAM007728
ENSMODP00000017899	SINCAM010667
ENSMODP00000017901	SINCAM007420
ENSMODP00000017902	SINCAM011781
ENSMODP00000017903	SINCAM005718
ENSMODP00000017907	SINCAM017249
ENSMODP00000017909	SINCAM010818
ENSMODP00000017914	SINCAM005717
ENSMODP00000017916	SINCAM009632
ENSMODP00000017918	SINCAM004192
ENSMODP00000017922	SINCAM921459
ENSMODP00000017923	SINCAM009980
ENSMODP00000017924	SINCAM008595
ENSMODP00000017926	SINCAM013577
ENSMODP00000017928	SINCAM009979
ENSMODP00000017934	SINCAM010816
ENSMODP00000017936	SINCAM009978
ENSMODP00000017937	SINCAM012390
ENSMODP00000017938	SINCAM009838
ENSMODP00000017939	SINCAM007067
ENSMODP00000017942	SINCAM007378
ENSMODP00000017943	SINCAM009602
ENSMODP00000017945	SINCAM009975
ENSMODP00000017946	SINCAM007377
ENSMODP00000017948	SINCAM922289
ENSMODP00000017951	SINCAM922288
ENSMODP00000017955	SINCAM015740
ENSMODP00000017956	SINCAM009741
ENSMODP00000017958	SINCAM922287
ENSMODP00000017961	SINCAM013941
ENSMODP00000017973	SINCAM921015
ENSMODP00000017975	SINCAM002964
ENSMODP00000017977	SINCAM009738
ENSMODP00000017979	SINCAM010669
ENSMODP00000017981	SINCAM921789
ENSMODP00000017983	SINCAM922733
ENSMODP00000017986	SINCAM006156
ENSMODP00000017992	SINCAM009050
ENSMODP00000017993	SINCAM013918
ENSMODP00000017994	SINCAM010670
ENSMODP00000017995	SINCAM000895
ENSMODP00000017998	SINCAM921790
ENSMODP00000018000	SINCAM013919
ENSMODP00000018003	SINCAM922340
ENSMODP00000018008	SINCAM009046
ENSMODP00000018010	SINCAM010671
ENSMODP00000018013	SINCAM006158
ENSMODP00000018015	SINCAM009048
ENSMODP00000018017	SINCAM006015
ENSMODP00000018020	SINCAM922739
ENSMODP00000018021	SINCAM006159
ENSMODP00000018023	SINCAM009049
ENSMODP00000018025	SINCAM006016
ENSMODP00000018028	SINCAM005823
ENSMODP00000018029	SINCAM009051
ENSMODP00000018031	SINCAM921791
ENSMODP00000018032	SINCAM005821
ENSMODP00000018041	SINCAM006160
ENSMODP00000018043	SINCAM009053
ENSMODP00000018045	SINCAM920957
ENSMODP00000018049	SINCAM000894
ENSMODP00000018051	SINCAM922738
ENSMODP00000018053	SINCAM009052
ENSMODP00000018054	SINCAM008597
ENSMODP00000018056	SINCAM002965
ENSMODP00000018059	SINCAM013992
ENSMODP00000018065	SINCAM013993
ENSMODP00000018072	SINCAM006161
ENSMODP00000018076	SINCAM922337
ENSMODP00000018082	SINCAM009973
ENSMODP00000018083	SINCAM008598
ENSMODP00000018084	SINCAM922737
ENSMODP00000018085	SINCAM008210
ENSMODP00000018087	SINCAM013385
ENSMODP00000018088	SINCAM006163
ENSMODP00000018090	SINCAM013990
ENSMODP00000018091	SINCAM008212
ENSMODP00000018092	SINCAM002966
ENSMODP00000018101	SINCAM922960
ENSMODP00000018102	SINCAM002967
ENSMODP00000018106	SINCAM013989
ENSMODP00000018108	SINCAM002968
ENSMODP00000018110	SINCAM014004
ENSMODP00000018111	SINCAM921073
ENSMODP00000018114	SINCAM014003
ENSMODP00000018116	SINCAM016135
ENSMODP00000018118	SINCAM013788
ENSMODP00000018120	SINCAM008216
ENSMODP00000018122	SINCAM006153
ENSMODP00000018127	SINCAM008219
ENSMODP00000018128	SINCAM013974
ENSMODP00000018134	SINCAM921074
ENSMODP00000018135	SINCAM921335
ENSMODP00000018141	SINCAM010685
ENSMODP00000018142	SINCAM921075
ENSMODP00000018143	SINCAM922704
ENSMODP00000018146	SINCAM010684
ENSMODP00000018147	SINCAM922397
ENSMODP00000018149	SINCAM001777
ENSMODP00000018150	SINCAM006151
ENSMODP00000018154	SINCAM004794
ENSMODP00000018156	SINCAM001778
ENSMODP00000018157	SINCAM015862
ENSMODP00000018160	SINCAM001779
ENSMODP00000018162	SINCAM006150
ENSMODP00000018163	SINCAM014483
ENSMODP00000018167	SINCAM001780
ENSMODP00000018175	SINCAM004793
ENSMODP00000018180	SINCAM004792
ENSMODP00000018185	SINCAM001957
ENSMODP00000018187	SINCAM014451
ENSMODP00000018197	SINCAM000999
ENSMODP00000018200	SINCAM002177
ENSMODP00000018206	SINCAM015238
ENSMODP00000018208	SINCAM002973
ENSMODP00000018210	SINCAM014463
ENSMODP00000018212	SINCAM014457
ENSMODP00000018215	SINCAM002974
ENSMODP00000018218	SINCAM922291
ENSMODP00000018219	SINCAM008599
ENSMODP00000018233	SINCAM002179
ENSMODP00000018234	SINCAM017021
ENSMODP00000018235	SINCAM008600
ENSMODP00000018236	SINCAM001001
ENSMODP00000018239	SINCAM002180
ENSMODP00000018242	SINCAM004788
ENSMODP00000018243	SINCAM006147
ENSMODP00000018246	SINCAM008601
ENSMODP00000018248	SINCAM010622
ENSMODP00000018250	SINCAM002181
ENSMODP00000018255	SINCAM014437
ENSMODP00000018259	SINCAM004786
ENSMODP00000018260	SINCAM015530
ENSMODP00000018261	SINCAM006144
ENSMODP00000018263	SINCAM002976
ENSMODP00000018268	SINCAM007952
ENSMODP00000018270	SINCAM920508
ENSMODP00000018277	SINCAM010623
ENSMODP00000018278	SINCAM008432
ENSMODP00000018279	SINCAM006143
ENSMODP00000018281	SINCAM008607
ENSMODP00000018284	SINCAM006142
ENSMODP00000018288	SINCAM008606
ENSMODP00000018289	SINCAM010605
ENSMODP00000018290	SINCAM004785
ENSMODP00000018294	SINCAM008605
ENSMODP00000018295	SINCAM008384
ENSMODP00000018298	SINCAM006141
ENSMODP00000018300	SINCAM001004
ENSMODP00000018303	SINCAM922629
ENSMODP00000018304	SINCAM004784
ENSMODP00000018306	SINCAM920430
ENSMODP00000018307	SINCAM008604
ENSMODP00000018309	SINCAM013351
ENSMODP00000018311	SINCAM008557
ENSMODP00000018312	SINCAM004783
ENSMODP00000018314	SINCAM921420
ENSMODP00000018318	SINCAM010628
ENSMODP00000018319	SINCAM012763
ENSMODP00000018321	SINCAM002977
ENSMODP00000018323	SINCAM008414
ENSMODP00000018332	SINCAM006140
ENSMODP00000018335	SINCAM002978
ENSMODP00000018336	SINCAM004782
ENSMODP00000018337	SINCAM008396
ENSMODP00000018338	SINCAM004781
ENSMODP00000018339	SINCAM010603
ENSMODP00000018341	SINCAM920560
ENSMODP00000018344	SINCAM920561
ENSMODP00000018345	SINCAM004780
ENSMODP00000018347	SINCAM921038
ENSMODP00000018348	SINCAM016169
ENSMODP00000018353	SINCAM013291
ENSMODP00000018354	SINCAM000989
ENSMODP00000018355	SINCAM921037
ENSMODP00000018360	SINCAM004775
ENSMODP00000018362	SINCAM002985
ENSMODP00000018363	SINCAM010650
ENSMODP00000018369	SINCAM013296
ENSMODP00000018372	SINCAM008853
ENSMODP00000018375	SINCAM008856
ENSMODP00000018377	SINCAM013292
ENSMODP00000018378	SINCAM006229
ENSMODP00000018379	SINCAM002986
ENSMODP00000018381	SINCAM002987
ENSMODP00000018382	SINCAM004778
ENSMODP00000018384	SINCAM008530
ENSMODP00000018390	SINCAM008531
ENSMODP00000018391	SINCAM008855
ENSMODP00000018393	SINCAM008191
ENSMODP00000018395	SINCAM013293
ENSMODP00000018401	SINCAM009953
ENSMODP00000018402	SINCAM004777
ENSMODP00000018403	SINCAM008629
ENSMODP00000018406	SINCAM013294
ENSMODP00000018407	SINCAM004773
ENSMODP00000018408	SINCAM013297
ENSMODP00000018411	SINCAM015989
ENSMODP00000018414	SINCAM004772
ENSMODP00000018416	SINCAM004779
ENSMODP00000018420	SINCAM004468
ENSMODP00000018422	SINCAM002183
ENSMODP00000018423	SINCAM013298
ENSMODP00000018424	SINCAM004467
ENSMODP00000018425	SINCAM013299
ENSMODP00000018429	SINCAM013420
ENSMODP00000018430	SINCAM004466
ENSMODP00000018433	SINCAM004770
ENSMODP00000018434	SINCAM002990
ENSMODP00000018438	SINCAM015315
ENSMODP00000018442	SINCAM002991
ENSMODP00000018446	SINCAM004464
ENSMODP00000018447	SINCAM011585
ENSMODP00000018453	SINCAM002992
ENSMODP00000018457	SINCAM921284
ENSMODP00000018458	SINCAM013483
ENSMODP00000018460	SINCAM008916
ENSMODP00000018461	SINCAM004260
ENSMODP00000018464	SINCAM002185
ENSMODP00000018466	SINCAM922106
ENSMODP00000018469	SINCAM002995
ENSMODP00000018475	SINCAM004261
ENSMODP00000018478	SINCAM921715
ENSMODP00000018485	SINCAM921076
ENSMODP00000018486	SINCAM008655
ENSMODP00000018488	SINCAM013486
ENSMODP00000018489	SINCAM921714
ENSMODP00000018491	SINCAM921077
ENSMODP00000018492	SINCAM002186
ENSMODP00000018493	SINCAM002190
ENSMODP00000018495	SINCAM002187
ENSMODP00000018496	SINCAM008618
ENSMODP00000018499	SINCAM922647
ENSMODP00000018500	SINCAM002188
ENSMODP00000018502	SINCAM002189
ENSMODP00000018506	SINCAM007596
ENSMODP00000018507	SINCAM000296
ENSMODP00000018510	SINCAM013491
ENSMODP00000018514	SINCAM002997
ENSMODP00000018516	SINCAM004262
ENSMODP00000018523	SINCAM012700
ENSMODP00000018525	SINCAM008889
ENSMODP00000018527	SINCAM012698
ENSMODP00000018533	SINCAM921078
ENSMODP00000018534	SINCAM012697
ENSMODP00000018535	SINCAM922005
ENSMODP00000018543	SINCAM012695
ENSMODP00000018544	SINCAM004263
ENSMODP00000018547	SINCAM001944
ENSMODP00000018554	SINCAM014630
ENSMODP00000018563	SINCAM013492
ENSMODP00000018567	SINCAM010397
ENSMODP00000018575	SINCAM012692
ENSMODP00000018577	SINCAM004265
ENSMODP00000018579	SINCAM012768
ENSMODP00000018583	SINCAM013493
ENSMODP00000018585	SINCAM010729
