ENSLOCP00000000004	SINCAM011582
ENSLOCP00000011806	SINCAM008893
ENSLOCP00000011808	SINCAM012245
ENSLOCP00000011812	SINCAM921271
ENSLOCP00000011814	SINCAM005011
ENSLOCP00000011815	SINCAM006858
ENSLOCP00000011817	SINCAM006545
ENSLOCP00000011820	SINCAM001519
ENSLOCP00000011822	SINCAM921927
ENSLOCP00000011823	SINCAM004209
ENSLOCP00000011824	SINCAM006859
ENSLOCP00000011827	SINCAM921656
ENSLOCP00000011828	SINCAM000476
ENSLOCP00000011829	SINCAM010172
ENSLOCP00000011831	SINCAM012313
ENSLOCP00000011833	SINCAM002807
ENSLOCP00000011835	SINCAM001065
ENSLOCP00000011838	SINCAM921655
ENSLOCP00000011839	SINCAM012257
ENSLOCP00000011840	SINCAM004210
ENSLOCP00000011841	SINCAM006861
ENSLOCP00000011842	SINCAM001495
ENSLOCP00000011843	SINCAM009430
ENSLOCP00000011845	SINCAM000475
ENSLOCP00000011847	SINCAM920582
ENSLOCP00000011849	SINCAM005655
ENSLOCP00000011850	SINCAM001548
ENSLOCP00000011851	SINCAM006546
ENSLOCP00000011852	SINCAM001496
ENSLOCP00000011855	SINCAM006862
ENSLOCP00000011856	SINCAM005129
ENSLOCP00000011857	SINCAM008274
ENSLOCP00000011860	SINCAM006864
ENSLOCP00000011861	SINCAM009429
ENSLOCP00000011862	SINCAM001063
ENSLOCP00000011863	SINCAM004212
ENSLOCP00000011869	SINCAM002579
ENSLOCP00000011870	SINCAM010169
ENSLOCP00000011872	SINCAM006867
ENSLOCP00000011873	SINCAM000474
ENSLOCP00000011874	SINCAM012326
ENSLOCP00000011876	SINCAM008272
ENSLOCP00000011877	SINCAM009437
ENSLOCP00000011878	SINCAM004213
ENSLOCP00000011882	SINCAM001498
ENSLOCP00000011883	SINCAM000473
ENSLOCP00000011884	SINCAM920808
ENSLOCP00000011885	SINCAM006302
ENSLOCP00000011886	SINCAM006869
ENSLOCP00000011887	SINCAM009385
ENSLOCP00000011888	SINCAM004206
ENSLOCP00000011889	SINCAM008234
ENSLOCP00000011890	SINCAM001062
ENSLOCP00000011895	SINCAM010159
ENSLOCP00000011899	SINCAM009386
ENSLOCP00000011902	SINCAM001499
ENSLOCP00000011903	SINCAM012325
ENSLOCP00000011904	SINCAM006304
ENSLOCP00000011905	SINCAM010158
ENSLOCP00000011907	SINCAM920581
ENSLOCP00000011909	SINCAM006657
ENSLOCP00000011913	SINCAM000472
ENSLOCP00000011915	SINCAM006287
ENSLOCP00000011916	SINCAM006870
ENSLOCP00000011921	SINCAM006871
ENSLOCP00000011923	SINCAM000417
ENSLOCP00000011925	SINCAM001500
ENSLOCP00000011927	SINCAM006299
ENSLOCP00000011928	SINCAM012356
ENSLOCP00000011929	SINCAM014599
ENSLOCP00000011930	SINCAM921886
ENSLOCP00000011931	SINCAM009366
ENSLOCP00000011933	SINCAM008436
ENSLOCP00000011934	SINCAM000471
ENSLOCP00000011937	SINCAM921340
ENSLOCP00000011938	SINCAM001501
ENSLOCP00000011939	SINCAM920854
ENSLOCP00000011942	SINCAM008447
ENSLOCP00000011943	SINCAM921940
ENSLOCP00000011944	SINCAM012254
ENSLOCP00000011945	SINCAM008154
ENSLOCP00000011947	SINCAM009422
ENSLOCP00000011948	SINCAM920446
ENSLOCP00000011952	SINCAM009941
ENSLOCP00000011953	SINCAM005183
ENSLOCP00000011956	SINCAM009421
ENSLOCP00000011957	SINCAM002696
ENSLOCP00000011959	SINCAM004521
ENSLOCP00000011960	SINCAM006544
ENSLOCP00000011962	SINCAM009943
ENSLOCP00000011963	SINCAM001060
ENSLOCP00000011965	SINCAM012253
ENSLOCP00000011967	SINCAM009848
ENSLOCP00000011968	SINCAM005182
ENSLOCP00000011969	SINCAM008155
ENSLOCP00000011970	SINCAM920447
ENSLOCP00000011971	SINCAM004522
ENSLOCP00000011972	SINCAM923014
ENSLOCP00000011974	SINCAM005601
ENSLOCP00000011976	SINCAM922163
ENSLOCP00000011977	SINCAM002699
ENSLOCP00000011979	SINCAM009419
ENSLOCP00000011983	SINCAM008156
ENSLOCP00000011984	SINCAM004523
ENSLOCP00000011985	SINCAM009418
ENSLOCP00000011987	SINCAM006525
ENSLOCP00000011989	SINCAM002701
ENSLOCP00000011990	SINCAM001492
ENSLOCP00000011991	SINCAM008157
ENSLOCP00000011992	SINCAM001059
ENSLOCP00000011993	SINCAM000442
ENSLOCP00000011994	SINCAM012249
ENSLOCP00000011996	SINCAM010297
ENSLOCP00000012002	SINCAM008158
ENSLOCP00000012003	SINCAM009654
ENSLOCP00000012004	SINCAM001058
ENSLOCP00000012005	SINCAM005505
ENSLOCP00000012006	SINCAM002702
ENSLOCP00000012011	SINCAM012248
ENSLOCP00000012012	SINCAM004524
ENSLOCP00000012014	SINCAM001056
ENSLOCP00000012015	SINCAM921636
ENSLOCP00000012019	SINCAM002835
ENSLOCP00000012020	SINCAM002703
ENSLOCP00000012022	SINCAM001055
ENSLOCP00000012023	SINCAM015831
ENSLOCP00000012026	SINCAM921637
ENSLOCP00000012029	SINCAM005138
ENSLOCP00000012031	SINCAM009819
ENSLOCP00000012033	SINCAM001054
ENSLOCP00000012034	SINCAM002704
ENSLOCP00000012036	SINCAM000441
ENSLOCP00000012038	SINCAM922275
ENSLOCP00000012041	SINCAM920653
ENSLOCP00000012042	SINCAM004525
ENSLOCP00000012044	SINCAM002705
ENSLOCP00000012045	SINCAM008161
ENSLOCP00000012049	SINCAM922274
ENSLOCP00000012050	SINCAM010292
ENSLOCP00000012053	SINCAM004526
ENSLOCP00000012055	SINCAM008162
ENSLOCP00000012057	SINCAM002706
ENSLOCP00000012058	SINCAM001052
ENSLOCP00000012061	SINCAM010293
ENSLOCP00000012062	SINCAM000440
ENSLOCP00000012064	SINCAM005504
ENSLOCP00000012066	SINCAM009165
ENSLOCP00000012069	SINCAM001051
ENSLOCP00000012073	SINCAM000439
ENSLOCP00000012074	SINCAM920652
ENSLOCP00000012077	SINCAM008164
ENSLOCP00000012079	SINCAM000438
ENSLOCP00000012083	SINCAM001050
ENSLOCP00000012086	SINCAM010294
ENSLOCP00000012087	SINCAM000434
ENSLOCP00000012089	SINCAM009653
ENSLOCP00000012091	SINCAM004333
ENSLOCP00000012093	SINCAM920654
ENSLOCP00000012097	SINCAM922212
ENSLOCP00000012099	SINCAM001505
ENSLOCP00000012100	SINCAM000433
ENSLOCP00000012101	SINCAM008165
ENSLOCP00000012103	SINCAM006504
ENSLOCP00000012104	SINCAM920836
ENSLOCP00000012105	SINCAM010928
ENSLOCP00000012106	SINCAM920492
ENSLOCP00000012107	SINCAM001503
ENSLOCP00000012108	SINCAM014414
ENSLOCP00000012111	SINCAM001049
ENSLOCP00000012112	SINCAM000431
ENSLOCP00000012113	SINCAM014683
ENSLOCP00000012115	SINCAM008166
ENSLOCP00000012118	SINCAM002445
ENSLOCP00000012119	SINCAM012241
ENSLOCP00000012121	SINCAM006640
ENSLOCP00000012124	SINCAM001502
ENSLOCP00000012126	SINCAM008167
ENSLOCP00000012127	SINCAM009656
ENSLOCP00000012129	SINCAM005024
ENSLOCP00000012132	SINCAM000430
ENSLOCP00000012134	SINCAM923172
ENSLOCP00000012137	SINCAM004334
ENSLOCP00000012138	SINCAM008168
ENSLOCP00000012140	SINCAM002448
ENSLOCP00000012145	SINCAM004336
ENSLOCP00000012147	SINCAM922848
ENSLOCP00000012148	SINCAM013011
ENSLOCP00000012150	SINCAM005023
ENSLOCP00000012151	SINCAM009776
ENSLOCP00000012153	SINCAM000261
ENSLOCP00000012156	SINCAM008169
ENSLOCP00000012157	SINCAM002449
ENSLOCP00000012158	SINCAM922520
ENSLOCP00000012159	SINCAM922124
ENSLOCP00000012161	SINCAM004338
ENSLOCP00000012162	SINCAM920467
ENSLOCP00000012163	SINCAM005388
ENSLOCP00000012164	SINCAM005022
ENSLOCP00000012165	SINCAM006638
ENSLOCP00000012166	SINCAM008172
ENSLOCP00000012168	SINCAM922521
ENSLOCP00000012169	SINCAM014474
ENSLOCP00000012172	SINCAM015958
ENSLOCP00000012173	SINCAM000263
ENSLOCP00000012176	SINCAM008173
ENSLOCP00000012178	SINCAM006637
ENSLOCP00000012179	SINCAM012280
ENSLOCP00000012180	SINCAM922125
ENSLOCP00000012181	SINCAM004428
ENSLOCP00000012182	SINCAM000264
ENSLOCP00000012183	SINCAM001641
ENSLOCP00000012184	SINCAM010732
ENSLOCP00000012186	SINCAM000999
ENSLOCP00000012187	SINCAM005020
ENSLOCP00000012189	SINCAM001642
ENSLOCP00000012190	SINCAM012281
ENSLOCP00000012191	SINCAM011903
ENSLOCP00000012192	SINCAM009659
ENSLOCP00000012193	SINCAM000265
ENSLOCP00000012195	SINCAM005140
ENSLOCP00000012197	SINCAM004340
ENSLOCP00000012198	SINCAM014460
ENSLOCP00000012199	SINCAM008174
ENSLOCP00000012200	SINCAM001000
ENSLOCP00000012202	SINCAM012282
ENSLOCP00000012203	SINCAM006636
ENSLOCP00000012204	SINCAM009660
ENSLOCP00000012207	SINCAM001643
ENSLOCP00000012208	SINCAM004429
ENSLOCP00000012210	SINCAM001001
ENSLOCP00000012213	SINCAM002815
ENSLOCP00000012216	SINCAM012283
ENSLOCP00000012217	SINCAM004341
ENSLOCP00000012218	SINCAM009661
ENSLOCP00000012220	SINCAM920665
ENSLOCP00000012222	SINCAM001002
ENSLOCP00000012223	SINCAM014551
ENSLOCP00000012226	SINCAM002334
ENSLOCP00000012227	SINCAM000267
ENSLOCP00000012228	SINCAM009663
ENSLOCP00000012230	SINCAM005139
ENSLOCP00000012232	SINCAM920664
ENSLOCP00000012235	SINCAM000268
ENSLOCP00000012236	SINCAM921638
ENSLOCP00000012237	SINCAM006613
ENSLOCP00000012239	SINCAM002335
ENSLOCP00000012240	SINCAM004430
ENSLOCP00000012242	SINCAM000413
ENSLOCP00000012243	SINCAM004342
ENSLOCP00000012247	SINCAM005049
ENSLOCP00000012250	SINCAM001814
ENSLOCP00000012252	SINCAM922499
ENSLOCP00000012253	SINCAM000818
ENSLOCP00000012255	SINCAM012285
ENSLOCP00000012256	SINCAM002337
ENSLOCP00000012258	SINCAM921304
ENSLOCP00000012259	SINCAM920468
ENSLOCP00000012260	SINCAM002304
ENSLOCP00000012261	SINCAM012878
ENSLOCP00000012262	SINCAM009664
ENSLOCP00000012265	SINCAM005050
ENSLOCP00000012266	SINCAM008104
ENSLOCP00000012267	SINCAM004343
ENSLOCP00000012268	SINCAM001943
ENSLOCP00000012269	SINCAM010878
ENSLOCP00000012272	SINCAM922127
ENSLOCP00000012277	SINCAM002305
ENSLOCP00000012280	SINCAM922257
ENSLOCP00000012281	SINCAM004344
ENSLOCP00000012282	SINCAM008103
ENSLOCP00000012283	SINCAM922334
ENSLOCP00000012284	SINCAM000905
ENSLOCP00000012285	SINCAM004305
ENSLOCP00000012286	SINCAM920716
ENSLOCP00000012287	SINCAM005051
ENSLOCP00000012289	SINCAM000270
ENSLOCP00000012292	SINCAM004345
ENSLOCP00000012293	SINCAM008102
ENSLOCP00000012294	SINCAM002306
ENSLOCP00000012295	SINCAM921294
ENSLOCP00000012296	SINCAM922333
ENSLOCP00000012298	SINCAM000906
ENSLOCP00000012299	SINCAM012289
ENSLOCP00000012300	SINCAM004346
ENSLOCP00000012301	SINCAM006615
ENSLOCP00000012302	SINCAM009667
ENSLOCP00000012303	SINCAM005343
ENSLOCP00000012304	SINCAM000271
ENSLOCP00000012306	SINCAM000909
ENSLOCP00000012309	SINCAM002288
ENSLOCP00000012311	SINCAM006465
ENSLOCP00000012312	SINCAM920883
ENSLOCP00000012313	SINCAM004306
ENSLOCP00000012314	SINCAM002458
ENSLOCP00000012316	SINCAM000910
ENSLOCP00000012318	SINCAM004347
ENSLOCP00000012321	SINCAM008101
ENSLOCP00000012322	SINCAM009668
ENSLOCP00000012323	SINCAM922515
ENSLOCP00000012326	SINCAM008099
ENSLOCP00000012327	SINCAM002457
ENSLOCP00000012328	SINCAM004348
ENSLOCP00000012329	SINCAM004325
ENSLOCP00000012330	SINCAM922516
ENSLOCP00000012331	SINCAM009669
ENSLOCP00000012332	SINCAM000272
ENSLOCP00000012333	SINCAM920884
ENSLOCP00000012334	SINCAM006466
ENSLOCP00000012335	SINCAM922331
ENSLOCP00000012336	SINCAM014978
ENSLOCP00000012339	SINCAM004326
ENSLOCP00000012340	SINCAM000911
ENSLOCP00000012341	SINCAM922517
ENSLOCP00000012346	SINCAM004349
ENSLOCP00000012347	SINCAM002455
ENSLOCP00000012354	SINCAM000916
ENSLOCP00000012355	SINCAM004350
ENSLOCP00000012356	SINCAM000273
ENSLOCP00000012357	SINCAM922544
ENSLOCP00000012359	SINCAM014705
ENSLOCP00000012360	SINCAM009937
ENSLOCP00000012361	SINCAM002454
ENSLOCP00000012363	SINCAM003741
ENSLOCP00000012364	SINCAM009670
ENSLOCP00000012367	SINCAM000914
ENSLOCP00000012368	SINCAM004908
ENSLOCP00000012369	SINCAM000274
ENSLOCP00000012372	SINCAM008096
ENSLOCP00000012373	SINCAM006496
ENSLOCP00000012374	SINCAM009671
ENSLOCP00000012375	SINCAM000275
ENSLOCP00000012376	SINCAM010062
ENSLOCP00000012378	SINCAM920780
ENSLOCP00000012379	SINCAM012360
ENSLOCP00000012380	SINCAM004909
ENSLOCP00000012383	SINCAM001560
ENSLOCP00000012385	SINCAM008095
ENSLOCP00000012387	SINCAM004070
ENSLOCP00000012388	SINCAM009672
ENSLOCP00000012389	SINCAM000876
ENSLOCP00000012391	SINCAM000276
ENSLOCP00000012393	SINCAM920779
ENSLOCP00000012394	SINCAM004537
ENSLOCP00000012395	SINCAM010064
ENSLOCP00000012396	SINCAM000877
ENSLOCP00000012398	SINCAM009673
ENSLOCP00000012399	SINCAM014778
ENSLOCP00000012400	SINCAM000277
ENSLOCP00000012401	SINCAM012362
ENSLOCP00000012402	SINCAM922340
ENSLOCP00000012403	SINCAM004911
ENSLOCP00000012404	SINCAM002368
ENSLOCP00000012407	SINCAM004538
ENSLOCP00000012408	SINCAM000878
ENSLOCP00000012409	SINCAM008093
ENSLOCP00000012411	SINCAM009674
ENSLOCP00000012412	SINCAM920469
ENSLOCP00000012414	SINCAM002370
ENSLOCP00000012416	SINCAM920885
ENSLOCP00000012417	SINCAM009975
ENSLOCP00000012421	SINCAM921634
ENSLOCP00000012422	SINCAM004539
ENSLOCP00000012423	SINCAM001562
ENSLOCP00000012424	SINCAM002371
ENSLOCP00000012425	SINCAM922540
ENSLOCP00000012426	SINCAM000140
ENSLOCP00000012427	SINCAM004988
ENSLOCP00000012430	SINCAM009976
ENSLOCP00000012431	SINCAM920471
ENSLOCP00000012433	SINCAM922128
ENSLOCP00000012435	SINCAM004540
ENSLOCP00000012436	SINCAM004989
ENSLOCP00000012437	SINCAM009978
ENSLOCP00000012438	SINCAM922539
ENSLOCP00000012439	SINCAM002372
ENSLOCP00000012440	SINCAM007411
ENSLOCP00000012441	SINCAM920472
ENSLOCP00000012442	SINCAM009675
ENSLOCP00000012446	SINCAM001299
ENSLOCP00000012447	SINCAM002373
ENSLOCP00000012448	SINCAM005015
ENSLOCP00000012449	SINCAM009980
ENSLOCP00000012450	SINCAM006467
ENSLOCP00000012451	SINCAM002785
ENSLOCP00000012453	SINCAM005634
ENSLOCP00000012454	SINCAM004987
ENSLOCP00000012455	SINCAM921633
ENSLOCP00000012457	SINCAM920453
ENSLOCP00000012458	SINCAM001792
ENSLOCP00000012464	SINCAM000178
ENSLOCP00000012466	SINCAM006470
ENSLOCP00000012467	SINCAM008091
ENSLOCP00000012468	SINCAM007329
ENSLOCP00000012469	SINCAM002375
ENSLOCP00000012471	SINCAM001296
ENSLOCP00000012473	SINCAM004986
ENSLOCP00000012475	SINCAM009984
ENSLOCP00000012477	SINCAM921561
ENSLOCP00000012478	SINCAM005018
ENSLOCP00000012479	SINCAM002376
ENSLOCP00000012480	SINCAM009676
ENSLOCP00000012481	SINCAM002782
ENSLOCP00000012484	SINCAM008090
ENSLOCP00000012485	SINCAM001295
ENSLOCP00000012488	SINCAM007074
ENSLOCP00000012489	SINCAM000179
ENSLOCP00000012490	SINCAM005249
ENSLOCP00000012491	SINCAM004984
ENSLOCP00000012493	SINCAM008089
ENSLOCP00000012494	SINCAM002378
ENSLOCP00000012496	SINCAM009986
ENSLOCP00000012497	SINCAM012198
ENSLOCP00000012498	SINCAM005121
ENSLOCP00000012499	SINCAM000180
ENSLOCP00000012500	SINCAM000117
ENSLOCP00000012501	SINCAM002379
ENSLOCP00000012502	SINCAM921562
ENSLOCP00000012504	SINCAM921632
ENSLOCP00000012505	SINCAM009987
ENSLOCP00000012506	SINCAM002790
ENSLOCP00000012507	SINCAM009677
ENSLOCP00000012508	SINCAM001012
ENSLOCP00000012510	SINCAM009988
ENSLOCP00000012513	SINCAM921563
ENSLOCP00000012519	SINCAM008088
ENSLOCP00000012520	SINCAM001013
ENSLOCP00000012521	SINCAM922512
ENSLOCP00000012522	SINCAM004983
ENSLOCP00000012523	SINCAM001764
ENSLOCP00000012524	SINCAM002902
ENSLOCP00000012525	SINCAM006469
ENSLOCP00000012528	SINCAM922341
ENSLOCP00000012529	SINCAM001014
ENSLOCP00000012530	SINCAM008085
ENSLOCP00000012531	SINCAM002791
ENSLOCP00000012532	SINCAM921409
ENSLOCP00000012533	SINCAM009678
ENSLOCP00000012534	SINCAM006512
ENSLOCP00000012535	SINCAM011804
ENSLOCP00000012537	SINCAM005149
ENSLOCP00000012538	SINCAM922514
ENSLOCP00000012539	SINCAM922342
ENSLOCP00000012540	SINCAM004541
ENSLOCP00000012541	SINCAM006513
ENSLOCP00000012543	SINCAM005135
ENSLOCP00000012544	SINCAM000181
ENSLOCP00000012546	SINCAM006514
ENSLOCP00000012547	SINCAM001015
ENSLOCP00000012551	SINCAM004980
ENSLOCP00000012552	SINCAM006516
ENSLOCP00000012553	SINCAM012301
ENSLOCP00000012555	SINCAM002380
ENSLOCP00000012556	SINCAM005215
ENSLOCP00000012558	SINCAM009991
ENSLOCP00000012559	SINCAM004543
ENSLOCP00000012560	SINCAM009680
ENSLOCP00000012561	SINCAM921408
ENSLOCP00000012562	SINCAM921532
ENSLOCP00000012566	SINCAM002792
ENSLOCP00000012567	SINCAM922486
ENSLOCP00000012569	SINCAM006345
ENSLOCP00000012574	SINCAM002381
ENSLOCP00000012575	SINCAM921407
ENSLOCP00000012576	SINCAM008518
ENSLOCP00000012578	SINCAM002779
ENSLOCP00000012579	SINCAM009994
ENSLOCP00000012580	SINCAM005227
ENSLOCP00000012581	SINCAM009759
ENSLOCP00000012583	SINCAM002778
ENSLOCP00000012584	SINCAM004763
ENSLOCP00000012587	SINCAM000585
ENSLOCP00000012589	SINCAM001016
ENSLOCP00000012590	SINCAM006517
ENSLOCP00000012591	SINCAM009682
ENSLOCP00000012592	SINCAM920858
ENSLOCP00000012593	SINCAM015100
ENSLOCP00000012594	SINCAM002382
ENSLOCP00000012595	SINCAM001017
ENSLOCP00000012596	SINCAM012078
ENSLOCP00000012598	SINCAM004762
ENSLOCP00000012600	SINCAM009996
ENSLOCP00000012601	SINCAM005228
ENSLOCP00000012602	SINCAM921952
ENSLOCP00000012603	SINCAM002383
ENSLOCP00000012604	SINCAM000161
ENSLOCP00000012605	SINCAM921335
ENSLOCP00000012608	SINCAM009997
ENSLOCP00000012610	SINCAM921288
ENSLOCP00000012611	SINCAM006519
ENSLOCP00000012612	SINCAM009684
ENSLOCP00000012613	SINCAM012079
ENSLOCP00000012614	SINCAM005229
ENSLOCP00000012615	SINCAM001709
ENSLOCP00000012618	SINCAM004761
ENSLOCP00000012619	SINCAM002781
ENSLOCP00000012620	SINCAM920589
ENSLOCP00000012621	SINCAM000162
ENSLOCP00000012622	SINCAM921574
ENSLOCP00000012625	SINCAM008522
ENSLOCP00000012630	SINCAM920809
ENSLOCP00000012631	SINCAM922344
ENSLOCP00000012633	SINCAM921287
ENSLOCP00000012638	SINCAM009685
ENSLOCP00000012639	SINCAM004760
ENSLOCP00000012640	SINCAM001107
ENSLOCP00000012642	SINCAM000163
ENSLOCP00000012643	SINCAM001708
ENSLOCP00000012644	SINCAM005231
ENSLOCP00000012648	SINCAM000164
ENSLOCP00000012649	SINCAM922345
ENSLOCP00000012650	SINCAM920859
ENSLOCP00000012651	SINCAM004759
ENSLOCP00000012652	SINCAM921575
ENSLOCP00000012653	SINCAM009686
ENSLOCP00000012656	SINCAM005833
ENSLOCP00000012657	SINCAM010000
ENSLOCP00000012658	SINCAM005232
ENSLOCP00000012659	SINCAM004273
ENSLOCP00000012661	SINCAM001108
ENSLOCP00000012662	SINCAM005248
ENSLOCP00000012665	SINCAM005834
ENSLOCP00000012666	SINCAM000165
ENSLOCP00000012667	SINCAM004758
ENSLOCP00000012668	SINCAM001109
ENSLOCP00000012670	SINCAM002296
ENSLOCP00000012671	SINCAM001707
ENSLOCP00000012674	SINCAM012105
ENSLOCP00000012675	SINCAM006461
ENSLOCP00000012678	SINCAM001706
ENSLOCP00000012679	SINCAM922129
ENSLOCP00000012680	SINCAM002297
ENSLOCP00000012682	SINCAM004271
ENSLOCP00000012684	SINCAM000166
ENSLOCP00000012687	SINCAM012103
ENSLOCP00000012688	SINCAM000167
ENSLOCP00000012689	SINCAM001110
ENSLOCP00000012690	SINCAM006522
ENSLOCP00000012691	SINCAM001705
ENSLOCP00000012692	SINCAM004389
ENSLOCP00000012693	SINCAM920862
ENSLOCP00000012697	SINCAM010001
ENSLOCP00000012700	SINCAM015063
ENSLOCP00000012702	SINCAM001704
ENSLOCP00000012703	SINCAM009690
ENSLOCP00000012704	SINCAM004757
ENSLOCP00000012706	SINCAM010002
ENSLOCP00000012707	SINCAM002389
ENSLOCP00000012709	SINCAM000653
ENSLOCP00000012712	SINCAM008528
ENSLOCP00000012715	SINCAM000654
ENSLOCP00000012716	SINCAM012101
ENSLOCP00000012718	SINCAM004755
ENSLOCP00000012719	SINCAM004906
ENSLOCP00000012720	SINCAM002388
ENSLOCP00000012721	SINCAM008529
ENSLOCP00000012722	SINCAM010221
ENSLOCP00000012723	SINCAM921889
ENSLOCP00000012724	SINCAM001111
ENSLOCP00000012725	SINCAM012099
ENSLOCP00000012730	SINCAM005245
ENSLOCP00000012732	SINCAM004905
ENSLOCP00000012733	SINCAM009691
ENSLOCP00000012734	SINCAM001703
ENSLOCP00000012735	SINCAM002387
ENSLOCP00000012737	SINCAM006506
ENSLOCP00000012739	SINCAM008108
ENSLOCP00000012741	SINCAM001112
ENSLOCP00000012743	SINCAM911044
ENSLOCP00000012744	SINCAM921393
ENSLOCP00000012745	SINCAM000656
ENSLOCP00000012746	SINCAM009692
ENSLOCP00000012748	SINCAM004751
ENSLOCP00000012749	SINCAM006529
ENSLOCP00000012750	SINCAM001113
ENSLOCP00000012752	SINCAM004614
ENSLOCP00000012753	SINCAM010216
ENSLOCP00000012754	SINCAM920861
ENSLOCP00000012756	SINCAM002385
ENSLOCP00000012758	SINCAM922537
ENSLOCP00000012759	SINCAM001702
ENSLOCP00000012760	SINCAM006346
ENSLOCP00000012764	SINCAM014845
ENSLOCP00000012768	SINCAM009693
ENSLOCP00000012769	SINCAM920670
ENSLOCP00000012770	SINCAM006347
ENSLOCP00000012772	SINCAM922536
ENSLOCP00000012774	SINCAM009694
ENSLOCP00000012775	SINCAM005243
ENSLOCP00000012776	SINCAM010735
ENSLOCP00000012777	SINCAM010215
ENSLOCP00000012778	SINCAM008107
ENSLOCP00000012782	SINCAM005242
ENSLOCP00000012783	SINCAM920751
ENSLOCP00000012784	SINCAM002384
ENSLOCP00000012785	SINCAM004512
ENSLOCP00000012786	SINCAM921559
ENSLOCP00000012787	SINCAM004413
ENSLOCP00000012788	SINCAM008105
ENSLOCP00000012791	SINCAM004412
ENSLOCP00000012793	SINCAM012320
ENSLOCP00000012794	SINCAM001114
ENSLOCP00000012795	SINCAM002224
ENSLOCP00000012796	SINCAM000657
ENSLOCP00000012797	SINCAM006464
ENSLOCP00000012799	SINCAM009695
ENSLOCP00000012800	SINCAM001115
ENSLOCP00000012802	SINCAM900007
ENSLOCP00000012806	SINCAM001710
ENSLOCP00000012807	SINCAM010200
ENSLOCP00000012808	SINCAM004411
ENSLOCP00000012810	SINCAM001116
ENSLOCP00000012811	SINCAM921346
ENSLOCP00000012813	SINCAM001711
ENSLOCP00000012814	SINCAM009696
ENSLOCP00000012816	SINCAM005241
ENSLOCP00000012817	SINCAM016349
ENSLOCP00000012818	SINCAM012331
ENSLOCP00000012820	SINCAM004568
ENSLOCP00000012821	SINCAM001712
ENSLOCP00000012824	SINCAM000658
ENSLOCP00000012829	SINCAM015215
ENSLOCP00000012830	SINCAM009697
ENSLOCP00000012831	SINCAM005239
ENSLOCP00000012832	SINCAM004565
ENSLOCP00000012833	SINCAM010202
ENSLOCP00000012837	SINCAM012317
ENSLOCP00000012838	SINCAM001181
ENSLOCP00000012839	SINCAM001713
ENSLOCP00000012840	SINCAM006524
ENSLOCP00000012843	SINCAM005238
ENSLOCP00000012844	SINCAM001344
ENSLOCP00000012846	SINCAM004410
ENSLOCP00000012847	SINCAM001346
ENSLOCP00000012848	SINCAM002222
ENSLOCP00000012849	SINCAM001714
ENSLOCP00000012850	SINCAM005237
ENSLOCP00000012851	SINCAM009970
ENSLOCP00000012852	SINCAM009699
ENSLOCP00000012853	SINCAM012316
ENSLOCP00000012854	SINCAM002221
ENSLOCP00000012855	SINCAM920477
ENSLOCP00000012856	SINCAM015214
ENSLOCP00000012857	SINCAM920672
ENSLOCP00000012858	SINCAM009969
ENSLOCP00000012859	SINCAM004139
ENSLOCP00000012860	SINCAM004408
ENSLOCP00000012861	SINCAM000325
ENSLOCP00000012862	SINCAM001255
ENSLOCP00000012863	SINCAM012315
ENSLOCP00000012864	SINCAM005233
ENSLOCP00000012867	SINCAM000303
ENSLOCP00000012868	SINCAM004140
ENSLOCP00000012869	SINCAM004407
ENSLOCP00000012870	SINCAM920499
ENSLOCP00000012872	SINCAM001256
ENSLOCP00000012873	SINCAM922636
ENSLOCP00000012874	SINCAM012304
ENSLOCP00000012875	SINCAM920476
ENSLOCP00000012876	SINCAM005157
ENSLOCP00000012877	SINCAM009716
ENSLOCP00000012878	SINCAM015219
ENSLOCP00000012879	SINCAM004141
ENSLOCP00000012880	SINCAM920475
ENSLOCP00000012881	SINCAM002219
ENSLOCP00000012883	SINCAM009966
ENSLOCP00000012884	SINCAM001257
ENSLOCP00000012886	SINCAM922114
ENSLOCP00000012887	SINCAM004142
ENSLOCP00000012888	SINCAM000301
ENSLOCP00000012892	SINCAM005156
ENSLOCP00000012893	SINCAM002218
ENSLOCP00000012895	SINCAM922115
ENSLOCP00000012896	SINCAM000300
ENSLOCP00000012898	SINCAM015218
ENSLOCP00000012900	SINCAM009965
ENSLOCP00000012901	SINCAM004406
ENSLOCP00000012902	SINCAM005155
ENSLOCP00000012903	SINCAM012262
ENSLOCP00000012905	SINCAM006486
ENSLOCP00000012906	SINCAM000298
ENSLOCP00000012907	SINCAM002217
ENSLOCP00000012908	SINCAM013003
ENSLOCP00000012909	SINCAM922116
ENSLOCP00000012911	SINCAM004144
ENSLOCP00000012912	SINCAM005448
ENSLOCP00000012914	SINCAM001259
ENSLOCP00000012917	SINCAM922362
ENSLOCP00000012919	SINCAM000297
ENSLOCP00000012920	SINCAM004145
ENSLOCP00000012923	SINCAM009583
ENSLOCP00000012924	SINCAM920614
ENSLOCP00000012925	SINCAM011453
ENSLOCP00000012927	SINCAM005449
ENSLOCP00000012928	SINCAM002216
ENSLOCP00000012929	SINCAM000296
ENSLOCP00000012931	SINCAM012263
ENSLOCP00000012932	SINCAM010213
ENSLOCP00000012934	SINCAM015216
ENSLOCP00000012935	SINCAM920615
ENSLOCP00000012938	SINCAM920673
