ENSMGAP00000004051	fgenesh2_pg.scaffold_351000043
ENSMGAP00000003817	e_gw.52.97.1
ENSMGAP00000014368	e_gw.52.39.1
ENSMGAP00000014342	e_gw.52.107.1
ENSMGAP00000012279	e_gw.52.50.1
ENSMGAP00000018338	e_gw.53.97.1
ENSMGAP00000008770	e_gw.53.152.1
ENSMGAP00000001676	e_gw.53.152.1
ENSMGAP00000005133	e_gw.53.152.1
ENSMGAP00000008227	e_gw.53.152.1
ENSMGAP00000015275	e_gw.53.115.1
ENSMGAP00000012548	e_gw.53.153.1
ENSMGAP00000011541	e_gw.54.96.1
ENSMGAP00000010096	e_gw.54.115.1
ENSMGAP00000010512	e_gw.54.108.1
ENSMGAP00000009849	e_gw.54.108.1
ENSMGAP00000002039	e_gw.54.2.1
ENSMGAP00000015676	e_gw.54.197.1
ENSMGAP00000005348	e_gw.54.36.1
ENSMGAP00000005722	e_gw.54.258.1
ENSMGAP00000004735	e_gw.54.61.1
ENSMGAP00000013013	e_gw.55.54.1
ENSMGAP00000003351	e_gw.55.65.1
ENSMGAP00000018911	e_gw.55.65.1
ENSMGAP00000001350	e_gw.55.23.1
ENSMGAP00000008223	e_gw.55.79.1
ENSMGAP00000000611	e_gw.55.165.1
ENSMGAP00000015427	e_gw.55.165.1
ENSMGAP00000010725	e_gw.55.165.1
ENSMGAP00000012963	e_gw.55.58.1
ENSMGAP00000014637	e_gw.55.152.1
ENSMGAP00000005544	e_gw.55.176.1
ENSMGAP00000014964	e_gw.55.80.1
ENSMGAP00000009324	e_gw.56.215.1
ENSMGAP00000009883	e_gw.56.172.1
ENSMGAP00000013826	e_gw.56.81.1
ENSMGAP00000011038	e_gw.56.66.1
ENSMGAP00000018622	e_gw.56.16.1
ENSMGAP00000010713	e_gw.57.104.1
ENSMGAP00000000940	e_gw.57.206.1
ENSMGAP00000009543	e_gw.57.78.1
ENSMGAP00000008615	e_gw.57.78.1
ENSMGAP00000004283	e_gw.57.3.1
ENSMGAP00000006758	e_gw.57.57.1
ENSMGAP00000010781	e_gw.57.168.1
ENSMGAP00000011651	e_gw.57.168.1
ENSMGAP00000001252	e_gw.57.168.1
ENSMGAP00000001196	e_gw.57.161.1
ENSMGAP00000000400	e_gw.57.74.1
ENSMGAP00000010764	e_gw.57.116.1
ENSMGAP00000011476	e_gw.57.213.1
ENSMGAP00000008581	e_gw.57.213.1
ENSMGAP00000001012	e_gw.57.85.1
ENSMGAP00000006775	e_gw.57.119.1
ENSMGAP00000014591	e_gw.57.183.1
ENSMGAP00000004482	e_gw.58.12.1
ENSMGAP00000005686	e_gw.58.172.1
ENSMGAP00000008271	e_gw.58.172.1
ENSMGAP00000008044	e_gw.58.172.1
ENSMGAP00000004685	e_gw.58.80.1
ENSMGAP00000011638	e_gw.58.247.1
ENSMGAP00000013173	e_gw.58.15.1
ENSMGAP00000009283	e_gw.58.213.1
ENSMGAP00000003649	e_gw.58.61.1
ENSMGAP00000010597	e_gw.58.61.1
ENSMGAP00000013978	e_gw.58.1.1
ENSMGAP00000009044	e_gw.58.96.1
ENSMGAP00000003264	e_gw.58.91.1
ENSMGAP00000007716	e_gw.58.17.1
ENSMGAP00000015004	e_gw.58.17.1
ENSMGAP00000007775	e_gw.58.17.1
ENSMGAP00000018567	e_gw.59.106.1
ENSMGAP00000000755	e_gw.59.63.1
ENSMGAP00000013589	e_gw.59.63.1
ENSMGAP00000005875	e_gw.59.63.1
ENSMGAP00000009530	e_gw.59.203.1
ENSMGAP00000000786	e_gw.59.61.1
ENSMGAP00000015265	e_gw.59.147.1
ENSMGAP00000005553	e_gw.59.187.1
ENSMGAP00000011565	e_gw.59.35.1
ENSMGAP00000014279	e_gw.59.103.1
ENSMGAP00000003565	e_gw.60.160.1
ENSMGAP00000000909	e_gw.60.249.1
ENSMGAP00000003494	e_gw.60.30.1
ENSMGAP00000015170	e_gw.60.100.1
ENSMGAP00000005238	e_gw.60.167.1
ENSMGAP00000017446	e_gw.61.284.1
ENSMGAP00000011857	e_gw.61.153.1
ENSMGAP00000010806	e_gw.61.103.1
ENSMGAP00000004417	e_gw.61.94.1
ENSMGAP00000000518	e_gw.61.1.1
ENSMGAP00000004109	e_gw.61.1.1
ENSMGAP00000011851	e_gw.61.299.1
ENSMGAP00000008135	e_gw.61.96.1
ENSMGAP00000008610	e_gw.61.210.1
ENSMGAP00000008983	e_gw.61.193.1
ENSMGAP00000006967	e_gw.61.169.1
ENSMGAP00000012074	e_gw.61.287.1
ENSMGAP00000010921	e_gw.61.135.1
ENSMGAP00000001388	e_gw.61.136.1
ENSMGAP00000009823	e_gw.61.123.1
ENSMGAP00000010581	e_gw.61.123.1
ENSMGAP00000004797	e_gw.61.204.1
ENSMGAP00000001115	e_gw.61.289.1
ENSMGAP00000003516	e_gw.62.4.1
ENSMGAP00000012606	e_gw.62.14.1
ENSMGAP00000005874	e_gw.62.52.1
ENSMGAP00000006339	e_gw.62.134.1
ENSMGAP00000008688	e_gw.62.29.1
ENSMGAP00000003076	e_gw.62.108.1
ENSMGAP00000000697	e_gw.62.24.1
ENSMGAP00000015074	e_gw.62.1.1
ENSMGAP00000008480	e_gw.62.127.1
ENSMGAP00000012824	e_gw.63.1.1
ENSMGAP00000003003	e_gw.63.166.1
ENSMGAP00000015408	e_gw.63.207.1
ENSMGAP00000007578	e_gw.63.58.1
ENSMGAP00000000401	e_gw.63.72.1
ENSMGAP00000011496	e_gw.63.83.1
ENSMGAP00000002721	e_gw.63.59.1
ENSMGAP00000005944	e_gw.64.81.1
ENSMGAP00000002072	e_gw.64.31.1
ENSMGAP00000007264	e_gw.64.16.1
ENSMGAP00000013495	e_gw.65.28.1
ENSMGAP00000014540	e_gw.65.186.1
ENSMGAP00000015206	e_gw.65.39.1
ENSMGAP00000014380	e_gw.65.160.1
ENSMGAP00000009032	e_gw.65.79.1
ENSMGAP00000008400	e_gw.65.79.1
ENSMGAP00000018308	e_gw.65.79.1
ENSMGAP00000014130	e_gw.65.82.1
ENSMGAP00000003936	e_gw.65.110.1
ENSMGAP00000014741	e_gw.65.3.1
ENSMGAP00000019387	e_gw.65.3.1
ENSMGAP00000013215	e_gw.65.69.1
ENSMGAP00000017077	e_gw.65.231.1
ENSMGAP00000017163	e_gw.65.231.1
ENSMGAP00000002921	e_gw.65.207.1
ENSMGAP00000017464	e_gw.65.19.1
ENSMGAP00000019389	e_gw.65.193.1
ENSMGAP00000015376	e_gw.65.193.1
ENSMGAP00000016046	e_gw.65.75.1
ENSMGAP00000013566	e_gw.65.22.1
ENSMGAP00000019715	e_gw.65.62.1
ENSMGAP00000004030	e_gw.65.99.1
ENSMGAP00000015095	e_gw.65.188.1
ENSMGAP00000015124	e_gw.65.237.1
ENSMGAP00000017047	e_gw.66.39.1
ENSMGAP00000010802	e_gw.66.134.1
ENSMGAP00000006430	e_gw.66.158.1
ENSMGAP00000015296	e_gw.66.21.1
ENSMGAP00000011138	e_gw.66.58.1
ENSMGAP00000009104	e_gw.66.207.1
ENSMGAP00000000592	e_gw.66.2.1
ENSMGAP00000014977	e_gw.66.193.1
ENSMGAP00000008981	e_gw.66.193.1
ENSMGAP00000009094	e_gw.66.85.1
ENSMGAP00000004672	e_gw.66.32.1
ENSMGAP00000004629	e_gw.66.69.1
ENSMGAP00000002964	e_gw.66.72.1
ENSMGAP00000019775	e_gw.66.72.1
ENSMGAP00000000359	e_gw.66.148.1
ENSMGAP00000000572	e_gw.66.148.1
ENSMGAP00000010261	e_gw.66.117.1
ENSMGAP00000005891	e_gw.66.57.1
ENSMGAP00000009930	e_gw.66.57.1
ENSMGAP00000017803	e_gw.66.57.1
ENSMGAP00000015316	e_gw.66.52.1
ENSMGAP00000013506	e_gw.67.63.1
ENSMGAP00000008444	e_gw.67.122.1
ENSMGAP00000016661	e_gw.67.122.1
ENSMGAP00000019543	e_gw.67.238.1
ENSMGAP00000012669	e_gw.67.139.1
ENSMGAP00000012187	e_gw.67.139.1
ENSMGAP00000005260	e_gw.68.37.1
ENSMGAP00000012349	e_gw.68.149.1
ENSMGAP00000001385	e_gw.68.8.1
ENSMGAP00000001088	e_gw.68.8.1
ENSMGAP00000000834	e_gw.68.8.1
ENSMGAP00000014337	e_gw.68.11.1
ENSMGAP00000012564	e_gw.68.96.1
ENSMGAP00000014127	e_gw.68.91.1
ENSMGAP00000014585	e_gw.68.268.1
ENSMGAP00000007002	e_gw.68.153.1
ENSMGAP00000013130	e_gw.68.89.1
ENSMGAP00000004304	e_gw.68.188.1
ENSMGAP00000013182	e_gw.68.93.1
ENSMGAP00000005120	e_gw.68.56.1
ENSMGAP00000010148	e_gw.68.281.1
ENSMGAP00000003449	e_gw.68.121.1
ENSMGAP00000004088	e_gw.68.105.1
ENSMGAP00000017553	e_gw.68.295.1
ENSMGAP00000004713	e_gw.68.282.1
ENSMGAP00000013195	e_gw.68.253.1
ENSMGAP00000001773	e_gw.69.11.1
ENSMGAP00000009338	e_gw.69.11.1
ENSMGAP00000001750	e_gw.69.129.1
ENSMGAP00000012165	e_gw.69.5.1
ENSMGAP00000006086	e_gw.69.5.1
ENSMGAP00000010730	e_gw.69.169.1
ENSMGAP00000000694	e_gw.69.218.1
ENSMGAP00000000355	e_gw.69.111.1
ENSMGAP00000012477	e_gw.69.44.1
ENSMGAP00000008887	e_gw.69.170.1
ENSMGAP00000009648	e_gw.69.170.1
ENSMGAP00000001856	e_gw.69.84.1
ENSMGAP00000000029	e_gw.69.194.1
ENSMGAP00000011785	e_gw.69.23.1
ENSMGAP00000007257	e_gw.70.37.1
ENSMGAP00000000927	e_gw.70.155.1
ENSMGAP00000003719	e_gw.70.27.1
ENSMGAP00000005290	e_gw.71.81.1
ENSMGAP00000001146	e_gw.71.203.1
ENSMGAP00000005926	e_gw.71.186.1
ENSMGAP00000014157	e_gw.71.184.1
ENSMGAP00000010330	e_gw.71.255.1
ENSMGAP00000006294	e_gw.71.64.1
ENSMGAP00000004648	e_gw.71.177.1
ENSMGAP00000005682	e_gw.71.75.1
ENSMGAP00000004273	e_gw.71.245.1
ENSMGAP00000006665	e_gw.71.70.1
ENSMGAP00000002549	e_gw.71.54.1
ENSMGAP00000006376	e_gw.71.33.1
ENSMGAP00000007292	e_gw.72.162.1
ENSMGAP00000010341	e_gw.72.67.1
ENSMGAP00000000476	e_gw.72.99.1
ENSMGAP00000009951	e_gw.72.99.1
ENSMGAP00000015349	e_gw.73.368.1
ENSMGAP00000015003	e_gw.73.211.1
ENSMGAP00000008810	e_gw.73.364.1
ENSMGAP00000006896	e_gw.73.285.1
ENSMGAP00000016765	e_gw.73.286.1
ENSMGAP00000016269	e_gw.73.286.1
ENSMGAP00000008748	e_gw.73.76.1
ENSMGAP00000005776	e_gw.74.19.1
ENSMGAP00000006748	e_gw.74.94.1
ENSMGAP00000006827	e_gw.74.199.1
ENSMGAP00000002356	e_gw.74.334.1
ENSMGAP00000016699	e_gw.74.288.1
ENSMGAP00000001116	e_gw.74.291.1
ENSMGAP00000003426	e_gw.74.61.1
ENSMGAP00000001657	e_gw.74.220.1
ENSMGAP00000016963	e_gw.74.352.1
ENSMGAP00000016050	e_gw.74.76.1
ENSMGAP00000006091	e_gw.74.138.1
ENSMGAP00000001770	e_gw.74.47.1
ENSMGAP00000000469	e_gw.75.74.1
ENSMGAP00000008700	e_gw.75.8.1
ENSMGAP00000018178	e_gw.75.70.1
ENSMGAP00000015169	e_gw.75.70.1
ENSMGAP00000011670	e_gw.75.94.1
ENSMGAP00000000168	e_gw.75.173.1
ENSMGAP00000019348	e_gw.75.246.1
ENSMGAP00000002974	e_gw.76.4.1
ENSMGAP00000008698	e_gw.76.40.1
ENSMGAP00000009556	e_gw.76.130.1
ENSMGAP00000007300	e_gw.76.138.1
ENSMGAP00000012121	e_gw.76.138.1
ENSMGAP00000003770	e_gw.76.138.1
ENSMGAP00000004442	e_gw.76.70.1
ENSMGAP00000000511	e_gw.76.70.1
ENSMGAP00000006892	e_gw.76.8.1
ENSMGAP00000007973	e_gw.76.115.1
ENSMGAP00000009769	e_gw.76.115.1
ENSMGAP00000010997	e_gw.76.115.1
ENSMGAP00000011615	e_gw.76.68.1
ENSMGAP00000005067	e_gw.76.182.1
ENSMGAP00000005176	e_gw.76.121.1
ENSMGAP00000016386	e_gw.76.74.1
ENSMGAP00000018068	e_gw.76.185.1
ENSMGAP00000002249	e_gw.76.218.1
ENSMGAP00000006918	e_gw.77.206.1
ENSMGAP00000014227	e_gw.77.88.1
ENSMGAP00000002066	e_gw.77.83.1
ENSMGAP00000010157	e_gw.77.139.1
ENSMGAP00000010124	e_gw.77.2.1
ENSMGAP00000003366	e_gw.77.255.1
ENSMGAP00000008561	e_gw.77.180.1
ENSMGAP00000004962	e_gw.77.180.1
ENSMGAP00000016560	e_gw.77.47.1
ENSMGAP00000006324	e_gw.77.205.1
ENSMGAP00000002255	e_gw.77.87.1
ENSMGAP00000000709	e_gw.77.82.1
ENSMGAP00000013579	e_gw.77.74.1
ENSMGAP00000010690	e_gw.77.29.1
ENSMGAP00000003193	e_gw.77.117.1
ENSMGAP00000013963	e_gw.78.182.1
ENSMGAP00000009710	e_gw.78.268.1
ENSMGAP00000017244	e_gw.78.36.1
ENSMGAP00000014005	e_gw.78.23.1
ENSMGAP00000004480	e_gw.78.5.1
ENSMGAP00000010703	e_gw.78.59.1
ENSMGAP00000000078	e_gw.78.229.1
ENSMGAP00000001193	e_gw.78.63.1
ENSMGAP00000014664	e_gw.78.63.1
ENSMGAP00000002780	e_gw.79.154.1
ENSMGAP00000007011	e_gw.79.57.1
ENSMGAP00000008606	e_gw.79.92.1
ENSMGAP00000003921	e_gw.79.15.1
ENSMGAP00000015398	e_gw.79.144.1
ENSMGAP00000009816	e_gw.79.26.1
ENSMGAP00000015389	e_gw.79.110.1
ENSMGAP00000002054	e_gw.79.113.1
ENSMGAP00000014247	e_gw.79.11.1
ENSMGAP00000009878	e_gw.79.48.1
ENSMGAP00000015381	e_gw.79.43.1
ENSMGAP00000019486	e_gw.79.67.1
ENSMGAP00000012102	e_gw.80.67.1
ENSMGAP00000009617	e_gw.80.62.1
ENSMGAP00000009389	e_gw.80.89.1
ENSMGAP00000013607	e_gw.80.125.1
ENSMGAP00000001568	e_gw.80.295.1
ENSMGAP00000003984	e_gw.80.3.1
ENSMGAP00000012377	e_gw.80.3.1
ENSMGAP00000005137	e_gw.81.61.1
ENSMGAP00000015876	e_gw.81.48.1
ENSMGAP00000004210	e_gw.81.151.1
ENSMGAP00000000196	e_gw.81.133.1
ENSMGAP00000017229	e_gw.81.57.1
ENSMGAP00000012226	e_gw.81.225.1
ENSMGAP00000001224	e_gw.82.37.1
ENSMGAP00000018524	e_gw.82.37.1
ENSMGAP00000012158	e_gw.82.114.1
ENSMGAP00000007460	e_gw.82.114.1
ENSMGAP00000007512	e_gw.82.114.1
ENSMGAP00000017135	e_gw.82.114.1
ENSMGAP00000012858	e_gw.82.40.1
ENSMGAP00000012156	e_gw.82.47.1
ENSMGAP00000016033	e_gw.82.47.1
ENSMGAP00000015833	e_gw.82.18.1
ENSMGAP00000012134	e_gw.83.30.1
ENSMGAP00000013680	e_gw.83.2.1
ENSMGAP00000013110	e_gw.83.41.1
ENSMGAP00000016776	e_gw.83.81.1
ENSMGAP00000010194	e_gw.83.97.1
ENSMGAP00000017873	e_gw.83.63.1
ENSMGAP00000010979	e_gw.84.215.1
ENSMGAP00000012837	e_gw.84.14.1
ENSMGAP00000017243	e_gw.84.130.1
ENSMGAP00000013317	e_gw.84.248.1
ENSMGAP00000011972	e_gw.84.15.1
ENSMGAP00000001261	e_gw.84.18.1
ENSMGAP00000011253	e_gw.84.21.1
ENSMGAP00000010749	e_gw.84.80.1
ENSMGAP00000002065	e_gw.85.63.1
ENSMGAP00000014939	e_gw.85.63.1
ENSMGAP00000017470	e_gw.85.63.1
ENSMGAP00000007216	e_gw.85.33.1
ENSMGAP00000007364	e_gw.85.33.1
ENSMGAP00000004990	e_gw.85.33.1
ENSMGAP00000012046	e_gw.86.71.1
ENSMGAP00000010693	e_gw.86.63.1
ENSMGAP00000012443	e_gw.86.34.1
ENSMGAP00000000799	e_gw.86.19.1
ENSMGAP00000005641	e_gw.86.148.1
ENSMGAP00000003310	e_gw.87.129.1
ENSMGAP00000001076	e_gw.87.84.1
ENSMGAP00000013621	e_gw.87.63.1
ENSMGAP00000006441	e_gw.87.155.1
ENSMGAP00000002773	e_gw.87.155.1
ENSMGAP00000012534	e_gw.87.155.1
ENSMGAP00000013112	e_gw.88.76.1
ENSMGAP00000012262	e_gw.88.34.1
ENSMGAP00000013026	e_gw.88.34.1
ENSMGAP00000008328	e_gw.88.244.1
ENSMGAP00000000105	e_gw.88.48.1
ENSMGAP00000012741	e_gw.88.295.1
ENSMGAP00000019108	e_gw.88.295.1
ENSMGAP00000014929	e_gw.88.274.1
ENSMGAP00000009586	e_gw.88.81.1
ENSMGAP00000011834	e_gw.88.313.1
ENSMGAP00000013597	e_gw.88.108.1
ENSMGAP00000009400	e_gw.88.108.1
ENSMGAP00000010737	e_gw.88.205.1
ENSMGAP00000014304	e_gw.89.115.1
ENSMGAP00000000573	e_gw.89.213.1
ENSMGAP00000015595	e_gw.89.119.1
ENSMGAP00000007199	e_gw.89.30.1
ENSMGAP00000007791	e_gw.89.211.1
ENSMGAP00000010430	e_gw.89.25.1
ENSMGAP00000012574	e_gw.90.202.1
ENSMGAP00000002093	e_gw.90.202.1
ENSMGAP00000007710	e_gw.90.116.1
ENSMGAP00000011564	e_gw.90.108.1
ENSMGAP00000017065	e_gw.90.200.1
ENSMGAP00000012642	e_gw.90.81.1
ENSMGAP00000017179	e_gw.90.165.1
ENSMGAP00000004084	e_gw.90.87.1
ENSMGAP00000006054	e_gw.90.87.1
ENSMGAP00000015180	e_gw.90.42.1
ENSMGAP00000011954	e_gw.90.204.1
ENSMGAP00000007180	e_gw.90.204.1
ENSMGAP00000004099	e_gw.90.6.1
ENSMGAP00000007270	e_gw.90.6.1
ENSMGAP00000012004	e_gw.91.224.1
ENSMGAP00000002814	e_gw.91.262.1
ENSMGAP00000018658	e_gw.91.28.1
ENSMGAP00000001323	e_gw.91.28.1
ENSMGAP00000017561	e_gw.91.28.1
ENSMGAP00000004350	e_gw.91.61.1
ENSMGAP00000010520	e_gw.91.219.1
ENSMGAP00000018743	e_gw.91.299.1
ENSMGAP00000011186	e_gw.91.63.1
ENSMGAP00000012255	e_gw.91.63.1
ENSMGAP00000004709	e_gw.91.63.1
ENSMGAP00000018853	e_gw.92.20.1
ENSMGAP00000005679	e_gw.92.57.1
ENSMGAP00000001935	e_gw.92.130.1
ENSMGAP00000009977	e_gw.92.98.1
ENSMGAP00000019219	e_gw.92.98.1
ENSMGAP00000019251	e_gw.92.69.1
ENSMGAP00000008578	e_gw.92.69.1
ENSMGAP00000009765	e_gw.92.69.1
ENSMGAP00000000516	e_gw.92.69.1
ENSMGAP00000005307	e_gw.92.69.1
ENSMGAP00000001948	e_gw.93.73.1
ENSMGAP00000016143	e_gw.93.73.1
ENSMGAP00000015714	e_gw.93.79.1
ENSMGAP00000015956	e_gw.93.82.1
ENSMGAP00000005846	e_gw.94.24.1
ENSMGAP00000006290	e_gw.94.116.1
ENSMGAP00000019769	e_gw.94.108.1
ENSMGAP00000008082	e_gw.94.75.1
ENSMGAP00000014467	e_gw.94.25.1
ENSMGAP00000016455	e_gw.94.9.1
ENSMGAP00000002050	e_gw.94.34.1
ENSMGAP00000012943	e_gw.95.92.1
ENSMGAP00000008897	e_gw.95.150.1
ENSMGAP00000004838	e_gw.95.87.1
ENSMGAP00000011643	e_gw.95.53.1
ENSMGAP00000009832	e_gw.95.86.1
ENSMGAP00000011305	e_gw.95.17.1
ENSMGAP00000001054	e_gw.96.234.1
ENSMGAP00000001391	e_gw.96.87.1
ENSMGAP00000000179	e_gw.96.87.1
ENSMGAP00000003206	e_gw.96.83.1
ENSMGAP00000008513	e_gw.96.176.1
ENSMGAP00000006052	e_gw.96.147.1
ENSMGAP00000010156	e_gw.96.147.1
ENSMGAP00000014742	e_gw.96.126.1
ENSMGAP00000004460	e_gw.96.287.1
ENSMGAP00000002965	e_gw.96.2.1
ENSMGAP00000005473	e_gw.96.19.1
ENSMGAP00000007043	e_gw.96.78.1
ENSMGAP00000010175	e_gw.97.157.1
ENSMGAP00000013221	e_gw.97.2.1
ENSMGAP00000010345	e_gw.97.2.1
ENSMGAP00000010656	e_gw.97.2.1
ENSMGAP00000010324	e_gw.97.2.1
ENSMGAP00000010375	e_gw.97.11.1
ENSMGAP00000000707	e_gw.97.22.1
ENSMGAP00000002500	e_gw.97.22.1
ENSMGAP00000013564	e_gw.97.223.1
ENSMGAP00000011252	e_gw.97.198.1
ENSMGAP00000001139	e_gw.97.221.1
ENSMGAP00000001101	e_gw.97.92.1
ENSMGAP00000019665	e_gw.97.162.1
ENSMGAP00000006510	e_gw.98.74.1
ENSMGAP00000014359	e_gw.98.21.1
ENSMGAP00000003852	e_gw.98.1.1
ENSMGAP00000016788	e_gw.98.153.1
ENSMGAP00000006304	e_gw.98.9.1
ENSMGAP00000017196	e_gw.98.9.1
ENSMGAP00000002593	e_gw.98.30.1
ENSMGAP00000007191	e_gw.98.41.1
ENSMGAP00000005975	e_gw.98.136.1
ENSMGAP00000012878	e_gw.98.39.1
ENSMGAP00000012962	e_gw.98.115.1
ENSMGAP00000009970	e_gw.98.34.1
ENSMGAP00000006917	e_gw.99.29.1
ENSMGAP00000005808	e_gw.99.11.1
ENSMGAP00000002091	e_gw.99.33.1
ENSMGAP00000018303	e_gw.99.124.1
ENSMGAP00000015687	e_gw.100.6.1
ENSMGAP00000007451	e_gw.100.30.1
ENSMGAP00000013671	e_gw.100.160.1
ENSMGAP00000008268	e_gw.100.57.1
ENSMGAP00000009066	e_gw.100.150.1
ENSMGAP00000002071	e_gw.100.150.1
ENSMGAP00000006747	e_gw.100.50.1
ENSMGAP00000000104	e_gw.100.50.1
ENSMGAP00000008164	e_gw.100.50.1
ENSMGAP00000016097	e_gw.100.26.1
ENSMGAP00000000016	e_gw.100.137.1
ENSMGAP00000015196	e_gw.100.66.1
ENSMGAP00000014483	e_gw.101.99.1
ENSMGAP00000010721	e_gw.101.134.1
ENSMGAP00000005106	e_gw.101.137.1
ENSMGAP00000015510	e_gw.101.84.1
ENSMGAP00000012542	e_gw.101.18.1
ENSMGAP00000005328	e_gw.101.21.1
ENSMGAP00000009721	e_gw.101.53.1
ENSMGAP00000008947	e_gw.101.91.1
ENSMGAP00000003700	e_gw.101.176.1
ENSMGAP00000016675	e_gw.102.148.1
ENSMGAP00000015585	e_gw.102.122.1
ENSMGAP00000008902	e_gw.102.141.1
ENSMGAP00000016467	e_gw.103.133.1
ENSMGAP00000015282	e_gw.103.52.1
ENSMGAP00000007374	e_gw.103.36.1
ENSMGAP00000008850	e_gw.103.84.1
ENSMGAP00000014969	e_gw.103.103.1
ENSMGAP00000016582	e_gw.103.20.1
ENSMGAP00000013542	e_gw.104.68.1
ENSMGAP00000014891	e_gw.104.34.1
ENSMGAP00000013652	e_gw.104.119.1
ENSMGAP00000008174	e_gw.104.75.1
ENSMGAP00000015416	e_gw.105.156.1
ENSMGAP00000004687	e_gw.105.50.1
ENSMGAP00000013426	e_gw.105.127.1
ENSMGAP00000015302	e_gw.105.175.1
ENSMGAP00000013536	e_gw.105.45.1
ENSMGAP00000018594	e_gw.105.211.1
ENSMGAP00000001060	e_gw.105.222.1
ENSMGAP00000007341	e_gw.105.160.1
ENSMGAP00000014554	e_gw.105.225.1
ENSMGAP00000014285	e_gw.105.49.1
ENSMGAP00000010299	e_gw.106.69.1
ENSMGAP00000010628	e_gw.106.163.1
ENSMGAP00000006608	e_gw.106.163.1
ENSMGAP00000002988	e_gw.106.22.1
ENSMGAP00000003942	e_gw.106.166.1
ENSMGAP00000004137	e_gw.106.23.1
ENSMGAP00000010013	e_gw.107.43.1
ENSMGAP00000009381	e_gw.107.2.1
ENSMGAP00000002211	e_gw.107.13.1
ENSMGAP00000014619	e_gw.108.36.1
ENSMGAP00000004999	e_gw.108.31.1
ENSMGAP00000005881	e_gw.108.96.1
ENSMGAP00000001343	e_gw.108.33.1
ENSMGAP00000013120	e_gw.108.29.1
ENSMGAP00000002809	e_gw.109.186.1
ENSMGAP00000007021	e_gw.110.105.1
ENSMGAP00000015317	e_gw.110.129.1
ENSMGAP00000001526	e_gw.110.66.1
ENSMGAP00000014413	e_gw.110.14.1
ENSMGAP00000014180	e_gw.110.136.1
ENSMGAP00000001869	e_gw.111.6.1
ENSMGAP00000014431	e_gw.111.6.1
ENSMGAP00000014070	e_gw.111.9.1
ENSMGAP00000011933	e_gw.111.24.1
ENSMGAP00000010845	e_gw.111.24.1
ENSMGAP00000007312	e_gw.111.81.1
ENSMGAP00000003356	e_gw.111.242.1
ENSMGAP00000000904	e_gw.111.242.1
ENSMGAP00000003505	e_gw.235.50.1
ENSMGAP00000000742	e_gw.235.50.1
ENSMGAP00000008649	e_gw.235.26.1
ENSMGAP00000002588	e_gw.235.29.1
ENSMGAP00000010611	e_gw.235.36.1
ENSMGAP00000012814	e_gw.236.24.1
ENSMGAP00000003008	e_gw.237.3.1
ENSMGAP00000019584	e_gw.237.3.1
ENSMGAP00000002236	e_gw.237.44.1
ENSMGAP00000018398	e_gw.237.44.1
ENSMGAP00000001345	e_gw.237.58.1
ENSMGAP00000005832	e_gw.237.119.1
ENSMGAP00000017270	e_gw.237.138.1
ENSMGAP00000019312	e_gw.237.43.1
ENSMGAP00000013275	e_gw.237.70.1
ENSMGAP00000005680	e_gw.237.152.1
ENSMGAP00000005602	e_gw.238.151.1
ENSMGAP00000007491	e_gw.238.47.1
ENSMGAP00000005105	e_gw.238.47.1
ENSMGAP00000001281	e_gw.238.122.1
ENSMGAP00000002641	e_gw.238.122.1
ENSMGAP00000001236	e_gw.238.3.1
ENSMGAP00000001294	e_gw.238.16.1
ENSMGAP00000005501	e_gw.238.16.1
ENSMGAP00000001201	e_gw.238.16.1
ENSMGAP00000015619	e_gw.240.64.1
ENSMGAP00000016741	e_gw.240.62.1
ENSMGAP00000007422	e_gw.240.42.1
ENSMGAP00000006580	e_gw.240.66.1
ENSMGAP00000019048	e_gw.240.40.1
ENSMGAP00000009509	e_gw.240.69.1
ENSMGAP00000000203	e_gw.241.30.1
ENSMGAP00000009942	e_gw.241.86.1
ENSMGAP00000013303	e_gw.241.41.1
ENSMGAP00000006868	e_gw.242.79.1
ENSMGAP00000006124	e_gw.242.24.1
ENSMGAP00000011099	e_gw.242.24.1
ENSMGAP00000005605	e_gw.242.22.1
ENSMGAP00000006244	e_gw.243.6.1
ENSMGAP00000004129	e_gw.243.18.1
ENSMGAP00000012104	e_gw.243.18.1
ENSMGAP00000010334	e_gw.243.28.1
ENSMGAP00000016209	e_gw.244.128.1
ENSMGAP00000016642	e_gw.244.115.1
ENSMGAP00000011804	e_gw.244.94.1
ENSMGAP00000006463	e_gw.245.141.1
ENSMGAP00000005990	e_gw.245.235.1
ENSMGAP00000000214	e_gw.245.29.1
ENSMGAP00000012337	e_gw.245.93.1
ENSMGAP00000016866	e_gw.245.80.1
ENSMGAP00000018036	e_gw.245.116.1
ENSMGAP00000016728	e_gw.245.91.1
ENSMGAP00000019703	e_gw.245.180.1
ENSMGAP00000004170	e_gw.245.232.1
ENSMGAP00000015001	e_gw.246.52.1
ENSMGAP00000002216	e_gw.246.31.1
ENSMGAP00000004674	e_gw.246.31.1
ENSMGAP00000017637	e_gw.247.62.1
ENSMGAP00000006638	e_gw.247.20.1
ENSMGAP00000018834	e_gw.248.13.1
ENSMGAP00000000752	e_gw.248.12.1
ENSMGAP00000010111	e_gw.248.24.1
ENSMGAP00000006496	e_gw.248.64.1
