SINCAM006004	ENSP00000001008
SINCAM007030	ENSP00000361467
SINCAM007934	ENSP00000361471
SINCAM005418	ENSP00000361473
SINCAM007932	ENSP00000361475
SINCAM007930	ENSP00000361483
SINCAM011876	ENSP00000361486
SINCAM003711	ENSP00000361499
SINCAM005415	ENSP00000361502
SINCAM010732	ENSP00000361512
SINCAM003722	ENSP00000361518
SINCAM003723	ENSP00000361522
SINCAM007810	ENSP00000361524
SINCAM005411	ENSP00000361536
SINCAM920905	ENSP00000361540
SINCAM007913	ENSP00000361547
SINCAM920904	ENSP00000361548
SINCAM010728	ENSP00000361557
SINCAM011908	ENSP00000361562
SINCAM007915	ENSP00000361564
SINCAM007027	ENSP00000361577
SINCAM014587	ENSP00000361595
SINCAM011931	ENSP00000361596
SINCAM013599	ENSP00000361599
SINCAM007026	ENSP00000361602
SINCAM013603	ENSP00000361603
SINCAM003725	ENSP00000361608
SINCAM007919	ENSP00000361625
SINCAM013688	ENSP00000361626
SINCAM922309	ENSP00000361628
SINCAM007013	ENSP00000361635
SINCAM011928	ENSP00000361636
SINCAM013573	ENSP00000361642
SINCAM921483	ENSP00000361645
SINCAM013574	ENSP00000361646
SINCAM013576	ENSP00000361653
SINCAM007966	ENSP00000361658
SINCAM010895	ENSP00000361663
SINCAM009012	ENSP00000361664
SINCAM921200	ENSP00000361666
SINCAM921527	ENSP00000361667
SINCAM009011	ENSP00000361668
SINCAM010733	ENSP00000361681
SINCAM921757	ENSP00000361704
SINCAM011875	ENSP00000361705
SINCAM007959	ENSP00000361725
SINCAM007958	ENSP00000361731
SINCAM921525	ENSP00000361748
SINCAM009082	ENSP00000361769
SINCAM007834	ENSP00000361777
SINCAM007015	ENSP00000361785
SINCAM008646	ENSP00000361788
SINCAM003966	ENSP00000361795
SINCAM007833	ENSP00000361800
SINCAM009080	ENSP00000361803
SINCAM011794	ENSP00000361818
SINCAM921490	ENSP00000361824
SINCAM009079	ENSP00000361834
SINCAM008973	ENSP00000361845
SINCAM008974	ENSP00000361852
SINCAM008975	ENSP00000361857
SINCAM921744	ENSP00000361883
SINCAM011799	ENSP00000361892
SINCAM003882	ENSP00000361894
SINCAM922380	ENSP00000361895
SINCAM008891	ENSP00000361918
SINCAM921846	ENSP00000361923
SINCAM010999	ENSP00000361926
SINCAM921835	ENSP00000361927
SINCAM008894	ENSP00000361930
SINCAM007055	ENSP00000361932
SINCAM008890	ENSP00000361949
SINCAM922419	ENSP00000361965
SINCAM007836	ENSP00000361982
SINCAM003854	ENSP00000361990
SINCAM010699	ENSP00000361993
SINCAM922421	ENSP00000361995
SINCAM006919	ENSP00000362010
SINCAM003855	ENSP00000362013
SINCAM921479	ENSP00000362014
SINCAM010736	ENSP00000362018
SINCAM012627	ENSP00000362021
SINCAM013669	ENSP00000362036
SINCAM921831	ENSP00000362041
SINCAM010737	ENSP00000362047
SINCAM922279	ENSP00000362057
SINCAM008940	ENSP00000362060
SINCAM010750	ENSP00000362063
SINCAM012144	ENSP00000362068
SINCAM011995	ENSP00000362071
SINCAM921486	ENSP00000362085
SINCAM009109	ENSP00000362092
SINCAM010787	ENSP00000362095
SINCAM012148	ENSP00000362097
SINCAM009108	ENSP00000362105
SINCAM009107	ENSP00000362107
SINCAM009106	ENSP00000362110
SINCAM009067	ENSP00000362115
SINCAM012056	ENSP00000362121
SINCAM921856	ENSP00000362123
SINCAM010803	ENSP00000362125
SINCAM009066	ENSP00000362127
SINCAM009064	ENSP00000362135
SINCAM007081	ENSP00000362144
SINCAM009061	ENSP00000362146
SINCAM012091	ENSP00000362151
SINCAM009092	ENSP00000362153
SINCAM007815	ENSP00000362159
SINCAM009089	ENSP00000362166
SINCAM009059	ENSP00000362183
SINCAM010810	ENSP00000362186
SINCAM007816	ENSP00000362187
SINCAM921854	ENSP00000362201
SINCAM010813	ENSP00000362206
SINCAM006964	ENSP00000362207
SINCAM922945	ENSP00000362208
SINCAM922287	ENSP00000362217
SINCAM900232	ENSP00000362221
SINCAM921480	ENSP00000362239
SINCAM010816	ENSP00000362260
SINCAM008901	ENSP00000362261
SINCAM010818	ENSP00000362268
SINCAM007935	ENSP00000362271
SINCAM008919	ENSP00000362273
SINCAM003879	ENSP00000362282
SINCAM011848	ENSP00000362283
SINCAM007069	ENSP00000362285
SINCAM921741	ENSP00000362287
SINCAM010823	ENSP00000362296
SINCAM007066	ENSP00000362298
SINCAM921740	ENSP00000362300
SINCAM010826	ENSP00000362308
SINCAM014298	ENSP00000362314
SINCAM006996	ENSP00000362329
SINCAM922384	ENSP00000362330
SINCAM008924	ENSP00000362334
SINCAM007074	ENSP00000362339
SINCAM921738	ENSP00000362340
SINCAM007926	ENSP00000362344
SINCAM007063	ENSP00000362352
SINCAM011311	ENSP00000362353
SINCAM007927	ENSP00000362361
SINCAM012045	ENSP00000362369
SINCAM010827	ENSP00000362372
SINCAM007060	ENSP00000362376
SINCAM007983	ENSP00000362381
SINCAM007982	ENSP00000362386
SINCAM921814	ENSP00000362387
SINCAM007785	ENSP00000362392
SINCAM007746	ENSP00000362399
SINCAM922293	ENSP00000362401
SINCAM007747	ENSP00000362409
SINCAM012049	ENSP00000362410
SINCAM010983	ENSP00000362413
SINCAM006484	ENSP00000362424
SINCAM016850	ENSP00000362427
SINCAM010966	ENSP00000362441
SINCAM011853	ENSP00000362442
SINCAM014248	ENSP00000362456
SINCAM003713	ENSP00000362463
SINCAM009097	ENSP00000362464
SINCAM010964	ENSP00000362465
SINCAM007994	ENSP00000362469
SINCAM006913	ENSP00000362480
SINCAM010963	ENSP00000362481
SINCAM007993	ENSP00000362485
SINCAM921202	ENSP00000362507
SINCAM007997	ENSP00000362524
SINCAM011948	ENSP00000362547
SINCAM003788	ENSP00000362550
SINCAM007999	ENSP00000362551
SINCAM008887	ENSP00000362555
SINCAM011947	ENSP00000362560
SINCAM921737	ENSP00000362562
SINCAM008000	ENSP00000362563
SINCAM008904	ENSP00000362576
SINCAM003786	ENSP00000362578
SINCAM922879	ENSP00000362588
SINCAM012213	ENSP00000362590
SINCAM008882	ENSP00000362592
SINCAM012210	ENSP00000362608
SINCAM008943	ENSP00000362609
SINCAM010952	ENSP00000362613
SINCAM008875	ENSP00000362634
SINCAM008873	ENSP00000362638
SINCAM008011	ENSP00000362639
SINCAM010743	ENSP00000362643
SINCAM008013	ENSP00000362650
SINCAM008014	ENSP00000362656
SINCAM010742	ENSP00000362674
SINCAM008017	ENSP00000362677
SINCAM011866	ENSP00000362680
SINCAM008019	ENSP00000362682
SINCAM008867	ENSP00000362688
SINCAM008883	ENSP00000362704
SINCAM922396	ENSP00000362707
SINCAM008884	ENSP00000362711
SINCAM008031	ENSP00000362717
SINCAM012359	ENSP00000362718
SINCAM008032	ENSP00000362727
SINCAM003222	ENSP00000362728
SINCAM922862	ENSP00000362734
SINCAM009330	ENSP00000362743
SINCAM010740	ENSP00000362744
SINCAM008438	ENSP00000362746
SINCAM008036	ENSP00000362751
SINCAM921536	ENSP00000362760
SINCAM009073	ENSP00000362762
SINCAM011766	ENSP00000362768
SINCAM922276	ENSP00000362773
SINCAM008037	ENSP00000362774
SINCAM009077	ENSP00000362776
SINCAM921861	ENSP00000362777
SINCAM012230	ENSP00000362778
SINCAM008505	ENSP00000362795
SINCAM011040	ENSP00000362799
SINCAM012204	ENSP00000362803
SINCAM009003	ENSP00000362817
SINCAM009002	ENSP00000362819
SINCAM922528	ENSP00000362820
SINCAM011042	ENSP00000362824
SINCAM012266	ENSP00000362836
SINCAM009000	ENSP00000362841
SINCAM007109	ENSP00000362863
SINCAM006268	ENSP00000362867
SINCAM007950	ENSP00000362869
SINCAM921770	ENSP00000362870
SINCAM007951	ENSP00000362873
SINCAM007113	ENSP00000362894
SINCAM008989	ENSP00000362900
SINCAM921785	ENSP00000362918
SINCAM007986	ENSP00000362924
SINCAM008993	ENSP00000362936
SINCAM921779	ENSP00000362937
SINCAM921780	ENSP00000362942
SINCAM007987	ENSP00000362946
SINCAM008959	ENSP00000362948
SINCAM007988	ENSP00000362962
SINCAM921759	ENSP00000362965
SINCAM007121	ENSP00000362987
SINCAM008980	ENSP00000362991
SINCAM007122	ENSP00000362993
SINCAM008981	ENSP00000363001
SINCAM012322	ENSP00000363018
SINCAM008982	ENSP00000363021
SINCAM008983	ENSP00000363031
SINCAM007740	ENSP00000363040
SINCAM007124	ENSP00000363041
SINCAM011857	ENSP00000363043
SINCAM007125	ENSP00000363046
SINCAM012290	ENSP00000363064
SINCAM006309	ENSP00000363071
SINCAM007129	ENSP00000363081
SINCAM007130	ENSP00000363092
SINCAM007132	ENSP00000363107
SINCAM921754	ENSP00000363123
SINCAM011824	ENSP00000363124
SINCAM001712	ENSP00000363128
SINCAM010987	ENSP00000363134
SINCAM012283	ENSP00000363135
SINCAM012282	ENSP00000363149
SINCAM921468	ENSP00000363157
SINCAM007744	ENSP00000363162
SINCAM011030	ENSP00000363193
SINCAM011800	ENSP00000363205
SINCAM007040	ENSP00000363226
SINCAM011762	ENSP00000363228
SINCAM007037	ENSP00000363229
SINCAM008811	ENSP00000363232
SINCAM009048	ENSP00000363250
SINCAM007739	ENSP00000363255
SINCAM009046	ENSP00000363257
SINCAM006927	ENSP00000363259
SINCAM921790	ENSP00000363260
SINCAM007876	ENSP00000363286
SINCAM007866	ENSP00000363298
SINCAM006934	ENSP00000363304
SINCAM007867	ENSP00000363308
SINCAM007870	ENSP00000363313
SINCAM006935	ENSP00000363317
SINCAM010997	ENSP00000363318
SINCAM007871	ENSP00000363322
SINCAM007872	ENSP00000363329
SINCAM009021	ENSP00000363339
SINCAM000898	ENSP00000363345
SINCAM000934	ENSP00000363349
SINCAM920551	ENSP00000363360
SINCAM010994	ENSP00000363369
SINCAM921764	ENSP00000363384
SINCAM009041	ENSP00000363389
SINCAM921786	ENSP00000363390
SINCAM010991	ENSP00000363392
SINCAM003077	ENSP00000363394
SINCAM000927	ENSP00000363397
SINCAM009036	ENSP00000363400
SINCAM000924	ENSP00000363405
SINCAM921766	ENSP00000363419
SINCAM006984	ENSP00000363433
SINCAM012238	ENSP00000363435
SINCAM006982	ENSP00000363441
SINCAM003100	ENSP00000363458
SINCAM003103	ENSP00000363463
SINCAM921734	ENSP00000363478
SINCAM011037	ENSP00000363480
SINCAM011793	ENSP00000363492
SINCAM008910	ENSP00000363500
SINCAM922386	ENSP00000363506
SINCAM006904	ENSP00000363512
SINCAM008912	ENSP00000363513
SINCAM008913	ENSP00000363516
SINCAM009068	ENSP00000363520
SINCAM922328	ENSP00000363524
SINCAM922385	ENSP00000363529
SINCAM008917	ENSP00000363530
SINCAM006529	ENSP00000363533
SINCAM921580	ENSP00000363545
SINCAM000912	ENSP00000363553
SINCAM000913	ENSP00000363571
SINCAM011776	ENSP00000363574
SINCAM007088	ENSP00000363590
SINCAM012278	ENSP00000363591
SINCAM008944	ENSP00000363603
SINCAM921749	ENSP00000363614
SINCAM011826	ENSP00000363616
SINCAM921748	ENSP00000363621
SINCAM008934	ENSP00000363638
SINCAM000935	ENSP00000363641
SINCAM006991	ENSP00000363642
SINCAM922330	ENSP00000363643
SINCAM010989	ENSP00000363661
SINCAM002140	ENSP00000363667
SINCAM014597	ENSP00000363668
SINCAM002931	ENSP00000363676
SINCAM011006	ENSP00000363680
SINCAM002139	ENSP00000363694
SINCAM006467	ENSP00000363708
SINCAM002136	ENSP00000363714
SINCAM008969	ENSP00000363745
SINCAM014681	ENSP00000363746
SINCAM921762	ENSP00000363748
SINCAM013716	ENSP00000363763
SINCAM013715	ENSP00000363770
SINCAM000948	ENSP00000363779
SINCAM000999	ENSP00000363804
SINCAM011011	ENSP00000363822
SINCAM001002	ENSP00000363824
SINCAM001635	ENSP00000363826
SINCAM013631	ENSP00000363827
SINCAM001633	ENSP00000363836
SINCAM921506	ENSP00000363840
SINCAM000889	ENSP00000363852
SINCAM012740	ENSP00000363868
SINCAM900249	ENSP00000363869
SINCAM922185	ENSP00000363873
SINCAM012583	ENSP00000363891
SINCAM001630	ENSP00000363921
SINCAM012034	ENSP00000363929
SINCAM010929	ENSP00000363944
SINCAM010931	ENSP00000363972
SINCAM013636	ENSP00000363973
SINCAM015006	ENSP00000363984
SINCAM010936	ENSP00000363985
SINCAM006653	ENSP00000364000
SINCAM000895	ENSP00000364008
SINCAM002199	ENSP00000364013
SINCAM015740	ENSP00000364016
SINCAM013638	ENSP00000364028
SINCAM922285	ENSP00000364035
SINCAM002126	ENSP00000364037
SINCAM011784	ENSP00000364119
SINCAM922041	ENSP00000364126
SINCAM001696	ENSP00000364133
SINCAM001695	ENSP00000364140
SINCAM002113	ENSP00000364150
SINCAM013723	ENSP00000364188
SINCAM013720	ENSP00000364204
SINCAM000950	ENSP00000364207
SINCAM923114	ENSP00000364212
SINCAM922582	ENSP00000364219
SINCAM013786	ENSP00000364220
SINCAM013789	ENSP00000364240
SINCAM001005	ENSP00000364260
SINCAM922578	ENSP00000364261
SINCAM922579	ENSP00000364263
SINCAM016001	ENSP00000364265
SINCAM920432	ENSP00000364270
SINCAM000058	ENSP00000364289
SINCAM013719	ENSP00000364295
SINCAM015467	ENSP00000364320
SINCAM015220	ENSP00000364324
SINCAM007939	ENSP00000364348
SINCAM006724	ENSP00000364361
SINCAM001020	ENSP00000364382
SINCAM013644	ENSP00000364403
SINCAM921607	ENSP00000364404
SINCAM001022	ENSP00000364405
SINCAM921606	ENSP00000364407
SINCAM001023	ENSP00000364412
SINCAM921603	ENSP00000364430
SINCAM004765	ENSP00000364448
SINCAM001029	ENSP00000364464
SINCAM011284	ENSP00000364482
SINCAM001031	ENSP00000364486
SINCAM011285	ENSP00000364498
SINCAM009279	ENSP00000364502
SINCAM006787	ENSP00000364512
SINCAM012513	ENSP00000364515
SINCAM010928	ENSP00000364519
SINCAM013671	ENSP00000364524
SINCAM001618	ENSP00000364526
SINCAM001619	ENSP00000364547
SINCAM009165	ENSP00000364567
SINCAM004526	ENSP00000364580
SINCAM013593	ENSP00000364585
SINCAM004524	ENSP00000364589
SINCAM009630	ENSP00000364595
SINCAM013745	ENSP00000364609
SINCAM013577	ENSP00000364613
SINCAM009631	ENSP00000364621
SINCAM009632	ENSP00000364631
SINCAM013744	ENSP00000364649
SINCAM001615	ENSP00000364683
SINCAM922569	ENSP00000364685
SINCAM009381	ENSP00000364691
SINCAM922119	ENSP00000364694
SINCAM922733	ENSP00000364699
SINCAM009593	ENSP00000364700
SINCAM004521	ENSP00000364709
SINCAM011845	ENSP00000364721
SINCAM921340	ENSP00000364731
SINCAM922120	ENSP00000364737
SINCAM013725	ENSP00000364742
SINCAM013726	ENSP00000364749
SINCAM014004	ENSP00000364765
SINCAM009597	ENSP00000364794
SINCAM014625	ENSP00000364801
SINCAM013732	ENSP00000364814
SINCAM015761	ENSP00000364815
SINCAM922395	ENSP00000364839
SINCAM002374	ENSP00000364847
SINCAM900201	ENSP00000364860
SINCAM922394	ENSP00000364864
SINCAM900196	ENSP00000364883
SINCAM006374	ENSP00000364886
SINCAM004416	ENSP00000364893
SINCAM013740	ENSP00000364895
SINCAM900195	ENSP00000364907
SINCAM013739	ENSP00000364912
SINCAM900194	ENSP00000364919
SINCAM004421	ENSP00000364929
SINCAM922567	ENSP00000364938
SINCAM001609	ENSP00000364946
SINCAM013735	ENSP00000364956
SINCAM004427	ENSP00000364979
SINCAM013721	ENSP00000364986
SINCAM001011	ENSP00000364995
SINCAM006412	ENSP00000365005
SINCAM920569	ENSP00000365006
SINCAM922564	ENSP00000365007
SINCAM923022	ENSP00000365012
SINCAM001012	ENSP00000365014
SINCAM004457	ENSP00000365016
SINCAM001013	ENSP00000365019
SINCAM921316	ENSP00000365048
SINCAM921317	ENSP00000365063
SINCAM014686	ENSP00000365071
SINCAM013594	ENSP00000365075
SINCAM921318	ENSP00000365080
SINCAM922989	ENSP00000365081
SINCAM011885	ENSP00000365105
SINCAM001596	ENSP00000365107
SINCAM922951	ENSP00000365130
SINCAM013578	ENSP00000365147
SINCAM012733	ENSP00000365159
SINCAM921295	ENSP00000365172
SINCAM922272	ENSP00000365188
SINCAM013583	ENSP00000365198
SINCAM921296	ENSP00000365200
SINCAM010715	ENSP00000365210
SINCAM010878	ENSP00000365233
SINCAM001036	ENSP00000365251
SINCAM920994	ENSP00000365255
SINCAM010717	ENSP00000365256
SINCAM004691	ENSP00000365272
SINCAM922391	ENSP00000365280
SINCAM921369	ENSP00000365295
SINCAM004570	ENSP00000365301
SINCAM001593	ENSP00000365312
SINCAM001037	ENSP00000365387
SINCAM001592	ENSP00000365388
SINCAM013588	ENSP00000365397
SINCAM922040	ENSP00000365401
SINCAM001588	ENSP00000365411
SINCAM001038	ENSP00000365413
SINCAM004575	ENSP00000365426
SINCAM920661	ENSP00000365437
SINCAM920573	ENSP00000365439
SINCAM015540	ENSP00000365441
SINCAM004577	ENSP00000365462
SINCAM006428	ENSP00000365477
SINCAM004579	ENSP00000365514
SINCAM920574	ENSP00000365522
SINCAM001746	ENSP00000365529
SINCAM922204	ENSP00000365530
SINCAM004581	ENSP00000365538
SINCAM920576	ENSP00000365550
SINCAM004582	ENSP00000365567
SINCAM009666	ENSP00000365569
SINCAM001043	ENSP00000365576
SINCAM017988	ENSP00000365588
SINCAM004584	ENSP00000365596
SINCAM001044	ENSP00000365601
SINCAM922959	ENSP00000365625
SINCAM001046	ENSP00000365630
SINCAM001743	ENSP00000365637
SINCAM004586	ENSP00000365643
SINCAM920675	ENSP00000365678
SINCAM013011	ENSP00000365682
SINCAM001741	ENSP00000365687
SINCAM001740	ENSP00000365693
SINCAM016024	ENSP00000365694
SINCAM003640	ENSP00000365725
SINCAM004588	ENSP00000365730
SINCAM001049	ENSP00000365735
SINCAM013650	ENSP00000365756
SINCAM001738	ENSP00000365757
SINCAM001050	ENSP00000365773
SINCAM015461	ENSP00000365777
SINCAM001051	ENSP00000365782
SINCAM001053	ENSP00000365807
SINCAM001737	ENSP00000365811
SINCAM004763	ENSP00000365830
SINCAM921445	ENSP00000365837
SINCAM003642	ENSP00000365840
SINCAM014967	ENSP00000365844
SINCAM001056	ENSP00000365908
SINCAM001058	ENSP00000365926
SINCAM013300	ENSP00000365931
SINCAM004497	ENSP00000365938
SINCAM013608	ENSP00000365944
SINCAM922957	ENSP00000365963
SINCAM013610	ENSP00000366006
SINCAM013612	ENSP00000366015
SINCAM920581	ENSP00000366030
SINCAM004721	ENSP00000366036
SINCAM003678	ENSP00000366058
SINCAM007590	ENSP00000366070
SINCAM009719	ENSP00000366073
SINCAM004501	ENSP00000366084
SINCAM922478	ENSP00000366093
SINCAM014630	ENSP00000366095
SINCAM001065	ENSP00000366109
SINCAM013614	ENSP00000366135
SINCAM013615	ENSP00000366156
SINCAM004502	ENSP00000366157
SINCAM001735	ENSP00000366179
SINCAM013853	ENSP00000366221
SINCAM003559	ENSP00000366225
SINCAM017650	ENSP00000366233
SINCAM013850	ENSP00000366237
SINCAM000953	ENSP00000366240
SINCAM000954	ENSP00000366243
SINCAM010854	ENSP00000366246
SINCAM015381	ENSP00000366249
SINCAM009383	ENSP00000366267
SINCAM007545	ENSP00000366271
SINCAM010635	ENSP00000366275
SINCAM922812	ENSP00000366280
SINCAM921333	ENSP00000366283
SINCAM004509	ENSP00000366288
SINCAM921334	ENSP00000366306
SINCAM003562	ENSP00000366307
SINCAM000957	ENSP00000366314
SINCAM001733	ENSP00000366326
SINCAM013036	ENSP00000366330
SINCAM921175	ENSP00000366347
SINCAM000960	ENSP00000366387
SINCAM003663	ENSP00000366396
SINCAM000961	ENSP00000366402
SINCAM017786	ENSP00000366404
SINCAM013842	ENSP00000366410
SINCAM004515	ENSP00000366416
SINCAM013838	ENSP00000366430
SINCAM010177	ENSP00000366434
SINCAM001732	ENSP00000366460
SINCAM013839	ENSP00000366474
SINCAM001730	ENSP00000366477
SINCAM000968	ENSP00000366482
SINCAM922625	ENSP00000366487
SINCAM013840	ENSP00000366513
SINCAM001728	ENSP00000366519
SINCAM002715	ENSP00000366522
SINCAM011593	ENSP00000366525
SINCAM013174	ENSP00000366528
SINCAM002796	ENSP00000366534
SINCAM000702	ENSP00000366549
SINCAM003670	ENSP00000366557
SINCAM013837	ENSP00000366563
SINCAM002735	ENSP00000366565
SINCAM010158	ENSP00000366582
SINCAM001726	ENSP00000366586
SINCAM017880	ENSP00000366604
SINCAM005000	ENSP00000366618
SINCAM013782	ENSP00000366620
SINCAM013781	ENSP00000366628
SINCAM013779	ENSP00000366654
SINCAM003674	ENSP00000366672
SINCAM004492	ENSP00000366673
SINCAM010782	ENSP00000366682
SINCAM004491	ENSP00000366694
SINCAM013663	ENSP00000366702
SINCAM001722	ENSP00000366746
SINCAM000755	ENSP00000366748
SINCAM013827	ENSP00000366800
SINCAM004489	ENSP00000366819
SINCAM001719	ENSP00000366827
SINCAM003592	ENSP00000366828
SINCAM009752	ENSP00000366829
SINCAM007520	ENSP00000366843
SINCAM004486	ENSP00000366863
SINCAM004131	ENSP00000366875
SINCAM921905	ENSP00000366876
SINCAM013831	ENSP00000366886
SINCAM004485	ENSP00000366897
SINCAM016377	ENSP00000366898
SINCAM013832	ENSP00000366902
SINCAM004484	ENSP00000366915
SINCAM000841	ENSP00000366923
SINCAM013657	ENSP00000366934
SINCAM013155	ENSP00000366936
SINCAM003599	ENSP00000366939
SINCAM000068	ENSP00000366945
SINCAM000811	ENSP00000366953
SINCAM920821	ENSP00000366970
SINCAM004481	ENSP00000366997
SINCAM003600	ENSP00000366998
SINCAM001528	ENSP00000367001
SINCAM013654	ENSP00000367013
SINCAM000045	ENSP00000367029
SINCAM920673	ENSP00000367030
SINCAM921279	ENSP00000367032
SINCAM003601	ENSP00000367038
SINCAM004479	ENSP00000367049
SINCAM015805	ENSP00000367050
SINCAM009372	ENSP00000367059
SINCAM013797	ENSP00000367065
SINCAM900238	ENSP00000367069
SINCAM004477	ENSP00000367075
SINCAM013798	ENSP00000367086
SINCAM014999	ENSP00000367102
SINCAM003766	ENSP00000367104
SINCAM921231	ENSP00000367123
SINCAM013799	ENSP00000367125
SINCAM013823	ENSP00000367130
SINCAM004470	ENSP00000367151
SINCAM920672	ENSP00000367154
SINCAM013677	ENSP00000367173
SINCAM004467	ENSP00000367177
SINCAM002133	ENSP00000367196
SINCAM001858	ENSP00000367197
SINCAM004466	ENSP00000367198
SINCAM001698	ENSP00000367202
SINCAM900224	ENSP00000367203
SINCAM004465	ENSP00000367208
SINCAM010202	ENSP00000367214
SINCAM003682	ENSP00000367220
SINCAM001461	ENSP00000367227
SINCAM003779	ENSP00000367229
SINCAM001713	ENSP00000367239
SINCAM008188	ENSP00000367263
SINCAM006037	ENSP00000367265
SINCAM921391	ENSP00000367276
SINCAM010752	ENSP00000367284
SINCAM921197	ENSP00000367292
SINCAM004903	ENSP00000367299
SINCAM921356	ENSP00000367301
SINCAM011577	ENSP00000367315
SINCAM002223	ENSP00000367316
SINCAM001353	ENSP00000367318
SINCAM014845	ENSP00000367319
SINCAM013680	ENSP00000367323
SINCAM005702	ENSP00000367330
SINCAM001352	ENSP00000367343
SINCAM003774	ENSP00000367346
SINCAM002224	ENSP00000367356
SINCAM001830	ENSP00000367359
SINCAM921354	ENSP00000367384
SINCAM013618	ENSP00000367398
SINCAM920768	ENSP00000367406
SINCAM920751	ENSP00000367407
SINCAM004637	ENSP00000367408
SINCAM013617	ENSP00000367433
SINCAM920669	ENSP00000367439
SINCAM001832	ENSP00000367440
SINCAM009035	ENSP00000367446
SINCAM013620	ENSP00000367454
SINCAM001833	ENSP00000367459
SINCAM920670	ENSP00000367462
SINCAM013621	ENSP00000367476
SINCAM010465	ENSP00000367494
SINCAM013692	ENSP00000367498
SINCAM006206	ENSP00000367527
SINCAM002519	ENSP00000367528
SINCAM013810	ENSP00000367545
SINCAM004296	ENSP00000367552
SINCAM016151	ENSP00000367564
SINCAM013808	ENSP00000367595
SINCAM007340	ENSP00000367608
SINCAM010436	ENSP00000367615
SINCAM921048	ENSP00000367623
SINCAM013806	ENSP00000367629
SINCAM003916	ENSP00000367631
SINCAM920692	ENSP00000367637
SINCAM005588	ENSP00000367638
SINCAM920771	ENSP00000367655
SINCAM013800	ENSP00000367668
SINCAM003918	ENSP00000367686
SINCAM921292	ENSP00000367691
SINCAM004632	ENSP00000367697
SINCAM004630	ENSP00000367705
SINCAM007379	ENSP00000367714
SINCAM002970	ENSP00000367715
SINCAM017405	ENSP00000367721
SINCAM013822	ENSP00000367727
SINCAM004626	ENSP00000367743
SINCAM001836	ENSP00000367752
SINCAM003967	ENSP00000367755
SINCAM001329	ENSP00000367756
SINCAM003920	ENSP00000367762
SINCAM004624	ENSP00000367766
SINCAM006155	ENSP00000367770
